county_name,median_household_income,zip code tabulation area
ZCTA5 16354,43026,16354
ZCTA5 16360,70179,16360
ZCTA5 16361,74219,16361
ZCTA5 16362,64063,16362
ZCTA5 16364,74911,16364
ZCTA5 16365,55831,16365
ZCTA5 16370,53125,16370
ZCTA5 16371,53022,16371
ZCTA5 16372,42250,16372
ZCTA5 16373,66458,16373
ZCTA5 16374,53696,16374
ZCTA5 16401,68056,16401
ZCTA5 16402,70500,16402
ZCTA5 16403,67847,16403
ZCTA5 16404,58942,16404
ZCTA5 16405,79375,16405
ZCTA5 16406,63880,16406
ZCTA5 16407,51098,16407
ZCTA5 16410,94917,16410
ZCTA5 16411,63664,16411
ZCTA5 16412,65605,16412
ZCTA5 16415,100867,16415
ZCTA5 16416,-666666666,16416
ZCTA5 16417,78021,16417
ZCTA5 16420,52188,16420
ZCTA5 16421,72926,16421
ZCTA5 16422,77917,16422
ZCTA5 16423,70529,16423
ZCTA5 16424,51800,16424
ZCTA5 16426,77076,16426
ZCTA5 16427,53500,16427
ZCTA5 16428,68591,16428
ZCTA5 16430,103000,16430
ZCTA5 16433,66111,16433
ZCTA5 16434,53897,16434
ZCTA5 16435,53859,16435
ZCTA5 16436,44948,16436
ZCTA5 16438,58679,16438
ZCTA5 16440,69219,16440
ZCTA5 16441,75453,16441
ZCTA5 16442,71250,16442
ZCTA5 16443,65536,16443
ZCTA5 16444,-666666666,16444
ZCTA5 16475,-666666666,16475
ZCTA5 16501,14319,16501
ZCTA5 16502,35508,16502
ZCTA5 16503,29240,16503
ZCTA5 16504,47146,16504
ZCTA5 16505,69884,16505
ZCTA5 16506,83782,16506
ZCTA5 16507,34016,16507
ZCTA5 16508,53197,16508
ZCTA5 16509,69496,16509
ZCTA5 16510,59949,16510
ZCTA5 16511,62420,16511
ZCTA5 16546,-666666666,16546
ZCTA5 16550,-666666666,16550
ZCTA5 16563,-666666666,16563
ZCTA5 16601,54831,16601
ZCTA5 16602,51808,16602
ZCTA5 16611,68571,16611
ZCTA5 16613,71181,16613
ZCTA5 16616,33281,16616
ZCTA5 16617,53487,16617
ZCTA5 16619,75893,16619
ZCTA5 16620,55833,16620
ZCTA5 16621,66736,16621
ZCTA5 16622,44167,16622
ZCTA5 16623,54375,16623
ZCTA5 16624,73750,16624
ZCTA5 16625,57646,16625
ZCTA5 16627,49071,16627
ZCTA5 16630,63696,16630
ZCTA5 16631,-666666666,16631
ZCTA5 16633,85278,16633
ZCTA5 16634,56500,16634
ZCTA5 16635,70140,16635
ZCTA5 16636,86786,16636
ZCTA5 16637,54453,16637
ZCTA5 16638,111875,16638
ZCTA5 16639,70467,16639
ZCTA5 16640,52361,16640
ZCTA5 16641,56809,16641
ZCTA5 16645,60833,16645
ZCTA5 16646,57356,16646
ZCTA5 16647,77159,16647
ZCTA5 16648,76882,16648
ZCTA5 16650,56106,16650
ZCTA5 16651,62391,16651
ZCTA5 16652,62049,16652
ZCTA5 16654,-666666666,16654
ZCTA5 16655,63523,16655
ZCTA5 16656,45938,16656
ZCTA5 16657,58781,16657
ZCTA5 16659,-666666666,16659
ZCTA5 16661,50568,16661
ZCTA5 16662,66293,16662
ZCTA5 16664,72760,16664
ZCTA5 16665,80714,16665
ZCTA5 16666,48158,16666
ZCTA5 16667,47188,16667
ZCTA5 16668,61750,16668
ZCTA5 16669,71458,16669
ZCTA5 16670,-666666666,16670
ZCTA5 16671,66071,16671
ZCTA5 16672,56458,16672
ZCTA5 16673,71622,16673
ZCTA5 16674,44712,16674
ZCTA5 16675,37813,16675
ZCTA5 16677,-666666666,16677
ZCTA5 16678,58214,16678
ZCTA5 16679,43073,16679
ZCTA5 16680,76250,16680
ZCTA5 16682,66685,16682
ZCTA5 16683,81667,16683
ZCTA5 16684,31310,16684
ZCTA5 16685,130541,16685
ZCTA5 16686,64433,16686
ZCTA5 16689,55139,16689
ZCTA5 16691,56250,16691
ZCTA5 16692,67604,16692
ZCTA5 16693,61140,16693
ZCTA5 16694,60313,16694
ZCTA5 16695,70694,16695
ZCTA5 16699,-666666666,16699
ZCTA5 16701,56748,16701
ZCTA5 16720,49009,16720
ZCTA5 16724,69375,16724
ZCTA5 16725,-666666666,16725
ZCTA5 16726,60250,16726
ZCTA5 16727,84228,16727
ZCTA5 16729,60625,16729
ZCTA5 16730,-666666666,16730
ZCTA5 16731,57594,16731
ZCTA5 16732,61612,16732
ZCTA5 16733,47679,16733
ZCTA5 16734,59643,16734
ZCTA5 16735,53445,16735
ZCTA5 16738,67841,16738
ZCTA5 16740,49750,16740
ZCTA5 16743,56307,16743
ZCTA5 16744,88000,16744
ZCTA5 16745,52031,16745
ZCTA5 16746,60313,16746
ZCTA5 16748,53565,16748
ZCTA5 16749,62917,16749
ZCTA5 16750,113500,16750
ZCTA5 16801,59296,16801
ZCTA5 16802,-666666666,16802
ZCTA5 16803,65224,16803
ZCTA5 16820,74000,16820
ZCTA5 16821,97292,16821
ZCTA5 16822,71205,16822
ZCTA5 16823,77087,16823
ZCTA5 16825,57426,16825
ZCTA5 16826,60114,16826
ZCTA5 16827,118125,16827
ZCTA5 16828,68368,16828
ZCTA5 16829,69375,16829
ZCTA5 16830,52853,16830
ZCTA5 16832,51364,16832
ZCTA5 16833,56356,16833
ZCTA5 16834,106990,16834
ZCTA5 16835,56667,16835
ZCTA5 16836,55156,16836
ZCTA5 16837,36042,16837
ZCTA5 16838,55909,16838
ZCTA5 16839,61750,16839
ZCTA5 16840,52344,16840
ZCTA5 16841,68452,16841
ZCTA5 16843,48698,16843
ZCTA5 16844,82159,16844
ZCTA5 16845,69135,16845
ZCTA5 16847,55000,16847
ZCTA5 16848,52404,16848
ZCTA5 16849,30938,16849
ZCTA5 16851,59712,16851
ZCTA5 16852,28125,16852
ZCTA5 16853,-666666666,16853
ZCTA5 16854,61250,16854
ZCTA5 16855,-666666666,16855
ZCTA5 16856,-666666666,16856
ZCTA5 16858,54734,16858
ZCTA5 16859,66250,16859
ZCTA5 16860,70923,16860
ZCTA5 16861,22197,16861
ZCTA5 16863,66429,16863
ZCTA5 16864,25000,16864
ZCTA5 16865,75000,16865
ZCTA5 16866,50864,16866
ZCTA5 16868,152790,16868
ZCTA5 16870,111667,16870
ZCTA5 16871,70893,16871
ZCTA5 16872,69453,16872
ZCTA5 16874,68462,16874
ZCTA5 16875,59092,16875
ZCTA5 16876,44821,16876
ZCTA5 16877,85000,16877
ZCTA5 16878,66136,16878
ZCTA5 16879,47841,16879
ZCTA5 16881,61429,16881
ZCTA5 16882,51979,16882
ZCTA5 16901,63035,16901
ZCTA5 16910,58125,16910
ZCTA5 16911,93906,16911
ZCTA5 16912,67125,16912
ZCTA5 16914,62377,16914
ZCTA5 16915,60000,16915
ZCTA5 16917,65870,16917
ZCTA5 16920,57375,16920
ZCTA5 16921,45417,16921
ZCTA5 16922,55357,16922
ZCTA5 16923,67625,16923
ZCTA5 16925,69303,16925
ZCTA5 16926,69271,16926
ZCTA5 16927,58750,16927
ZCTA5 16928,64722,16928
ZCTA5 16929,63125,16929
ZCTA5 16930,71776,16930
ZCTA5 16932,60000,16932
ZCTA5 16933,54332,16933
ZCTA5 16935,68636,16935
ZCTA5 16936,54688,16936
ZCTA5 16937,46667,16937
ZCTA5 16938,68750,16938
ZCTA5 16939,-666666666,16939
ZCTA5 16940,-666666666,16940
ZCTA5 16941,-666666666,16941
ZCTA5 16942,49545,16942
ZCTA5 16943,45417,16943
ZCTA5 16946,49464,16946
ZCTA5 16947,57696,16947
ZCTA5 16948,44844,16948
ZCTA5 16950,50243,16950
ZCTA5 17002,66534,17002
ZCTA5 17003,83406,17003
ZCTA5 17004,56864,17004
ZCTA5 17005,61000,17005
ZCTA5 17006,58571,17006
ZCTA5 17007,102744,17007
ZCTA5 17009,65469,17009
ZCTA5 17010,65734,17010
ZCTA5 17011,85573,17011
ZCTA5 17013,65906,17013
ZCTA5 17014,146563,17014
ZCTA5 17015,90630,17015
ZCTA5 17016,-666666666,17016
ZCTA5 17017,67813,17017
ZCTA5 17018,82425,17018
ZCTA5 17019,86015,17019
ZCTA5 17020,76767,17020
ZCTA5 17021,53625,17021
ZCTA5 17022,78688,17022
ZCTA5 17023,75060,17023
ZCTA5 17024,85365,17024
ZCTA5 17025,85878,17025
ZCTA5 17026,94375,17026
ZCTA5 17027,72308,17027
ZCTA5 17028,68203,17028
ZCTA5 17029,70402,17029
ZCTA5 17030,-666666666,17030
ZCTA5 17032,76114,17032
ZCTA5 17033,73611,17033
ZCTA5 17034,50150,17034
ZCTA5 17035,48583,17035
ZCTA5 17036,98955,17036
ZCTA5 17037,59792,17037
ZCTA5 17038,68720,17038
ZCTA5 17039,-666666666,17039
ZCTA5 17040,83750,17040
ZCTA5 17041,-666666666,17041
ZCTA5 17042,72366,17042
ZCTA5 17043,66563,17043
ZCTA5 17044,53770,17044
ZCTA5 17045,70536,17045
ZCTA5 17046,54589,17046
ZCTA5 17047,74643,17047
ZCTA5 17048,72311,17048
ZCTA5 17049,77000,17049
ZCTA5 17050,110267,17050
ZCTA5 17051,61006,17051
ZCTA5 17052,68977,17052
ZCTA5 17053,75531,17053
ZCTA5 17054,74821,17054
ZCTA5 17055,89367,17055
ZCTA5 17056,-666666666,17056
ZCTA5 17057,68072,17057
ZCTA5 17058,55375,17058
ZCTA5 17059,59033,17059
ZCTA5 17060,65000,17060
ZCTA5 17061,57951,17061
ZCTA5 17062,83713,17062
ZCTA5 17063,63571,17063
ZCTA5 17064,110852,17064
ZCTA5 17065,83314,17065
ZCTA5 17066,46828,17066
ZCTA5 17067,78556,17067
ZCTA5 17068,79833,17068
ZCTA5 17069,75714,17069
ZCTA5 17070,83801,17070
ZCTA5 17071,66250,17071
ZCTA5 17073,90609,17073
ZCTA5 17074,74970,17074
ZCTA5 17075,71875,17075
ZCTA5 17076,-666666666,17076
ZCTA5 17077,-666666666,17077
ZCTA5 17078,80391,17078
ZCTA5 17080,68750,17080
ZCTA5 17081,55329,17081
ZCTA5 17082,68717,17082
ZCTA5 17084,67167,17084
ZCTA5 17086,68239,17086
ZCTA5 17087,91042,17087
ZCTA5 17088,93917,17088
ZCTA5 17090,71832,17090
ZCTA5 17093,71282,17093
ZCTA5 17094,61100,17094
ZCTA5 17097,53750,17097
ZCTA5 17098,61410,17098
ZCTA5 17099,62602,17099
ZCTA5 17101,58222,17101
ZCTA5 17102,52093,17102
ZCTA5 17103,40786,17103
ZCTA5 17104,43193,17104
ZCTA5 17109,68496,17109
ZCTA5 17110,75276,17110
ZCTA5 17111,81855,17111
ZCTA5 17112,97301,17112
ZCTA5 17113,60921,17113
ZCTA5 17120,-666666666,17120
ZCTA5 17201,56478,17201
ZCTA5 17202,92925,17202
ZCTA5 17210,-666666666,17210
ZCTA5 17211,48125,17211
ZCTA5 17212,76927,17212
ZCTA5 17213,71719,17213
ZCTA5 17214,55080,17214
ZCTA5 17215,63750,17215
ZCTA5 17217,71250,17217
ZCTA5 17219,-666666666,17219
ZCTA5 17220,62784,17220
ZCTA5 17221,59750,17221
ZCTA5 17222,76081,17222
ZCTA5 17223,41250,17223
ZCTA5 17224,113093,17224
ZCTA5 17225,83606,17225
ZCTA5 17228,76923,17228
ZCTA5 17229,62045,17229
ZCTA5 17232,-666666666,17232
ZCTA5 17233,59018,17233
ZCTA5 17235,61325,17235
ZCTA5 17236,75119,17236
ZCTA5 17237,70286,17237
ZCTA5 17238,66042,17238
ZCTA5 17239,58333,17239
ZCTA5 17240,80221,17240
ZCTA5 17241,72467,17241
ZCTA5 17243,59444,17243
ZCTA5 17244,69063,17244
ZCTA5 17246,69763,17246
ZCTA5 17247,49926,17247
ZCTA5 17249,71875,17249
ZCTA5 17250,-666666666,17250
ZCTA5 17251,64688,17251
ZCTA5 17252,56543,17252
ZCTA5 17253,70057,17253
ZCTA5 17254,74107,17254
ZCTA5 17255,57708,17255
ZCTA5 17257,67055,17257
ZCTA5 17260,44226,17260
ZCTA5 17261,-666666666,17261
ZCTA5 17262,73500,17262
ZCTA5 17263,83688,17263
ZCTA5 17264,53500,17264
ZCTA5 17265,51875,17265
ZCTA5 17266,60625,17266
ZCTA5 17267,78359,17267
ZCTA5 17268,65698,17268
ZCTA5 17271,85313,17271
ZCTA5 17301,78094,17301
ZCTA5 17302,70391,17302
ZCTA5 17303,-666666666,17303
ZCTA5 17304,81318,17304
ZCTA5 17306,76339,17306
ZCTA5 17307,71155,17307
ZCTA5 17309,83125,17309
ZCTA5 17311,71250,17311
ZCTA5 17313,62384,17313
ZCTA5 17314,88181,17314
ZCTA5 17315,77185,17315
ZCTA5 17316,100853,17316
ZCTA5 17317,81429,17317
ZCTA5 17318,74167,17318
ZCTA5 17319,95986,17319
ZCTA5 17320,86420,17320
ZCTA5 17321,110000,17321
ZCTA5 17322,102417,17322
ZCTA5 17323,55417,17323
ZCTA5 17324,72000,17324
ZCTA5 17325,80655,17325
ZCTA5 17327,91313,17327
ZCTA5 17329,113813,17329
ZCTA5 17331,73781,17331
ZCTA5 17339,96593,17339
ZCTA5 17340,80475,17340
ZCTA5 17342,84712,17342
ZCTA5 17343,-666666666,17343
ZCTA5 17344,70955,17344
ZCTA5 17345,79365,17345
ZCTA5 17347,92500,17347
ZCTA5 17349,108160,17349
ZCTA5 17350,72976,17350
ZCTA5 17352,114028,17352
ZCTA5 17353,85543,17353
ZCTA5 17355,41458,17355
ZCTA5 17356,84272,17356
ZCTA5 17360,81794,17360
ZCTA5 17361,93886,17361
ZCTA5 17362,92074,17362
ZCTA5 17363,101250,17363
ZCTA5 17364,67036,17364
ZCTA5 17365,79632,17365
ZCTA5 17366,73958,17366
ZCTA5 17368,82674,17368
ZCTA5 17370,88125,17370
ZCTA5 17371,97757,17371
ZCTA5 17372,69425,17372
ZCTA5 17401,40209,17401
ZCTA5 17402,78625,17402
ZCTA5 17403,65915,17403
ZCTA5 17404,74138,17404
ZCTA5 17406,80930,17406
ZCTA5 17407,114190,17407
ZCTA5 17408,78468,17408
ZCTA5 17501,68066,17501
ZCTA5 17502,74476,17502
ZCTA5 17504,-666666666,17504
ZCTA5 17505,87350,17505
ZCTA5 17506,128100,17506
ZCTA5 17507,73102,17507
ZCTA5 17508,114680,17508
ZCTA5 17509,75880,17509
ZCTA5 17512,59496,17512
ZCTA5 17516,100000,17516
ZCTA5 17517,88100,17517
ZCTA5 17518,64792,17518
ZCTA5 17519,95938,17519
ZCTA5 17520,85480,17520
ZCTA5 17522,69084,17522
ZCTA5 17527,90362,17527
ZCTA5 17529,73981,17529
ZCTA5 17532,84453,17532
ZCTA5 17534,-666666666,17534
ZCTA5 17535,105231,17535
ZCTA5 17536,64333,17536
ZCTA5 17538,94825,17538
ZCTA5 17540,81667,17540
ZCTA5 17543,88607,17543
ZCTA5 17545,80399,17545
ZCTA5 17547,84766,17547
ZCTA5 17550,-666666666,17550
ZCTA5 17551,70196,17551
ZCTA5 17552,85788,17552
ZCTA5 17554,89733,17554
ZCTA5 17555,90577,17555
ZCTA5 17557,78322,17557
ZCTA5 17560,81570,17560
ZCTA5 17562,100377,17562
ZCTA5 17563,75625,17563
ZCTA5 17565,97782,17565
ZCTA5 17566,71422,17566
ZCTA5 17568,-666666666,17568
ZCTA5 17569,88138,17569
ZCTA5 17570,84271,17570
ZCTA5 17572,75875,17572
ZCTA5 17576,-666666666,17576
ZCTA5 17578,80479,17578
ZCTA5 17579,85013,17579
ZCTA5 17581,-666666666,17581
ZCTA5 17582,99427,17582
ZCTA5 17584,101273,17584
ZCTA5 17601,93194,17601
ZCTA5 17602,69416,17602
ZCTA5 17603,78902,17603
ZCTA5 17606,-666666666,17606
ZCTA5 17701,52860,17701
ZCTA5 17702,64096,17702
ZCTA5 17720,65542,17720
ZCTA5 17721,53981,17721
ZCTA5 17723,68750,17723
ZCTA5 17724,53946,17724
ZCTA5 17727,44375,17727
ZCTA5 17728,73110,17728
ZCTA5 17729,48750,17729
ZCTA5 17730,-666666666,17730
ZCTA5 17731,90313,17731
ZCTA5 17737,67105,17737
ZCTA5 17739,50000,17739
ZCTA5 17740,69141,17740
ZCTA5 17742,34375,17742
ZCTA5 17744,67782,17744
ZCTA5 17745,54659,17745
ZCTA5 17747,70762,17747
ZCTA5 17748,61250,17748
ZCTA5 17749,57000,17749
ZCTA5 17750,138317,17750
ZCTA5 17751,68636,17751
ZCTA5 17752,59863,17752
ZCTA5 17754,75169,17754
ZCTA5 17756,80244,17756
ZCTA5 17758,49167,17758
ZCTA5 17760,65000,17760
ZCTA5 17762,98056,17762
ZCTA5 17763,50938,17763
ZCTA5 17764,40990,17764
ZCTA5 17765,76607,17765
ZCTA5 17768,64167,17768
ZCTA5 17769,118000,17769
ZCTA5 17771,65288,17771
ZCTA5 17772,76167,17772
ZCTA5 17774,77917,17774
ZCTA5 17776,66250,17776
ZCTA5 17777,59032,17777
ZCTA5 17778,76875,17778
ZCTA5 17779,-666666666,17779
ZCTA5 17801,52937,17801
ZCTA5 17810,68681,17810
ZCTA5 17812,70417,17812
ZCTA5 17813,63611,17813
ZCTA5 17814,61094,17814
ZCTA5 17815,61336,17815
ZCTA5 17820,65270,17820
ZCTA5 17821,73365,17821
ZCTA5 17822,-666666666,17822
ZCTA5 17823,75500,17823
ZCTA5 17824,113213,17824
ZCTA5 17827,57969,17827
ZCTA5 17829,76875,17829
ZCTA5 17830,69500,17830
ZCTA5 17832,37417,17832
ZCTA5 17834,61528,17834
ZCTA5 17835,-666666666,17835
ZCTA5 17836,65833,17836
ZCTA5 17837,62090,17837
ZCTA5 17840,87695,17840
ZCTA5 17841,54871,17841
ZCTA5 17842,60338,17842
ZCTA5 17844,64063,17844
ZCTA5 17845,58750,17845
ZCTA5 17846,62143,17846
ZCTA5 17847,54425,17847
ZCTA5 17850,48142,17850
ZCTA5 17851,48287,17851
ZCTA5 17853,61547,17853
ZCTA5 17855,76071,17855
ZCTA5 17856,76083,17856
ZCTA5 17857,66672,17857
ZCTA5 17858,-666666666,17858
ZCTA5 17859,67448,17859
ZCTA5 17860,81806,17860
ZCTA5 17861,63365,17861
ZCTA5 17862,42679,17862
ZCTA5 17864,69650,17864
ZCTA5 17865,110625,17865
ZCTA5 17866,47943,17866
ZCTA5 17867,54167,17867
ZCTA5 17868,69757,17868
ZCTA5 17870,69476,17870
ZCTA5 17872,36842,17872
ZCTA5 17876,77868,17876
ZCTA5 17878,74464,17878
ZCTA5 17880,100729,17880
ZCTA5 17881,61588,17881
ZCTA5 17884,46250,17884
ZCTA5 17885,71500,17885
ZCTA5 17886,33514,17886
ZCTA5 17887,-666666666,17887
ZCTA5 17888,-666666666,17888
ZCTA5 17889,73226,17889
ZCTA5 17901,55429,17901
ZCTA5 17920,47375,17920
ZCTA5 17921,67842,17921
ZCTA5 17922,90568,17922
ZCTA5 17923,31458,17923
ZCTA5 17925,61250,17925
ZCTA5 17929,69450,17929
ZCTA5 17930,43958,17930
ZCTA5 17931,63286,17931
ZCTA5 17933,46302,17933
ZCTA5 17934,51250,17934
ZCTA5 17935,53625,17935
ZCTA5 17936,64508,17936
ZCTA5 17938,87789,17938
ZCTA5 17941,69375,17941
ZCTA5 17943,-666666666,17943
ZCTA5 17944,88393,17944
ZCTA5 17945,-666666666,17945
ZCTA5 17946,92763,17946
ZCTA5 17948,39583,17948
ZCTA5 17949,51250,17949
ZCTA5 17951,129875,17951
ZCTA5 17952,56528,17952
ZCTA5 17953,78542,17953
ZCTA5 17954,49829,17954
ZCTA5 17957,133269,17957
ZCTA5 17959,56520,17959
ZCTA5 17960,62991,17960
ZCTA5 17961,89066,17961
ZCTA5 17963,71174,17963
ZCTA5 17964,59750,17964
ZCTA5 17965,55130,17965
ZCTA5 17967,73438,17967
ZCTA5 17968,97679,17968
ZCTA5 17970,59241,17970
ZCTA5 17972,63226,17972
ZCTA5 17974,84167,17974
ZCTA5 17976,47158,17976
ZCTA5 17978,56528,17978
ZCTA5 17979,-666666666,17979
ZCTA5 17980,66014,17980
ZCTA5 17981,59755,17981
ZCTA5 17982,55357,17982
ZCTA5 17983,67130,17983
ZCTA5 17985,70703,17985
ZCTA5 18011,102161,18011
ZCTA5 18012,-666666666,18012
ZCTA5 18013,72034,18013
ZCTA5 18014,71278,18014
ZCTA5 18015,51636,18015
ZCTA5 18017,82694,18017
ZCTA5 18018,69247,18018
ZCTA5 18020,118048,18020
ZCTA5 18030,52083,18030
ZCTA5 18031,94896,18031
ZCTA5 18032,71683,18032
ZCTA5 18034,126149,18034
ZCTA5 18035,-666666666,18035
ZCTA5 18036,109973,18036
ZCTA5 18037,77975,18037
ZCTA5 18038,108015,18038
ZCTA5 18040,110108,18040
ZCTA5 18041,92500,18041
ZCTA5 18042,71638,18042
ZCTA5 18045,104285,18045
ZCTA5 18046,-666666666,18046
ZCTA5 18049,91232,18049
ZCTA5 18051,140333,18051
ZCTA5 18052,69685,18052
ZCTA5 18053,82859,18053
ZCTA5 18054,110905,18054
ZCTA5 18055,82341,18055
ZCTA5 18056,59191,18056
ZCTA5 18058,59312,18058
ZCTA5 18059,136250,18059
ZCTA5 18062,102380,18062
ZCTA5 18063,75991,18063
ZCTA5 18064,98173,18064
ZCTA5 18065,-666666666,18065
ZCTA5 18066,100509,18066
ZCTA5 18067,84938,18067
ZCTA5 18069,113650,18069
ZCTA5 18070,68750,18070
ZCTA5 18071,68163,18071
ZCTA5 18072,79798,18072
ZCTA5 18073,101176,18073
ZCTA5 18074,111142,18074
ZCTA5 18076,93542,18076
ZCTA5 18077,86821,18077
ZCTA5 18078,115758,18078
ZCTA5 18079,116088,18079
ZCTA5 18080,73388,18080
ZCTA5 18081,-666666666,18081
ZCTA5 18083,115000,18083
ZCTA5 18085,85000,18085
ZCTA5 18086,63884,18086
ZCTA5 18087,75446,18087
ZCTA5 18088,74545,18088
ZCTA5 18091,71858,18091
ZCTA5 18092,95000,18092
ZCTA5 18101,39044,18101
ZCTA5 18102,41390,18102
ZCTA5 18103,70069,18103
ZCTA5 18104,83861,18104
ZCTA5 18106,84918,18106
ZCTA5 18109,53540,18109
ZCTA5 18195,-666666666,18195
ZCTA5 18201,40346,18201
ZCTA5 18202,53589,18202
ZCTA5 18210,70313,18210
ZCTA5 18211,70108,18211
ZCTA5 18212,-666666666,18212
ZCTA5 18214,70034,18214
ZCTA5 18216,57188,18216
ZCTA5 18218,54139,18218
ZCTA5 18219,71375,18219
ZCTA5 18220,50625,18220
ZCTA5 18221,67043,18221
ZCTA5 18222,98182,18222
ZCTA5 18223,-666666666,18223
ZCTA5 18224,60966,18224
ZCTA5 18225,-666666666,18225
ZCTA5 18229,66367,18229
ZCTA5 18230,56875,18230
ZCTA5 18231,62212,18231
ZCTA5 18232,43045,18232
ZCTA5 18234,-666666666,18234
ZCTA5 18235,68989,18235
ZCTA5 18237,44025,18237
ZCTA5 18239,-666666666,18239
ZCTA5 18240,54662,18240
ZCTA5 18241,63690,18241
ZCTA5 18242,153099,18242
ZCTA5 18244,58750,18244
ZCTA5 18245,43269,18245
ZCTA5 18246,74167,18246
ZCTA5 18248,63864,18248
ZCTA5 18249,95149,18249
ZCTA5 18250,69327,18250
ZCTA5 18252,65856,18252
ZCTA5 18254,56389,18254
ZCTA5 18255,69554,18255
ZCTA5 18256,-666666666,18256
ZCTA5 18301,88374,18301
ZCTA5 18302,79857,18302
ZCTA5 18321,81917,18321
ZCTA5 18322,99167,18322
ZCTA5 18323,-666666666,18323
ZCTA5 18324,67435,18324
ZCTA5 18325,109310,18325
ZCTA5 18326,78424,18326
ZCTA5 18327,60234,18327
ZCTA5 18328,74862,18328
ZCTA5 18330,84087,18330
ZCTA5 18331,-666666666,18331
ZCTA5 18332,96172,18332
ZCTA5 18333,-666666666,18333
ZCTA5 18334,95913,18334
ZCTA5 18335,109361,18335
ZCTA5 18336,68986,18336
ZCTA5 18337,88674,18337
ZCTA5 18340,-666666666,18340
ZCTA5 18342,-666666666,18342
ZCTA5 18343,80129,18343
ZCTA5 18344,81373,18344
ZCTA5 18346,55278,18346
ZCTA5 18347,78865,18347
ZCTA5 18349,-666666666,18349
ZCTA5 18350,96190,18350
ZCTA5 18351,61250,18351
ZCTA5 18353,87053,18353
ZCTA5 18354,73950,18354
ZCTA5 18355,89698,18355
ZCTA5 18356,-666666666,18356
ZCTA5 18357,-666666666,18357
ZCTA5 18360,69827,18360
ZCTA5 18370,90938,18370
ZCTA5 18371,-666666666,18371
ZCTA5 18372,120980,18372
ZCTA5 18403,73405,18403
ZCTA5 18405,66795,18405
ZCTA5 18407,59084,18407
ZCTA5 18411,93847,18411
ZCTA5 18413,-666666666,18413
ZCTA5 18414,82009,18414
ZCTA5 18415,70469,18415
ZCTA5 18417,57344,18417
ZCTA5 18419,55114,18419
ZCTA5 18420,54750,18420
ZCTA5 18421,66429,18421
ZCTA5 18424,58606,18424
ZCTA5 18425,67857,18425
ZCTA5 18426,61020,18426
ZCTA5 18428,72985,18428
ZCTA5 18430,62083,18430
ZCTA5 18431,53613,18431
ZCTA5 18433,77500,18433
ZCTA5 18434,57813,18434
ZCTA5 18435,95330,18435
ZCTA5 18436,71830,18436
ZCTA5 18437,54375,18437
ZCTA5 18438,47101,18438
ZCTA5 18439,63750,18439
ZCTA5 18440,-666666666,18440
ZCTA5 18441,68750,18441
ZCTA5 18443,90688,18443
ZCTA5 18444,83750,18444
ZCTA5 18445,49706,18445
ZCTA5 18446,62321,18446
ZCTA5 18447,61476,18447
ZCTA5 18451,48945,18451
ZCTA5 18452,60310,18452
ZCTA5 18453,77679,18453
ZCTA5 18454,60938,18454
ZCTA5 18455,-666666666,18455
ZCTA5 18456,72917,18456
ZCTA5 18457,-666666666,18457
ZCTA5 18458,81250,18458
ZCTA5 18460,31250,18460
ZCTA5 18461,42000,18461
ZCTA5 18462,63594,18462
ZCTA5 18463,93636,18463
ZCTA5 18464,107583,18464
ZCTA5 18465,64750,18465
ZCTA5 18466,71197,18466
ZCTA5 18469,62304,18469
ZCTA5 18470,69000,18470
ZCTA5 18471,118125,18471
ZCTA5 18472,66167,18472
ZCTA5 18473,29844,18473
ZCTA5 18503,35333,18503
ZCTA5 18504,55614,18504
ZCTA5 18505,51535,18505
ZCTA5 18507,70129,18507
ZCTA5 18508,42800,18508
ZCTA5 18509,52163,18509
ZCTA5 18510,49054,18510
ZCTA5 18512,62886,18512
ZCTA5 18517,66607,18517
ZCTA5 18518,71615,18518
ZCTA5 18519,56049,18519
ZCTA5 18602,122083,18602
ZCTA5 18603,58309,18603
ZCTA5 18610,76114,18610
ZCTA5 18612,95932,18612
ZCTA5 18614,55000,18614
ZCTA5 18615,74375,18615
ZCTA5 18616,58125,18616
ZCTA5 18617,32955,18617
ZCTA5 18618,70944,18618
ZCTA5 18619,61875,18619
ZCTA5 18621,67443,18621
ZCTA5 18622,89643,18622
ZCTA5 18623,65909,18623
ZCTA5 18624,-666666666,18624
ZCTA5 18625,53897,18625
ZCTA5 18626,91250,18626
ZCTA5 18627,-666666666,18627
ZCTA5 18628,59583,18628
ZCTA5 18629,60250,18629
ZCTA5 18630,80820,18630
ZCTA5 18631,51875,18631
ZCTA5 18632,65278,18632
ZCTA5 18634,54938,18634
ZCTA5 18635,73259,18635
ZCTA5 18636,59464,18636
ZCTA5 18640,49753,18640
ZCTA5 18641,66014,18641
ZCTA5 18642,73450,18642
ZCTA5 18643,65500,18643
ZCTA5 18644,73750,18644
ZCTA5 18651,46554,18651
ZCTA5 18655,61740,18655
ZCTA5 18656,70556,18656
ZCTA5 18657,72946,18657
ZCTA5 18660,78750,18660
ZCTA5 18661,68958,18661
ZCTA5 18701,30821,18701
ZCTA5 18702,53294,18702
ZCTA5 18704,59867,18704
ZCTA5 18705,57152,18705
ZCTA5 18706,60544,18706
ZCTA5 18707,101689,18707
ZCTA5 18708,78807,18708
