county_name,median_household_income,zip code tabulation area
ZCTA5 41810,-666666666,41810
ZCTA5 41812,21103,41812
ZCTA5 41815,23715,41815
ZCTA5 41817,61131,41817
ZCTA5 41819,-666666666,41819
ZCTA5 41821,-666666666,41821
ZCTA5 41822,33042,41822
ZCTA5 41824,-666666666,41824
ZCTA5 41825,-666666666,41825
ZCTA5 41826,29492,41826
ZCTA5 41828,43750,41828
ZCTA5 41831,50321,41831
ZCTA5 41832,-666666666,41832
ZCTA5 41833,-666666666,41833
ZCTA5 41834,39844,41834
ZCTA5 41835,-666666666,41835
ZCTA5 41836,-666666666,41836
ZCTA5 41837,53125,41837
ZCTA5 41838,32352,41838
ZCTA5 41839,65109,41839
ZCTA5 41840,54500,41840
ZCTA5 41843,29479,41843
ZCTA5 41844,28750,41844
ZCTA5 41845,-666666666,41845
ZCTA5 41847,41066,41847
ZCTA5 41848,-666666666,41848
ZCTA5 41849,62574,41849
ZCTA5 41855,54105,41855
ZCTA5 41858,40038,41858
ZCTA5 41859,-666666666,41859
ZCTA5 41861,-666666666,41861
ZCTA5 41862,31754,41862
ZCTA5 42001,62956,42001
ZCTA5 42003,52342,42003
ZCTA5 42020,57665,42020
ZCTA5 42021,38750,42021
ZCTA5 42022,-666666666,42022
ZCTA5 42023,51250,42023
ZCTA5 42024,57875,42024
ZCTA5 42025,68840,42025
ZCTA5 42027,68750,42027
ZCTA5 42028,37500,42028
ZCTA5 42029,62130,42029
ZCTA5 42031,62438,42031
ZCTA5 42032,34688,42032
ZCTA5 42035,65750,42035
ZCTA5 42036,93186,42036
ZCTA5 42037,-666666666,42037
ZCTA5 42038,60816,42038
ZCTA5 42039,58333,42039
ZCTA5 42040,57794,42040
ZCTA5 42041,33895,42041
ZCTA5 42044,65714,42044
ZCTA5 42045,44934,42045
ZCTA5 42047,2499,42047
ZCTA5 42048,42500,42048
ZCTA5 42049,42813,42049
ZCTA5 42050,42959,42050
ZCTA5 42051,75439,42051
ZCTA5 42053,58934,42053
ZCTA5 42054,63295,42054
ZCTA5 42055,70817,42055
ZCTA5 42056,55938,42056
ZCTA5 42058,62417,42058
ZCTA5 42060,-666666666,42060
ZCTA5 42061,-666666666,42061
ZCTA5 42064,45903,42064
ZCTA5 42066,49067,42066
ZCTA5 42069,59342,42069
ZCTA5 42071,46304,42071
ZCTA5 42076,31182,42076
ZCTA5 42078,47232,42078
ZCTA5 42079,74709,42079
ZCTA5 42081,73989,42081
ZCTA5 42082,74444,42082
ZCTA5 42083,52167,42083
ZCTA5 42085,56182,42085
ZCTA5 42086,79053,42086
ZCTA5 42087,52083,42087
ZCTA5 42088,56117,42088
ZCTA5 42101,47003,42101
ZCTA5 42103,79475,42103
ZCTA5 42104,73458,42104
ZCTA5 42120,61607,42120
ZCTA5 42122,105012,42122
ZCTA5 42123,48250,42123
ZCTA5 42124,54265,42124
ZCTA5 42127,41145,42127
ZCTA5 42129,45750,42129
ZCTA5 42130,50852,42130
ZCTA5 42131,-666666666,42131
ZCTA5 42133,56078,42133
ZCTA5 42134,53864,42134
ZCTA5 42140,34583,42140
ZCTA5 42141,51023,42141
ZCTA5 42151,110132,42151
ZCTA5 42153,-666666666,42153
ZCTA5 42154,46264,42154
ZCTA5 42156,87563,42156
ZCTA5 42157,103375,42157
ZCTA5 42159,61827,42159
ZCTA5 42160,45952,42160
ZCTA5 42163,-666666666,42163
ZCTA5 42164,57027,42164
ZCTA5 42166,52632,42166
ZCTA5 42167,44767,42167
ZCTA5 42170,57585,42170
ZCTA5 42171,63103,42171
ZCTA5 42202,55096,42202
ZCTA5 42204,56148,42204
ZCTA5 42206,60341,42206
ZCTA5 42207,41906,42207
ZCTA5 42210,42702,42210
ZCTA5 42211,56727,42211
ZCTA5 42214,-666666666,42214
ZCTA5 42215,73750,42215
ZCTA5 42217,53802,42217
ZCTA5 42220,56374,42220
ZCTA5 42223,56840,42223
ZCTA5 42232,59560,42232
ZCTA5 42234,52639,42234
ZCTA5 42236,68333,42236
ZCTA5 42240,46116,42240
ZCTA5 42252,-666666666,42252
ZCTA5 42254,47083,42254
ZCTA5 42256,55227,42256
ZCTA5 42259,47813,42259
ZCTA5 42261,45462,42261
ZCTA5 42262,44044,42262
ZCTA5 42265,105000,42265
ZCTA5 42266,69702,42266
ZCTA5 42273,53804,42273
ZCTA5 42274,78355,42274
ZCTA5 42275,49000,42275
ZCTA5 42276,62148,42276
ZCTA5 42280,98125,42280
ZCTA5 42285,34239,42285
ZCTA5 42286,64531,42286
ZCTA5 42301,59478,42301
ZCTA5 42303,61777,42303
ZCTA5 42320,50422,42320
ZCTA5 42321,66250,42321
ZCTA5 42322,-666666666,42322
ZCTA5 42323,50341,42323
ZCTA5 42324,50859,42324
ZCTA5 42325,44167,42325
ZCTA5 42326,39750,42326
ZCTA5 42327,61500,42327
ZCTA5 42328,44792,42328
ZCTA5 42330,49200,42330
ZCTA5 42332,-666666666,42332
ZCTA5 42333,40114,42333
ZCTA5 42337,37667,42337
ZCTA5 42338,-666666666,42338
ZCTA5 42339,49356,42339
ZCTA5 42343,44531,42343
ZCTA5 42344,39286,42344
ZCTA5 42345,67172,42345
ZCTA5 42347,58889,42347
ZCTA5 42348,71438,42348
ZCTA5 42349,54941,42349
ZCTA5 42350,77917,42350
ZCTA5 42351,69521,42351
ZCTA5 42352,52301,42352
ZCTA5 42354,71250,42354
ZCTA5 42355,65042,42355
ZCTA5 42356,-666666666,42356
ZCTA5 42361,42875,42361
ZCTA5 42366,80259,42366
ZCTA5 42367,45417,42367
ZCTA5 42368,82609,42368
ZCTA5 42369,47708,42369
ZCTA5 42370,-666666666,42370
ZCTA5 42371,137813,42371
ZCTA5 42372,55139,42372
ZCTA5 42374,38438,42374
ZCTA5 42376,73942,42376
ZCTA5 42378,70185,42378
ZCTA5 42404,53000,42404
ZCTA5 42406,59722,42406
ZCTA5 42408,48112,42408
ZCTA5 42409,58750,42409
ZCTA5 42410,38971,42410
ZCTA5 42411,58977,42411
ZCTA5 42413,82083,42413
ZCTA5 42420,55423,42420
ZCTA5 42431,54437,42431
ZCTA5 42436,76000,42436
ZCTA5 42437,60664,42437
ZCTA5 42440,46319,42440
ZCTA5 42441,59038,42441
ZCTA5 42442,56808,42442
ZCTA5 42444,-666666666,42444
ZCTA5 42445,51049,42445
ZCTA5 42450,52804,42450
ZCTA5 42451,-666666666,42451
ZCTA5 42452,74457,42452
ZCTA5 42453,51392,42453
ZCTA5 42455,65938,42455
ZCTA5 42456,56947,42456
ZCTA5 42458,57176,42458
ZCTA5 42459,55096,42459
ZCTA5 42461,47935,42461
ZCTA5 42462,63000,42462
ZCTA5 42463,42679,42463
ZCTA5 42464,35962,42464
ZCTA5 42501,47279,42501
ZCTA5 42503,53514,42503
ZCTA5 42516,39133,42516
ZCTA5 42518,47687,42518
ZCTA5 42519,35139,42519
ZCTA5 42528,47891,42528
ZCTA5 42533,35863,42533
ZCTA5 42539,41861,42539
ZCTA5 42541,43109,42541
ZCTA5 42544,52417,42544
ZCTA5 42553,44078,42553
ZCTA5 42565,-666666666,42565
ZCTA5 42566,69688,42566
ZCTA5 42567,57864,42567
ZCTA5 42602,40551,42602
ZCTA5 42603,50893,42603
ZCTA5 42629,39346,42629
ZCTA5 42631,-666666666,42631
ZCTA5 42633,41970,42633
ZCTA5 42634,29000,42634
ZCTA5 42635,37946,42635
ZCTA5 42638,-666666666,42638
ZCTA5 42642,52068,42642
ZCTA5 42647,38440,42647
ZCTA5 42649,-666666666,42649
ZCTA5 42653,42589,42653
ZCTA5 42701,65070,42701
ZCTA5 42712,44605,42712
ZCTA5 42713,32708,42713
ZCTA5 42715,67813,42715
ZCTA5 42716,46761,42716
ZCTA5 42717,40315,42717
ZCTA5 42718,61184,42718
ZCTA5 42721,49744,42721
ZCTA5 42722,64167,42722
ZCTA5 42724,71402,42724
ZCTA5 42726,51981,42726
ZCTA5 42728,49112,42728
ZCTA5 42729,40256,42729
ZCTA5 42732,56702,42732
ZCTA5 42733,66629,42733
ZCTA5 42740,81458,42740
ZCTA5 42741,60000,42741
ZCTA5 42742,-666666666,42742
ZCTA5 42743,39045,42743
ZCTA5 42746,49868,42746
ZCTA5 42748,59750,42748
ZCTA5 42749,45833,42749
ZCTA5 42753,56719,42753
ZCTA5 42754,44958,42754
ZCTA5 42757,50000,42757
ZCTA5 42758,-666666666,42758
ZCTA5 42759,-666666666,42759
ZCTA5 42762,-666666666,42762
ZCTA5 42764,68393,42764
ZCTA5 42765,48146,42765
ZCTA5 42776,53692,42776
ZCTA5 42782,62829,42782
ZCTA5 42784,66875,42784
ZCTA5 42788,50972,42788
ZCTA5 43001,83611,43001
ZCTA5 43002,83000,43002
ZCTA5 43003,64963,43003
ZCTA5 43004,100493,43004
ZCTA5 43005,69127,43005
ZCTA5 43006,58500,43006
ZCTA5 43007,-666666666,43007
ZCTA5 43008,62250,43008
ZCTA5 43009,89386,43009
ZCTA5 43010,46406,43010
ZCTA5 43011,88900,43011
ZCTA5 43013,120208,43013
ZCTA5 43014,66600,43014
ZCTA5 43015,92895,43015
ZCTA5 43016,108502,43016
ZCTA5 43017,128587,43017
ZCTA5 43018,60917,43018
ZCTA5 43019,73340,43019
ZCTA5 43021,157857,43021
ZCTA5 43022,93292,43022
ZCTA5 43023,129462,43023
ZCTA5 43025,74432,43025
ZCTA5 43026,104436,43026
ZCTA5 43027,-666666666,43027
ZCTA5 43028,79018,43028
ZCTA5 43029,103074,43029
ZCTA5 43030,250001,43030
ZCTA5 43031,100979,43031
ZCTA5 43032,-666666666,43032
ZCTA5 43033,68750,43033
ZCTA5 43035,146408,43035
ZCTA5 43036,62250,43036
ZCTA5 43037,71250,43037
ZCTA5 43040,89984,43040
ZCTA5 43044,75686,43044
ZCTA5 43045,100625,43045
ZCTA5 43046,73787,43046
ZCTA5 43047,-666666666,43047
ZCTA5 43050,62235,43050
ZCTA5 43054,140307,43054
ZCTA5 43055,59345,43055
ZCTA5 43056,78473,43056
ZCTA5 43060,58179,43060
ZCTA5 43061,136250,43061
ZCTA5 43062,96034,43062
ZCTA5 43064,125086,43064
ZCTA5 43065,153318,43065
ZCTA5 43066,111597,43066
ZCTA5 43067,91595,43067
ZCTA5 43068,67943,43068
ZCTA5 43070,-666666666,43070
ZCTA5 43071,101394,43071
ZCTA5 43072,71875,43072
ZCTA5 43074,103875,43074
ZCTA5 43076,82036,43076
ZCTA5 43077,78750,43077
ZCTA5 43078,69137,43078
ZCTA5 43080,82109,43080
ZCTA5 43081,90043,43081
ZCTA5 43082,141181,43082
ZCTA5 43084,75469,43084
ZCTA5 43085,106703,43085
ZCTA5 43101,36058,43101
ZCTA5 43102,81224,43102
ZCTA5 43103,86696,43103
ZCTA5 43105,86250,43105
ZCTA5 43106,58798,43106
ZCTA5 43107,74677,43107
ZCTA5 43109,54483,43109
ZCTA5 43110,70549,43110
ZCTA5 43111,78667,43111
ZCTA5 43112,106217,43112
ZCTA5 43113,60570,43113
ZCTA5 43115,76125,43115
ZCTA5 43116,112695,43116
ZCTA5 43117,-666666666,43117
ZCTA5 43119,83261,43119
ZCTA5 43123,83056,43123
ZCTA5 43125,80860,43125
ZCTA5 43126,59375,43126
ZCTA5 43127,58674,43127
ZCTA5 43128,49792,43128
ZCTA5 43130,64691,43130
ZCTA5 43135,73699,43135
ZCTA5 43136,103750,43136
ZCTA5 43137,66250,43137
ZCTA5 43138,59418,43138
ZCTA5 43140,71642,43140
ZCTA5 43142,53750,43142
ZCTA5 43143,81528,43143
ZCTA5 43144,39205,43144
ZCTA5 43145,71827,43145
ZCTA5 43146,67428,43146
ZCTA5 43147,119517,43147
ZCTA5 43148,66942,43148
ZCTA5 43149,56139,43149
ZCTA5 43150,63947,43150
ZCTA5 43151,57500,43151
ZCTA5 43152,61489,43152
ZCTA5 43153,86607,43153
ZCTA5 43154,110833,43154
ZCTA5 43155,83725,43155
ZCTA5 43156,80250,43156
ZCTA5 43157,53750,43157
ZCTA5 43158,-666666666,43158
ZCTA5 43160,54780,43160
ZCTA5 43162,72480,43162
ZCTA5 43164,64286,43164
ZCTA5 43201,43204,43201
ZCTA5 43202,65113,43202
ZCTA5 43203,45236,43203
ZCTA5 43204,58247,43204
ZCTA5 43205,50768,43205
ZCTA5 43206,68853,43206
ZCTA5 43207,58748,43207
ZCTA5 43209,84173,43209
ZCTA5 43210,-666666666,43210
ZCTA5 43211,34759,43211
ZCTA5 43212,70888,43212
ZCTA5 43213,51202,43213
ZCTA5 43214,90363,43214
ZCTA5 43215,75397,43215
ZCTA5 43217,51071,43217
ZCTA5 43218,-666666666,43218
ZCTA5 43219,48946,43219
ZCTA5 43220,77199,43220
ZCTA5 43221,110490,43221
ZCTA5 43222,22880,43222
ZCTA5 43223,48097,43223
ZCTA5 43224,47078,43224
ZCTA5 43227,42596,43227
ZCTA5 43228,61008,43228
ZCTA5 43229,52124,43229
ZCTA5 43230,87190,43230
ZCTA5 43231,71574,43231
ZCTA5 43232,47432,43232
ZCTA5 43235,83371,43235
ZCTA5 43240,88289,43240
ZCTA5 43302,51210,43302
ZCTA5 43310,65160,43310
ZCTA5 43311,65391,43311
ZCTA5 43314,69261,43314
ZCTA5 43315,66625,43315
ZCTA5 43316,71652,43316
ZCTA5 43317,49063,43317
ZCTA5 43318,78631,43318
ZCTA5 43319,137776,43319
ZCTA5 43320,49773,43320
ZCTA5 43321,56250,43321
ZCTA5 43322,69375,43322
ZCTA5 43323,53750,43323
ZCTA5 43324,83333,43324
ZCTA5 43325,-666666666,43325
ZCTA5 43326,53662,43326
ZCTA5 43330,62500,43330
ZCTA5 43331,58165,43331
ZCTA5 43332,65543,43332
ZCTA5 43333,81691,43333
ZCTA5 43334,82917,43334
ZCTA5 43336,-666666666,43336
ZCTA5 43337,64861,43337
ZCTA5 43338,66421,43338
ZCTA5 43340,66339,43340
ZCTA5 43341,63239,43341
ZCTA5 43342,76300,43342
ZCTA5 43343,59076,43343
ZCTA5 43344,75644,43344
ZCTA5 43345,85291,43345
ZCTA5 43346,-666666666,43346
ZCTA5 43347,84313,43347
ZCTA5 43348,47386,43348
ZCTA5 43350,64083,43350
ZCTA5 43351,66720,43351
ZCTA5 43356,78750,43356
ZCTA5 43357,80300,43357
ZCTA5 43358,82034,43358
ZCTA5 43359,54844,43359
ZCTA5 43360,100446,43360
ZCTA5 43402,53095,43402
ZCTA5 43403,-666666666,43403
ZCTA5 43406,59643,43406
ZCTA5 43407,72500,43407
ZCTA5 43408,60313,43408
ZCTA5 43410,59454,43410
ZCTA5 43412,95500,43412
ZCTA5 43413,78750,43413
ZCTA5 43414,-666666666,43414
ZCTA5 43416,81185,43416
ZCTA5 43420,57972,43420
ZCTA5 43430,77043,43430
ZCTA5 43431,79558,43431
ZCTA5 43432,-666666666,43432
ZCTA5 43433,-666666666,43433
ZCTA5 43434,67083,43434
ZCTA5 43435,81138,43435
ZCTA5 43436,-666666666,43436
ZCTA5 43437,48676,43437
ZCTA5 43438,74375,43438
ZCTA5 43439,-666666666,43439
ZCTA5 43440,71641,43440
ZCTA5 43442,55750,43442
ZCTA5 43443,96875,43443
ZCTA5 43445,93466,43445
ZCTA5 43446,53000,43446
ZCTA5 43447,76313,43447
ZCTA5 43449,66352,43449
ZCTA5 43450,83554,43450
ZCTA5 43451,73125,43451
ZCTA5 43452,59206,43452
ZCTA5 43456,98750,43456
ZCTA5 43457,49986,43457
ZCTA5 43458,66563,43458
ZCTA5 43460,77422,43460
ZCTA5 43462,88598,43462
ZCTA5 43463,65250,43463
ZCTA5 43464,36774,43464
ZCTA5 43465,65313,43465
ZCTA5 43466,82262,43466
ZCTA5 43467,-666666666,43467
ZCTA5 43468,112917,43468
ZCTA5 43469,81620,43469
ZCTA5 43501,50000,43501
ZCTA5 43502,75791,43502
ZCTA5 43504,84688,43504
ZCTA5 43505,68438,43505
ZCTA5 43506,60298,43506
ZCTA5 43510,-666666666,43510
ZCTA5 43511,78750,43511
ZCTA5 43512,69889,43512
ZCTA5 43515,75716,43515
ZCTA5 43516,73929,43516
ZCTA5 43517,56563,43517
ZCTA5 43518,85135,43518
ZCTA5 43519,73200,43519
ZCTA5 43520,-666666666,43520
ZCTA5 43521,50545,43521
ZCTA5 43522,80223,43522
ZCTA5 43523,-666666666,43523
ZCTA5 43524,57679,43524
ZCTA5 43525,100938,43525
ZCTA5 43526,60150,43526
ZCTA5 43527,68347,43527
ZCTA5 43528,85275,43528
ZCTA5 43529,70893,43529
ZCTA5 43530,-666666666,43530
ZCTA5 43531,32778,43531
ZCTA5 43532,81694,43532
ZCTA5 43533,65500,43533
ZCTA5 43534,81176,43534
ZCTA5 43535,67500,43535
ZCTA5 43536,72083,43536
ZCTA5 43537,83710,43537
ZCTA5 43540,88750,43540
ZCTA5 43541,61250,43541
ZCTA5 43542,155592,43542
ZCTA5 43543,58782,43543
ZCTA5 43545,67490,43545
ZCTA5 43547,-666666666,43547
ZCTA5 43548,85000,43548
ZCTA5 43549,90875,43549
ZCTA5 43551,91007,43551
ZCTA5 43553,94063,43553
ZCTA5 43554,53357,43554
ZCTA5 43555,-666666666,43555
ZCTA5 43556,62429,43556
ZCTA5 43557,77675,43557
ZCTA5 43558,72300,43558
ZCTA5 43560,100047,43560
ZCTA5 43565,59000,43565
ZCTA5 43566,104877,43566
ZCTA5 43567,73347,43567
ZCTA5 43569,61324,43569
ZCTA5 43570,62731,43570
ZCTA5 43571,88887,43571
ZCTA5 43604,16651,43604
ZCTA5 43605,34221,43605
ZCTA5 43606,57082,43606
ZCTA5 43607,35895,43607
ZCTA5 43608,27442,43608
ZCTA5 43609,45236,43609
ZCTA5 43610,45444,43610
ZCTA5 43611,54644,43611
ZCTA5 43612,48641,43612
ZCTA5 43613,61967,43613
ZCTA5 43614,52877,43614
ZCTA5 43615,54503,43615
ZCTA5 43616,73253,43616
ZCTA5 43617,125372,43617
ZCTA5 43619,71927,43619
ZCTA5 43620,22361,43620
ZCTA5 43623,65986,43623
ZCTA5 43701,52283,43701
ZCTA5 43711,18542,43711
ZCTA5 43713,62072,43713
ZCTA5 43716,45000,43716
ZCTA5 43717,42222,43717
ZCTA5 43718,75921,43718
ZCTA5 43719,53750,43719
ZCTA5 43720,55930,43720
ZCTA5 43721,-666666666,43721
ZCTA5 43722,-666666666,43722
ZCTA5 43723,46533,43723
ZCTA5 43724,51308,43724
ZCTA5 43725,51954,43725
ZCTA5 43727,55982,43727
ZCTA5 43728,52163,43728
ZCTA5 43730,71458,43730
ZCTA5 43731,51923,43731
ZCTA5 43732,61205,43732
ZCTA5 43733,-666666666,43733
ZCTA5 43734,104318,43734
ZCTA5 43735,98333,43735
ZCTA5 43736,-666666666,43736
ZCTA5 43738,71250,43738
ZCTA5 43739,98792,43739
ZCTA5 43740,67589,43740
ZCTA5 43746,52981,43746
ZCTA5 43747,59972,43747
ZCTA5 43748,71011,43748
ZCTA5 43749,55417,43749
ZCTA5 43750,-666666666,43750
ZCTA5 43754,74750,43754
ZCTA5 43755,46738,43755
ZCTA5 43756,54007,43756
ZCTA5 43758,48929,43758
ZCTA5 43759,55156,43759
ZCTA5 43760,60250,43760
ZCTA5 43761,-666666666,43761
ZCTA5 43762,75343,43762
ZCTA5 43764,49844,43764
ZCTA5 43766,50326,43766
ZCTA5 43767,71167,43767
ZCTA5 43768,-666666666,43768
ZCTA5 43771,50843,43771
ZCTA5 43772,62377,43772
ZCTA5 43773,41757,43773
ZCTA5 43777,51128,43777
ZCTA5 43778,65500,43778
ZCTA5 43779,56483,43779
ZCTA5 43780,60603,43780
ZCTA5 43782,55208,43782
ZCTA5 43783,74000,43783
ZCTA5 43786,53125,43786
ZCTA5 43787,52128,43787
ZCTA5 43788,29375,43788
ZCTA5 43791,-666666666,43791
ZCTA5 43793,46085,43793
ZCTA5 43802,80150,43802
ZCTA5 43804,68300,43804
ZCTA5 43805,123209,43805
ZCTA5 43811,36346,43811
ZCTA5 43812,49106,43812
ZCTA5 43821,68542,43821
ZCTA5 43822,58662,43822
ZCTA5 43824,58207,43824
ZCTA5 43830,88523,43830
ZCTA5 43832,55595,43832
ZCTA5 43836,63750,43836
ZCTA5 43837,62000,43837
ZCTA5 43840,53696,43840
ZCTA5 43842,68227,43842
ZCTA5 43843,51125,43843
ZCTA5 43844,56756,43844
ZCTA5 43845,50648,43845
ZCTA5 43901,55114,43901
ZCTA5 43902,-666666666,43902
ZCTA5 43903,60335,43903
ZCTA5 43905,85074,43905
ZCTA5 43906,42643,43906
ZCTA5 43907,47754,43907
ZCTA5 43908,54000,43908
ZCTA5 43909,-666666666,43909
ZCTA5 43910,64731,43910
ZCTA5 43912,52194,43912
ZCTA5 43913,47727,43913
ZCTA5 43914,-666666666,43914
ZCTA5 43915,64875,43915
ZCTA5 43917,59545,43917
ZCTA5 43920,47277,43920
ZCTA5 43925,48917,43925
ZCTA5 43926,53333,43926
ZCTA5 43928,115625,43928
ZCTA5 43930,53516,43930
ZCTA5 43931,56719,43931
ZCTA5 43932,67750,43932
ZCTA5 43933,52022,43933
ZCTA5 43934,76029,43934
ZCTA5 43935,44984,43935
ZCTA5 43938,56466,43938
ZCTA5 43939,52500,43939
ZCTA5 43940,57841,43940
ZCTA5 43942,56964,43942
ZCTA5 43943,48720,43943
ZCTA5 43944,63965,43944
ZCTA5 43945,55000,43945
ZCTA5 43946,64500,43946
ZCTA5 43947,54679,43947
ZCTA5 43948,76250,43948
ZCTA5 43950,71067,43950
ZCTA5 43951,-666666666,43951
ZCTA5 43952,43153,43952
ZCTA5 43953,68674,43953
ZCTA5 43961,38333,43961
ZCTA5 43962,80833,43962
ZCTA5 43963,54028,43963
ZCTA5 43964,50065,43964
ZCTA5 43967,104881,43967
ZCTA5 43968,59473,43968
ZCTA5 43971,45789,43971
ZCTA5 43972,26597,43972
ZCTA5 43973,66528,43973
ZCTA5 43974,64659,43974
ZCTA5 43976,49750,43976
ZCTA5 43977,57137,43977
ZCTA5 43981,54375,43981
ZCTA5 43983,37500,43983
ZCTA5 43985,50250,43985
ZCTA5 43986,52784,43986
ZCTA5 43988,60069,43988
ZCTA5 44001,86106,44001
ZCTA5 44003,55743,44003
ZCTA5 44004,47370,44004
ZCTA5 44010,75446,44010
ZCTA5 44011,128087,44011
ZCTA5 44012,103946,44012
ZCTA5 44017,67595,44017
ZCTA5 44021,75000,44021
ZCTA5 44022,149841,44022
ZCTA5 44023,125607,44023
ZCTA5 44024,103250,44024
ZCTA5 44026,101133,44026
ZCTA5 44028,89000,44028
ZCTA5 44030,58823,44030
ZCTA5 44032,63650,44032
ZCTA5 44035,51258,44035
ZCTA5 44039,89386,44039
ZCTA5 44040,198750,44040
ZCTA5 44041,53563,44041
ZCTA5 44044,82635,44044
ZCTA5 44045,83173,44045
ZCTA5 44046,69250,44046
ZCTA5 44047,65779,44047
ZCTA5 44048,58224,44048
ZCTA5 44049,55833,44049
ZCTA5 44050,93321,44050
ZCTA5 44052,41242,44052
ZCTA5 44053,64212,44053
ZCTA5 44054,72088,44054
ZCTA5 44055,37706,44055
ZCTA5 44056,97611,44056
ZCTA5 44057,68966,44057
ZCTA5 44060,81656,44060
ZCTA5 44062,73083,44062
ZCTA5 44064,69707,44064
ZCTA5 44065,90711,44065
ZCTA5 44067,87857,44067
ZCTA5 44068,-666666666,44068
ZCTA5 44070,81768,44070
ZCTA5 44072,101154,44072
ZCTA5 44074,68014,44074
ZCTA5 44076,48145,44076
ZCTA5 44077,80861,44077
ZCTA5 44080,51711,44080
ZCTA5 44081,89494,44081
ZCTA5 44082,47582,44082
ZCTA5 44084,69326,44084
ZCTA5 44085,64868,44085
ZCTA5 44086,81583,44086
ZCTA5 44087,91955,44087
ZCTA5 44089,71781,44089
ZCTA5 44090,80188,44090
ZCTA5 44092,69240,44092
ZCTA5 44093,73099,44093
ZCTA5 44094,75794,44094
ZCTA5 44095,66792,44095
ZCTA5 44099,83652,44099
ZCTA5 44101,-666666666,44101
ZCTA5 44102,38387,44102
ZCTA5 44103,24402,44103
ZCTA5 44104,21333,44104
ZCTA5 44105,34141,44105
ZCTA5 44106,39878,44106
ZCTA5 44107,63330,44107
ZCTA5 44108,31927,44108
ZCTA5 44109,41411,44109
ZCTA5 44110,28166,44110
ZCTA5 44111,52390,44111
ZCTA5 44112,29382,44112
ZCTA5 44113,67557,44113
ZCTA5 44114,49269,44114
ZCTA5 44115,19247,44115
ZCTA5 44116,90214,44116
ZCTA5 44117,35264,44117
ZCTA5 44118,73361,44118
ZCTA5 44119,42417,44119
ZCTA5 44120,43317,44120
ZCTA5 44121,72606,44121
ZCTA5 44122,100335,44122
ZCTA5 44123,49634,44123
ZCTA5 44124,75255,44124
ZCTA5 44125,53701,44125
ZCTA5 44126,76178,44126
ZCTA5 44127,30285,44127
ZCTA5 44128,41923,44128
ZCTA5 44129,65273,44129
ZCTA5 44130,65619,44130
ZCTA5 44131,94822,44131
ZCTA5 44132,42771,44132
ZCTA5 44133,81495,44133
ZCTA5 44134,65163,44134
ZCTA5 44135,46345,44135
ZCTA5 44136,90800,44136
ZCTA5 44137,50236,44137
ZCTA5 44138,90736,44138
ZCTA5 44139,128089,44139
ZCTA5 44140,118816,44140
ZCTA5 44141,122569,44141
ZCTA5 44142,64046,44142
ZCTA5 44143,73428,44143
ZCTA5 44144,55934,44144
ZCTA5 44145,103658,44145
ZCTA5 44146,52938,44146
ZCTA5 44147,97902,44147
ZCTA5 44149,115218,44149
ZCTA5 44201,79046,44201
ZCTA5 44202,118563,44202
ZCTA5 44203,57589,44203
ZCTA5 44212,84864,44212
ZCTA5 44214,94545,44214
ZCTA5 44215,77727,44215
ZCTA5 44216,93566,44216
ZCTA5 44217,64011,44217
ZCTA5 44221,60705,44221
ZCTA5 44223,82157,44223
ZCTA5 44224,89790,44224
ZCTA5 44230,75240,44230
ZCTA5 44231,80056,44231
ZCTA5 44232,-666666666,44232
ZCTA5 44233,132877,44233
ZCTA5 44234,72232,44234
ZCTA5 44235,71068,44235
ZCTA5 44236,157838,44236
ZCTA5 44240,54700,44240
ZCTA5 44241,76481,44241
ZCTA5 44243,-666666666,44243
ZCTA5 44250,53118,44250
ZCTA5 44251,119028,44251
ZCTA5 44253,82917,44253
ZCTA5 44254,62583,44254
ZCTA5 44255,72221,44255
ZCTA5 44256,99679,44256
ZCTA5 44260,72568,44260
ZCTA5 44262,65568,44262
ZCTA5 44264,112568,44264
ZCTA5 44266,59310,44266
ZCTA5 44270,65228,44270
ZCTA5 44272,79830,44272
ZCTA5 44273,79921,44273
ZCTA5 44274,132523,44274
ZCTA5 44275,89943,44275
ZCTA5 44276,77083,44276
ZCTA5 44278,85914,44278
ZCTA5 44280,120030,44280
ZCTA5 44281,84130,44281
ZCTA5 44285,73438,44285
ZCTA5 44286,116481,44286
ZCTA5 44287,75625,44287
ZCTA5 44288,57383,44288
ZCTA5 44301,52186,44301
ZCTA5 44302,44500,44302
ZCTA5 44303,70583,44303
ZCTA5 44304,31311,44304
ZCTA5 44305,52286,44305
ZCTA5 44306,40480,44306
ZCTA5 44307,27859,44307
ZCTA5 44308,15875,44308
ZCTA5 44310,38949,44310
ZCTA5 44311,22411,44311
ZCTA5 44312,62815,44312
ZCTA5 44313,71682,44313
ZCTA5 44314,45036,44314
ZCTA5 44319,76890,44319
ZCTA5 44320,36472,44320
ZCTA5 44321,114632,44321
ZCTA5 44325,-666666666,44325
ZCTA5 44333,110474,44333
ZCTA5 44401,69318,44401
ZCTA5 44402,75899,44402
ZCTA5 44403,58760,44403
ZCTA5 44404,44773,44404
ZCTA5 44405,42959,44405
ZCTA5 44406,93520,44406
ZCTA5 44408,70685,44408
ZCTA5 44410,61858,44410
ZCTA5 44411,72279,44411
ZCTA5 44412,97500,44412
ZCTA5 44413,53021,44413
