name,address,primary_category,type,subtype,store_type,lat,lon,snap_eligible,geocode_source,TRACTCE
Macon School,,Education & Civic,School,K-12 School,K-12 School,41.9153334,-80.0989448,False,openstreetmap,012201
Mallard School,,Education & Civic,School,K-12 School,K-12 School,41.5708875,-80.0381141,False,openstreetmap,111300
Mallory School,,Education & Civic,School,K-12 School,K-12 School,41.5225535,-80.1372833,False,openstreetmap,111300
Maplewood Elementary School,,Education & Civic,School,K-12 School,K-12 School,41.6832787,-79.8933851,False,openstreetmap,110900
Martin School,,Education & Civic,School,K-12 School,K-12 School,41.5619982,-80.4589579,False,openstreetmap,112001
McCullough School,,Education & Civic,School,K-12 School,K-12 School,41.695056,-80.0514455,False,openstreetmap,110700
McDaniels School,,Education & Civic,School,K-12 School,K-12 School,41.5672766,-79.9850577,False,openstreetmap,111300
McDowell Intermediate High School,"3320, Caughey Road, Erie, PA, 16506",Education & Civic,School,K-12 School,K-12 School,42.0751698,-80.1510124,False,openstreetmap,010800
McDowell Senior High School,"3580, West 38th Street, Erie, PA, 16506",Education & Civic,School,K-12 School,K-12 School,42.0729119,-80.1496058,False,openstreetmap,010800
McIntyre School,,Education & Civic,School,K-12 School,K-12 School,41.5550539,-80.3153424,False,openstreetmap,111900
McKean Elementary School,"5120, West Road, McKean, PA, 16426",Education & Civic,School,K-12 School,K-12 School,41.9979828,-80.1460895,False,openstreetmap,010301
McKinley Elementary School,"933, East 22nd Street, Erie, PA, 16503",Education & Civic,School,K-12 School,K-12 School,42.1227516,-80.0540714,False,openstreetmap,001700
Meadville Area Middle School,,Education & Civic,School,K-12 School,K-12 School,41.6346855,-80.1274557,False,openstreetmap,111500
Meadville Area Senior High School,"930, North Street, Meadville, 16335",Education & Civic,School,K-12 School,K-12 School,41.6347771,-80.1289481,False,openstreetmap,111500
Melvin School,,Education & Civic,School,K-12 School,K-12 School,41.664502,-79.8361652,False,openstreetmap,110900
Mercyhurst Learning Center,"4118, Briggs Avenue, Erie, PA, 16546",Education & Civic,School,K-12 School,K-12 School,42.1046631,-80.0510742,False,openstreetmap,002800
Mercyhurst Preparatory School,"538, East Grandview Boulevard, Erie, PA, 16504",Education & Civic,School,K-12 School,K-12 School,42.1009502,-80.0517495,False,openstreetmap,002800
Mill Village Elementary School,"2757, East Center Street, Mill Village, PA, 16427",Education & Civic,School,K-12 School,K-12 School,41.8756063,-79.9661939,False,openstreetmap,012100
Miller School,,Education & Civic,School,K-12 School,K-12 School,41.931722,-79.7206067,False,openstreetmap,011802
Mohawk School,,Education & Civic,School,K-12 School,K-12 School,41.782279,-80.0047765,False,openstreetmap,110202
Montessori In The Woods,"1390, West Townhall Road, Erie, PA, 16509",Education & Civic,School,K-12 School,K-12 School,42.0321297,-80.0465578,False,openstreetmap,011202
Montessori Regional Charter School,"2549, West 8th Street, Erie, PA, 16505",Education & Civic,School,K-12 School,K-12 School,42.1051377,-80.1363099,False,openstreetmap,012400
Moore School,,Education & Civic,School,K-12 School,K-12 School,41.5172756,-80.0620043,False,openstreetmap,111300
Mother Teresa Academy,"160, West 11th Street, Erie, PA, 16501",Education & Civic,School,K-12 School,K-12 School,42.123875,-80.085487,False,openstreetmap,000100
Mount Pleasant School,,Education & Civic,School,K-12 School,K-12 School,41.5031104,-79.9214466,False,openstreetmap,200201
Neason Hill Elementary School,"11293`, Williamson Road, meadville, 16335",Education & Civic,School,K-12 School,K-12 School,41.6228776,-80.1397741,False,openstreetmap,111400
North East High School,"1901, Freeport Road, North East, PA, 16428",Education & Civic,School,K-12 School,K-12 School,42.2235188,-79.8297304,False,openstreetmap,011701
North East Middle School,"1903, Freeport Road, North East, PA, 16428",Education & Civic,School,K-12 School,K-12 School,42.2234431,-79.8265193,False,openstreetmap,011701
Northwest Pennsylvania Collegiate Academy,"2825, State Street, Erie, PA, 16508",Education & Civic,School,K-12 School,K-12 School,42.1109001,-80.0720218,False,openstreetmap,002500
Northwestern Elementary School,"10450, John Williams Avenue, Albion, PA, 16401",Education & Civic,School,K-12 School,K-12 School,41.8885064,-80.3509891,False,openstreetmap,010103
Oakes School,,Education & Civic,School,K-12 School,K-12 School,41.5806107,-79.957557,False,openstreetmap,111300
Our Lady of Mount Carmel Parish School,"1553, East Grandview Boulevard, Erie, PA, 16510",Education & Civic,School,K-12 School,K-12 School,42.1060285,-80.0295002,False,openstreetmap,011101
Our Lady of Peace School,"2401, West 38th Street, Erie, PA, 16506",Education & Civic,School,K-12 School,K-12 School,42.0805391,-80.1203106,False,openstreetmap,011002
Oxbow School,,Education & Civic,School,K-12 School,K-12 School,41.8639453,-79.7481072,False,openstreetmap,011802
Pennsylvania Cyber Charter School,"1980, Edinboro Road, Erie, PA, 16565",Education & Civic,School,K-12 School,K-12 School,42.065235,-80.0969089,False,openstreetmap,011002
Perry Elementary School,"955, West 29th Street, Erie, PA, 16508",Education & Civic,School,K-12 School,K-12 School,42.1017511,-80.09164,False,openstreetmap,002300
Peters School,,Education & Civic,School,K-12 School,K-12 School,41.5175543,-79.9547802,False,openstreetmap,200201
Pfeiffer-Burleigh Elementary School,"235, East 11th Street, Erie, PA, 16503",Education & Civic,School,K-12 School,K-12 School,42.1258497,-80.0767053,False,openstreetmap,000800
Pierson School,,Education & Civic,School,K-12 School,K-12 School,41.6267215,-80.1233925,False,openstreetmap,111400
Plank Road School,,Education & Civic,School,K-12 School,K-12 School,41.6362169,-80.0131724,False,openstreetmap,110800
Plum Center School,,Education & Civic,School,K-12 School,K-12 School,41.5803353,-79.8128326,False,openstreetmap,200100
Prather School,,Education & Civic,School,K-12 School,K-12 School,41.5689475,-79.7461649,False,openstreetmap,200000
Prospect School,,Education & Civic,School,K-12 School,K-12 School,41.5675541,-80.089504,False,openstreetmap,111300
Putnam School,,Education & Civic,School,K-12 School,K-12 School,41.6539435,-80.2847847,False,openstreetmap,110502
Quarry School,,Education & Civic,School,K-12 School,K-12 School,41.5844985,-80.3303426,False,openstreetmap,110501
ReaLife Early Learning Center,"3902, West 38th Street, Erie, PA, 16506",Education & Civic,School,K-12 School,K-12 School,42.0698325,-80.1562116,False,openstreetmap,010800
Rice Avenue Middle School,"1100, Rice Avenue, Girard, PA, 16417",Education & Civic,School,K-12 School,K-12 School,42.008742,-80.3297505,False,openstreetmap,010201
Richmond School,,Education & Civic,School,K-12 School,K-12 School,41.6528329,-80.1358924,False,openstreetmap,111400
Ripley Central School,,Education & Civic,School,K-12 School,K-12 School,42.2680556,-79.7102778,False,openstreetmap,
Robert Benjamin Wiley Community Charter School,"1446, East Lake Road, Erie, PA, 16507",Education & Civic,School,K-12 School,K-12 School,42.1420957,-80.055029,False,openstreetmap,000600
Robert Benjamin Wiley Preparatory Charter School,"426, Eagle Point Boulevard, Erie, PA, 16511",Education & Civic,School,K-12 School,K-12 School,42.1472075,-80.0410078,False,openstreetmap,000600
Robison Elementary School,"1651, West Robison Road, Erie, PA, 16509",Education & Civic,School,K-12 School,K-12 School,42.0457853,-80.0671399,False,openstreetmap,011202
Rockdale Center High School,,Education & Civic,School,K-12 School,K-12 School,41.8045011,-79.9750538,False,openstreetmap,110202
Rockwall School,,Education & Civic,School,K-12 School,K-12 School,41.6792215,-80.2706172,False,openstreetmap,110600
Rolling Ridge Elementary School,"3700, Ridge Parkway, Erie, PA, 16510",Education & Civic,School,K-12 School,K-12 School,42.1399024,-79.9970191,False,openstreetmap,011508
Root School,,Education & Civic,School,K-12 School,K-12 School,41.7475573,-79.9658876,False,openstreetmap,110800
Rosedale School,,Education & Civic,School,K-12 School,K-12 School,41.540887,-80.0536705,False,openstreetmap,111300
Rung School,,Education & Civic,School,K-12 School,K-12 School,41.5517206,-80.1231159,False,openstreetmap,111300
Rynd School,,Education & Civic,School,K-12 School,K-12 School,41.5017471,-80.0189279,False,openstreetmap,111300
Saegertown High School,,Education & Civic,School,K-12 School,K-12 School,41.7206113,-80.1656141,False,openstreetmap,110600
Saint George School,"1612, Bryant Street, Erie, PA, 16509",Education & Civic,School,K-12 School,K-12 School,42.0781014,-80.0911459,False,openstreetmap,011001
Saint Gregory Parish School,"136, West Main Street, North East, PA, 16428",Education & Civic,School,K-12 School,K-12 School,42.2130098,-79.8444648,False,openstreetmap,011600
Saint James School,"2602, Buffalo Road, Erie, PA, 16510",Education & Civic,School,K-12 School,K-12 School,42.1384948,-80.0219374,False,openstreetmap,001500
Saint Josephs High School,,Education & Civic,School,K-12 School,K-12 School,41.6286702,-79.681441,False,openstreetmap,111200
Saint Jude School,"606, Lowell Avenue, Erie, PA, 16505",Education & Civic,School,K-12 School,K-12 School,42.1063677,-80.1451657,False,openstreetmap,012400
Saint Luke School,"425, East 38th Street, Erie, PA, 16504",Education & Civic,School,K-12 School,K-12 School,42.1052089,-80.0564028,False,openstreetmap,002800
Saint Martin Early Learning Center,"1727, State Street, Erie, PA, 16501",Education & Civic,School,Early Childhood,Early Childhood,42.1188581,-80.0777833,False,openstreetmap,001300
Saint Paul's School,"453, West 16th Street, Erie, PA, 16502",Education & Civic,School,K-12 School,K-12 School,42.1162201,-80.0888863,False,openstreetmap,001200
Saint Stanislaus School,"507, East 12th Street, Erie, PA, 16503",Education & Civic,School,K-12 School,K-12 School,42.1274344,-80.0699048,False,openstreetmap,001400
Saint Titus School,,Education & Civic,School,K-12 School,K-12 School,41.6285226,-79.6821371,False,openstreetmap,111200
Salata Technology Center,"246, West 10th Street, Erie, PA, 16501",Education & Civic,School,K-12 School,K-12 School,42.123908,-80.0878197,False,openstreetmap,001000
Sandbank School,,Education & Civic,School,K-12 School,K-12 School,41.7800555,-80.246449,False,openstreetmap,110201
Second District Elementary School,,Education & Civic,School,K-12 School,K-12 School,41.6303326,-80.153393,False,openstreetmap,111600
Second District Elementary School,"1216, South Main Street, Meadville, PA, 16335",Education & Civic,School,K-12 School,K-12 School,41.6303053,-80.1537333,False,openstreetmap,111600
Seneca High School,"10770, Wattsburg Road, Wattsburg, PA, 16442",Education & Civic,School,K-12 School,K-12 School,42.0532312,-79.9060145,False,openstreetmap,011201
Sherred Hill School,,Education & Civic,School,K-12 School,K-12 School,41.8600557,-80.2056147,False,openstreetmap,012201
Shreve School,,Education & Civic,School,K-12 School,K-12 School,41.8636673,-79.8564413,False,openstreetmap,012001
Shutz School,,Education & Civic,School,K-12 School,K-12 School,41.6814445,-80.0897799,False,openstreetmap,110700
Sills School,,Education & Civic,School,K-12 School,K-12 School,41.8806116,-79.8114409,False,openstreetmap,012001
Smith School,,Education & Civic,School,K-12 School,K-12 School,41.6839437,-80.3042295,False,openstreetmap,110502
South Richmond School,,Education & Civic,School,K-12 School,K-12 School,41.6908901,-79.9372772,False,openstreetmap,110800
Spencer School,,Education & Civic,School,K-12 School,K-12 School,41.9344998,-79.6847732,False,openstreetmap,011802
Springfield Elementary School,"11911, Bond Street, East Springfield, PA, 16411",Education & Civic,School,K-12 School,K-12 School,41.9633407,-80.4041819,False,openstreetmap,010101
Strong Vincent Middle School,"1330, West 8th Street, Erie, PA, 16502",Education & Civic,School,K-12 School,K-12 School,42.117791,-80.1134522,False,openstreetmap,001000
Sugar Grove School,,Education & Civic,School,K-12 School,K-12 School,41.522278,-79.8817233,False,openstreetmap,200100
Sugar Lake School,,Education & Civic,School,K-12 School,K-12 School,41.5569996,-79.9328348,False,openstreetmap,111300
Sugar Run School,,Education & Civic,School,K-12 School,K-12 School,41.4911646,-80.48257,False,openstreetmap,112001
Third District School,,Education & Civic,School,K-12 School,K-12 School,41.6500549,-80.1622818,False,openstreetmap,111600
Third District School,,Education & Civic,School,K-12 School,K-12 School,41.6500667,-80.1625194,False,openstreetmap,111600
Trace School,,Education & Civic,School,K-12 School,K-12 School,41.5772763,-80.1953391,False,openstreetmap,111300
Tracy Elementary School,"2624, West 6th Street, Erie, PA, 16505",Education & Civic,School,K-12 School,K-12 School,42.1089757,-80.1432655,False,openstreetmap,012400
Undergraduate Admissions,"501, East 38th Street, Erie, PA, 16546",Education & Civic,School,K-12 School,K-12 School,42.1048995,-80.0530457,False,openstreetmap,002800
Union City Area High School,"105, Concord Street, Union City, PA, 16438",Education & Civic,School,K-12 School,K-12 School,41.8905285,-79.8403465,False,openstreetmap,012002
Union City Area Middle School,"105, Concord Street, Union City, PA, 16438",Education & Civic,School,K-12 School,K-12 School,41.8904089,-79.8379811,False,openstreetmap,012002
Union City Area School District Grounds,"91, Miles Street, Union City, PA, 16438",Education & Civic,School,K-12 School,K-12 School,41.8893633,-79.8442062,False,openstreetmap,012002
Valley School,,Education & Civic,School,K-12 School,K-12 School,41.5703344,-79.8647779,False,openstreetmap,200100
Valor Personal Defense Systems Combat Academy,"76, Mead Avenue, Meadville, PA, 16335",Education & Civic,School,K-12 School,K-12 School,41.6371054,-80.1602402,False,openstreetmap,111600
Walnut Creek Middle School,"5901, Sterrettania Road, Fairview, PA, 16415",Education & Civic,School,K-12 School,K-12 School,42.0434817,-80.1715794,False,openstreetmap,010904
Ward School,,Education & Civic,School,K-12 School,K-12 School,41.5850541,-80.3497876,False,openstreetmap,110501
Waterford Elementary School,"323, Cherry Street, Waterford, PA, 16441",Education & Civic,School,K-12 School,K-12 School,41.9445509,-79.9827438,False,openstreetmap,012100
Wattsburg Area Elementary School,"10782, Wattsburg Road, Wattsburg, PA, 16442",Education & Civic,School,K-12 School,K-12 School,42.0485299,-79.9048678,False,openstreetmap,011201
