tract_geoid,urban_tract,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,food_desert_1_10,food_desert_half_10,LILATracts_1And20,food_desert_vehicle,HUNVFlag,low_income_tract,atlas_poverty_rate,atlas_median_income,LA1and10,LAhalfand10,LA1and20,low_access_pop,LAPOP05_10,low_access_low_income_pop,LALOWI05_10,tract_code
42049000400,1,997,0,228,8.456973293768547,1,1,1,1,1,1,17.5020885547201,41765.0,1,1,1,2695.99999669194,2695.99999669194,1497.98739161901,1497.98739161901,000400
42049000500,1,1279,0,8,0.2442002442002442,1,1,1,1,1,1,38.375603864734295,30800.0,1,1,1,2098.28954015952,3276.00001682621,1567.90548456367,2542.52734435257,000500
42049000600,1,1354,0,2,0.0611807892321811,1,1,1,1,1,1,35.2727272727273,25841.0,1,1,1,2467.69887058786,3268.99997970811,1413.98872237653,2112.85268645734,000600
42049000700,1,968,0,0,0.0,1,1,1,1,1,1,45.4371897670867,24496.0,1,1,1,2494.83551399759,2736.99998434237,2030.37429878239,2219.07084214811,000700
42049000800,1,1178,0,256,8.21566110397946,1,1,1,1,1,1,52.9164722351843,22020.0,1,1,1,3115.99999279529,3115.99999279529,2276.47106149793,2276.47106149793,000800
42049000900,1,2360,0,662,12.13788045471214,1,1,1,1,1,1,36.6075706756109,40843.0,1,1,1,5163.11228387058,5454.00000253925,3317.12814354897,3467.46727240155,000900
42049001000,1,1532,0,11,0.3195816385822196,1,1,1,1,1,1,26.9275700934579,49167.0,1,1,1,1668.16744857887,3442.00000806953,857.902318101842,1811.11217110064,001000
42049001100,1,1155,0,4,0.1390337156760514,0,1,0,0,0,1,26.5520869870221,49806.0,0,1,0,,1354.77204415575,,411.540795748122,001100
42049001200,1,971,0,49,1.952969310482264,1,1,1,1,1,1,47.2933070866142,27411.0,1,1,1,1413.53900344617,2508.2418486508,1135.65234778351,1930.24580556057,001200
42049001300,1,567,0,0,0.0,1,1,1,1,1,1,52.3175279701652,24444.0,1,1,1,971.982498524711,1548.99999693409,866.318764012307,1294.74806503393,001300
42049001400,1,509,0,624,34.21052631578947,1,1,1,1,1,1,27.621483375959095,35833.0,1,1,1,1770.18025016785,1823.99999285489,1160.62414926291,1197.08422347903,001400
42049001500,1,878,0,0,0.0,0,1,0,0,0,1,49.836387434555,27396.0,0,1,0,57.0268225669861,1276.85300666094,48.0503777116537,1072.64432657883,001500
42049001600,1,1617,0,10,0.2405002405002405,1,1,1,1,1,1,21.538109407187,51223.0,1,1,1,981.132010165602,2792.80265292898,373.899868469685,1275.59277680889,001600
42049001700,1,965,0,1,0.0347222222222222,0,1,0,1,1,1,26.6432337434095,36250.0,0,1,0,39.2611222267151,2080.48382842541,25.7164931297302,1395.39328505099,001700
42049001800,1,793,0,8,0.3340292275574112,1,1,1,1,1,1,47.427407030056,24207.0,1,1,1,1870.90908023668,2394.99998685671,1696.27256030194,2160.88278788677,001800
42049001900,1,877,0,213,11.287758346581876,1,1,1,1,1,1,26.6792215944758,32500.0,1,1,1,1672.52732797596,1887.00000880728,1247.74111868766,1410.4343211497,001900
42049002000,1,1364,0,12,0.3474232773595831,0,1,0,1,1,1,26.5684830633284,43958.0,0,1,0,1.56213265657425,1651.26359830147,0.654238998889923,700.221697176107,002000
42049002100,1,1661,0,4,0.1059602649006622,0,0,0,0,0,0,11.5288913464197,62670.0,0,1,0,0.0,2249.62390177231,0.0,671.369444965618,002100
42049002200,1,1628,0,80,2.075765438505449,0,0,0,0,0,0,11.7902875090602,61957.0,0,1,0,,1475.38498597965,,376.959664535709,002200
42049002300,1,1176,0,0,0.0,0,1,0,0,0,1,16.7708333333333,50540.0,0,1,0,,1699.96560543216,,866.801687579973,002300
42049002400,1,1372,0,0,0.0,0,1,0,1,1,1,16.162901686287,58322.0,0,1,0,51.9616754055023,2970.52307465416,21.5079174637794,1232.00203461671,002400
42049002500,1,957,0,30,1.1961722488038278,1,1,1,1,1,1,27.388797364085697,40120.0,1,1,1,2146.37465857895,2507.99999427231,1303.55877915945,1496.43587414351,002500
42049002600,1,1613,0,208,4.776119402985075,1,1,1,1,1,1,23.3267438576673,50885.0,1,1,1,655.089124247432,2660.83866422332,258.571321278811,1183.24410869327,002600
42049002700,1,2910,0,27,0.3960686518996625,1,1,1,0,0,1,14.5670522038137,56352.0,1,1,1,728.7399944067,2670.25717696268,143.023737221956,970.445187009755,002700
42049002800,1,2444,0,1743,23.358348968105062,1,1,1,1,1,1,22.2453222453222,74583.0,1,1,1,2049.65848475695,6523.70401247766,718.453129243106,1972.80283490401,002800
42049002900,1,1182,0,39,1.3737231419513911,0,0,0,0,0,0,7.252440725244071,95625.0,0,1,0,40.8343877792358,1545.18513618945,4.64781656861305,218.629262946459,002900
42049003000,1,1853,0,128,3.096274794388002,1,1,1,0,0,1,16.1319890009166,55000.0,1,1,1,850.002777600661,3541.83540353831,463.736751061108,1426.17184741533,003000
42049010101,0,1317,0,0,0.0,0,0,0,0,0,1,13.6634844868735,56319.0,0,0,0,,,,,010101
42049010103,0,780,0,0,0.0,0,0,0,0,0,0,9.59046137895282,63281.0,0,0,0,,,,,010103
42049010104,0,928,0,0,0.0,0,0,0,0,0,0,11.350884764782,68676.0,0,0,0,,,,,010104
42049010107,1,646,0,0,0.0,0,0,0,0,0,1,18.1760204081633,49432.0,0,0,0,,466.256508720107,,229.0229767696,010107
42049010201,1,2418,0,10,0.16273393002441,0,0,0,0,0,0,11.0365649111037,63032.0,1,1,1,4299.67626717436,5784.08190531405,1576.10955394241,2116.13612232702,010201
42049010202,1,2238,0,0,0.0,1,1,1,0,0,1,21.1702329104336,53889.0,1,1,1,4302.87566519258,5033.22102125836,1295.35472796448,1663.4660967445,010202
42049010301,0,1835,0,0,0.0,0,0,0,0,0,0,9.14356640463384,81434.0,0,0,0,,,,,010301
42049010303,0,2048,0,268,4.916529077233535,0,0,0,0,1,0,6.99326851159312,93702.0,0,0,0,,,,,010303
42049010304,1,1766,0,201,4.321651257794023,0,0,0,0,0,0,3.73616236162362,113289.0,1,1,1,4499.84438995182,4651.00000705775,511.625825296175,531.88509593406,010304
42049010400,1,1964,0,12,0.2483443708609271,0,0,0,0,0,0,7.38775510204082,77311.0,1,1,1,3357.12832056265,4527.46068907995,675.378579664393,1046.5096532326,010400
42049010500,1,2143,0,4,0.0911161731207289,0,0,0,0,1,0,11.8794764139294,63062.0,1,1,1,1123.90252871253,3438.60642779885,224.591544951312,758.08279770184,010500
42049010700,1,1731,0,47,1.1694451356058722,0,1,0,0,0,1,11.1548879586309,58106.0,0,1,0,6.20222103595734,2633.85173355602,1.15634632110596,777.947125402745,010700
42049010800,1,1521,0,6,0.1688713763017168,0,0,0,0,0,0,6.10140360928101,63750.0,1,1,1,1040.5804948099,2635.27409497648,466.011213636026,1021.43167485483,010800
42049010902,1,1901,0,145,3.329506314580941,0,0,0,0,1,0,7.7027332279195795,78523.0,1,1,1,1950.895261392,3511.93716822719,445.097249621525,718.431076743876,010902
42049010903,1,2636,0,0,0.0,0,0,0,0,0,0,4.59191696807674,95457.0,1,1,1,5426.36639788537,6721.99995980947,618.101360788642,909.662580069227,010903
42049010904,1,1673,0,0,0.0,0,0,0,0,0,0,1.5394088669950698,130164.0,1,1,1,4619.9309780889,4838.25789213114,153.992590716718,161.250127635342,010904
42049011001,1,2812,0,167,2.5391515888703053,0,0,0,0,0,0,13.0378726833199,86250.0,1,1,1,2442.34337841382,5608.5126204422,571.789913128392,1177.38949828102,011001
42049011002,1,2036,0,179,4.301850516702715,1,1,1,1,1,1,14.3360493283418,59662.0,1,1,1,849.342785652727,3570.48970347201,422.556380758353,1436.08457638699,011002
42049011101,1,2089,0,12,0.2329192546583851,0,0,0,0,0,0,3.4457743924555704,81734.0,1,1,1,1869.68452888926,4434.94396363927,265.344528968802,766.484478928272,011101
42049011102,1,1510,0,42,1.2212852573422508,0,0,0,0,0,0,5.1882315722872505,94141.0,1,1,1,2214.65219102397,3385.6418681924,442.699890647335,685.599412506697,011102
42049011201,0,1785,0,1,0.0212494687632809,0,0,0,0,0,0,9.88626421697288,75400.0,0,0,0,,,,,011201
42049011202,0,2676,0,122,1.8476450098440105,0,0,0,0,0,0,3.22814128546613,93649.0,0,0,0,,,,,011202
42049011300,1,1358,0,8,0.2394492666866207,0,1,0,1,1,1,25.3913587977458,49279.0,0,1,0,36.9878254532814,2495.87753453944,17.2949965596199,1074.11647795548,011300
42049011400,1,1528,0,99,2.4861878453038675,0,0,0,0,1,0,12.3456790123457,66364.0,1,1,1,1058.97903778963,2812.15027512982,60.8541985866614,552.715672099614,011400
42049011503,1,1614,0,164,4.416913546997037,0,0,0,0,1,0,7.222982216142269,73690.0,1,1,1,2160.12427139845,3521.61459579602,429.632655912751,778.8632195438,011503
42049011505,0,1077,0,108,4.128440366972478,0,0,0,0,0,0,4.6189376443418,81288.0,0,0,0,,,,,011505
42049011507,0,1197,0,0,0.0,0,0,0,0,0,0,9.603991269098849,87857.0,0,0,0,,,,,011507
42049011600,1,1719,0,78,1.816488122962273,0,1,0,0,0,1,15.418610360913302,55375.0,0,1,0,206.218882874586,2270.17891664897,41.5447675912874,538.140245832155,011600
42049011701,1,1192,0,145,5.038220986796387,0,0,0,0,0,0,9.39285714285714,81324.0,1,1,1,1825.65192396123,2294.03506475523,325.35698001087,482.686081081479,011701
42049011702,0,1958,0,0,0.0,0,0,0,0,1,0,6.323964497041421,77222.0,0,0,0,,,,,011702
42049011801,0,978,0,0,0.0,0,0,0,0,0,0,6.627822286962851,68438.0,0,0,0,236.344733049074,236.344733049074,42.6719533928917,42.6719533928917,011801
42049011802,0,1215,0,4,0.1241850357031977,0,0,0,0,0,0,7.32323232323232,61731.0,0,0,0,,,,,011802
42049011900,1,2640,0,130,1.968205904617714,1,1,1,1,1,1,22.4833280406478,50959.0,1,1,1,1421.22005220922,4317.96042714713,779.722562155172,2373.58040401001,011900
42049012001,0,997,0,1,0.0366568914956011,0,0,0,0,0,0,10.6837606837607,65625.0,0,0,0,,,,,012001
42049012002,1,1296,0,10,0.3012048192771084,0,1,0,0,0,1,21.1017740429505,68839.0,0,1,0,3.29415374994278,1175.13574903645,1.2556971758604,386.382256682962,012002
42049012100,0,2842,0,0,0.0,0,0,0,0,1,0,13.1005586592179,66148.0,0,0,0,,,,,012100
42049012201,0,2304,0,0,0.0,0,0,0,0,1,0,10.4820072631231,87404.0,0,0,0,,,,,012201
42049012202,1,2125,0,1820,28.26964895930413,1,1,1,1,1,1,21.4868740348555,77826.0,1,1,1,3826.58665080671,6049.19003486563,890.632697759633,1656.75165516927,012202
42049012300,1,2267,0,1634,20.994475138121548,0,0,0,0,0,0,13.7723577235772,82137.0,1,1,1,4036.40821267816,5989.24611000309,1962.2646886055,2454.83248385234,012300
42049012400,1,734,0,17,1.163586584531143,0,0,0,0,0,0,10.6425702811245,63542.0,0,0,0,11.9581476397525,100.080866858823,3.58584343368057,30.0108617710903,012400
42049980109,1,6,1,2197,99.36680235187698,0,0,0,0,0,0,0.0,,1,1,1,1150.75301933289,2204.25065088272,0.0,0.0,980109
42053530100,0,932,0,2500,56.88282138794085,0,0,0,0,0,1,15.4882154882155,44572.0,0,0,0,22.5499957188417,22.5499957188417,4.29145573640739,4.29145573640739,530100
42053530201,0,694,0,0,0.0,1,1,0,0,0,1,14.6542827657379,46875.0,1,1,0,1349.75559701128,1349.75559701128,528.421471916816,528.421471916816,530201
42053530300,0,885,0,0,0.0,1,1,0,0,0,1,13.1652661064426,45313.0,1,1,0,1669.81586995151,1669.81586995151,625.206500334707,625.206500334707,530300
42065950100,1,909,0,45,2.171814671814672,0,1,0,0,0,1,12.8008192524322,60110.0,0,1,0,0.0,667.462395732524,0.0,242.655708118866,950100
42065950200,0,1231,0,24,0.7523510971786834,0,0,0,0,0,0,13.6590229312064,62684.0,0,0,0,341.269284314228,341.269284314228,136.24819290156,136.24819290156,950200
42065950300,0,2211,0,18,0.3234501347708895,0,0,0,0,1,0,13.3798829967918,63953.0,0,0,0,12.1004223731143,12.1004223731143,2.68779287671532,2.68779287671532,950300
42065950400,1,859,0,0,0.0,0,0,0,0,0,0,11.8002195389682,66205.0,0,1,0,117.473394498229,1121.31697260914,45.5331150977872,317.790932902979,950400
42065950500,1,884,0,141,7.011437095972154,0,0,0,0,0,0,14.6506777893639,77500.0,0,0,0,0.0,229.412145482376,0.0,79.6506837400375,950500
42065950600,0,2328,0,285,4.882645194449204,0,0,0,0,1,0,8.34740198836991,64036.0,0,0,0,,,,,950600
42065950700,1,1168,0,4,0.1449800652410293,0,1,0,0,0,1,16.5233644859813,44273.0,0,1,0,7.78674012422562,1153.08487312496,3.15841728448868,529.726601876318,950700
42065950800,0,1579,0,0,0.0,0,0,0,0,0,1,9.3935119887165,55179.0,0,0,0,,,,,950800
42065950900,0,1630,0,0,0.0,0,0,0,0,0,1,12.0996441281139,60243.0,0,0,0,,,,,950900
42065951000,0,1521,0,9,0.2127659574468085,0,0,0,1,1,1,15.7857974388824,58807.0,0,0,0,,,,,951000
42065951100,1,1556,0,0,0.0,0,0,0,0,0,0,10.6400665004156,62986.0,1,1,1,3038.12448524743,3692.53059794091,825.512803489496,1013.12538184191,951100
42065951200,1,1471,0,151,4.581310679611651,0,1,0,1,1,1,27.4650178978197,38125.0,0,1,0,61.8830420151353,1707.92621544888,33.3987105712295,1019.50944639626,951200
42065951300,1,1214,0,97,3.6384096024006,0,1,0,0,0,1,20.5324727712787,53971.0,0,1,0,1.45216353982687,704.718484885991,0.363690339028835,217.657303143293,951300
42083420100,0,1486,0,3,0.0878477306002928,0,0,0,0,0,0,11.1545399879735,64096.0,0,0,0,43.3236682943875,43.3236682943875,10.2693138202513,10.2693138202513,420100
42083420200,1,1448,0,167,5.016521477921298,0,1,0,1,1,1,49.3489583333333,25521.0,0,1,0,,989.189885526896,,694.359519898891,420200
42083420300,1,1074,0,129,4.75488389237007,0,1,0,0,0,1,24.7156605424322,46875.0,0,1,0,8.02242309227586,1792.76123320684,2.75656266510487,756.499393001432,420300
42083420400,1,1131,0,113,4.142228739002932,0,1,0,1,1,1,19.4412552621508,56339.0,0,1,0,33.4448943901807,2368.10002900963,12.4166236659512,872.643766002031,420400
42083420500,0,1306,0,41,1.282051282051282,0,0,0,0,0,0,6.5032345931222295,72724.0,0,0,0,,,,,420500
42083420600,0,2235,0,2,0.0359971202303815,0,0,0,0,0,1,12.548487199379398,57773.0,0,0,0,,,,,420600
42083420700,0,1794,0,9,0.2067539627842866,0,0,0,0,0,0,13.218390804597698,63633.0,0,0,0,9.16756952286232,9.16756952286232,3.10372895153705,3.10372895153705,420700
