ZCTA5CE20,year,snap_participation_rate
57759,2022,0.0
57760,2022,9.9
57761,2022,14.7
57762,2022,9.7
57763,2022,6.7
57764,2022,58.4
57766,2022,13.8
57767,2022,0.0
57769,2022,1.2
57770,2022,42.8
57772,2022,51.7
57773,2022,46.7
57775,2022,12.0
57776,2022,
57779,2022,0.0
57780,2022,0.0
57782,2022,0.0
57783,2022,7.4
57785,2022,13.0
57787,2022,0.0
57788,2022,0.0
57790,2022,2.3
57791,2022,16.7
57792,2022,0.0
57793,2022,4.9
57794,2022,86.3
57799,2022,
58001,2022,8.8
58002,2022,
58004,2022,0.0
58005,2022,0.0
58006,2022,4.4
58007,2022,8.5
58008,2022,3.0
58009,2022,0.0
58011,2022,2.7
58012,2022,3.3
58013,2022,1.6
58015,2022,4.0
58016,2022,6.9
58017,2022,2.0
58018,2022,6.5
58021,2022,5.6
58027,2022,8.6
58029,2022,0.0
58030,2022,6.7
58031,2022,7.4
58032,2022,6.3
58033,2022,1.9
58035,2022,0.0
58036,2022,0.8
58038,2022,0.9
58040,2022,7.0
58041,2022,9.3
58042,2022,0.0
58043,2022,1.9
58045,2022,3.6
58046,2022,3.8
58047,2022,4.9
58048,2022,1.1
58049,2022,10.1
58051,2022,5.8
58052,2022,1.2
58053,2022,4.4
58054,2022,9.4
58056,2022,1.4
58057,2022,0.0
58058,2022,0.0
58059,2022,1.0
58060,2022,3.4
58061,2022,6.2
58062,2022,0.0
58063,2022,3.5
58064,2022,2.6
58065,2022,14.3
58067,2022,2.1
58068,2022,10.7
58069,2022,10.3
58071,2022,3.3
58072,2022,7.9
58074,2022,0.0
58075,2022,11.3
58076,2022,
58077,2022,4.7
58078,2022,4.2
58079,2022,0.0
58081,2022,5.1
58102,2022,7.4
58103,2022,11.1
58104,2022,4.4
58105,2022,0.0
58201,2022,7.2
58202,2022,0.0
58203,2022,7.8
58204,2022,1.3
58205,2022,
58210,2022,3.3
58212,2022,10.2
58214,2022,8.3
58216,2022,1.8
58218,2022,4.0
58219,2022,0.0
58220,2022,13.1
58222,2022,6.7
58223,2022,0.0
58224,2022,0.0
58225,2022,6.5
58227,2022,2.2
58228,2022,9.7
58229,2022,2.8
58230,2022,0.8
58231,2022,0.6
58233,2022,3.3
58235,2022,8.5
58236,2022,0.0
58237,2022,6.3
58238,2022,2.9
58239,2022,20.0
58240,2022,8.3
58241,2022,0.0
58243,2022,4.4
58244,2022,11.8
58249,2022,7.2
58250,2022,1.0
58251,2022,3.3
58254,2022,2.6
58255,2022,
58256,2022,3.6
58257,2022,7.0
58258,2022,1.4
58259,2022,9.9
58260,2022,1.4
58261,2022,6.2
58262,2022,8.7
58265,2022,8.8
58266,2022,3.3
58267,2022,5.1
58269,2022,10.7
58270,2022,6.1
58271,2022,0.9
58272,2022,1.9
58273,2022,0.0
58274,2022,6.4
58275,2022,1.8
58276,2022,5.2
58277,2022,0.0
58278,2022,3.5
58281,2022,0.0
58282,2022,9.5
58301,2022,10.1
58310,2022,0.0
58311,2022,5.9
58313,2022,40.0
58316,2022,24.6
58317,2022,8.2
58318,2022,10.3
58321,2022,0.0
58323,2022,5.6
58324,2022,5.2
58325,2022,5.3
58327,2022,21.5
58329,2022,30.3
58330,2022,3.0
58331,2022,5.9
58332,2022,20.5
58335,2022,51.2
58338,2022,0.0
58339,2022,42.9
58341,2022,7.2
58343,2022,4.8
58344,2022,3.8
58345,2022,10.7
58346,2022,10.9
58348,2022,15.3
58351,2022,11.5
58352,2022,0.0
58353,2022,12.5
58355,2022,0.0
58356,2022,10.3
58357,2022,16.2
58361,2022,11.0
58362,2022,0.0
58363,2022,0.0
58365,2022,1.0
58366,2022,8.8
58367,2022,24.5
58368,2022,9.8
58369,2022,11.1
58370,2022,31.2
58372,2022,0.0
58374,2022,5.5
58377,2022,5.7
58379,2022,36.9
58380,2022,7.7
58381,2022,3.2
58382,2022,0.0
58384,2022,10.1
58385,2022,11.5
58386,2022,6.1
58401,2022,7.7
58402,2022,
58405,2022,0.0
58413,2022,4.5
58415,2022,20.6
58416,2022,1.7
58418,2022,9.2
58420,2022,0.0
58421,2022,8.4
58422,2022,8.8
58423,2022,0.0
58424,2022,1.5
58425,2022,5.7
58426,2022,0.0
58428,2022,11.7
58429,2022,11.8
58430,2022,3.6
58431,2022,0.0
58433,2022,4.5
58436,2022,10.8
58438,2022,4.5
58439,2022,0.0
58440,2022,0.0
58441,2022,3.1
58442,2022,7.8
58443,2022,3.9
58444,2022,14.0
58445,2022,0.0
58448,2022,6.5
58451,2022,0.0
58452,2022,0.0
58454,2022,6.4
58455,2022,10.5
58456,2022,9.3
58458,2022,6.7
58460,2022,5.2
58461,2022,9.7
58463,2022,8.6
58464,2022,5.3
58466,2022,3.9
58467,2022,6.9
58472,2022,6.6
58474,2022,7.2
58475,2022,2.6
58476,2022,3.4
58477,2022,0.0
58478,2022,0.0
58479,2022,1.3
58480,2022,20.9
58481,2022,0.0
58482,2022,17.2
58483,2022,10.1
58484,2022,0.0
58486,2022,1.4
58487,2022,5.0
58488,2022,1.9
58490,2022,4.3
58492,2022,1.2
58494,2022,2.9
58495,2022,4.5
58496,2022,0.0
58497,2022,4.5
58501,2022,7.6
58503,2022,5.5
58504,2022,8.9
58505,2022,
58520,2022,0.9
58521,2022,1.6
58523,2022,1.9
58524,2022,6.5
58528,2022,65.6
58529,2022,8.7
58530,2022,4.7
58531,2022,2.2
58532,2022,3.2
58533,2022,9.3
58535,2022,8.9
58538,2022,37.1
58540,2022,3.5
58541,2022,3.6
58542,2022,7.8
58544,2022,5.3
58545,2022,6.0
58549,2022,5.1
58552,2022,10.7
58554,2022,5.9
58558,2022,2.3
58559,2022,0.0
58560,2022,1.1
58561,2022,5.1
58562,2022,5.9
58563,2022,6.9
58564,2022,0.0
58565,2022,0.0
58566,2022,1.0
58568,2022,13.8
58569,2022,4.5
58570,2022,6.0
58571,2022,19.9
58572,2022,2.3
58573,2022,9.0
58575,2022,10.5
58576,2022,14.8
58577,2022,4.5
58579,2022,3.1
58580,2022,8.0
58581,2022,20.0
58601,2022,7.4
58620,2022,8.1
58621,2022,13.5
58622,2022,2.3
58623,2022,6.9
58625,2022,3.8
58626,2022,10.3
58627,2022,0.0
58630,2022,1.9
58631,2022,5.7
58632,2022,7.9
58634,2022,9.4
58636,2022,2.4
58638,2022,5.1
58639,2022,2.9
58640,2022,5.8
58641,2022,17.9
58642,2022,0.0
58643,2022,14.3
58644,2022,0.0
58645,2022,0.0
58646,2022,4.1
58647,2022,5.9
58649,2022,3.7
58650,2022,0.0
58651,2022,1.3
58652,2022,4.9
58653,2022,2.2
58654,2022,3.1
58655,2022,4.3
58656,2022,1.2
58701,2022,6.8
58703,2022,7.4
58704,2022,2.7
58705,2022,
58707,2022,
58710,2022,5.6
58711,2022,0.0
58712,2022,4.4
58713,2022,0.0
58716,2022,4.3
58718,2022,0.5
58721,2022,3.0
58722,2022,5.4
58723,2022,0.0
58725,2022,1.5
58727,2022,5.8
58730,2022,11.1
58731,2022,7.7
58733,2022,0.0
58734,2022,0.9
58735,2022,7.1
58736,2022,5.4
58737,2022,1.6
58740,2022,8.1
58741,2022,5.7
58744,2022,1.3
58746,2022,3.0
58748,2022,12.5
58750,2022,0.5
58752,2022,3.0
58755,2022,0.0
58756,2022,0.0
58757,2022,5.0
58758,2022,0.0
58759,2022,2.4
58760,2022,5.9
58761,2022,5.4
58762,2022,3.9
58763,2022,7.2
58765,2022,10.5
58768,2022,6.9
58769,2022,0.0
58770,2022,9.5
58771,2022,5.6
58772,2022,7.7
58773,2022,2.4
58775,2022,6.7
58776,2022,8.2
58778,2022,3.3
58779,2022,9.9
58781,2022,4.6
58782,2022,9.9
58783,2022,2.7
58784,2022,2.7
58785,2022,3.7
58787,2022,12.5
58788,2022,10.7
58789,2022,24.1
58790,2022,8.8
58792,2022,4.7
58793,2022,2.3
58794,2022,0.0
58795,2022,6.0
58801,2022,8.3
58830,2022,7.1
58831,2022,1.8
58833,2022,1.1
58835,2022,0.0
58838,2022,0.0
58843,2022,3.2
58844,2022,0.0
58845,2022,4.2
58847,2022,0.0
58849,2022,11.3
58852,2022,1.7
58853,2022,0.0
58854,2022,3.2
58856,2022,0.0
59001,2022,12.9
59002,2022,16.2
59003,2022,15.4
59006,2022,20.0
59007,2022,11.5
59008,2022,17.5
59010,2022,0.0
59011,2022,4.8
59012,2022,7.7
59013,2022,0.0
59014,2022,6.3
59015,2022,4.2
59016,2022,16.6
59018,2022,3.1
59019,2022,4.8
59020,2022,0.0
59022,2022,8.6
59024,2022,4.2
59025,2022,0.0
59026,2022,0.0
59027,2022,12.6
59028,2022,2.6
59029,2022,17.5
59030,2022,7.0
59031,2022,20.0
59032,2022,2.3
59033,2022,0.0
59034,2022,13.8
59035,2022,0.0
59036,2022,2.0
59037,2022,8.5
59038,2022,6.3
59039,2022,0.0
59041,2022,9.4
59043,2022,26.3
59044,2022,8.8
59046,2022,6.1
59047,2022,7.2
59050,2022,10.7
59052,2022,3.2
59053,2022,0.9
59054,2022,12.4
59055,2022,0.0
59057,2022,0.3
59058,2022,11.1
59059,2022,33.7
59061,2022,4.0
59062,2022,0.0
59063,2022,6.1
59064,2022,0.0
59065,2022,0.0
59066,2022,28.5
59067,2022,3.9
59068,2022,8.0
59069,2022,5.5
59070,2022,15.4
59071,2022,0.0
59072,2022,11.6
59074,2022,3.5
59075,2022,0.0
59076,2022,0.0
59077,2022,12.5
59078,2022,14.9
59079,2022,9.9
59081,2022,0.0
59082,2022,0.0
59083,2022,100.0
59085,2022,10.3
59086,2022,8.8
59087,2022,1.8
59088,2022,11.0
59089,2022,10.9
59101,2022,18.0
59102,2022,7.8
59105,2022,6.8
59106,2022,3.8
59201,2022,16.3
59211,2022,0.0
59212,2022,5.7
59213,2022,8.0
59214,2022,0.0
59215,2022,0.5
59217,2022,0.0
59218,2022,1.8
59219,2022,3.2
59221,2022,2.4
59222,2022,6.7
59223,2022,0.0
59225,2022,27.5
59226,2022,2.3
59230,2022,13.2
59231,2022,14.6
59240,2022,22.2
59241,2022,1.5
59242,2022,0.0
59243,2022,1.3
59244,2022,0.0
59247,2022,7.7
59248,2022,7.5
59250,2022,0.0
59252,2022,3.0
59253,2022,0.0
59254,2022,3.9
59255,2022,13.7
59256,2022,0.0
59257,2022,0.0
59258,2022,3.8
59259,2022,0.0
59260,2022,0.0
59261,2022,2.8
59262,2022,6.5
59263,2022,1.8
59270,2022,8.8
59273,2022,25.0
59274,2022,4.3
59275,2022,5.9
59276,2022,0.0
59301,2022,10.5
59311,2022,0.0
59312,2022,0.0
59313,2022,1.6
59314,2022,0.0
59315,2022,0.0
59316,2022,0.0
59317,2022,3.1
59318,2022,10.0
59319,2022,0.0
59322,2022,0.0
59323,2022,1.6
59324,2022,14.8
59326,2022,47.6
59327,2022,14.0
59330,2022,6.4
59332,2022,0.0
59333,2022,0.0
59336,2022,2.6
59337,2022,2.1
59338,2022,2.4
59339,2022,0.0
59343,2022,0.0
59344,2022,3.4
59345,2022,0.0
59347,2022,3.0
59349,2022,12.9
59351,2022,4.1
59353,2022,4.5
59354,2022,0.0
59401,2022,18.5
59404,2022,7.0
59405,2022,12.9
59410,2022,6.8
59411,2022,0.0
59412,2022,4.8
59414,2022,13.5
59416,2022,5.0
59417,2022,27.4
59418,2022,25.0
59419,2022,2.4
59420,2022,11.4
59421,2022,4.3
59422,2022,5.8
59424,2022,29.6
59425,2022,9.0
59427,2022,18.1
59430,2022,6.8
59432,2022,1.6
59433,2022,8.2
59434,2022,17.9
59435,2022,0.0
59436,2022,10.2
59440,2022,2.4
59441,2022,4.5
59442,2022,5.1
59443,2022,8.5
59444,2022,1.1
59446,2022,11.1
59447,2022,1.6
59448,2022,43.9
59450,2022,6.0
59451,2022,0.0
59452,2022,14.8
59453,2022,6.2
59454,2022,7.8
59456,2022,18.1
59457,2022,11.1
59460,2022,0.0
59461,2022,21.4
59462,2022,20.3
59463,2022,8.1
59464,2022,3.9
59465,2022,17.4
59466,2022,0.0
59467,2022,0.0
59468,2022,4.6
59469,2022,0.0
59471,2022,8.3
59472,2022,8.8
59474,2022,8.7
59477,2022,0.0
59479,2022,7.2
59480,2022,5.3
59482,2022,6.4
59483,2022,0.0
59484,2022,7.1
59485,2022,1.2
59486,2022,9.5
59487,2022,20.5
59489,2022,4.5
59501,2022,12.9
59520,2022,12.3
59521,2022,42.4
59522,2022,5.2
59523,2022,5.7
59524,2022,19.7
59525,2022,4.3
59526,2022,28.7
59527,2022,25.8
59528,2022,1.9
59529,2022,1.6
59530,2022,8.2
59531,2022,5.0
59532,2022,15.3
59535,2022,13.3
59537,2022,0.0
59538,2022,7.7
59540,2022,14.7
59542,2022,3.5
59544,2022,9.6
59545,2022,14.7
59546,2022,0.0
59547,2022,14.3
59601,2022,9.7
59602,2022,7.2
59623,2022,
59625,2022,
59631,2022,0.6
59632,2022,11.5
59633,2022,0.0
59634,2022,2.7
59635,2022,12.5
59636,2022,
59638,2022,13.5
59639,2022,11.8
59640,2022,20.0
59642,2022,0.0
59643,2022,10.3
59644,2022,8.4
59645,2022,8.0
59647,2022,9.3
59648,2022,2.9
59701,2022,14.3
59710,2022,0.0
59711,2022,20.8
59713,2022,0.0
59714,2022,5.9
59715,2022,4.5
59716,2022,0.0
59718,2022,3.8
59720,2022,0.0
59721,2022,1.6
59722,2022,10.8
59724,2022,36.5
59725,2022,8.9
59727,2022,0.0
59728,2022,12.1
59729,2022,4.8
59730,2022,8.9
59731,2022,11.3
59732,2022,4.7
59733,2022,1.9
59735,2022,6.3
59736,2022,3.0
59739,2022,20.3
59740,2022,0.0
59741,2022,2.4
59743,2022,2.5
59745,2022,16.0
59746,2022,0.0
59747,2022,8.3
59748,2022,9.3
59749,2022,5.6
59750,2022,0.0
59751,2022,15.7
59752,2022,5.1
59754,2022,7.1
59755,2022,8.9
59756,2022,0.0
59758,2022,2.6
59759,2022,9.1
59760,2022,9.6
59761,2022,0.0
59762,2022,0.0
59801,2022,13.1
59802,2022,11.8
59803,2022,6.5
59804,2022,6.3
59808,2022,10.0
59812,2022,0.0
59820,2022,18.8
59821,2022,22.3
59823,2022,6.2
59824,2022,12.9
59825,2022,5.1
59826,2022,4.0
59827,2022,3.4
59828,2022,9.2
59829,2022,12.3
59830,2022,29.7
59831,2022,25.8
59832,2022,14.0
59833,2022,7.9
59834,2022,3.7
59837,2022,3.1
59840,2022,11.5
59841,2022,9.3
59842,2022,0.0
59843,2022,4.0
59844,2022,7.3
59845,2022,20.9
59846,2022,6.2
59847,2022,4.1
59848,2022,0.0
59851,2022,0.0
59853,2022,0.0
59854,2022,2.2
59855,2022,17.4
59856,2022,0.0
59858,2022,9.2
59859,2022,18.2
59860,2022,12.3
59863,2022,0.0
59864,2022,19.9
59865,2022,16.6
59866,2022,7.5
59867,2022,0.0
59868,2022,7.1
59870,2022,7.4
59871,2022,0.0
59872,2022,16.8
59873,2022,6.2
59874,2022,2.6
59875,2022,7.4
59901,2022,10.3
59910,2022,8.7
59911,2022,4.3
59912,2022,6.9
59913,2022,4.0
59914,2022,9.2
59915,2022,50.3
59916,2022,0.0
59917,2022,8.1
59918,2022,8.1
59919,2022,16.1
59920,2022,5.5
59922,2022,6.3
59923,2022,17.3
59925,2022,5.6
59926,2022,6.7
59927,2022,3.3
59928,2022,0.0
59929,2022,4.8
59930,2022,3.1
59931,2022,6.7
59932,2022,1.1
59933,2022,57.1
59934,2022,13.3
59935,2022,14.0
59936,2022,1.6
59937,2022,4.9
60002,2022,9.5
60004,2022,4.1
60005,2022,9.1
60007,2022,5.1
60008,2022,6.3
60010,2022,3.2
60012,2022,1.7
60013,2022,5.0
60014,2022,7.4
60015,2022,3.3
60016,2022,12.3
60018,2022,12.1
60020,2022,7.2
60021,2022,7.8
60022,2022,3.7
60025,2022,7.0
60026,2022,3.4
60029,2022,0.0
60030,2022,6.2
60031,2022,7.5
60033,2022,10.5
60034,2022,20.6
60035,2022,2.7
60040,2022,6.4
60041,2022,16.3
60042,2022,4.8
60043,2022,1.9
60044,2022,2.7
60045,2022,3.6
60046,2022,6.4
60047,2022,2.7
60048,2022,3.9
60050,2022,6.8
60051,2022,8.9
60053,2022,8.2
60056,2022,9.4
60060,2022,8.3
60061,2022,6.3
60062,2022,3.9
60064,2022,27.9
60067,2022,5.3
60068,2022,2.1
60069,2022,3.6
60070,2022,7.8
60071,2022,6.3
60072,2022,0.9
60073,2022,16.3
60074,2022,11.8
60075,2022,
60076,2022,11.2
60077,2022,18.7
60081,2022,7.3
60083,2022,4.8
60084,2022,5.3
60085,2022,21.2
60087,2022,15.8
60088,2022,10.7
60089,2022,6.3
60090,2022,11.4
60091,2022,3.5
60093,2022,0.8
60096,2022,7.7
60097,2022,11.1
60098,2022,13.7
60099,2022,26.6
60101,2022,14.2
60102,2022,4.7
60103,2022,6.1
60104,2022,21.7
60106,2022,11.3
60107,2022,13.2
60108,2022,6.3
60109,2022,5.8
60110,2022,15.7
60111,2022,0.0
60112,2022,15.3
60113,2022,13.6
60115,2022,17.5
60118,2022,6.2
60119,2022,4.4
60120,2022,16.5
60123,2022,16.0
60124,2022,2.4
60126,2022,4.3
60129,2022,0.0
60130,2022,9.8
60131,2022,13.7
60133,2022,15.3
60134,2022,2.2
60135,2022,15.4
60136,2022,3.8
60137,2022,5.3
60139,2022,18.3
60140,2022,7.9
60141,2022,84.7
60142,2022,8.0
60143,2022,4.0
60144,2022,5.3
60145,2022,7.8
60146,2022,14.4
60148,2022,6.6
60150,2022,17.9
60151,2022,3.2
60152,2022,10.8
60153,2022,28.1
60154,2022,8.2
60155,2022,14.8
60156,2022,7.6
60157,2022,4.3
60160,2022,12.9
60162,2022,9.7
60163,2022,12.8
60164,2022,15.2
60165,2022,31.0
60169,2022,9.4
60171,2022,11.1
60172,2022,8.3
60173,2022,6.7
60174,2022,8.1
60175,2022,2.0
60176,2022,11.4
60177,2022,5.5
60178,2022,8.5
60180,2022,5.0
60181,2022,11.0
60183,2022,
60184,2022,3.4
60185,2022,11.5
60187,2022,4.1
60188,2022,12.8
60189,2022,3.0
60190,2022,4.4
60191,2022,15.3
60192,2022,4.0
60193,2022,6.3
60194,2022,7.1
60195,2022,4.6
60201,2022,7.7
60202,2022,8.3
60203,2022,2.3
60208,2022,0.0
60301,2022,1.4
60302,2022,9.0
60304,2022,6.3
60305,2022,1.7
60401,2022,12.7
60402,2022,15.0
60403,2022,15.2
60404,2022,7.3
60406,2022,28.5
60407,2022,17.5
60408,2022,9.4
60409,2022,22.3
60410,2022,4.8
60411,2022,26.7
60415,2022,22.0
60416,2022,9.5
60417,2022,9.3
60418,2022,7.5
60419,2022,25.9
60420,2022,14.7
60421,2022,7.3
60422,2022,2.8
60423,2022,3.6
60424,2022,15.5
60425,2022,17.8
60426,2022,38.1
60428,2022,28.4
60429,2022,20.5
60430,2022,14.2
60431,2022,8.1
60432,2022,25.6
60433,2022,23.9
60435,2022,16.3
60436,2022,28.6
60437,2022,22.2
60438,2022,17.2
60439,2022,3.5
60440,2022,14.1
60441,2022,8.0
60442,2022,3.7
60443,2022,12.2
60444,2022,11.2
60445,2022,12.5
60446,2022,12.9
60447,2022,3.9
60448,2022,3.0
60449,2022,4.4
60450,2022,9.9
60451,2022,4.6
60452,2022,8.4
60453,2022,9.7
60455,2022,17.9
60456,2022,16.5
60457,2022,10.2
60458,2022,25.0
60459,2022,13.5
60460,2022,15.5
60461,2022,6.6
60462,2022,5.8
60463,2022,2.3
60464,2022,2.2
60465,2022,9.3
60466,2022,18.5
60467,2022,4.9
60468,2022,8.2
60469,2022,20.9
60470,2022,13.1
60471,2022,19.3
60472,2022,39.4
60473,2022,14.5
60474,2022,6.4
60475,2022,16.5
60476,2022,9.1
60477,2022,8.8
60478,2022,19.7
60479,2022,6.9
60480,2022,6.5
60481,2022,14.9
60482,2022,18.9
60484,2022,24.0
60487,2022,7.2
60490,2022,9.2
60491,2022,6.0
60501,2022,16.4
60502,2022,5.4
60503,2022,7.0
60504,2022,9.5
60505,2022,24.4
60506,2022,21.4
60510,2022,7.4
60511,2022,4.6
60512,2022,0.0
60513,2022,7.7
60514,2022,2.1
60515,2022,7.5
60516,2022,5.8
60517,2022,9.7
60518,2022,13.4
60519,2022,14.7
60520,2022,8.3
60521,2022,2.3
60523,2022,7.4
60525,2022,4.9
60526,2022,3.6
60527,2022,7.3
60530,2022,10.1
60531,2022,7.2
60532,2022,6.7
60534,2022,11.0
60536,2022,3.0
60537,2022,4.4
60538,2022,10.6
60539,2022,
60540,2022,5.9
60541,2022,8.9
60542,2022,9.7
60543,2022,9.9
60544,2022,7.5
60545,2022,9.7
60546,2022,4.2
60548,2022,9.5
60549,2022,2.7
60550,2022,8.6
60551,2022,12.8
60552,2022,6.5
60553,2022,0.8
60554,2022,3.2
60555,2022,8.2
60556,2022,8.0
60557,2022,0.0
60558,2022,1.3
60559,2022,9.8
60560,2022,4.3
60561,2022,4.7
60563,2022,7.6
60564,2022,5.6
60565,2022,4.0
60585,2022,2.2
60586,2022,7.7
60601,2022,0.5
60602,2022,12.4
60603,2022,6.1
60604,2022,0.0
60605,2022,5.5
60606,2022,0.0
60607,2022,5.3
60608,2022,21.1
60609,2022,31.4
60610,2022,8.6
60611,2022,2.1
60612,2022,33.2
60613,2022,8.5
60614,2022,4.3
60615,2022,18.0
60616,2022,17.9
60617,2022,31.4
60618,2022,10.2
60619,2022,34.7
60620,2022,36.9
60621,2022,51.8
60622,2022,8.8
60623,2022,29.0
60624,2022,49.9
60625,2022,12.3
60626,2022,18.0
60628,2022,32.6
60629,2022,26.6
60630,2022,11.1
60631,2022,5.2
60632,2022,25.2
60633,2022,20.5
60634,2022,9.1
60636,2022,42.8
60637,2022,33.8
60638,2022,11.9
60639,2022,24.0
60640,2022,15.3
60641,2022,15.7
60642,2022,8.5
60643,2022,19.2
60644,2022,45.5
60645,2022,17.9
60646,2022,8.9
60647,2022,11.6
60649,2022,37.4
60651,2022,36.1
60652,2022,19.1
60653,2022,40.5
60654,2022,1.5
60655,2022,5.0
60656,2022,7.6
60657,2022,4.3
60659,2022,23.9
60660,2022,13.8
60661,2022,1.1
60706,2022,8.6
60707,2022,15.5
60712,2022,8.2
60714,2022,10.6
60803,2022,12.8
60804,2022,22.4
60805,2022,7.7
60827,2022,41.8
60901,2022,22.4
60910,2022,22.3
60911,2022,14.2
60912,2022,19.7
60913,2022,2.6
60914,2022,11.3
60915,2022,21.9
60917,2022,2.4
60918,2022,15.1
60919,2022,14.0
60920,2022,9.9
60921,2022,21.8
60922,2022,9.1
60924,2022,7.5
60926,2022,5.1
60927,2022,11.6
60928,2022,14.3
60929,2022,22.5
60930,2022,9.4
60931,2022,17.4
60932,2022,0.0
60933,2022,24.0
60934,2022,6.4
60935,2022,4.3
60936,2022,26.6
60938,2022,12.1
60939,2022,
60940,2022,10.6
60941,2022,5.3
60942,2022,17.1
60945,2022,10.8
60946,2022,6.7
60948,2022,5.3
60949,2022,13.7
60950,2022,13.8
60951,2022,12.6
60952,2022,19.9
60953,2022,18.0
60954,2022,6.8
60955,2022,17.2
60956,2022,23.9
60957,2022,18.4
60958,2022,34.0
60959,2022,15.5
60960,2022,27.1
60961,2022,30.6
60962,2022,21.7
60963,2022,12.5
60964,2022,17.8
60966,2022,19.6
60967,2022,
60968,2022,10.1
60969,2022,4.3
60970,2022,17.8
60973,2022,7.8
60974,2022,12.1
61001,2022,4.0
61006,2022,14.4
61007,2022,0.0
61008,2022,13.8
61010,2022,8.0
61011,2022,7.4
61012,2022,29.5
61013,2022,8.3
61014,2022,12.4
61015,2022,0.3
61016,2022,6.3
61018,2022,5.4
61019,2022,7.4
61020,2022,6.7
61021,2022,17.7
61024,2022,13.1
61025,2022,12.9
61027,2022,0.0
61028,2022,7.8
61030,2022,12.1
61031,2022,13.4
61032,2022,26.1
61036,2022,4.6
61037,2022,0.0
61038,2022,15.5
61039,2022,3.3
61041,2022,20.7
61042,2022,6.5
61043,2022,16.0
61044,2022,0.0
61046,2022,13.9
61047,2022,9.7
61048,2022,6.4
61049,2022,4.3
61050,2022,0.0
61051,2022,11.9
61052,2022,0.9
61053,2022,11.2
61054,2022,17.6
61057,2022,0.0
61059,2022,6.2
61060,2022,8.8
61061,2022,11.4
61062,2022,8.8
61063,2022,5.3
61064,2022,6.3
61065,2022,12.3
61067,2022,8.9
61068,2022,12.9
61070,2022,6.4
61071,2022,19.0
61072,2022,5.1
61073,2022,8.0
61074,2022,15.9
61075,2022,7.2
61077,2022,0.0
61078,2022,7.9
61079,2022,17.5
61080,2022,15.1
61081,2022,15.1
61084,2022,0.8
61085,2022,13.2
61087,2022,11.6
61088,2022,4.8
61089,2022,8.3
61091,2022,
61101,2022,38.4
61102,2022,33.5
61103,2022,26.9
61104,2022,44.2
61107,2022,12.8
61108,2022,18.7
61109,2022,20.5
61111,2022,18.2
61112,2022,42.9
61114,2022,8.8
61115,2022,13.0
61201,2022,20.9
61230,2022,8.2
61231,2022,12.9
61232,2022,6.3
61233,2022,1.7
61234,2022,6.7
61235,2022,6.9
61236,2022,11.1
61237,2022,
61238,2022,10.3
61239,2022,13.2
61240,2022,2.8
61241,2022,7.8
61242,2022,3.4
61243,2022,1.8
61244,2022,20.3
61250,2022,5.9
61251,2022,0.0
61252,2022,10.1
61254,2022,4.8
61256,2022,9.1
61257,2022,10.4
61258,2022,15.7
61259,2022,1.6
61260,2022,13.7
61261,2022,9.7
61262,2022,2.5
61263,2022,20.8
61264,2022,11.8
61265,2022,15.7
61270,2022,8.3
61272,2022,16.0
61273,2022,6.9
61274,2022,7.4
61275,2022,8.3
61276,2022,0.0
61277,2022,6.4
61278,2022,9.4
61279,2022,4.1
61281,2022,6.4
61282,2022,14.9
61283,2022,15.2
61284,2022,0.0
61285,2022,6.9
61301,2022,24.8
61310,2022,8.7
61311,2022,0.0
61312,2022,11.2
61313,2022,1.9
61314,2022,10.6
61315,2022,27.3
61316,2022,8.5
61317,2022,7.5
61318,2022,16.7
61319,2022,10.2
61320,2022,3.6
61321,2022,9.4
61322,2022,15.5
61323,2022,9.6
61324,2022,0.0
61325,2022,6.5
61326,2022,11.5
61327,2022,3.1
61328,2022,0.0
61329,2022,10.7
61330,2022,9.2
61331,2022,
61332,2022,13.6
61333,2022,11.5
61334,2022,6.9
61335,2022,3.8
61336,2022,7.4
61337,2022,19.3
61338,2022,5.2
61340,2022,3.5
61341,2022,11.2
61342,2022,15.0
61344,2022,18.0
61345,2022,11.3
61346,2022,16.7
61348,2022,10.8
61349,2022,23.1
61350,2022,18.5
61353,2022,17.5
61354,2022,8.5
61356,2022,11.2
61358,2022,11.9
61359,2022,12.0
61360,2022,12.6
61361,2022,8.1
61362,2022,23.4
61363,2022,10.5
61364,2022,17.5
61367,2022,4.6
61368,2022,14.0
61369,2022,14.1
61370,2022,7.2
61371,2022,0.0
61372,2022,20.5
61373,2022,4.8
61374,2022,14.8
61375,2022,6.2
61376,2022,21.9
61377,2022,13.8
61378,2022,30.5
61379,2022,15.3
61401,2022,21.2
61402,2022,
61410,2022,20.3
61411,2022,0.0
61412,2022,10.2
61413,2022,8.7
61414,2022,6.3
61415,2022,5.8
61416,2022,14.5
61417,2022,7.1
61418,2022,3.2
61419,2022,8.5
61420,2022,11.8
61421,2022,12.5
61422,2022,18.7
61423,2022,13.6
61424,2022,0.0
61425,2022,6.7
61426,2022,0.0
61427,2022,9.8
61428,2022,5.3
61430,2022,16.8
61431,2022,4.2
61432,2022,12.5
61433,2022,100.0
61434,2022,18.2
61435,2022,42.6
61436,2022,7.0
61437,2022,9.3
61438,2022,10.0
61439,2022,17.0
61440,2022,6.2
61441,2022,15.0
61442,2022,12.9
61443,2022,23.3
61447,2022,8.1
61448,2022,15.3
