ZCTA5CE20,year,snap_participation_rate
74640,2020,8.2
74641,2020,11.0
74643,2020,4.7
74644,2020,6.8
74646,2020,4.1
74647,2020,13.6
74650,2020,4.1
74651,2020,7.8
74652,2020,8.0
74653,2020,14.9
74701,2020,12.8
74720,2020,11.1
74722,2020,23.9
74723,2020,11.8
74724,2020,28.7
74726,2020,11.2
74727,2020,19.9
74728,2020,14.4
74729,2020,7.7
74730,2020,12.5
74731,2020,10.1
74733,2020,10.9
74734,2020,15.3
74735,2020,18.7
74736,2020,15.9
74738,2020,24.5
74740,2020,27.5
74741,2020,10.6
74743,2020,29.0
74745,2020,29.1
74747,2020,12.3
74748,2020,14.7
74750,2020,9.9
74753,2020,
74754,2020,36.2
74755,2020,0.0
74756,2020,17.7
74759,2020,19.2
74760,2020,9.4
74761,2020,34.4
74764,2020,14.1
74766,2020,19.0
74801,2020,21.4
74804,2020,12.5
74820,2020,17.0
74824,2020,18.0
74825,2020,13.6
74826,2020,37.5
74827,2020,7.0
74829,2020,23.5
74830,2020,23.6
74831,2020,8.3
74832,2020,9.4
74833,2020,13.7
74834,2020,13.3
74836,2020,14.3
74837,2020,15.3
74839,2020,13.1
74840,2020,14.4
74842,2020,37.8
74843,2020,30.4
74844,2020,11.5
74845,2020,28.7
74848,2020,17.5
74849,2020,27.6
74850,2020,12.7
74851,2020,14.4
74852,2020,14.7
74854,2020,16.9
74855,2020,13.0
74856,2020,9.9
74857,2020,5.6
74859,2020,20.5
74860,2020,12.2
74864,2020,11.0
74865,2020,9.6
74867,2020,8.7
74868,2020,20.4
74869,2020,17.9
74871,2020,9.7
74872,2020,14.9
74873,2020,17.9
74875,2020,16.5
74878,2020,18.1
74880,2020,15.8
74881,2020,13.3
74883,2020,21.6
74884,2020,25.8
74901,2020,33.3
74902,2020,17.7
74930,2020,23.6
74931,2020,22.2
74932,2020,20.5
74935,2020,27.9
74936,2020,19.8
74937,2020,21.4
74939,2020,31.4
74940,2020,17.5
74941,2020,22.5
74942,2020,24.2
74943,2020,34.9
74944,2020,32.5
74945,2020,28.2
74946,2020,31.2
74948,2020,16.6
74949,2020,17.3
74951,2020,27.6
74953,2020,19.6
74954,2020,16.3
74955,2020,20.9
74956,2020,18.1
74957,2020,12.9
74959,2020,20.2
74960,2020,24.7
74962,2020,18.6
74963,2020,19.0
74964,2020,23.3
74965,2020,22.3
74966,2020,12.6
75001,2020,2.2
75002,2020,4.5
75006,2020,5.0
75007,2020,4.5
75009,2020,0.5
75010,2020,3.9
75013,2020,2.1
75019,2020,1.8
75020,2020,12.4
75021,2020,14.9
75022,2020,4.2
75023,2020,4.8
75024,2020,2.0
75025,2020,3.6
75028,2020,1.6
75032,2020,3.1
75034,2020,3.2
75035,2020,2.2
75038,2020,6.6
75039,2020,2.3
75040,2020,9.1
75041,2020,14.2
75042,2020,15.2
75043,2020,10.9
75044,2020,8.5
75048,2020,1.9
75050,2020,12.7
75051,2020,17.7
75052,2020,9.6
75054,2020,1.3
75056,2020,3.0
75057,2020,14.6
75058,2020,0.3
75060,2020,11.9
75061,2020,13.5
75062,2020,8.4
75063,2020,2.1
75065,2020,5.6
75067,2020,8.4
75068,2020,3.8
75069,2020,5.2
75070,2020,1.6
75071,2020,2.0
75074,2020,4.7
75075,2020,3.9
75076,2020,6.9
75077,2020,4.1
75078,2020,1.5
75080,2020,5.0
75081,2020,5.0
75082,2020,2.1
75087,2020,3.3
75088,2020,5.0
75089,2020,11.6
75090,2020,15.4
75092,2020,11.8
75093,2020,0.7
75094,2020,1.5
75098,2020,5.4
75101,2020,16.5
75102,2020,15.1
75103,2020,11.1
75104,2020,7.6
75105,2020,3.8
75109,2020,6.8
75110,2020,18.1
75114,2020,11.1
75115,2020,10.7
75116,2020,11.9
75117,2020,7.7
75119,2020,12.4
75124,2020,14.7
75125,2020,17.8
75126,2020,7.8
75127,2020,15.3
75132,2020,4.5
75134,2020,15.7
75135,2020,6.4
75137,2020,11.1
75140,2020,13.3
75141,2020,34.9
75142,2020,13.4
75143,2020,13.2
75144,2020,14.8
75146,2020,11.6
75147,2020,13.0
75148,2020,18.0
75149,2020,19.0
75150,2020,11.1
75152,2020,10.6
75153,2020,7.9
75154,2020,7.2
75155,2020,11.3
75156,2020,15.1
75157,2020,9.4
75158,2020,6.4
75159,2020,13.1
75160,2020,11.9
75161,2020,12.3
75163,2020,9.1
75164,2020,10.0
75165,2020,10.6
75166,2020,3.4
75167,2020,3.1
75169,2020,18.4
75172,2020,18.6
75173,2020,10.7
75180,2020,22.3
75181,2020,8.1
75182,2020,1.5
75189,2020,4.0
75201,2020,2.9
75202,2020,1.3
75203,2020,22.7
75204,2020,5.4
75205,2020,1.2
75206,2020,3.6
75207,2020,5.3
75208,2020,9.5
75209,2020,2.2
75210,2020,42.1
75211,2020,15.9
75212,2020,25.8
75214,2020,4.1
75215,2020,34.2
75216,2020,29.0
75217,2020,22.4
75218,2020,3.5
75219,2020,4.1
75220,2020,15.4
75223,2020,16.3
75224,2020,19.5
75225,2020,0.4
75226,2020,4.6
75227,2020,18.3
75228,2020,14.5
75229,2020,4.5
75230,2020,3.1
75231,2020,12.2
75232,2020,17.9
75233,2020,18.8
75234,2020,6.2
75235,2020,7.9
75236,2020,13.3
75237,2020,29.5
75238,2020,9.4
75240,2020,10.7
75241,2020,26.0
75243,2020,15.0
75244,2020,1.2
75246,2020,21.2
75247,2020,27.8
75248,2020,1.6
75249,2020,10.0
75251,2020,1.2
75252,2020,6.4
75253,2020,20.5
75254,2020,9.0
75270,2020,
75287,2020,5.0
75390,2020,
75401,2020,16.7
75402,2020,7.4
75407,2020,4.2
75409,2020,5.6
75410,2020,15.4
75411,2020,4.2
75412,2020,10.9
75413,2020,28.7
75414,2020,11.9
75415,2020,0.0
75416,2020,8.3
75417,2020,17.1
75418,2020,12.7
75420,2020,0.0
75421,2020,12.1
75422,2020,15.6
75423,2020,14.9
75424,2020,9.7
75426,2020,14.2
75428,2020,23.6
75431,2020,11.9
75432,2020,15.6
75433,2020,7.0
75435,2020,11.6
75436,2020,19.8
75437,2020,7.5
75438,2020,4.1
75439,2020,23.7
75440,2020,5.5
75441,2020,0.0
75442,2020,14.3
75446,2020,17.4
75447,2020,5.7
75448,2020,15.1
75449,2020,24.4
75450,2020,9.8
75451,2020,18.5
75452,2020,12.9
75453,2020,6.4
75454,2020,1.5
75455,2020,15.9
75457,2020,7.8
75459,2020,11.7
75460,2020,20.4
75462,2020,6.9
75468,2020,4.3
75469,2020,1.6
75470,2020,11.7
75471,2020,14.5
75472,2020,19.8
75473,2020,6.8
75474,2020,17.9
75475,2020,11.3
75476,2020,7.0
75477,2020,12.9
75478,2020,8.5
75479,2020,12.8
75480,2020,10.0
75481,2020,12.8
75482,2020,12.2
75486,2020,8.1
75487,2020,14.4
75488,2020,12.9
75489,2020,15.1
75490,2020,8.0
75491,2020,12.1
75492,2020,2.9
75493,2020,20.9
75494,2020,10.9
75495,2020,6.5
75496,2020,7.3
75497,2020,8.1
75501,2020,16.7
75503,2020,6.9
75550,2020,12.5
75551,2020,13.2
75554,2020,5.2
75555,2020,12.9
75556,2020,18.7
75558,2020,28.8
75559,2020,10.9
75560,2020,20.2
75561,2020,11.8
75562,2020,0.0
75563,2020,16.4
75565,2020,35.2
75566,2020,6.3
75567,2020,4.6
75568,2020,23.6
75569,2020,12.7
75570,2020,11.9
75571,2020,5.9
75572,2020,20.3
75573,2020,0.0
75574,2020,10.8
75601,2020,13.6
75602,2020,22.4
75603,2020,5.6
75604,2020,17.5
75605,2020,8.7
75630,2020,13.7
75631,2020,12.9
75633,2020,16.0
75638,2020,19.4
75639,2020,15.3
75640,2020,13.8
75641,2020,25.4
75642,2020,0.0
75643,2020,10.2
75644,2020,17.8
75645,2020,10.9
75647,2020,19.1
75650,2020,9.2
75651,2020,9.9
75652,2020,11.0
75654,2020,12.4
75656,2020,14.5
75657,2020,26.7
75661,2020,10.4
75662,2020,7.8
75667,2020,8.2
75668,2020,21.2
75669,2020,30.9
75670,2020,24.8
75672,2020,12.4
75681,2020,15.3
75682,2020,20.0
75683,2020,18.8
75684,2020,22.8
75686,2020,17.2
75691,2020,11.6
75692,2020,10.0
75693,2020,17.7
75701,2020,10.1
75702,2020,21.4
75703,2020,5.4
75704,2020,15.4
75705,2020,10.3
75706,2020,16.7
75707,2020,4.5
75708,2020,16.3
75709,2020,9.6
75750,2020,10.3
75751,2020,16.7
75752,2020,8.4
75754,2020,9.2
75755,2020,25.8
75756,2020,9.5
75757,2020,7.8
75758,2020,9.0
75759,2020,34.4
75760,2020,20.1
75762,2020,6.2
75763,2020,11.0
75764,2020,21.2
75765,2020,10.4
75766,2020,18.6
75770,2020,8.7
75771,2020,7.2
75773,2020,12.5
75778,2020,12.5
75779,2020,0.0
75780,2020,11.1
75783,2020,11.7
75784,2020,17.8
75785,2020,10.9
75788,2020,100.0
75789,2020,8.3
75790,2020,10.7
75791,2020,12.7
75792,2020,10.4
75801,2020,16.2
75803,2020,13.5
75831,2020,14.0
75832,2020,
75833,2020,6.0
75835,2020,17.8
75838,2020,17.3
75839,2020,17.0
75840,2020,16.1
75844,2020,14.4
75845,2020,15.6
75846,2020,9.7
75847,2020,13.3
75848,2020,9.5
75849,2020,17.6
75850,2020,1.3
75851,2020,4.1
75852,2020,10.7
75853,2020,8.2
75855,2020,17.7
75856,2020,0.0
75858,2020,
75859,2020,4.0
75860,2020,14.0
75861,2020,8.4
75862,2020,17.8
75901,2020,20.4
75904,2020,18.5
75925,2020,15.8
75926,2020,8.0
75928,2020,27.3
75929,2020,14.1
75930,2020,23.2
75931,2020,8.5
75932,2020,9.1
75933,2020,19.6
75934,2020,13.9
75935,2020,17.5
75936,2020,21.0
75937,2020,14.7
75938,2020,6.2
75939,2020,16.2
75941,2020,24.8
75942,2020,0.0
75943,2020,12.6
75944,2020,6.1
75946,2020,11.8
75948,2020,11.7
75949,2020,22.6
75951,2020,14.4
75954,2020,16.2
75956,2020,16.9
75959,2020,13.0
75960,2020,4.9
75961,2020,24.4
75962,2020,
75964,2020,24.9
75965,2020,10.7
75966,2020,18.7
75968,2020,22.5
75969,2020,7.9
75972,2020,20.4
75973,2020,15.2
75974,2020,19.6
75975,2020,12.9
75976,2020,17.2
75977,2020,26.6
75978,2020,12.9
75979,2020,25.6
75980,2020,28.6
76001,2020,9.0
76002,2020,9.7
76006,2020,7.8
76008,2020,1.8
76009,2020,11.8
76010,2020,23.8
76011,2020,18.6
76012,2020,11.1
76013,2020,12.2
76014,2020,14.5
76015,2020,9.4
76016,2020,3.9
76017,2020,7.0
76018,2020,9.3
76020,2020,10.2
76021,2020,4.5
76022,2020,11.2
76023,2020,8.2
76028,2020,5.8
76031,2020,13.5
76033,2020,10.5
76034,2020,1.1
76035,2020,8.4
76036,2020,8.3
76039,2020,6.6
76040,2020,11.2
76041,2020,0.0
76043,2020,9.8
76044,2020,5.3
76048,2020,7.7
76049,2020,4.5
76050,2020,4.9
76051,2020,5.0
76052,2020,3.8
76053,2020,14.4
76054,2020,1.8
76055,2020,13.3
76058,2020,16.6
76059,2020,19.7
76060,2020,5.3
76061,2020,0.0
76063,2020,5.9
76064,2020,8.0
76065,2020,3.6
76066,2020,7.7
76067,2020,12.6
76070,2020,0.0
76071,2020,19.8
76073,2020,5.0
76077,2020,0.0
76078,2020,7.5
76082,2020,10.0
76084,2020,11.2
76085,2020,8.0
76086,2020,8.6
76087,2020,4.4
76088,2020,4.4
76092,2020,2.3
76093,2020,4.6
76102,2020,13.2
76103,2020,18.9
76104,2020,26.9
76105,2020,27.2
76106,2020,24.8
76107,2020,8.0
76108,2020,7.4
76109,2020,2.7
76110,2020,11.8
76111,2020,17.8
76112,2020,20.1
76114,2020,15.5
76115,2020,26.0
76116,2020,16.3
76117,2020,18.9
76118,2020,12.0
76119,2020,30.9
76120,2020,12.8
76123,2020,7.4
76126,2020,2.7
76127,2020,0.0
76129,2020,
76131,2020,3.2
76132,2020,9.2
76133,2020,16.0
76134,2020,20.6
76135,2020,12.5
76137,2020,8.0
76140,2020,20.2
76148,2020,7.5
76155,2020,6.8
76164,2020,26.5
76177,2020,2.4
76179,2020,5.5
76180,2020,7.9
76182,2020,3.5
76201,2020,4.5
76205,2020,11.9
76207,2020,6.4
76208,2020,7.9
76209,2020,11.6
76210,2020,5.0
76225,2020,19.2
76226,2020,2.5
76227,2020,5.2
76228,2020,11.2
76230,2020,6.4
76233,2020,3.2
76234,2020,9.1
76238,2020,0.0
76239,2020,3.3
76240,2020,13.1
76244,2020,4.9
76245,2020,12.0
76247,2020,5.6
76248,2020,2.5
76249,2020,7.4
76250,2020,1.9
76251,2020,1.1
76252,2020,2.4
76253,2020,5.3
76255,2020,17.7
76258,2020,2.6
76259,2020,5.1
76261,2020,12.4
76262,2020,4.0
76263,2020,0.0
76264,2020,7.7
76265,2020,11.9
76266,2020,8.3
76268,2020,0.0
76270,2020,20.1
76271,2020,4.3
76272,2020,2.3
76273,2020,5.8
76301,2020,30.6
76302,2020,18.2
76305,2020,5.7
76306,2020,21.0
76308,2020,4.8
76309,2020,12.2
76310,2020,8.3
76311,2020,2.1
76351,2020,14.3
76354,2020,10.0
76357,2020,17.5
76360,2020,14.5
76363,2020,25.6
76364,2020,1.3
76365,2020,13.0
76366,2020,17.8
76367,2020,6.7
76370,2020,2.7
76371,2020,7.1
76372,2020,12.6
76373,2020,0.0
76374,2020,15.6
76377,2020,18.2
76379,2020,3.0
76380,2020,10.1
76384,2020,20.0
76388,2020,12.5
76389,2020,4.2
76401,2020,8.8
76402,2020,
76424,2020,15.4
76426,2020,10.9
76427,2020,9.9
76429,2020,0.0
76430,2020,5.5
76431,2020,7.6
76432,2020,18.8
76433,2020,6.2
76435,2020,3.8
76436,2020,0.0
76437,2020,7.4
76442,2020,10.8
76443,2020,14.6
76444,2020,9.8
76445,2020,5.5
76446,2020,7.4
76448,2020,14.6
76449,2020,5.3
76450,2020,11.1
76452,2020,0.0
76453,2020,3.5
76454,2020,21.1
76455,2020,6.5
76457,2020,6.6
76458,2020,14.8
76459,2020,6.8
76460,2020,0.0
76462,2020,5.8
76463,2020,2.1
76464,2020,15.3
76466,2020,41.8
76469,2020,0.0
76470,2020,20.5
76471,2020,11.2
76472,2020,1.6
76474,2020,35.8
76475,2020,17.0
76476,2020,3.7
76481,2020,24.5
76483,2020,10.7
76484,2020,3.9
76486,2020,6.6
76487,2020,9.9
76490,2020,0.0
76491,2020,5.2
76501,2020,20.2
76502,2020,9.7
76504,2020,19.3
76508,2020,
76511,2020,9.9
76513,2020,9.7
76518,2020,24.7
76519,2020,5.9
76520,2020,17.6
76522,2020,11.7
76523,2020,
76524,2020,6.1
76525,2020,12.6
76527,2020,8.3
76528,2020,8.6
76530,2020,7.6
76531,2020,6.9
76534,2020,11.8
76537,2020,6.4
76538,2020,18.7
76539,2020,4.3
76541,2020,24.7
76542,2020,11.1
76543,2020,21.4
76544,2020,9.1
76548,2020,16.7
76549,2020,11.5
76550,2020,14.1
76554,2020,6.7
76556,2020,4.7
76557,2020,7.8
76559,2020,12.9
76561,2020,9.2
76565,2020,0.0
76566,2020,8.2
76567,2020,11.1
76569,2020,10.3
76570,2020,12.3
76571,2020,7.0
76573,2020,0.0
76574,2020,13.1
76577,2020,7.5
76578,2020,15.6
76579,2020,9.0
76596,2020,
76597,2020,
76598,2020,
76599,2020,
76621,2020,2.6
76622,2020,8.5
76623,2020,19.3
76624,2020,12.6
76626,2020,11.0
76627,2020,21.3
76628,2020,0.0
76629,2020,9.8
76630,2020,10.7
76631,2020,18.0
76632,2020,9.8
76633,2020,1.8
76634,2020,9.8
76635,2020,25.6
76636,2020,8.8
76637,2020,7.9
76638,2020,4.1
76639,2020,10.0
76640,2020,20.4
76641,2020,15.0
76642,2020,14.4
76643,2020,2.9
76645,2020,14.7
76648,2020,13.3
76649,2020,11.1
76650,2020,19.3
76651,2020,12.6
76652,2020,3.4
76653,2020,8.0
76654,2020,3.6
76655,2020,9.9
76656,2020,4.8
76657,2020,8.3
76660,2020,19.9
76661,2020,32.7
76664,2020,16.9
76665,2020,7.8
76666,2020,11.7
76667,2020,15.9
76670,2020,17.8
76671,2020,14.7
76673,2020,21.4
76676,2020,14.5
76678,2020,0.0
76679,2020,13.8
76680,2020,0.0
76681,2020,24.6
76682,2020,9.6
76685,2020,0.0
76686,2020,7.8
76687,2020,10.0
76689,2020,11.3
76690,2020,14.5
76691,2020,12.9
76692,2020,10.5
76693,2020,30.1
76701,2020,5.3
76704,2020,44.2
76705,2020,13.7
76706,2020,13.7
76707,2020,27.0
76708,2020,13.5
76710,2020,9.3
76711,2020,15.4
76712,2020,5.7
76798,2020,
76801,2020,13.1
76802,2020,5.7
76820,2020,0.0
76821,2020,12.8
76823,2020,9.1
76824,2020,0.0
76825,2020,15.6
76827,2020,47.8
76828,2020,8.5
76831,2020,
76832,2020,15.9
76834,2020,11.5
76836,2020,0.0
76837,2020,7.5
76841,2020,0.0
76842,2020,0.0
76844,2020,11.9
76845,2020,3.0
76848,2020,0.0
76849,2020,10.1
76852,2020,0.0
76853,2020,7.0
76854,2020,23.1
76856,2020,9.0
76857,2020,2.5
76858,2020,9.2
76859,2020,5.5
76861,2020,3.3
76862,2020,0.0
76864,2020,5.5
76865,2020,5.9
76866,2020,14.4
76869,2020,0.0
76870,2020,0.0
76871,2020,6.1
76872,2020,6.4
76873,2020,0.0
76874,2020,0.0
76875,2020,0.0
76877,2020,7.0
76878,2020,10.4
76882,2020,0.0
76884,2020,24.4
76885,2020,11.0
76887,2020,0.0
76888,2020,0.0
76890,2020,11.0
76901,2020,10.4
76903,2020,18.1
76904,2020,4.5
76905,2020,11.3
76908,2020,
76930,2020,13.3
76932,2020,6.6
76933,2020,3.7
76934,2020,16.5
76935,2020,13.4
76936,2020,6.9
76937,2020,0.0
76939,2020,
76940,2020,63.3
76941,2020,5.3
76943,2020,8.9
76945,2020,10.8
76949,2020,0.0
76950,2020,9.6
76951,2020,9.9
76953,2020,0.0
76955,2020,0.0
76957,2020,0.0
76958,2020,0.0
77002,2020,6.6
77003,2020,16.7
77004,2020,14.5
77005,2020,1.1
77006,2020,1.6
77007,2020,2.2
77008,2020,2.4
77009,2020,12.0
77010,2020,0.0
77011,2020,20.3
77012,2020,22.5
77013,2020,19.6
77014,2020,23.6
77015,2020,19.0
77016,2020,28.6
77017,2020,24.9
77018,2020,9.8
77019,2020,5.5
77020,2020,21.4
77021,2020,26.5
77022,2020,29.3
77023,2020,16.6
77024,2020,1.1
77025,2020,4.5
77026,2020,30.1
77027,2020,1.4
77028,2020,35.4
77029,2020,26.5
77030,2020,0.0
77031,2020,18.8
77032,2020,42.3
77033,2020,31.4
77034,2020,17.6
77035,2020,20.5
77036,2020,22.0
77037,2020,14.8
77038,2020,20.7
77039,2020,19.9
77040,2020,14.1
77041,2020,6.8
77042,2020,10.7
77043,2020,6.9
77044,2020,11.2
77045,2020,17.1
77046,2020,0.0
77047,2020,13.5
77048,2020,27.0
77049,2020,15.9
77050,2020,24.0
77051,2020,39.9
77053,2020,26.1
77054,2020,6.5
77055,2020,10.6
77056,2020,0.9
77057,2020,6.5
77058,2020,11.0
77059,2020,1.0
77060,2020,30.2
77061,2020,24.8
77062,2020,5.1
77063,2020,9.8
77064,2020,11.8
77065,2020,10.4
77066,2020,18.5
77067,2020,23.1
77068,2020,10.0
77069,2020,10.9
77070,2020,7.9
77071,2020,17.8
77072,2020,23.5
77073,2020,15.9
77074,2020,24.5
77075,2020,21.1
77076,2020,18.6
77077,2020,6.6
77078,2020,34.8
77079,2020,5.9
77080,2020,15.0
77081,2020,19.5
77082,2020,11.7
77083,2020,18.7
77084,2020,11.2
77085,2020,15.5
77086,2020,22.4
77087,2020,24.2
77088,2020,22.7
77089,2020,13.1
77090,2020,21.4
77091,2020,25.3
77092,2020,14.7
77093,2020,24.6
77094,2020,1.5
77095,2020,6.7
77096,2020,10.5
77098,2020,1.9
77099,2020,23.2
77201,2020,
77301,2020,17.0
77302,2020,12.5
77303,2020,11.2
77304,2020,4.4
77306,2020,12.4
77316,2020,4.4
77318,2020,8.9
77320,2020,8.9
77326,2020,0.0
77327,2020,21.9
77328,2020,12.0
77331,2020,17.3
77334,2020,0.0
77335,2020,9.4
77336,2020,14.3
77338,2020,16.1
77339,2020,4.2
77340,2020,5.7
77342,2020,
77345,2020,1.3
77346,2020,4.5
77350,2020,0.0
77351,2020,17.0
77354,2020,5.9
77355,2020,8.8
77356,2020,3.5
77357,2020,18.9
77358,2020,9.8
77359,2020,19.4
77360,2020,12.3
77362,2020,12.1
77363,2020,12.6
77364,2020,12.7
77365,2020,8.9
77367,2020,0.0
77368,2020,0.0
77369,2020,32.0
77371,2020,22.5
77372,2020,10.6
77373,2020,12.0
77374,2020,16.2
77375,2020,10.3
77376,2020,7.4
77377,2020,4.2
77378,2020,12.7
77379,2020,6.7
77380,2020,2.8
77381,2020,4.5
77382,2020,1.6
77384,2020,1.6
77385,2020,6.2
77386,2020,4.2
77388,2020,7.2
77389,2020,4.4
77396,2020,9.1
77401,2020,1.2
77406,2020,2.5
77407,2020,8.9
77412,2020,
77414,2020,18.3
77415,2020,
77417,2020,18.0
77418,2020,10.6
77419,2020,12.3
77420,2020,14.0
77422,2020,10.7
77423,2020,12.1
77426,2020,9.5
77428,2020,
77429,2020,4.4
77430,2020,3.7
77432,2020,0.0
77433,2020,5.1
77434,2020,23.0
77435,2020,10.1
77436,2020,0.0
77437,2020,18.7
77440,2020,0.0
77441,2020,0.0
77442,2020,8.4
77443,2020,0.0
77444,2020,30.6
77445,2020,10.2
77446,2020,17.0
77447,2020,5.6
77448,2020,0.0
77449,2020,12.5
77450,2020,4.6
77451,2020,0.0
77453,2020,59.6
77454,2020,
77455,2020,5.0
77456,2020,5.6
77457,2020,6.3
77458,2020,0.0
77459,2020,4.8
77460,2020,0.0
77461,2020,8.9
77464,2020,0.0
77465,2020,10.1
77466,2020,0.0
77467,2020,0.0
77468,2020,0.0
77469,2020,7.5
77470,2020,6.5
77471,2020,15.0
77473,2020,0.0
77474,2020,7.1
77475,2020,5.3
77476,2020,8.3
77477,2020,13.8
77478,2020,1.9
77479,2020,3.4
77480,2020,6.9
77481,2020,0.0
77482,2020,8.9
77483,2020,0.0
77484,2020,9.7
77485,2020,17.4
77486,2020,8.9
77488,2020,19.2
77489,2020,15.4
77493,2020,8.6
77494,2020,2.6
77498,2020,8.9
77502,2020,19.4
77503,2020,18.8
77504,2020,20.3
77505,2020,9.8
77506,2020,25.0
77507,2020,0.0
77510,2020,10.3
77511,2020,12.0
77514,2020,16.3
77515,2020,11.5
77517,2020,6.8
77518,2020,25.3
77519,2020,8.3
77520,2020,18.3
77521,2020,12.1
77523,2020,6.9
77530,2020,14.2
77531,2020,12.4
77532,2020,8.6
77533,2020,20.9
77534,2020,0.8
77535,2020,13.0
77536,2020,6.5
77538,2020,8.9
77539,2020,10.9
77541,2020,15.2
77545,2020,8.6
77546,2020,5.8
77547,2020,20.1
77550,2020,15.6
77551,2020,17.5
77554,2020,2.2
77560,2020,0.0
77561,2020,20.0
77562,2020,12.3
77563,2020,15.3
77564,2020,12.0
77565,2020,2.6
77566,2020,6.9
77568,2020,20.4
77571,2020,10.3
77573,2020,4.9
77575,2020,14.4
77577,2020,5.1
77578,2020,9.7
77580,2020,0.0
77581,2020,5.3
77583,2020,13.0
77584,2020,5.3
77585,2020,57.3
77586,2020,3.5
77587,2020,26.3
77590,2020,22.5
77591,2020,20.0
77597,2020,4.4
77598,2020,13.6
77611,2020,12.2
77612,2020,7.0
77613,2020,3.2
77614,2020,34.1
77615,2020,4.8
77616,2020,0.0
77617,2020,0.0
77619,2020,12.6
77622,2020,5.3
77623,2020,9.5
77624,2020,5.1
77625,2020,17.6
77627,2020,10.1
77629,2020,2.9
77630,2020,19.9
77632,2020,12.9
77640,2020,22.0
77642,2020,24.2
77650,2020,7.8
77651,2020,9.3
77655,2020,6.5
77656,2020,14.0
77657,2020,8.9
77659,2020,12.4
77660,2020,15.1
77661,2020,0.0
77662,2020,10.5
77663,2020,0.0
77664,2020,11.8
77665,2020,6.6
77701,2020,21.2
77702,2020,11.8
77703,2020,30.6
77705,2020,18.7
77706,2020,8.3
77707,2020,11.8
77708,2020,21.7
77713,2020,8.2
77801,2020,25.4
77802,2020,4.3
77803,2020,22.9
77807,2020,11.6
77808,2020,5.2
77830,2020,5.5
77831,2020,19.0
77833,2020,10.6
77835,2020,2.7
77836,2020,10.4
77837,2020,34.1
77840,2020,10.3
77845,2020,3.6
77853,2020,14.6
77855,2020,0.0
77856,2020,8.5
77857,2020,23.0
77859,2020,26.2
77861,2020,8.0
77864,2020,13.5
77865,2020,4.4
77867,2020,32.1
77868,2020,16.0
77871,2020,10.7
77872,2020,10.7
77873,2020,6.3
77876,2020,0.0
77878,2020,15.9
77879,2020,7.4
77880,2020,1.6
77901,2020,20.5
77904,2020,7.3
77905,2020,7.8
77950,2020,0.0
77951,2020,17.7
77954,2020,11.9
77957,2020,18.6
77960,2020,0.0
77961,2020,0.0
77962,2020,14.4
77963,2020,19.1
77964,2020,9.4
77968,2020,8.0
77969,2020,0.0
77970,2020,16.7
77971,2020,4.3
77973,2020,0.0
77974,2020,2.5
77975,2020,6.1
77976,2020,0.0
77977,2020,5.0
77978,2020,14.0
77979,2020,16.0
77982,2020,4.8
77983,2020,25.2
77984,2020,3.6
77987,2020,0.0
77988,2020,16.7
77990,2020,18.7
77991,2020,6.0
77993,2020,0.0
77994,2020,2.9
77995,2020,15.0
78001,2020,
78002,2020,18.4
78003,2020,11.3
78004,2020,0.0
78005,2020,0.0
78006,2020,4.1
78007,2020,0.0
78008,2020,0.0
78009,2020,6.9
78010,2020,19.1
78011,2020,22.4
78012,2020,20.4
78013,2020,5.4
78014,2020,13.2
78015,2020,4.0
78016,2020,16.0
78017,2020,23.4
78019,2020,10.5
78021,2020,0.0
78022,2020,16.5
78023,2020,2.7
78024,2020,2.6
78025,2020,8.8
78026,2020,26.8
78027,2020,0.0
78028,2020,8.6
78029,2020,
78039,2020,13.9
78040,2020,38.6
78041,2020,19.8
78043,2020,31.7
78044,2020,15.8
78045,2020,10.1
78046,2020,32.9
78050,2020,6.0
78052,2020,13.5
78055,2020,7.3
78056,2020,0.0
78057,2020,41.5
78058,2020,0.0
78059,2020,5.3
78060,2020,
78061,2020,22.6
78063,2020,4.0
78064,2020,14.4
78065,2020,10.8
78066,2020,4.2
78067,2020,14.3
78069,2020,15.8
78070,2020,5.8
78071,2020,9.2
78072,2020,15.6
78073,2020,10.4
78075,2020,0.0
78076,2020,24.1
78101,2020,5.8
78102,2020,18.0
78104,2020,0.0
78107,2020,7.3
78108,2020,4.9
78109,2020,9.7
78112,2020,12.7
78113,2020,1.1
78114,2020,11.7
78116,2020,3.8
78117,2020,0.0
78118,2020,12.9
78119,2020,15.0
78121,2020,3.8
78122,2020,5.8
78123,2020,6.2
78124,2020,3.5
78125,2020,0.0
78130,2020,6.2
78132,2020,4.0
78133,2020,5.3
78140,2020,16.8
78141,2020,7.5
78142,2020,27.8
78143,2020,54.8
78144,2020,0.0
78145,2020,0.0
78146,2020,0.0
78147,2020,11.3
78148,2020,7.6
78150,2020,
78151,2020,25.0
78152,2020,1.5
78154,2020,4.0
78155,2020,14.5
78159,2020,9.4
78160,2020,11.7
78161,2020,21.0
78162,2020,3.8
78163,2020,0.7
78164,2020,9.0
78201,2020,21.2
78202,2020,31.2
78203,2020,33.7
78204,2020,16.3
78205,2020,21.1
78207,2020,38.6
78208,2020,43.8
78209,2020,4.4
78210,2020,24.2
78211,2020,31.0
78212,2020,12.1
78213,2020,13.1
78214,2020,29.5
78215,2020,5.0
78216,2020,9.9
78217,2020,14.6
