name,address,county,state,zip,lat,lon,category,tier,store_type_raw,authorization_date,geocode_source
LIVINGSTON QUALITY MEATS,"85 WATER ST., BOX 5181",CRAWFORD,PA,16316,41.60317,-80.30141,Full-Service,specialty,Small Grocery Store,5/20/1998,usda_historical_2005_2025
Malady's Meat Market,19043 Park Avenue Plz,CRAWFORD,PA,16335,41.62378,-80.15979,Full-Service,specialty,Meat/Poultry Specialty,4/24/2024,usda_historical_2005_2025
MARKET PLACE,115 W Adams St,CRAWFORD,PA,16314,41.51995,-80.04871,Full-Service,standard,Large Grocery Store,12/4/1984,usda_historical_2005_2025
MILLER'S COUNTRY STORE,19177 Highway 285,CRAWFORD,PA,16314,41.52639,-80.15031,Full-Service,standard,Medium Grocery Store,5/13/2003,usda_historical_2005_2025
Millers Farm Market,12170 Townline Rd,CRAWFORD,PA,16335,41.63677,-80.0942,Full-Service,standard,Medium Grocery Store,2/17/2015,usda_historical_2005_2025
Quick Stop Food Store 1,324 Pine St,CRAWFORD,PA,16335,41.63488,-80.15176,Convenience & Fuel,convenience,Convenience Store,2/21/2024,usda_historical_2005_2025
Ray s Marketplace,6131 Highway 6,CRAWFORD,PA,16424,41.65498,-80.40763,Full-Service,standard,Large Grocery Store,3/22/1985,usda_historical_2005_2025
Save A Lot 30192,111 Diamond St,CRAWFORD,PA,16354,41.62595,-79.67262,Full-Service,standard,Supermarket,12/1/2025,usda_historical_2005_2025
Sh Food Mart,12211 Lakeside Dr,CRAWFORD,PA,16316,41.61502,-80.2884,Convenience & Fuel,convenience,Convenience Store,11/24/2025,usda_historical_2005_2025
Sheetz 153,18425 Smock Hwy,CRAWFORD,PA,16335,41.62004,-80.16877,Convenience & Fuel,convenience,Convenience Store,11/5/1987,usda_historical_2005_2025
Sheetz 159,315 Water St,CRAWFORD,PA,16316,41.60294,-80.30516,Convenience & Fuel,convenience,Convenience Store,5/5/1988,usda_historical_2005_2025
Sheetz 337,16590 Conneaut Lake Rd,CRAWFORD,PA,16335,41.62297,-80.20483,Convenience & Fuel,convenience,Convenience Store,12/18/2002,usda_historical_2005_2025
Sheetz 502,331 W Central Ave,CRAWFORD,PA,16354,41.62684,-79.67877,Convenience & Fuel,convenience,Convenience Store,4/22/2013,usda_historical_2005_2025
Shree Shakti Inc,16401 Harmonsburg Rd,CRAWFORD,PA,16335,41.64727,-80.20869,Convenience & Fuel,convenience,Convenience Store,2/22/2023,usda_historical_2005_2025
Titusville Market Square,101 N Franklin St,CRAWFORD,PA,16354,41.62726,-79.67382,Convenience & Fuel,convenience,Convenience Store,4/20/2021,usda_historical_2005_2025
Tops Markets 670,144 W Center St,CRAWFORD,PA,16335,41.63988,-80.15585,Full-Service,standard,Supermarket,7/1/1992,usda_historical_2005_2025
VALESKY'S,1044 Water St,CRAWFORD,PA,16335,41.63546,-80.15693,Full-Service,standard,Super Store,7/1/1995,usda_historical_2005_2025
Vernas Discount Grocery,560 Washington St,CRAWFORD,PA,16335,41.64043,-80.14053,Full-Service,standard,Medium Grocery Store,10/3/2023,usda_historical_2005_2025
Walgreens 10837,379 North St,CRAWFORD,PA,16335,41.64058,-80.14767,Full-Service,specialty,Combination Grocery/Other,10/27/2008,usda_historical_2005_2025
Walmart 1656,16086 Conneaut Lake Rd,CRAWFORD,PA,16335,41.62225,-80.21403,Full-Service,standard,Super Store,3/25/1998,usda_historical_2005_2025
Walmart Supercenter 5360,11415 Hydetown Rd,CRAWFORD,PA,16354,41.63377,-79.69634,Full-Service,standard,Super Store,7/1/2005,usda_historical_2005_2025
Winding Creek Farm,24999 Highway 99,CRAWFORD,PA,16403,41.82931,-80.08051,Full-Service,standard,Medium Grocery Store,3/2/2012,usda_historical_2005_2025
ALDI 69032,32 South St. Marys Street,ELK,PA,15857,41.4268,-78.56207,Full-Service,standard,Supermarket,5/16/2023,usda_historical_2005_2025
Corner Market & Deli Inc,421 Main St,ELK,PA,15846,41.36129,-78.61074,Convenience & Fuel,convenience,Convenience Store,9/23/2021,usda_historical_2005_2025
CVS Pharmacy 1686,236 Grant St,ELK,PA,15845,41.48706,-78.67716,Full-Service,specialty,Combination Grocery/Other,3/25/2010,usda_historical_2005_2025
DELULLO'S MARKET,19 John St,ELK,PA,15857,41.43003,-78.55174,Convenience & Fuel,convenience,Convenience Store,5/19/1989,usda_historical_2005_2025
DOLLAR GENERAL 4430,249 Main St,ELK,PA,15853,41.42225,-78.72993,Full-Service,specialty,Combination Grocery/Other,8/11/2004,usda_historical_2005_2025
Dollar General 11928,822 S Saint Marys Rd,ELK,PA,15857,41.41092,-78.56192,Full-Service,specialty,Combination Grocery/Other,10/21/2009,usda_historical_2005_2025
Dollar General 20522,34 Crestview Rd,ELK,PA,15857,41.43129,-78.51839,Full-Service,specialty,Combination Grocery/Other,10/7/2019,usda_historical_2005_2025
Dollar General 24971,4871 Route 219,ELK,PA,15823,41.25625,-78.73064,Full-Service,specialty,Combination Grocery/Other,11/3/2023,usda_historical_2005_2025
Dollar General Store 16972,283 Fairview Rd,ELK,PA,15846,41.36181,-78.59131,Full-Service,specialty,Combination Grocery/Other,6/23/2016,usda_historical_2005_2025
Dollar Tree 1175,867 S Saint Marys St,ELK,PA,15857,41.40961,-78.5606,Full-Service,specialty,Combination Grocery/Other,5/7/2010,usda_historical_2005_2025
"Elk County Foods, Johnsonburg",444 Wilcox Rd,ELK,PA,15845,41.49974,-78.6797,Full-Service,standard,Supermarket,8/10/2011,usda_historical_2005_2025
Elk Crossing 555 General Store,9682 Route 555,ELK,PA,15821,41.31456,-78.38421,Convenience & Fuel,convenience,Convenience Store,3/26/2025,usda_historical_2005_2025
Family Dollar 9304,18429 Bennetts Valley Hwy,ELK,PA,15868,41.26715,-78.49747,Full-Service,specialty,Combination Grocery/Other,7/30/2012,usda_historical_2005_2025
Family Dollar 13295,102 N Broad St,ELK,PA,15853,41.42363,-78.73016,Full-Service,specialty,Combination Grocery/Other,1/6/2023,usda_historical_2005_2025
Family Dollar Store 2439,438 Wilcox Rd,ELK,PA,15845,41.4994,-78.67986,Full-Service,specialty,Combination Grocery/Other,5/29/2009,usda_historical_2005_2025
GetGo 3087,1109 Million Dollar Hwy,ELK,PA,15857,41.39019,-78.55749,Convenience & Fuel,convenience,Convenience Store,6/24/2025,usda_historical_2005_2025
Kwik Fill 187,1040 E Center St,ELK,PA,15845,41.48162,-78.67204,Convenience & Fuel,convenience,Convenience Store,10/30/2018,usda_historical_2005_2025
Nittany Minit Mart 240,770 Washington St,ELK,PA,15857,41.44285,-78.55539,Convenience & Fuel,convenience,Convenience Store,11/19/2008,usda_historical_2005_2025
Nittany Minit Mart 257,6827 Ridgway Johnsonburg Rd,ELK,PA,15845,41.47803,-78.67062,Convenience & Fuel,convenience,Convenience Store,9/23/2024,usda_historical_2005_2025
Pfaffs Market,137 Atlantic St,ELK,PA,15857,41.432,-78.55991,Full-Service,standard,Medium Grocery Store,3/17/2023,usda_historical_2005_2025
Powerfuel And C Store,120 Montmorenci Rd,ELK,PA,15853,41.42165,-78.73846,Convenience & Fuel,convenience,Convenience Store,1/30/2025,usda_historical_2005_2025
Ridgway Elk County Foods,1 Baker Aly,ELK,PA,15853,41.42312,-78.72874,Full-Service,standard,Supermarket,10/5/2001,usda_historical_2005_2025
Save-A-Lot 24691,391 Brusselles St,ELK,PA,15857,41.42827,-78.55408,Full-Service,standard,Supermarket,12/1/2009,usda_historical_2005_2025
Sheetz 96,138 N Broad St,ELK,PA,15853,41.4243,-78.73009,Convenience & Fuel,convenience,Convenience Store,7/28/1983,usda_historical_2005_2025
Sheetz 400,117 S Michael St,ELK,PA,15857,41.42782,-78.55936,Convenience & Fuel,convenience,Convenience Store,6/12/2007,usda_historical_2005_2025
Walmart Supercenter 1792,1102 Million Dollar Hwy,ELK,PA,15857,41.39068,-78.55804,Full-Service,standard,Super Store,11/5/2003,usda_historical_2005_2025
A  A K A Pennsylvania Market 1,3325 Buffalo Rd,ERIE,PA,16510,42.14057,-80.01408,Full-Service,standard,Medium Grocery Store,3/21/2024,usda_historical_2005_2025
A&A Convenience Store,601 W 32nd St,ERIE,PA,16508,42.10185,-80.08385,Convenience & Fuel,convenience,Convenience Store,6/27/2024,usda_historical_2005_2025
Albion Marketplace,23 E State St,ERIE,PA,16401,41.89071,-80.36582,Full-Service,standard,Medium Grocery Store,12/18/2025,usda_historical_2005_2025
ALDI 69020,2647 W 12th St,ERIE,PA,16505,42.10171,-80.1403,Full-Service,standard,Supermarket,6/30/1994,usda_historical_2005_2025
ALDI 69017,4728 Buffalo Rd,ERIE,PA,16510,42.15031,-79.99481,Full-Service,standard,Supermarket,11/28/1994,usda_historical_2005_2025
ALDI 69021,2222 Downs Dr,ERIE,PA,16509,42.04975,-80.08762,Full-Service,standard,Supermarket,11/28/2016,usda_historical_2005_2025
All In One Supermarket,3304 Pine Ave,ERIE,PA,16504,42.11036,-80.05627,Full-Service,specialty,Combination Grocery/Other,12/13/2017,usda_historical_2005_2025
Almadina Supermarket,2325 Parade St,ERIE,PA,16503,42.11693,-80.06618,Full-Service,standard,Medium Grocery Store,10/3/2017,usda_historical_2005_2025
Alnakhla Store 1,2702 Parade St,ERIE,PA,16504,42.11397,-80.06464,Full-Service,specialty,Small Grocery Store,8/2/2022,usda_historical_2005_2025
Art's Bakery,4380 W Ridge Rd,ERIE,PA,16506,42.07562,-80.17522,Full-Service,standard,Medium Grocery Store,5/8/2023,usda_historical_2005_2025
Art's Bakery Harborcreek,4625 Buffalo Rd,ERIE,PA,16510,42.14813,-79.99795,Full-Service,specialty,Bakery Specialty,10/16/2024,usda_historical_2005_2025
Barbs Corner Market,1166 W 26th St,ERIE,PA,16508,42.10275,-80.09904,Convenience & Fuel,convenience,Convenience Store,9/17/2024,usda_historical_2005_2025
Bayfrent Convenience Store,556 W 4th St,ERIE,PA,16507,42.12671,-80.0994,Full-Service,specialty,Small Grocery Store,3/9/2011,usda_historical_2005_2025
BELLO'S SHURFINE,2650 W 8th St,ERIE,PA,16505,42.1058,-80.14275,Full-Service,standard,Supermarket,1/14/1977,usda_historical_2005_2025
Bfa Mart Llc,1511 W 38th St,ERIE,PA,16508,42.0898,-80.0979,Full-Service,standard,Medium Grocery Store,10/17/2022,usda_historical_2005_2025
Big B Melody 2,1402 E Lake Rd,ERIE,PA,16507,42.14111,-80.05547,Convenience & Fuel,convenience,Convenience Store,5/28/2025,usda_historical_2005_2025
Big B Shines 1,624 West 8th St,ERIE,PA,16502,42.12241,-80.09831,Convenience & Fuel,convenience,Convenience Store,11/7/2024,usda_historical_2005_2025
Buffalo Speed Check 1,2267 Buffalo Rd,ERIE,PA,16510,42.13479,-80.02658,Convenience & Fuel,convenience,Convenience Store,5/16/2023,usda_historical_2005_2025
Cherry Speed Check,607 W 18th St,ERIE,PA,16502,42.11316,-80.09152,Convenience & Fuel,convenience,Convenience Store,7/25/2022,usda_historical_2005_2025
Cherry Speed Check 2 1,563 W 26th St,ERIE,PA,16508,42.1069,-80.08649,Convenience & Fuel,convenience,Convenience Store,9/16/2024,usda_historical_2005_2025
Chestnut St Market,363 W 29th St,ERIE,PA,16508,42.10658,-80.07978,Convenience & Fuel,convenience,Convenience Store,3/17/2025,usda_historical_2005_2025
Circle K 4704216,3327 Pine Ave,ERIE,PA,16504,42.11032,-80.05595,Convenience & Fuel,convenience,Convenience Store,4/1/1971,usda_historical_2005_2025
Circle K 4704215,52 S Lake St,ERIE,PA,16428,42.2146,-79.83508,Convenience & Fuel,convenience,Convenience Store,3/15/1976,usda_historical_2005_2025
Circle K 4704212,830 Route 19 N,ERIE,PA,16441,42.00223,-80.03539,Convenience & Fuel,convenience,Convenience Store,9/16/1996,usda_historical_2005_2025
City Fresh & Fast Mart Llc 1,155 E 25th St,ERIE,PA,16503,42.11375,-80.07149,Full-Service,specialty,Combination Grocery/Other,7/6/2022,usda_historical_2005_2025
Country Fair 2,957 E 26th St,ERIE,PA,16504,42.11998,-80.05162,Convenience & Fuel,convenience,Convenience Store,4/1/1971,usda_historical_2005_2025
Country Fair 72,2905 Buffalo Rd,ERIE,PA,16510,42.13904,-80.01687,Convenience & Fuel,convenience,Convenience Store,10/4/1971,usda_historical_2005_2025
Country Fair 14,3501 W 38th St,ERIE,PA,16506,42.07286,-80.14605,Convenience & Fuel,convenience,Convenience Store,11/21/1972,usda_historical_2005_2025
Country Fair 3,347 E 12th St,ERIE,PA,16503,42.1261,-80.0731,Convenience & Fuel,convenience,Convenience Store,12/17/1976,usda_historical_2005_2025
Country Fair 31,406 N Center St,ERIE,PA,16407,41.92561,-79.64106,Convenience & Fuel,convenience,Convenience Store,6/14/1977,usda_historical_2005_2025
Country Fair 59,4526 Pine Ave,ERIE,PA,16504,42.10637,-80.03441,Convenience & Fuel,convenience,Convenience Store,11/9/1984,usda_historical_2005_2025
Country Fair 1,1939 W 8th St,ERIE,PA,16505,42.11144,-80.12733,Convenience & Fuel,convenience,Convenience Store,10/4/1985,usda_historical_2005_2025
Country Fair 49,5008 Peach St,ERIE,PA,16509,42.08091,-80.09095,Convenience & Fuel,convenience,Convenience Store,6/14/1986,usda_historical_2005_2025
Country Fair 50,2266 E 38th St,ERIE,PA,16510,42.12069,-80.01679,Convenience & Fuel,convenience,Convenience Store,7/28/1986,usda_historical_2005_2025
Country Fair 38,1810 Sassafras St,ERIE,PA,16502,42.11693,-80.08159,Convenience & Fuel,convenience,Convenience Store,9/2/1987,usda_historical_2005_2025
Country Fair 84,7400 Peach St,ERIE,PA,16509,42.05278,-80.08516,Convenience & Fuel,convenience,Convenience Store,12/15/1987,usda_historical_2005_2025
Country Fair 81,1564 W 26th St,ERIE,PA,16508,42.09919,-80.10809,Convenience & Fuel,convenience,Convenience Store,3/30/1988,usda_historical_2005_2025
Country Fair 95,76 N Main St,ERIE,PA,16438,41.90185,-79.84565,Convenience & Fuel,convenience,Convenience Store,6/17/1988,usda_historical_2005_2025
Country Fair 42,128 E Plum St,ERIE,PA,16412,41.8754,-80.12835,Convenience & Fuel,convenience,Convenience Store,8/29/1988,usda_historical_2005_2025
Country Fair 56,4753 Buffalo Rd,ERIE,PA,16510,42.15038,-79.99454,Convenience & Fuel,convenience,Convenience Store,10/12/1988,usda_historical_2005_2025
Country Fair 98,7650 Old Perry Hwy,ERIE,PA,16509,42.07127,-80.04185,Convenience & Fuel,convenience,Convenience Store,3/27/1989,usda_historical_2005_2025
Country Fair 83,810 East Ave,ERIE,PA,16503,42.13557,-80.0617,Convenience & Fuel,convenience,Convenience Store,5/2/1989,usda_historical_2005_2025
Country Fair 33,1904 E Lake Rd,ERIE,PA,16511,42.14545,-80.04303,Convenience & Fuel,convenience,Convenience Store,5/5/1989,usda_historical_2005_2025
Country Fair 48,5866 Station Rd,ERIE,PA,16510,42.1199,-79.96597,Convenience & Fuel,convenience,Convenience Store,8/8/1989,usda_historical_2005_2025
Country Fair 25,5838 Wattsburg Rd,ERIE,PA,16509,42.0955,-80.00875,Convenience & Fuel,convenience,Convenience Store,12/21/1989,usda_historical_2005_2025
Country Fair 27,2301 Peninsula Dr,ERIE,PA,16506,42.09019,-80.13924,Convenience & Fuel,convenience,Convenience Store,8/23/1991,usda_historical_2005_2025
Country Fair 32,5211 E Lake Rd,ERIE,PA,16511,42.17013,-79.99788,Convenience & Fuel,convenience,Convenience Store,8/7/1992,usda_historical_2005_2025
Country Fair 40,2617 W 26th St,ERIE,PA,16506,42.08995,-80.13147,Convenience & Fuel,convenience,Convenience Store,7/8/1993,usda_historical_2005_2025
Country Fair 18,7495 W Ridge Rd,ERIE,PA,16415,42.03159,-80.25528,Convenience & Fuel,convenience,Convenience Store,8/25/1994,usda_historical_2005_2025
Country Fair 43,3826 Peach St,ERIE,PA,16509,42.09595,-80.08234,Convenience & Fuel,convenience,Convenience Store,10/26/1994,usda_historical_2005_2025
Country Fair 26,2 W State St,ERIE,PA,16401,41.89085,-80.36662,Convenience & Fuel,convenience,Convenience Store,1/27/1995,usda_historical_2005_2025
Country Fair 35,4646 W 12th St,ERIE,PA,16505,42.08192,-80.18652,Convenience & Fuel,convenience,Convenience Store,11/24/1995,usda_historical_2005_2025
Country Fair 46,9030 Main St,ERIE,PA,16426,41.99599,-80.14373,Convenience & Fuel,convenience,Convenience Store,1/30/1996,usda_historical_2005_2025
Country Fair 29,308 Main St W,ERIE,PA,16417,41.99933,-80.32055,Convenience & Fuel,convenience,Convenience Store,2/5/1998,usda_historical_2005_2025
Country Fair 66,2500 Zimmerly Rd,ERIE,PA,16506,42.06559,-80.11355,Convenience & Fuel,convenience,Convenience Store,9/22/1998,usda_historical_2005_2025
Country Fair 12,430 High St,ERIE,PA,16441,41.94419,-79.98539,Convenience & Fuel,convenience,Convenience Store,9/15/2000,usda_historical_2005_2025
Country Fair 65,8080 Peach St,ERIE,PA,16509,42.04801,-80.07972,Convenience & Fuel,convenience,Convenience Store,9/27/2000,usda_historical_2005_2025
Country Fair 41,5985 Route 6N,ERIE,PA,16412,41.87935,-80.17188,Convenience & Fuel,convenience,Convenience Store,6/29/2001,usda_historical_2005_2025
Country Fair 61,1449 W 8th St,ERIE,PA,16502,42.11583,-80.11531,Convenience & Fuel,convenience,Convenience Store,10/5/2001,usda_historical_2005_2025
Country Fair 102,170 W Main St,ERIE,PA,16428,42.21193,-79.84605,Convenience & Fuel,convenience,Convenience Store,11/18/2002,usda_historical_2005_2025
Country Fair 101,3116 W 26th St,ERIE,PA,16506,42.08631,-80.14253,Convenience & Fuel,convenience,Convenience Store,11/18/2002,usda_historical_2005_2025
Country Fair 73,2841 W 12th St,ERIE,PA,16505,42.09959,-80.14463,Convenience & Fuel,convenience,Convenience Store,2/5/2005,usda_historical_2005_2025
Country Fair 91,803 Brown Ave,ERIE,PA,16502,42.10979,-80.09378,Convenience & Fuel,convenience,Convenience Store,8/12/2005,usda_historical_2005_2025
Country Fair 90,2525 State St,ERIE,PA,16503,42.11217,-80.07369,Convenience & Fuel,convenience,Convenience Store,8/12/2005,usda_historical_2005_2025
Country Fair 57,4816 Buffalo Rd,ERIE,PA,16510,42.15074,-79.99396,Convenience & Fuel,convenience,Convenience Store,4/9/2020,usda_historical_2005_2025
Country Fair Flagship 20,32 N Park Row,ERIE,PA,16501,42.12976,-80.08683,Convenience & Fuel,convenience,Convenience Store,3/14/2025,usda_historical_2005_2025
Crosby's 40042,8024 Peach St,ERIE,PA,16509,42.04869,-80.08048,Convenience & Fuel,convenience,Convenience Store,6/28/2010,usda_historical_2005_2025
Crosby's 40043,8030 Perry Hwy,ERIE,PA,16509,42.06887,-80.03915,Convenience & Fuel,convenience,Convenience Store,6/28/2010,usda_historical_2005_2025
Crosby's 40045,247 E Main St,ERIE,PA,16407,41.92134,-79.63546,Convenience & Fuel,convenience,Convenience Store,6/28/2010,usda_historical_2005_2025
Crosby's 40053,13580 Route 8 89,ERIE,PA,16442,42.02323,-79.81797,Convenience & Fuel,convenience,Convenience Store,6/19/2019,usda_historical_2005_2025
CVS PHARMACY 4082,410 E 12th St,ERIE,PA,16503,42.12727,-80.07236,Full-Service,specialty,Combination Grocery/Other,9/6/2002,usda_historical_2005_2025
CVS PHARMACY 3168,3800 Pine Ave,ERIE,PA,16504,42.10824,-80.04917,Full-Service,specialty,Combination Grocery/Other,2/26/2003,usda_historical_2005_2025
CVS PHARMACY 5088,118 W Main St,ERIE,PA,16428,42.21361,-79.84268,Full-Service,specialty,Combination Grocery/Other,6/11/2003,usda_historical_2005_2025
CVS PHARMACY 2346,3750 Sterrettania Rd,ERIE,PA,16506,42.07421,-80.14431,Full-Service,specialty,Combination Grocery/Other,6/11/2003,usda_historical_2005_2025
CVS PHARMACY 2678,1111 Peninsula Dr,ERIE,PA,16505,42.10005,-80.14574,Full-Service,specialty,Combination Grocery/Other,6/11/2003,usda_historical_2005_2025
CVS Pharmacy 5095,124 Erie St,ERIE,PA,16412,41.87545,-80.13128,Full-Service,specialty,Combination Grocery/Other,3/25/2010,usda_historical_2005_2025
CVS Pharmacy 7684,1535 W 26th St,ERIE,PA,16508,42.09991,-80.10608,Full-Service,specialty,Combination Grocery/Other,3/26/2010,usda_historical_2005_2025
CVS Pharmacy 11421,1216 W 6th St,ERIE,PA,16507,42.11983,-80.11143,Full-Service,specialty,Combination Grocery/Other,12/14/2019,usda_historical_2005_2025
CVS/Pharmacy 5098,330 W Columbus Ave,ERIE,PA,16407,41.93403,-79.65372,Full-Service,specialty,Combination Grocery/Other,7/20/2023,usda_historical_2005_2025
Darshan Friendly Mart NA,2244 Broad St,ERIE,PA,16503,42.12535,-80.04449,Full-Service,standard,Medium Grocery Store,10/20/2023,usda_historical_2005_2025
DOLLAR GENERAL 7600,3785 Zimmerman Rd,ERIE,PA,16510,42.11814,-80.02493,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 7108,10670 W Main Rd,ERIE,PA,16428,42.21031,-79.85025,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 1335,714 East Ave,ERIE,PA,16503,42.13607,-80.06245,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
Dollar General 9037,1501 W 38th St,ERIE,PA,16508,42.0898,-80.09789,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 7910,2603 W 26th St,ERIE,PA,16506,42.0893,-80.13119,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 1495,10541 Route 6N,ERIE,PA,16401,41.89094,-80.35103,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 7705,5051 Peach St,ERIE,PA,16509,42.08038,-80.08979,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 4965,2315 W 12th St,ERIE,PA,16505,42.10416,-80.13367,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
Dollar General 7151,824 State St,ERIE,PA,16501,42.12658,-80.08398,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 4653,12674 Route 19 S,ERIE,PA,16441,41.93504,-79.98097,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 2132,406 E Main St,ERIE,PA,16407,41.9213,-79.63345,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 0270,1700 Peach St,ERIE,PA,16501,42.1187,-80.08128,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 4826,4669 Buffalo Rd,ERIE,PA,16510,42.14915,-79.997,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 9655,605 Main St E,ERIE,PA,16417,42.00529,-80.30945,Full-Service,specialty,Combination Grocery/Other,9/22/2004,usda_historical_2005_2025
Dollar General 9327,3759 W 12th St,ERIE,PA,16505,42.09151,-80.16657,Full-Service,specialty,Combination Grocery/Other,2/7/2005,usda_historical_2005_2025
Dollar General 10312,220 W Plum St,ERIE,PA,16412,41.8777,-80.13454,Full-Service,specialty,Combination Grocery/Other,11/14/2005,usda_historical_2005_2025
Dollar General 10797,16320 Route 8,ERIE,PA,16438,41.88948,-79.84727,Full-Service,specialty,Combination Grocery/Other,9/25/2007,usda_historical_2005_2025
DOLLAR GENERAL 13937,5212 West Rd,ERIE,PA,16426,41.997,-80.14906,Full-Service,specialty,Combination Grocery/Other,4/1/2013,usda_historical_2005_2025
DOLLAR GENERAL 14210,4682 E Lake Rd,ERIE,PA,16511,42.16509,-80.00664,Full-Service,specialty,Combination Grocery/Other,7/1/2013,usda_historical_2005_2025
Dollar General 14462,13970 State Route 8,ERIE,PA,16442,42.01325,-79.81573,Full-Service,specialty,Combination Grocery/Other,1/9/2014,usda_historical_2005_2025
Dollar General 24702,405 W Columbus Ave,ERIE,PA,16407,41.93445,-79.65843,Full-Service,specialty,Combination Grocery/Other,1/9/2014,usda_historical_2005_2025
Dollar General 15315,7538 W Ridge Rd,ERIE,PA,16415,42.03062,-80.25633,Full-Service,specialty,Combination Grocery/Other,3/4/2014,usda_historical_2005_2025
Dollar General 15290,406 E 26th St,ERIE,PA,16504,42.1152,-80.06476,Full-Service,specialty,Combination Grocery/Other,3/11/2014,usda_historical_2005_2025
Dollar General 16852,8214 Perry Hwy,ERIE,PA,16509,42.06473,-80.03519,Full-Service,specialty,Combination Grocery/Other,9/19/2016,usda_historical_2005_2025
DOLLAR GENERAL 18426,13777 Ridge Rd,ERIE,PA,16443,41.94643,-80.47327,Full-Service,specialty,Combination Grocery/Other,6/6/2018,usda_historical_2005_2025
DOLLAR GENERAL 18488,4972 Wattsburg Rd,ERIE,PA,16504,42.1037,-80.02941,Full-Service,specialty,Combination Grocery/Other,6/19/2018,usda_historical_2005_2025
Dollar General 19584,8948 Wattsburg Rd,ERIE,PA,16509,42.07217,-79.98364,Full-Service,specialty,Combination Grocery/Other,2/19/2019,usda_historical_2005_2025
Dollar General 23983,2405 Buffalo Rd,ERIE,PA,16510,42.13631,-80.02371,Full-Service,specialty,Combination Grocery/Other,7/20/2022,usda_historical_2005_2025
Dollar General 24932,5658 Station Rd,ERIE,PA,16428,42.18991,-79.83423,Full-Service,specialty,Combination Grocery/Other,6/16/2023,usda_historical_2005_2025
Dollar General 25224,4203 W Ridge Rd,ERIE,PA,16506,42.07734,-80.16953,Full-Service,specialty,Combination Grocery/Other,6/16/2023,usda_historical_2005_2025
Dollar General 24933,11224 Route 19 N,ERIE,PA,16441,41.9759,-80.01028,Full-Service,specialty,Combination Grocery/Other,7/27/2023,usda_historical_2005_2025
Dollar General 24934,Edinboro Rd,ERIE,PA,16412,41.91541,-80.12501,Full-Service,specialty,Combination Grocery/Other,9/5/2023,usda_historical_2005_2025
Dollar General 25587,2315 W 38th St,ERIE,PA,16506,42.08276,-80.11894,Full-Service,specialty,Combination Grocery/Other,12/27/2023,usda_historical_2005_2025
Dollar General 24519,8207 Meadville Rd,ERIE,PA,16417,41.95844,-80.33791,Full-Service,specialty,Combination Grocery/Other,6/3/2024,usda_historical_2005_2025
Dollar General 30184,2570 Zimmerly Rd,ERIE,PA,16506,42.06488,-80.11563,Full-Service,specialty,Combination Grocery/Other,8/1/2024,usda_historical_2005_2025
Dollar General 30272,8181 W Avonia Rd,ERIE,PA,16415,41.9979,-80.23416,Full-Service,specialty,Combination Grocery/Other,12/29/2025,usda_historical_2005_2025
Dollar General Store 16722,1462 Lake St,ERIE,PA,16423,42.02022,-80.34528,Full-Service,specialty,Combination Grocery/Other,10/22/2015,usda_historical_2005_2025
Dollar Tree 2153,3604 Buffalo Rd,ERIE,PA,16510,42.14206,-80.01147,Full-Service,specialty,Combination Grocery/Other,7/21/2006,usda_historical_2005_2025
Dollar Tree 1862,3708 Liberty St,ERIE,PA,16508,42.09644,-80.08562,Full-Service,specialty,Combination Grocery/Other,8/5/2006,usda_historical_2005_2025
Dollar Tree 6565,9149 Ridge Rd,ERIE,PA,16417,42.00827,-80.30125,Full-Service,specialty,Combination Grocery/Other,6/11/2009,usda_historical_2005_2025
Dollar Tree 6715,2036 E 38th St,ERIE,PA,16510,42.1188,-80.02377,Full-Service,specialty,Combination Grocery/Other,6/13/2009,usda_historical_2005_2025
Dollar Tree 4659,2211 W 12th St,ERIE,PA,16505,42.10375,-80.13108,Full-Service,specialty,Combination Grocery/Other,6/28/2011,usda_historical_2005_2025
Dollar Tree 426,1914 Keystone Dr,ERIE,PA,16509,42.05806,-80.08562,Full-Service,specialty,Combination Grocery/Other,10/11/2011,usda_historical_2005_2025
