name,address,county,state,zip,lat,lon,category,tier,store_type_raw,authorization_date,geocode_source
Toms Meat Market,4595 Route 322,JEFFERSON,PA,15825,41.17215,-79.12608,Full-Service,specialty,Meat/Poultry Specialty,3/7/2023,usda_historical_2005_2025
UNI MART,565 W Mahoning St,JEFFERSON,PA,15767,40.94224,-78.98182,Convenience & Fuel,convenience,Convenience Store,7/14/2005,usda_historical_2005_2025
Uni Mart 04077,512 E Mahoning St,JEFFERSON,PA,15767,40.94449,-78.96371,Convenience & Fuel,convenience,Convenience Store,12/29/2009,usda_historical_2005_2025
Walmart 2664,21920 Route 119,JEFFERSON,PA,15767,40.9277,-78.98074,Full-Service,standard,Super Store,6/7/2002,usda_historical_2005_2025
Aldi 69083,1001 E Main St,MCKEAN,PA,16701,41.97826,-78.61724,Full-Service,standard,Supermarket,12/20/2017,usda_historical_2005_2025
BELL'S MEAT & POULTRY,401 N Fraley St,MCKEAN,PA,16735,41.66685,-78.81216,Full-Service,specialty,Meat/Poultry Specialty,4/28/2018,usda_historical_2005_2025
Bradford Save-A-Lot 24446,75 Forman St,MCKEAN,PA,16701,41.95877,-78.64448,Full-Service,standard,Supermarket,2/15/2005,usda_historical_2005_2025
Choice Gas And Convenience,99 S Fraley St,MCKEAN,PA,16735,41.65783,-78.81133,Convenience & Fuel,convenience,Convenience Store,8/2/2011,usda_historical_2005_2025
"COSTA'S SUPERMARKET, INC",407 E Water St,MCKEAN,PA,16749,41.80947,-78.43778,Full-Service,standard,Supermarket,4/18/1979,usda_historical_2005_2025
Country Fair 64,8 W Washington St,MCKEAN,PA,16701,41.95764,-78.65187,Convenience & Fuel,convenience,Convenience Store,6/9/1997,usda_historical_2005_2025
Country Fair 69,325 Biddle St,MCKEAN,PA,16735,41.65964,-78.80389,Convenience & Fuel,convenience,Convenience Store,10/6/2016,usda_historical_2005_2025
Crosby's 40037,1469 South Ave,MCKEAN,PA,16738,41.87373,-78.6627,Convenience & Fuel,convenience,Convenience Store,6/6/2008,usda_historical_2005_2025
Crosby's 40034,242 W Washington St,MCKEAN,PA,16701,41.95745,-78.66274,Convenience & Fuel,convenience,Convenience Store,6/6/2008,usda_historical_2005_2025
Crosby's 40035,1002 E Main St,MCKEAN,PA,16701,41.97753,-78.61655,Convenience & Fuel,convenience,Convenience Store,6/6/2008,usda_historical_2005_2025
Crosby's 40038,573 South Ave,MCKEAN,PA,16701,41.93139,-78.65269,Convenience & Fuel,convenience,Convenience Store,6/6/2008,usda_historical_2005_2025
CVS PHARMACY 4270,10 Davis St,MCKEAN,PA,16701,41.95682,-78.64454,Full-Service,specialty,Combination Grocery/Other,7/17/2003,usda_historical_2005_2025
Dandy Mini Mart 62,300 Main St,MCKEAN,PA,16731,41.96428,-78.38451,Convenience & Fuel,convenience,Convenience Store,7/6/2009,usda_historical_2005_2025
DOLLAR GENERAL 4308,114 Boylston St,MCKEAN,PA,16701,41.95689,-78.64536,Full-Service,specialty,Combination Grocery/Other,8/11/2004,usda_historical_2005_2025
DOLLAR GENERAL 2993,1034 E Main St,MCKEAN,PA,16701,41.9798,-78.61682,Full-Service,specialty,Combination Grocery/Other,8/11/2004,usda_historical_2005_2025
DOLLAR GENERAL 2191,397 N Fraley St,MCKEAN,PA,16735,41.66629,-78.81219,Full-Service,specialty,Combination Grocery/Other,8/11/2004,usda_historical_2005_2025
DOLLAR GENERAL 8455,104 S Marvin St,MCKEAN,PA,16749,41.80555,-78.45255,Full-Service,specialty,Combination Grocery/Other,8/11/2004,usda_historical_2005_2025
Dollar General 10716,502 N Main St,MCKEAN,PA,16743,41.81794,-78.28458,Full-Service,specialty,Combination Grocery/Other,4/16/2007,usda_historical_2005_2025
Dollar General 14894,15 S Main St,MCKEAN,PA,16731,41.94251,-78.37629,Full-Service,specialty,Combination Grocery/Other,6/23/2014,usda_historical_2005_2025
DOLLAR GENERAL 18148,980 South Ave,MCKEAN,PA,16701,41.90538,-78.65195,Full-Service,specialty,Combination Grocery/Other,10/19/2017,usda_historical_2005_2025
DOLLAR GENERAL 18692,8990 Route 6,MCKEAN,PA,16735,41.7103,-78.69291,Full-Service,specialty,Combination Grocery/Other,4/2/2018,usda_historical_2005_2025
Dollar General 24098,102 W Washington St,MCKEAN,PA,16701,41.9576,-78.65598,Full-Service,specialty,Combination Grocery/Other,1/12/2022,usda_historical_2005_2025
Dollar General 25358,786 Main St,MCKEAN,PA,16729,41.94863,-78.47487,Full-Service,specialty,Combination Grocery/Other,3/18/2024,usda_historical_2005_2025
Dollar Tree 2149,1001 E Main St,MCKEAN,PA,16701,41.97902,-78.61958,Full-Service,specialty,Combination Grocery/Other,12/1/2011,usda_historical_2005_2025
DOLLARTREE 8088,519 N Fraley St,MCKEAN,PA,16735,41.66956,-78.81394,Full-Service,specialty,Combination Grocery/Other,12/20/2023,usda_historical_2005_2025
Family Dollar 12627,75 Forman St,MCKEAN,PA,16701,41.95877,-78.64448,Full-Service,specialty,Combination Grocery/Other,3/8/2021,usda_historical_2005_2025
"G L CARLSON, INC",1787 Champlin Hill Rd,MCKEAN,PA,16750,41.86755,-78.34352,Full-Service,specialty,Small Grocery Store,10/31/1980,usda_historical_2005_2025
Kwik Fill 201,227 E Main St,MCKEAN,PA,16701,41.96107,-78.63457,Convenience & Fuel,convenience,Convenience Store,11/5/2018,usda_historical_2005_2025
Nittany Minit Mart 255,8906 Route 6,MCKEAN,PA,16735,41.70835,-78.69392,Convenience & Fuel,convenience,Convenience Store,9/9/2013,usda_historical_2005_2025
Nittany Minit Mart 256,18265 Route 6,MCKEAN,PA,16730,41.80991,-78.42621,Convenience & Fuel,convenience,Convenience Store,7/14/2021,usda_historical_2005_2025
Paul's Trading Post,11124 Route 321,MCKEAN,PA,16735,41.75816,-78.87399,Convenience & Fuel,convenience,Convenience Store,2/17/2015,usda_historical_2005_2025
Port Foods Llc/Shop N Save,50 W Mill St,MCKEAN,PA,16743,41.81042,-78.28101,Full-Service,standard,Super Store,8/21/2014,usda_historical_2005_2025
Save A Lot 24746,608 N Fraley St,MCKEAN,PA,16735,41.66964,-78.81228,Full-Service,standard,Supermarket,8/16/2010,usda_historical_2005_2025
Sheetz 166,101 N Main St,MCKEAN,PA,16743,41.81257,-78.28233,Convenience & Fuel,convenience,Convenience Store,12/23/1988,usda_historical_2005_2025
Sheetz 613,2 Bolivar Drive,MCKEAN,PA,16701,41.97718,-78.61715,Convenience & Fuel,convenience,Convenience Store,10/7/2016,usda_historical_2005_2025
Sheetz 656,3014 Route 219,MCKEAN,PA,16735,41.70967,-78.69417,Convenience & Fuel,convenience,Convenience Store,8/30/2018,usda_historical_2005_2025
The Grocery Stretcher Inc.,32 Main St,MCKEAN,PA,16701,41.95562,-78.64988,Convenience & Fuel,convenience,Convenience Store,8/20/2024,usda_historical_2005_2025
Tops Markets 672,525 N Fraley St,MCKEAN,PA,16735,41.67081,-78.81498,Full-Service,standard,Supermarket,5/21/1979,usda_historical_2005_2025
Tops Markets 610,150 Main St,MCKEAN,PA,16701,41.95597,-78.64448,Full-Service,standard,Supermarket,3/14/2014,usda_historical_2005_2025
Walmart Supercenter 3514,50 Foster Brook Blvd,MCKEAN,PA,16701,41.97846,-78.60894,Full-Service,standard,Super Store,3/7/2002,usda_historical_2005_2025
ALDI 69033,2415 State Route 257,VENANGO,PA,16319,41.35115,-79.71244,Full-Service,standard,Supermarket,9/11/1995,usda_historical_2005_2025
Big Sky Farms Market Llc,4201 State Route 8,VENANGO,PA,16354,41.58018,-79.68816,Full-Service,specialty,Small Grocery Store,9/8/2025,usda_historical_2005_2025
Clintonville Market,102 Emlenton St,VENANGO,PA,16372,41.19933,-79.87234,Full-Service,standard,Medium Grocery Store,12/7/2007,usda_historical_2005_2025
Coen Markets 1204,6412 Emlenton Clintonville Rd,VENANGO,PA,16373,41.1759,-79.73788,Convenience & Fuel,convenience,Convenience Store,12/16/2009,usda_historical_2005_2025
Core Goods,2 E 1st St,VENANGO,PA,16301,41.42856,-79.71071,Full-Service,specialty,Combination Grocery/Other,3/3/2023,usda_historical_2005_2025
Country Fair 47,1 Spring St,VENANGO,PA,16301,41.43435,-79.70658,Convenience & Fuel,convenience,Convenience Store,8/9/1988,usda_historical_2005_2025
Country Fair 21,228 Rocky Grove Ave,VENANGO,PA,16323,41.40942,-79.82712,Convenience & Fuel,convenience,Convenience Store,8/7/1992,usda_historical_2005_2025
Country Fair 89,5 Wilson Ave,VENANGO,PA,16301,41.42841,-79.70817,Convenience & Fuel,convenience,Convenience Store,7/8/2005,usda_historical_2005_2025
CVS PHARMACY 5096,204 E 2nd St,VENANGO,PA,16301,41.42802,-79.70764,Full-Service,specialty,Combination Grocery/Other,6/11/2003,usda_historical_2005_2025
DOLLAR GENERAL 8267,610 River Ave,VENANGO,PA,16373,41.17645,-79.71021,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 1655,697 Allegheny Blvd,VENANGO,PA,16323,41.40551,-79.80283,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 8878,575 N Seneca St,VENANGO,PA,16301,41.44415,-79.70224,Full-Service,specialty,Combination Grocery/Other,9/22/2004,usda_historical_2005_2025
Dollar General 11515,3958 State Route 257,VENANGO,PA,16346,41.40482,-79.70847,Full-Service,specialty,Combination Grocery/Other,6/8/2009,usda_historical_2005_2025
DOLLAR GENERAL 14254,426 Merrick St,VENANGO,PA,16341,41.5966,-79.59264,Full-Service,specialty,Combination Grocery/Other,7/11/2013,usda_historical_2005_2025
Dollar General 18076,5537 Pittsburgh Rd,VENANGO,PA,16038,41.19564,-79.97523,Full-Service,specialty,Combination Grocery/Other,9/10/2017,usda_historical_2005_2025
DOLLAR GENERAL 18190,1407 Pittsburgh Rd,VENANGO,PA,16323,41.37246,-79.85606,Full-Service,specialty,Combination Grocery/Other,11/16/2017,usda_historical_2005_2025
DOLLAR GENERAL 19478,2525 Patchel Run Rd,VENANGO,PA,16323,41.48675,-79.87047,Full-Service,specialty,Combination Grocery/Other,7/26/2018,usda_historical_2005_2025
Dollar General 20545,726 Main St,VENANGO,PA,16342,41.36708,-79.92937,Full-Service,specialty,Combination Grocery/Other,7/27/2019,usda_historical_2005_2025
Dollar General 22656,2360 State Route 157,VENANGO,PA,16301,41.39047,-79.57726,Full-Service,specialty,Combination Grocery/Other,2/1/2022,usda_historical_2005_2025
Dollar Tree 29,124 Home Depot Dr,VENANGO,PA,16323,41.35151,-79.72203,Full-Service,specialty,Combination Grocery/Other,9/28/2009,usda_historical_2005_2025
EMLENTON IGA,514 River Ave,VENANGO,PA,16373,41.17641,-79.70937,Full-Service,standard,Supermarket,3/21/1996,usda_historical_2005_2025
Family Dollar 11984,809 Grandview Rd,VENANGO,PA,16301,41.44129,-79.68858,Full-Service,specialty,Combination Grocery/Other,11/2/2017,usda_historical_2005_2025
Family Dollar Store 1941,124 State St,VENANGO,PA,16301,41.4278,-79.70941,Full-Service,specialty,Combination Grocery/Other,5/28/2009,usda_historical_2005_2025
Family Dollar Store 5956,377 Grant St,VENANGO,PA,16323,41.40529,-79.84138,Full-Service,specialty,Combination Grocery/Other,5/29/2009,usda_historical_2005_2025
Family Dollar Store 10300,444 Butler St,VENANGO,PA,16372,41.1953,-79.87381,Full-Service,specialty,Combination Grocery/Other,12/26/2013,usda_historical_2005_2025
Farmers Daughters Country Market Deli & Bakery,3126 State Route 257,VENANGO,PA,16346,41.37584,-79.70368,Convenience & Fuel,convenience,Convenience Store,12/16/2015,usda_historical_2005_2025
Franklin Markets Llc,1015 Buffalo St,VENANGO,PA,16323,41.39342,-79.82709,Full-Service,standard,Super Store,10/29/2018,usda_historical_2005_2025
Giant Eagle 86,602 E 2nd St,VENANGO,PA,16301,41.42657,-79.7047,Full-Service,standard,Super Store,2/5/2013,usda_historical_2005_2025
Giant Eagle Franklin 85,541 Allegheny Blvd,VENANGO,PA,16323,41.40289,-79.80909,Full-Service,standard,Super Store,11/23/2020,usda_historical_2005_2025
Main Street Market,714 Main St,VENANGO,PA,16342,41.36773,-79.92863,Full-Service,standard,Medium Grocery Store,6/27/1989,usda_historical_2005_2025
Nilu Enterprise Inc,7260 US 322,VENANGO,PA,16319,41.34753,-79.70454,Convenience & Fuel,convenience,Convenience Store,5/13/2021,usda_historical_2005_2025
Nilu Enterprise Inc,3654 State Route 257,VENANGO,PA,16346,41.39462,-79.70312,Convenience & Fuel,convenience,Convenience Store,5/24/2021,usda_historical_2005_2025
Nilu Enterprises,1375 Pittsburgh Rd,VENANGO,PA,16323,41.37406,-79.85455,Convenience & Fuel,convenience,Convenience Store,4/28/2021,usda_historical_2005_2025
Pollen Nation,436 Allegheny Blvd,VENANGO,PA,16323,41.40044,-79.81269,Full-Service,specialty,Fruits/Veg Specialty,7/15/2025,usda_historical_2005_2025
Save A Lot 30193,317 Grant St,VENANGO,PA,16323,41.40463,-79.84108,Full-Service,standard,Supermarket,12/1/2025,usda_historical_2005_2025
Schwebel Baking Company,1535 Allegheny Blvd,VENANGO,PA,16343,41.41579,-79.76733,Full-Service,specialty,Bakery Specialty,3/13/2002,usda_historical_2005_2025
Sheetz 84,1107 Liberty St,VENANGO,PA,16323,41.3952,-79.82659,Convenience & Fuel,convenience,Convenience Store,11/19/1982,usda_historical_2005_2025
Sheetz 260,7119 US 322,VENANGO,PA,16319,41.34962,-79.71083,Convenience & Fuel,convenience,Convenience Store,12/10/1998,usda_historical_2005_2025
Sheetz 439,590 Allegheny Blvd,VENANGO,PA,16323,41.40218,-79.80566,Convenience & Fuel,convenience,Convenience Store,5/15/2010,usda_historical_2005_2025
Sheetz 859,5775 State Route 8,VENANGO,PA,16038,41.20378,-79.97352,Convenience & Fuel,convenience,Convenience Store,11/19/2024,usda_historical_2005_2025
Smith's Country Store,4287 State Route 157,VENANGO,PA,16364,41.37465,-79.49199,Full-Service,specialty,Small Grocery Store,5/2/2016,usda_historical_2005_2025
Speedway 2921,5742 State Route 8,VENANGO,PA,16038,41.20338,-79.97456,Convenience & Fuel,convenience,Convenience Store,4/25/2016,usda_historical_2005_2025
Stillers Meats And Smokehouse,3190 State Route 257,VENANGO,PA,16346,41.37804,-79.70342,Full-Service,specialty,Meat/Poultry Specialty,4/2/2024,usda_historical_2005_2025
Walmart Supercenter 2597,10 Kimberly Ln,VENANGO,PA,16319,41.35066,-79.71891,Full-Service,standard,Super Store,7/13/1999,usda_historical_2005_2025
ALDI 74067 74067,3917 Market St,WARREN,PA,16365,41.89537,-79.149,Full-Service,standard,Supermarket,7/5/2006,usda_historical_2005_2025
Country Fair 10,161 Pleasant Dr,WARREN,PA,16365,41.83429,-79.15397,Convenience & Fuel,convenience,Convenience Store,10/21/1991,usda_historical_2005_2025
Country Fair 63,413 Pennsylvania Ave E,WARREN,PA,16365,41.84202,-79.13585,Convenience & Fuel,convenience,Convenience Store,11/18/1999,usda_historical_2005_2025
Country Fair 71,27740 Route 6,WARREN,PA,16371,41.8481,-79.32967,Convenience & Fuel,convenience,Convenience Store,4/14/2016,usda_historical_2005_2025
CVS PHARMACY 5093,100 Market St,WARREN,PA,16365,41.84401,-79.14503,Full-Service,specialty,Combination Grocery/Other,6/11/2003,usda_historical_2005_2025
DOLLAR GENERAL 8482,73 Railroad St,WARREN,PA,16371,41.84935,-79.31653,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
DOLLAR GENERAL 2299,40 Market St,WARREN,PA,16365,41.84233,-79.14368,Full-Service,specialty,Combination Grocery/Other,6/29/2004,usda_historical_2005_2025
Dollar General 12982,245 Crary Ave,WARREN,PA,16347,41.70346,-79.03081,Full-Service,specialty,Combination Grocery/Other,5/9/2011,usda_historical_2005_2025
Dollar General 15172,12683 Jackson Run Rd,WARREN,PA,16350,41.97289,-79.33754,Full-Service,specialty,Combination Grocery/Other,8/7/2014,usda_historical_2005_2025
Dollar General 16134,15455 Route 6,WARREN,PA,16313,41.82029,-79.11038,Full-Service,specialty,Combination Grocery/Other,4/23/2015,usda_historical_2005_2025
Dollar General 18051,6700 Market St,WARREN,PA,16345,41.93468,-79.14417,Full-Service,specialty,Combination Grocery/Other,9/10/2017,usda_historical_2005_2025
Dollar General 30902,16030 PA Route 62,WARREN,PA,16351,41.67673,-79.41703,Full-Service,specialty,Combination Grocery/Other,10/17/2024,usda_historical_2005_2025
Dollar Tree 3551,2745 Market St,WARREN,PA,16365,41.87906,-79.15045,Full-Service,specialty,Combination Grocery/Other,9/21/2010,usda_historical_2005_2025
Family Dollar 10961,70 Railroad St,WARREN,PA,16371,41.84903,-79.31791,Full-Service,specialty,Combination Grocery/Other,10/15/2014,usda_historical_2005_2025
Family Dollar 10587,15905 Route 62,WARREN,PA,16351,41.67846,-79.41559,Full-Service,specialty,Combination Grocery/Other,12/11/2014,usda_historical_2005_2025
Family Dollar Store 7297,1036 Pennsylvania Ave W,WARREN,PA,16365,41.84289,-79.16107,Full-Service,specialty,Combination Grocery/Other,6/17/2009,usda_historical_2005_2025
Kondaks Community Market,3 S Main St,WARREN,PA,16313,41.78068,-79.09455,Full-Service,standard,Medium Grocery Store,9/4/2024,usda_historical_2005_2025
Kwik Fill 149,600 Pennsylvania Ave E,WARREN,PA,16365,41.8408,-79.13508,Convenience & Fuel,convenience,Convenience Store,8/24/1973,usda_historical_2005_2025
Kwik Fill 152,201 Hickory St,WARREN,PA,16365,41.84536,-79.14952,Convenience & Fuel,convenience,Convenience Store,10/22/1982,usda_historical_2005_2025
Kwik Fill 299,7 Warren Rd,WARREN,PA,16350,41.98154,-79.34241,Convenience & Fuel,convenience,Convenience Store,10/30/2018,usda_historical_2005_2025
Kwik Fill 295,2016 Pa Ave E,WARREN,PA,16365,41.82742,-79.12067,Convenience & Fuel,convenience,Convenience Store,11/5/2018,usda_historical_2005_2025
Kwik Fill 381,30345 Route 6,WARREN,PA,16340,41.83457,-79.37597,Convenience & Fuel,convenience,Convenience Store,11/5/2018,usda_historical_2005_2025
Sheetz 520,2425 Market St,WARREN,PA,16365,41.87473,-79.15234,Convenience & Fuel,convenience,Convenience Store,6/1/2013,usda_historical_2005_2025
Spend Less,1751 Market St,WARREN,PA,16365,41.86548,-79.15577,Full-Service,specialty,Combination Grocery/Other,6/24/2021,usda_historical_2005_2025
Straight Off The Block,10 Center St,WARREN,PA,16347,41.70233,-79.03358,Full-Service,specialty,Meat/Poultry Specialty,6/30/2022,usda_historical_2005_2025
The Storehouse Grocery,103 E Main St,WARREN,PA,16371,41.85186,-79.31719,Full-Service,specialty,Combination Grocery/Other,5/29/2018,usda_historical_2005_2025
THE TRADING POST,15910 Route 62,WARREN,PA,16351,41.67848,-79.4161,Convenience & Fuel,convenience,Convenience Store,2/6/2019,usda_historical_2005_2025
Tops Markets 671,6 Leather St,WARREN,PA,16347,41.70189,-79.03323,Full-Service,standard,Supermarket,4/1/1971,usda_historical_2005_2025
Tops Markets 669,28 Railroad St,WARREN,PA,16371,41.85072,-79.3171,Full-Service,standard,Supermarket,4/1/1971,usda_historical_2005_2025
Tops Markets 603,74 Market St,WARREN,PA,16365,41.84277,-79.14468,Full-Service,standard,Supermarket,11/16/2015,usda_historical_2005_2025
Walmart 3429,2901 Market St,WARREN,PA,16365,41.88216,-79.15093,Full-Service,standard,Super Store,2/2/2007,usda_historical_2005_2025
Warren Shurfine 1,1613 Pennsylvania Ave E,WARREN,PA,16365,41.83221,-79.12563,Full-Service,standard,Supermarket,1/17/2017,usda_historical_2005_2025
