stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,daily_visits,first_service,last_service
951,951,E Lake Rd at Bacon St,,42.1450386047,-80.043549,,,0,,0,67,6:01 AM,11:02 PM
952,952,E Lake Rd at Lake Ave,,42.1454429626,-80.043144,,,0,,0,67,6:12 AM,11:32 PM
953,953,E Lake Rd at Marne Rd,,42.1456336975,-80.041901,,,0,,0,67,6:01 AM,11:02 PM
954,954,E Lake Rd at Eagle Point,,42.1466217041,-80.039848,,,0,,0,67,6:12 AM,11:31 PM
955,955,E Lake Rd at Chautauqua,,42.1471176147,-80.038528,,,0,,0,67,6:11 AM,11:31 PM
956,956,E Lake Rd at Franklin Ave,,42.1472015381,-80.037506,,,0,,0,67,6:02 AM,11:03 PM
957,957,E Lake Rd at Halley Ave,,42.1485404968,-80.034645,,,0,,0,67,6:10 AM,11:30 PM
958,958,E Lake Rd at Joliette Ave,,42.1491851807,-80.033104,,,0,,0,2,10:07 AM,12:42 PM
959,959,E Lake Rd at General Electric,,42.1498641968,-80.030792,,,0,,0,67,6:04 AM,11:05 PM
96,96,W 15th St at Pittsburgh Ave,,42.1032142639,-80.12928,,,0,,0,58,5:11 AM,11:36 PM
960,960,E Lake Rd at Lake Cliff,,42.1510429382,-80.028687,,,0,,0,67,6:09 AM,11:28 PM
963,963,Main St at Newton Ave,,42.1497154236,-80.017204,,,0,,0,63,6:21 AM,11:08 PM
964,964,Main St at Newton Ave,,42.1499176025,-80.017159,,,0,,0,63,6:36 AM,11:25 PM
965,965,Main St at Priestly Ave,,42.1502494812,-80.016151,,,0,,0,63,6:35 AM,11:24 PM
966,966,Main St at Priestly Ave,,42.150062561,-80.016235,,,0,,0,63,6:21 AM,11:08 PM
967,967,Main St at Smithson Ave,,42.1513175964,-80.013046,,,0,,0,63,6:34 AM,11:23 PM
968,968,Main St at Smithson Ave,,42.1511039734,-80.013145,,,0,,0,63,6:22 AM,11:09 PM
969,969,Iroquois Ave at Iroquois High School,,42.151676178,-80.009773,,,0,,0,63,6:24 AM,11:11 PM
97,97,West Erie Plaza on W. 8th,,42.1087875366,-80.134468,,,0,,0,20,7:05 AM,7:42 PM
970,970,Iroquois Ave at Nagle Rd,,42.1513595581,-80.006805,,,0,,0,63,6:25 AM,11:12 PM
971,971,Nagle Rd at Buffalo Rd,,42.1461181641,-80.003555,,,0,,0,63,6:28 AM,11:15 PM
972,972,Giant Eagle,,42.1441574097,-80.003258,,,0,,0,126,6:30 AM,11:19 PM
976,976,Main St at Napier Ave,,42.1492805481,-80.019005,,,0,,0,63,6:36 AM,11:25 PM
977,977,Iroquois Ave at Tyndall Ave,,42.1518363953,-80.009674,,,0,,0,63,6:33 AM,11:22 PM
978,978,E Lake Rd opp Franklin Ave,,42.1475524902,-80.037323,,,0,,0,67,6:11 AM,11:30 PM
979,979,E Lake Rd opp General Electric,,42.1501960754,-80.030701,,,0,,0,67,6:09 AM,11:28 PM
98,98,W 15th St at Fitness U,,42.1016311646,-80.131004,,,0,,0,58,5:17 AM,11:42 PM
980,980,E 6th St at Perry St,,42.136882782,-80.065346,,,0,,0,2,10:14 AM,12:49 PM
983,983,W 4th St at Sassafras St,,42.1301383972,-80.09024,,,0,,0,56,7:44 AM,10:04 PM
99,99,Giant Eagle (Yorktown Center),,42.1008033752,-80.134964,,,0,,0,187,5:19 AM,12:03 PM
990,990,W 5th St at Liberty St,,42.124206543,-80.103081,,,0,,0,63,5:50 AM,11:21 PM
991,991,Liberty St at N Park Ave,,42.1236915588,-80.102722,,,0,,0,63,5:51 AM,11:22 PM
992,992,W 6th St at Plum St,,42.1227645874,-80.10376,,,0,,0,63,5:51 AM,11:22 PM
9993,9993,UN.CTY.HIGH,,41.89058,-79.839036,,,0,,0,8,9:32 AM,5:23 PM
9994,9994,FT. LEBOEUF HIGH,,41.950935,-79.987926,,,0,,0,6,8:36 AM,2:21 PM
