tract_geoid,tract_name,county,name,address,lat,lon,primary_category,type,subtype,snap_eligible
42049000100,Census Tract 1,Erie,Family Dollar Store 1780,"155 E 12th St, Erie, PA 16501",42.12478,-80.07764,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049000100,Census Tract 1,Erie,Galaxy Food Mart,"1001 State St, Erie, PA 16501",42.12544,-80.08205,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000100,Census Tract 1,Erie,Galaxy Food Mart 2,"1010 State St, Erie, PA 16501",42.12504,-80.08272,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000100,Census Tract 1,Erie,Kamana Asian Foodmart Llc,"1230 French St, Erie, PA 16501",42.12337,-80.07955,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Yes
42049000100,Census Tract 1,Erie,Lucky Food Mart 2,"701 State St, Erie, PA 16501",42.12824,-80.0844,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000100,Census Tract 1,Erie,Storbes Market Llc,"1016 State St, Erie, PA 16501",42.12489,-80.08263,Food & Grocery,Small Grocery Store,Small Grocery Store,Yes
42049000100,Census Tract 1,Erie,Sunoco,"26 E 12th St, Erie, PA 16501",42.12429,-80.08058,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000100,Census Tract 1,Erie,Gaudenzia Erie,"141, West 11th Street, Erie, PA, 16501",42.1232047,-80.0845874,Health,Clinic,Medical Office,No
42049000200,Census Tract 2,Erie,Delaware Avenue Baptist Church,"822, Delaware Avenue, Erie, PA, 16505",42.11113,-80.1258138,Civic & Social,Faith Community,Place of Worship,No
42049000200,Census Tract 2,Erie,Erie Federal Credit Union,"1005, Greengarden Boulevard, Erie, PA, 16501",42.1126203,-80.1169313,Civic & Social,Financial,Bank/Credit Union,No
42049000200,Census Tract 2,Erie,Erie Fire Department,"1747, West 8th Street, Erie, PA, 16505",42.1125665,-80.1234945,Civic & Social,Emergency Services,Fire Station,No
42049000200,Census Tract 2,Erie,Pony Express,"1903, West 8th Street, Erie, PA, 16505",42.1115633,-80.1260874,Civic & Social,Government,Post Office,No
42049000200,Census Tract 2,Erie,Regency Suites,"322, Washington Place, Erie, PA, 16505",42.1214952,-80.1157736,Civic & Social,Social Services,Social Services,No
42049000200,Census Tract 2,Erie,Widget Financial,"1029, Pittsburgh Avenue, Erie, PA, 16505",42.1063049,-80.1313709,Civic & Social,Financial,Bank/Credit Union,No
42049000200,Census Tract 2,Erie,Erie Day School,"1372, West 6th Street, Erie, PA, 16505",42.1202834,-80.1158794,Education & Civic,School,K-12 School,No
42049000200,Census Tract 2,Erie,Harding Elementary School,"820, Lincoln Avenue, Erie, PA, 16505",42.1123318,-80.1220337,Education & Civic,School,K-12 School,No
42049000200,Census Tract 2,Erie,LECOM Bayfront,"1, Lecom Place, Erie, PA, 16505",42.1244265,-80.1151225,Education & Civic,Higher Education,University/College,No
42049000200,Census Tract 2,Erie,Country Fair 1,"1939 W 8th St, Erie, PA 16505",42.11144,-80.12733,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000200,Census Tract 2,Erie,Family Dollar 8316,"2184 W 12th St, Erie, PA 16505",42.10543,-80.13051,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049000200,Census Tract 2,Erie,Getgo 3202,"1655 W Bayfront Pkwy, Erie, PA 16501",42.11098,-80.1187,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000200,Census Tract 2,Erie,Erie Oriental Medicine,"2131, West 8th Street, Erie, PA, 16505",42.1097057,-80.131141,Health,Clinic,Outpatient Clinic,No
42049000200,Census Tract 2,Erie,Sant Ram,"2123, West 8th Street, Erie, PA, 16505",42.1097964,-80.1308933,Health,Clinic,Medical Office,No
42049000200,Census Tract 2,Erie,Shriners Hospitals for Children,"1645, West 8th Street, Erie, PA, 16505",42.1131303,-80.1198103,Health,Hospital,Acute Care Hospital,No
42049000200,Census Tract 2,Erie,USA Vein Clinics,"2057, West 8th Street, Erie, PA, 16505",42.1101911,-80.1297698,Health,Clinic,Medical Office,No
42049000200,Census Tract 2,Erie,Woodland Family Dentistry,"2021, West 8th Street, Erie, PA, 16505",42.1107996,-80.1285752,Health,Clinic,Dental Office,No
42049000300,Census Tract 3,Erie,Cherry Street Church of God,"302, Cherry Street, Erie, PA, 16507",42.1273159,-80.1005932,Civic & Social,Faith Community,Place of Worship,No
42049000300,Census Tract 3,Erie,Erie County WIC,"556, West 4th Street, Erie, PA, 16507",42.1270269,-80.0997453,Civic & Social,Social Services,Social Services,No
42049000300,Census Tract 3,Erie,Faith Temple Church,"940, West 4th Street, Erie, PA, 16507",42.1242565,-80.1066742,Civic & Social,Faith Community,Place of Worship,No
42049000300,Census Tract 3,Erie,Integracare - The Residence at Presque Isle Bay,"1012, West Bayfront Parkway, Erie, PA, 16507",42.1269659,-80.1101132,Civic & Social,Social Services,Social Services,No
42049000300,Census Tract 3,Erie,West Erie Presbyterian Church,"621, West 2nd Street, Erie, PA, 16507",42.1279755,-80.1016949,Civic & Social,Faith Community,Place of Worship,No
42049000300,Census Tract 3,Erie,Bayfrent Convenience Store,"556 W 4th St, Erie, PA 16507",42.12671,-80.0994,Food & Grocery,Small Grocery Store,Small Grocery Store,Yes
42049000300,Census Tract 3,Erie,Erie Convenaice Store Llc,"363 W 4th St, Erie, PA 16507",42.12822,-80.09483,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000400,Census Tract 4,Erie,Christ Deliverance Church of the Apostolic Faith,"307, East 4th Street, Erie, PA, 16507",42.133578,-80.0801315,Civic & Social,Faith Community,Place of Worship,No
42049000400,Census Tract 4,Erie,Church of the Holy Trinity,"227, Holland Street, Erie, PA, 16507",42.1340282,-80.0833571,Civic & Social,Faith Community,Place of Worship,No
42049000400,Census Tract 4,Erie,Pennsylvania Soldiers & Sailors Home,"560, East 3rd Street, Erie, PA, 16507",42.138464,-80.0731646,Civic & Social,Social Services,Social Services,No
42049000400,Census Tract 4,Erie,Russian Old Rite Orthodox Church of the Nativity,"247, East Front Street, Erie, PA, 16507",42.1361172,-80.0826947,Civic & Social,Faith Community,Place of Worship,No
42049000400,Census Tract 4,Erie,Saint Hedwig Catholic Church,"521, East 3rd Street, Erie, PA, 16507",42.1363641,-80.0757766,Civic & Social,Faith Community,Place of Worship,No
42049000400,Census Tract 4,Erie,Saint Patrick Catholic Church,"134, East 4th Street, Erie, PA, 16507",42.1328664,-80.083792,Civic & Social,Faith Community,Place of Worship,No
42049000400,Census Tract 4,Erie,Barber National Institute,"100, Barber Place, Erie, PA, 16507",42.141035,-80.0668673,Education & Civic,Higher Education,Community College,No
42049000400,Census Tract 4,Erie,Raymond M. Blasco Memorial Library,"160, East Front Street, Erie, PA, 16507",42.1367665,-80.0863573,Education & Civic,Library,Public Library,No
42049000400,Census Tract 4,Erie,DaVita Dialysis,"350, East Bayfront Parkway, Erie, PA, 16507",42.138559,-80.0813278,Health,Clinic,Outpatient Clinic,No
42049000400,Census Tract 4,Erie,Modern Dental Group,"333, State Street, Erie, PA, 16507",42.1321015,-80.0860702,Health,Clinic,Dental Office,No
42049000400,Census Tract 4,Erie,UPMC Hamot,"201, State Street, Erie, PA, 16550",42.1338083,-80.0866452,Health,Hospital,Acute Care Hospital,No
42049000400,Census Tract 4,Erie,UPMC Health Plan,"380, East Bayfront Parkway, Erie, PA, 16507",42.1386463,-80.0804981,Health,Clinic,Outpatient Clinic,No
42049000400,Census Tract 4,Erie,UPMC Outpatient Center,"215, Holland Street, Erie, PA, 16507",42.1344639,-80.0833026,Health,Clinic,Outpatient Clinic,No
42049000500,Census Tract 5,Erie,Holy Family Catholic Church,"913, Fulton Street, Erie, PA, 16503",42.135699,-80.0574003,Civic & Social,Faith Community,Place of Worship,No
42049000500,Census Tract 5,Erie,Perseus House,"648, Hess Avenue, Erie, PA, 16503",42.1387793,-80.0573993,Civic & Social,Social Services,Social Services,No
42049000500,Census Tract 5,Erie,Saint Ann Catholic Church,"921, East Avenue, Erie, PA, 16503",42.1341245,-80.0600482,Civic & Social,Faith Community,Place of Worship,No
42049000500,Census Tract 5,Erie,Saint Casimir Catholic Church,"630, Hess Avenue, Erie, PA, 16503",42.139055,-80.0575917,Civic & Social,Faith Community,Place of Worship,No
42049000500,Census Tract 5,Erie,Saint Nicholas Orthodox Church,"1123, East Avenue, Erie, PA, 16503",42.1322425,-80.0589715,Civic & Social,Faith Community,Place of Worship,No
42049000500,Census Tract 5,Erie,East Middle School,"1001, Atkins Street, Erie, PA, 16503",42.1377209,-80.0600376,Education & Civic,School,K-12 School,No
42049000500,Census Tract 5,Erie,East Avenue Speed Check,"1001 East Ave, Erie, PA 16503",42.13349,-80.06021,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000500,Census Tract 5,Erie,East Lake Speed Check 2,"1150 E Lake Rd, Erie, PA 16507",42.13977,-80.05927,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000500,Census Tract 5,Erie,Kaze International Market Llc,"813 East Ave, Erie, PA 16503",42.13539,-80.06115,Food & Grocery,Small Grocery Store,Small Grocery Store,Yes
42049000500,Census Tract 5,Erie,Kwik Fill 154,"1101 E Lake Rd, Erie, PA 16507",42.1388,-80.06104,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000500,Census Tract 5,Erie,"Trawka'S Mom & Pop Grocery,Llc","712 Payne Ave, Erie, PA 16503",42.13814,-80.05403,Food & Grocery,Small Grocery Store,Small Grocery Store,Yes
42049000600,Census Tract 6,Erie,Barber National Institute Senior Center,"1803, East Lake Road, Erie, PA, 16511",42.1439321,-80.045608,Civic & Social,Social Services,Social Services,No
42049000600,Census Tract 6,Erie,Boys & Girls Club of Erie,"1515, East Lake Road, Erie, PA, 16511",42.1410489,-80.0523799,Civic & Social,Social Services,Social Services,No
42049000600,Census Tract 6,Erie,Erie Fire Department,"1937, East Lake Road, Erie, PA, 16511",42.1453811,-80.0419916,Civic & Social,Emergency Services,Fire Station,No
42049000600,Census Tract 6,Erie,Erie Management Group,"1540, East Lake Road, Erie, PA, 16511",42.1430615,-80.0527492,Civic & Social,Financial,Bank/Credit Union,No
42049000600,Census Tract 6,Erie,John E. Horan Community Center,"730, Tacoma Road, Erie, PA, 16511",42.1437622,-80.0375546,Civic & Social,Community Center,Community/Rec Center,No
42049000600,Census Tract 6,Erie,Mount Calvary Catholic Church,"2022, East Lake Road, Erie, PA, 16511",42.1470449,-80.0406104,Civic & Social,Faith Community,Place of Worship,No
42049000600,Census Tract 6,Erie,Widget Financial,"2154, East Lake Road, Erie, PA, 16511",42.147616,-80.0382358,Civic & Social,Financial,Bank/Credit Union,No
42049000600,Census Tract 6,Erie,Youth Leadership Institute of Erie,"1306, East Lake Road, Erie, PA, 16507",42.1402607,-80.057783,Civic & Social,Community Center,Community/Rec Center,No
42049000600,Census Tract 6,Erie,Edison Elementary School,"1916, East 7th Street, Erie, PA, 16511",42.1443979,-80.0422453,Education & Civic,School,K-12 School,No
42049000600,Census Tract 6,Erie,Robert Benjamin Wiley Community Charter School,"1446, East Lake Road, Erie, PA, 16507",42.1420957,-80.055029,Education & Civic,School,K-12 School,No
42049000600,Census Tract 6,Erie,Robert Benjamin Wiley Preparatory Charter School,"426, Eagle Point Boulevard, Erie, PA, 16511",42.1472075,-80.0410078,Education & Civic,School,K-12 School,No
42049000600,Census Tract 6,Erie,Big B Melody 2,"1402 E Lake Rd, Erie, PA 16507",42.14111,-80.05547,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000600,Census Tract 6,Erie,Country Fair 33,"1904 E Lake Rd, Erie, PA 16511",42.14545,-80.04303,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000600,Census Tract 6,Erie,Medicap Pharmacy,"1896, East Lake Road, Erie, PA, 16511",42.1455558,-80.0437627,Health,Pharmacy,Retail Pharmacy,No
42049000700,Census Tract 7,Erie,Erie Fire Department,"832, East Avenue, Erie, PA, 16503",42.1347282,-80.0615016,Civic & Social,Emergency Services,Fire Station,No
42049000700,Census Tract 7,Erie,Full Gospel Apostolic Faith Church,"602, East 8th Street, Erie, PA, 16503",42.1325383,-80.0707963,Civic & Social,Faith Community,Place of Worship,No
42049000700,Census Tract 7,Erie,Saint Mary's Orthodox Church,"721, East 5th Street, Erie, PA, 16507",42.1362003,-80.0695003,Civic & Social,Faith Community,Place of Worship,No
42049000700,Census Tract 7,Erie,Shiloh Baptist Church,"901, East 5th Street, Erie, PA, 16507",42.1376482,-80.0654831,Civic & Social,Faith Community,Place of Worship,No
42049000700,Census Tract 7,Erie,Wayne Park Baptist Temple Church,"923, East 6th Street, Erie, PA, 16503",42.1368846,-80.0641735,Civic & Social,Faith Community,Place of Worship,No
42049000700,Census Tract 7,Erie,Country Fair 83,"810 East Ave, Erie, PA 16503",42.13557,-80.0617,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000700,Census Tract 7,Erie,Dollar General 1335,"714 East Ave, Erie, PA 16503",42.13607,-80.06245,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049000700,Census Tract 7,Erie,Souq Inc,"760 E 12th St, Erie, PA 16503",42.13015,-80.06389,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Yes
42049000700,Census Tract 7,Erie,Wayne Primary Care,"650, East Avenue, Erie, PA, 16503",42.137094,-80.0633152,Health,Clinic,Outpatient Clinic,No
42049000800,Census Tract 8,Erie,Abundant Life Ministries Church,"806, Parade Street, Erie, PA, 16503",42.1302978,-80.0757057,Civic & Social,Faith Community,Place of Worship,No
42049000800,Census Tract 8,Erie,Iglesia De Dios Pentecostal M.I. Renacer,"906, Parade Street, Erie, PA, 16503",42.1293888,-80.0748738,Civic & Social,Faith Community,Place of Worship,No
42049000800,Census Tract 8,Erie,Neighborhood Partnership Center,"254, East 10th Street, Erie, PA, 16503",42.1279254,-80.0771481,Civic & Social,Community Center,Community/Rec Center,No
42049000800,Census Tract 8,Erie,New Life & Spirit Revival Center,"315, East 9th Street, Erie, PA, 16503",42.1287937,-80.0761454,Civic & Social,Faith Community,Place of Worship,No
42049000800,Census Tract 8,Erie,Saint James African Methodist Episcopal Church,"236, East 11th Street, Erie, PA, 16503",42.1265908,-80.0770345,Civic & Social,Faith Community,Place of Worship,No
42049000800,Census Tract 8,Erie,Urban Ministries,"926, Parade Street, Erie, PA, 16503",42.1288826,-80.0744872,Civic & Social,Faith Community,Place of Worship,No
42049000800,Census Tract 8,Erie,Pfeiffer-Burleigh Elementary School,"235, East 11th Street, Erie, PA, 16503",42.1258497,-80.0767053,Education & Civic,School,K-12 School,No
42049000800,Census Tract 8,Erie,Cvs Pharmacy 4082,"410 E 12th St, Erie, PA 16503",42.12727,-80.07236,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049000800,Census Tract 8,Erie,Kang Fuel Food Mart Inc,"605 Parade St, Erie, PA 16503",42.13233,-80.07639,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000800,Census Tract 8,Erie,Palace Life 1,"1102 Parade Street, Erie City, PA 16503",42.12743,-80.07361,Food & Grocery,Small Grocery Store,Small Grocery Store,Yes
42049000800,Census Tract 8,Erie,Shop Rite,"1031 Parade St, Erie, PA 16503",42.12786,-80.07336,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000800,Census Tract 8,Erie,Stop And Go 2,"732 Parade St, Erie, PA 16503",42.13079,-80.07549,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049000800,Census Tract 8,Erie,Uk Supermarket,"1105 Parade St, Erie, PA 16503",42.12757,-80.07298,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Yes
42049000800,Census Tract 8,Erie,AAA Animal Clinic,"336, East 12th Street, Erie, PA, 16503",42.1264512,-80.0740188,Health,Clinic,Veterinary,No
42049000800,Census Tract 8,Erie,CVS Pharmacy,"410, East 12th Street, Erie, PA, 16503",42.1272689,-80.0723472,Health,Pharmacy,Retail Pharmacy,No
42049000800,Census Tract 8,Erie,Kalata Family Practice,"404, East 8th Street, Erie, PA, 16503",42.1308994,-80.0751745,Health,Clinic,Outpatient Clinic,No
42049000901,Census Tract 9.01,Erie,Saint Andrew Catholic Church,"1116, West 7th Street, Erie, PA, 16502",42.120161,-80.1082561,Civic & Social,Faith Community,Place of Worship,No
42049000901,Census Tract 9.01,Erie,Accelerated Learning Academy,"816, North Park Avenue, Erie, PA, 16502",42.1236715,-80.1034311,Education & Civic,School,K-12 School,No
42049000901,Census Tract 9.01,Erie,Big B Shines 1,"624 West 8th St, Erie, PA 16502",42.12241,-80.09831,Food & Grocery,Convenience Store,Convenience Store,Yes
42049000902,Census Tract 9.02,Erie,First Presbyterian Church of the Covenant,"250, West 7th Street, Erie, PA, 16501",42.1270154,-80.0903373,Civic & Social,Faith Community,Place of Worship,No
42049000902,Census Tract 9.02,Erie,Mount Gerizim Christian Center,"823, Cherry Street, Erie, PA, 16502",42.1219079,-80.0965159,Civic & Social,Faith Community,Place of Worship,No
42049000902,Census Tract 9.02,Erie,United Way of Erie County,"420, West 6th Street, Erie, PA, 16507",42.1262621,-80.0950371,Civic & Social,Social Services,Social Services,No
42049000902,Census Tract 9.02,Erie,Easter Group Daycare,"502, Walnut Street, Erie, PA, 16502",42.1235022,-80.0949977,Education & Civic,School,Early Childhood,No
42049000902,Census Tract 9.02,Erie,Family Dollar 11810,"450 W 8th St, Erie, PA 16502",42.12368,-80.09434,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049000902,Census Tract 9.02,Erie,Anesthesia Consultants of Erie,"444, West 8th Street, Erie, PA, 16502",42.1240207,-80.0940131,Health,Clinic,Outpatient Clinic,No
42049000902,Census Tract 9.02,Erie,Kohler III Joseph J DDS,"219, West 7th Street, Erie, PA, 16501",42.1266297,-80.0889448,Health,Clinic,Dental Office,No
42049001000,Census Tract 10,Erie,Erie Fire Department,"208, West 12th Street, Erie, PA, 16501",42.1222694,-80.0856839,Civic & Social,Emergency Services,Fire Station,No
42049001000,Census Tract 10,Erie,Erie West Senior Center,"1210, West 8th Street, Erie, PA, 16502",42.1180953,-80.1101833,Civic & Social,Social Services,Social Services,No
42049001000,Census Tract 10,Erie,Luther Memorial Church,"225, West 10th Street, Erie, PA, 16501",42.1232379,-80.0869652,Civic & Social,Faith Community,Place of Worship,No
42049001000,Census Tract 10,Erie,Saint Peter Cathedral Church,"230, West 10th Street, Erie, PA, 16501",42.1242567,-80.0870879,Civic & Social,Faith Community,Place of Worship,No
42049001000,Census Tract 10,Erie,Cathedral Preparatory School,"225, West 9th Street, Erie, PA, 16501",42.1242243,-80.0879232,Education & Civic,School,K-12 School,No
42049001000,Census Tract 10,Erie,Early Connections,"200, West 11th Street, Erie, PA, 16501",42.1232384,-80.0860127,Education & Civic,School,K-12 School,No
42049001000,Census Tract 10,Erie,Luther Memorial Academy,"220, West 11th Street, Erie, PA, 16501",42.123008,-80.0869787,Education & Civic,School,K-12 School,No
42049001000,Census Tract 10,Erie,Salata Technology Center,"246, West 10th Street, Erie, PA, 16501",42.123908,-80.0878197,Education & Civic,School,K-12 School,No
42049001000,Census Tract 10,Erie,Strong Vincent Middle School,"1330, West 8th Street, Erie, PA, 16502",42.117791,-80.1134522,Education & Civic,School,K-12 School,No
42049001000,Census Tract 10,Erie,Country Fair 61,"1449 W 8th St, Erie, PA 16502",42.11583,-80.11531,Food & Grocery,Convenience Store,Convenience Store,Yes
42049001000,Census Tract 10,Erie,Cvs Pharmacy 11421,"1216 W 6th St, Erie, PA 16507",42.11983,-80.11143,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049001000,Census Tract 10,Erie,CVS Pharmacy,"1216, West 6th Street, Erie, PA, 16507",42.1201104,-80.1116033,Health,Pharmacy,Retail Pharmacy,No
42049001000,Census Tract 10,Erie,Select Specialty Hospital,"252, West 11th Street, Erie, PA, 16501",42.1229589,-80.0877053,Health,Hospital,Acute Care Hospital,No
42049001100,Census Tract 11,Erie,Blessed Sacrament Catholic Church,"1626, West 26th Street, Erie, PA, 16508",42.0991358,-80.1092941,Civic & Social,Faith Community,Place of Worship,No
42049001100,Census Tract 11,Erie,Erie Fire Department,"1740, West 26th Street, Erie, PA, 16508",42.0978231,-80.1125625,Civic & Social,Emergency Services,Fire Station,No
42049001100,Census Tract 11,Erie,Huntington Bank,"2185, West 12th Street, Erie, PA, 16505",42.1049557,-80.1303542,Civic & Social,Financial,Bank/Credit Union,No
42049001100,Census Tract 11,Erie,Second Harvest Food Bank of Northwest Pennsylvania,"1507, Grimm Drive, Erie, PA, 16501",42.1093401,-80.1126205,Civic & Social,Social Services,Social Services,No
42049001100,Census Tract 11,Erie,Tendto Credit Union,"2165, West 21st Street, Erie, PA, 16502",42.0977589,-80.1252912,Civic & Social,Financial,Bank/Credit Union,No
42049001100,Census Tract 11,Erie,Blessed Sacrament School,"2510, Greengarden Boulevard, Erie, PA, 16502",42.0997762,-80.1100074,Education & Civic,School,K-12 School,No
42049001100,Census Tract 11,Erie,Cvs Pharmacy 7684,"1535 W 26th St, Erie, PA 16508",42.09991,-80.10608,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049001100,Census Tract 11,Erie,Dollartree 10289,"1520 W 26th St, Erie, PA 16508",42.1011,-80.10478,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049001100,Census Tract 11,Erie,Family Dollar Store 3529,"1530 W 26th St, Erie, PA 16508",42.09997,-80.10753,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049001100,Census Tract 11,Erie,Krenk Human Resources,"1334, West 26th Street, Erie, PA, 16508",42.1017885,-80.1029187,Health,Clinic,Outpatient Clinic,No
42049001100,Census Tract 11,Erie,UPMC Medical Center,"1330, West 26th Street, Erie, PA, 16508",42.1019215,-80.1023988,Health,Clinic,Outpatient Clinic,No
42049001100,Census Tract 11,Erie,Union Orthotics & Prosthetics,"1910, West 26th Street, Erie, PA, 16508",42.0965125,-80.1159313,Health,Clinic,Dental Office,No
42049001200,Census Tract 12,Erie,Bethesda Trinity Center,"462, West 18th Street, Erie, PA, 16502",42.1147615,-80.0887007,Civic & Social,Community Center,Community/Rec Center,No
42049001200,Census Tract 12,Erie,Church of Jesus Christ In God,"1706, Poplar Street, Erie, PA, 16502",42.1132011,-80.0941646,Civic & Social,Faith Community,Place of Worship,No
42049001200,Census Tract 12,Erie,Church of Mount Zion,"801, West 18th Street, Erie, PA, 16502",42.1119621,-80.0950935,Civic & Social,Faith Community,Place of Worship,No
42049001200,Census Tract 12,Erie,Erie County Community Resource Center,"344A, Erie Central Mall, Erie, PA, 16501",42.1186355,-80.0815459,Civic & Social,Community Center,Community/Rec Center,No
42049001200,Census Tract 12,Erie,Friendship Baptist Church,"1719, Cascade Street, Erie, PA, 16502",42.1110837,-80.0986285,Civic & Social,Faith Community,Place of Worship,No
42049001200,Census Tract 12,Erie,Holy Trinity Lutheran Church,"643, West 17th Street, Erie, PA, 16502",42.1135754,-80.0931894,Civic & Social,Faith Community,Place of Worship,No
42049001200,Census Tract 12,Erie,Mission Celestial Pentecostal Church,"1612, Sassafras Street, Erie, PA, 16502",42.1183572,-80.0828125,Civic & Social,Faith Community,Place of Worship,No
42049001200,Census Tract 12,Erie,Odessa's Place,628,42.1134122,-80.0924192,Civic & Social,Faith Community,Place of Worship,No
42049001200,Census Tract 12,Erie,Primera Iglesia Ebenezer Church,"1701, Chestnut Street, Erie, PA, 16502",42.1161595,-80.0866213,Civic & Social,Faith Community,Place of Worship,No
42049001200,Census Tract 12,Erie,Saint Paul's Catholic Church,"1617, Walnut Street, Erie, PA, 16502",42.1159052,-80.0895164,Civic & Social,Faith Community,Place of Worship,No
42049001200,Census Tract 12,Erie,Saint Paul's School,"453, West 16th Street, Erie, PA, 16502",42.1162201,-80.0888863,Education & Civic,School,K-12 School,No
42049001200,Census Tract 12,Erie,Cherry Speed Check,"607 W 18th St, Erie, PA 16502",42.11316,-80.09152,Food & Grocery,Convenience Store,Convenience Store,Yes
42049001200,Census Tract 12,Erie,Country Fair 38,"1810 Sassafras St, Erie, PA 16502",42.11693,-80.08159,Food & Grocery,Convenience Store,Convenience Store,Yes
42049001200,Census Tract 12,Erie,Dollar General 0270,"1700 Peach St, Erie, PA 16501",42.1187,-80.08128,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Yes
42049001200,Census Tract 12,Erie,Larry'S Central Market,"1626 Sassafras St, Erie, PA 16502",42.118,-80.0823,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Yes
42049001200,Census Tract 12,Erie,Little Italy Farmers Market,"425 W 18th St, Erie, PA 16502",42.11487,-80.08736,Food & Grocery,Farmers' Market,Farmers' Market,Yes
42049001200,Census Tract 12,Erie,One Love Grocery Store Llc 1,"601 West 17th Street, Erie, PA 16502",42.11418,-80.09187,Food & Grocery,Small Grocery Store,Small Grocery Store,Yes
42049001200,Census Tract 12,Erie,Quick Stop Food Store,"408 W 18th St, Erie, PA 16502",42.11566,-80.0859,Food & Grocery,Convenience Store,Convenience Store,Yes
42049001200,Census Tract 12,Erie,DaVita Dialysis,"330, Erie Central Mall, Erie, PA, 16501",42.118512,-80.0814442,Health,Clinic,Outpatient Clinic,No
42049001200,Census Tract 12,Erie,LECOM Medical Center,"537, West 18th Street, Erie, PA, 16502",42.1137527,-80.0898437,Health,Clinic,Outpatient Clinic,No
42049001200,Census Tract 12,Erie,UPMC Home Healthcare,"244, Erie Central Mall, Erie, PA, 16501",42.1189345,-80.0811016,Health,Clinic,Outpatient Clinic,No
42049001200,Census Tract 12,Erie,Williams Dental Laboratory,"151, West 18th Street, Erie, PA, 16501",42.1167998,-80.0808198,Health,Clinic,Dental Office,No
42049001300,Census Tract 13,Erie,Bethel Apolistic Church,"229, East 16th Street, Erie, PA, 16503",42.1216405,-80.0740122,Civic & Social,Faith Community,Place of Worship,No
42049001300,Census Tract 13,Erie,Holy Trinity Catholic Church,"1703, Holland Street, Erie, PA, 16503",42.1206075,-80.0744461,Civic & Social,Faith Community,Place of Worship,No
42049001300,Census Tract 13,Erie,Mount Zion Apostolic Faith Church of God,"757, East 18th Street, Erie, PA, 16503",42.124759,-80.0603489,Civic & Social,Faith Community,Place of Worship,No
42049001300,Census Tract 13,Erie,Prince Hall Temple,"1616, Parade Street, Erie, PA, 16503",42.1227136,-80.070399,Civic & Social,Faith Community,Place of Worship,No
42049001300,Census Tract 13,Erie,United States Postal Service,"1401, State Street, Erie, PA, 16501",42.1216654,-80.0796751,Civic & Social,Government,Post Office,No
42049001300,Census Tract 13,Erie,Saint Martin Early Learning Center,"1727, State Street, Erie, PA, 16501",42.1188581,-80.0777833,Education & Civic,School,Early Childhood,No
42049001300,Census Tract 13,Erie,Country Fair 3,"347 E 12th St, Erie, PA 16503",42.1261,-80.0731,Food & Grocery,Convenience Store,Convenience Store,Yes
42049001300,Census Tract 13,Erie,Himalayan Groceries Llc,"418 E 21st St, Erie, PA 16503",42.11977,-80.06718,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Yes
42049001300,Census Tract 13,Erie,Niethamer & Owens,"1608 Parade St, Erie, PA 16503",42.12286,-80.07063,Food & Grocery,Meat/Poultry Specialty,Meat/Poultry Specialty,Yes
42049001400,Census Tract 14,Erie,Family Worship Center,"1201, Parade Street, Erie, PA, 16503",42.126537,-80.0722061,Civic & Social,Faith Community,Place of Worship,No
42049001400,Census Tract 14,Erie,Saint Stanislaus Catholic Church,"516, East 13th Street, Erie, PA, 16503",42.1271327,-80.069539,Civic & Social,Faith Community,Place of Worship,No
42049001400,Census Tract 14,Erie,Saint Stanislaus School,"507, East 12th Street, Erie, PA, 16503",42.1274344,-80.0699048,Education & Civic,School,K-12 School,No
