ZCTA5CE20,zcta,year,area_name,county_name,median_household_income,total_population,median_age,state,poverty_rate,bachelors_rate,rent_burden_rate,no_vehicle_rate,pct_white_non_hispanic,pct_black,pct_hispanic,pct_asian,pct_other,unemployment_rate,homeownership_rate,snap_participation_rate
16656,16656,2022,Irvona,Clearfield,45938.0,1191,44.7,PA,21.5,11.7,14.1,8.9,88.4,0.0,1.8,0.0,9.8,2.8,86.4,17.9
16661,16661,2022,Madera,Clearfield,50568.0,923,50.0,PA,13.1,8.0,36.4,4.8,93.0,1.1,0.0,2.4,3.5,13.9,94.1,29.9
16666,16666,2022,Osceola Mills,Clearfield,48158.0,2800,52.0,PA,19.3,9.2,9.1,0.9,97.6,0.1,1.7,0.0,0.6,7.9,94.7,22.3
16668,16668,2022,Patton,Clearfield,61750.0,3564,43.7,PA,10.7,13.0,12.7,8.4,97.0,0.1,1.3,0.0,1.6,4.1,80.7,18.4
16671,16671,2022,Ramey,Clearfield,66071.0,404,47.4,PA,3.2,15.6,19.2,3.6,98.0,0.0,0.2,0.0,1.8,3.0,84.3,19.9
16680,16680,2022,Smithmill,Clearfield,76250.0,356,43.5,PA,12.4,16.2,0.0,2.6,100.0,0.0,0.0,0.0,0.0,2.1,92.1,11.9
16686,16686,2022,Tyrone,Clearfield,64433.0,13054,40.5,PA,10.0,14.3,11.4,9.4,96.3,0.3,1.6,0.1,1.7,4.6,72.6,16.6
16692,16692,2022,Westover,Clearfield,67604.0,912,32.3,PA,12.6,13.2,0.0,10.1,93.4,0.3,4.8,0.1,1.4,9.7,82.8,22.8
16701,16701,2022,Bradford,McKean,56748.0,16800,42.4,PA,18.4,13.7,24.3,11.4,93.7,0.3,2.1,0.7,3.2,4.0,73.3,22.0
16720,16720,2022,Austin,Cameron,49009.0,1237,49.4,PA,10.2,8.1,19.5,9.9,97.5,0.0,0.6,0.0,1.9,8.9,84.7,12.7
16724,16724,2022,Crosby,McKean,69375.0,85,46.9,PA,3.5,9.0,0.0,0.0,96.5,0.0,0.0,0.0,3.5,11.4,93.5,22.6
16725,16725,2022,Custer City,McKean,,75,34.6,PA,0.0,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
16726,16726,2022,Cyclone,McKean,60250.0,518,52.0,PA,5.2,7.3,0.0,2.9,97.3,0.0,0.0,0.0,2.7,0.0,87.4,13.8
16727,16727,2022,Derrick City,McKean,84228.0,219,7.7,PA,0.0,33.3,0.0,5.7,100.0,0.0,0.0,0.0,0.0,0.0,35.8,0.0
16729,16729,2022,Duke Center,McKean,60625.0,689,46.8,PA,19.2,12.0,14.0,2.6,99.7,0.0,0.3,0.0,-0.0,8.8,81.3,18.4
16730,16730,2022,East Smethport,McKean,,42,61.9,PA,0.0,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,22.2
16731,16731,2022,Eldred,McKean,57594.0,2364,51.5,PA,10.0,9.3,6.7,3.1,98.7,0.0,0.0,0.2,1.1,9.8,80.7,13.1
16732,16732,2022,Gifford,McKean,61612.0,182,60.6,PA,3.3,9.0,30.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,91.0,2.7
16733,16733,2022,Hazel Hurst,McKean,47679.0,173,65.5,PA,8.1,7.8,61.5,17.0,45.1,0.0,0.0,0.0,54.9,0.0,72.3,27.7
16734,16734,2022,James City,Elk,59643.0,194,48.1,PA,2.6,1.9,7.4,2.1,97.4,0.0,0.0,0.0,2.6,4.7,71.3,14.9
16735,16735,2022,Kane,Elk,53445.0,6411,44.3,PA,7.4,12.7,6.2,4.8,94.4,0.9,1.2,0.6,2.9,5.1,76.9,13.5
16738,16738,2022,Lewis Run,McKean,67841.0,2111,39.2,PA,8.8,7.9,11.1,1.5,55.8,27.9,13.3,0.2,2.8,3.1,86.7,9.1
16740,16740,2022,Mount Jewett,Elk,49750.0,896,43.5,PA,10.8,8.9,1.9,6.4,95.3,0.0,0.0,0.0,4.7,3.7,85.7,21.2
16743,16743,2022,Port Allegany,McKean,56307.0,3894,38.8,PA,17.7,12.8,29.4,4.6,95.8,0.2,1.8,0.3,1.9,8.6,75.6,22.5
16744,16744,2022,Rew,McKean,88000.0,225,37.7,PA,21.3,8.7,0.0,12.8,96.9,0.0,0.0,0.0,3.1,13.6,79.1,0.0
16745,16745,2022,Rixford,McKean,52031.0,631,55.6,PA,0.5,10.5,0.0,3.2,99.4,0.0,0.0,0.6,-0.0,1.9,98.9,2.5
16746,16746,2022,Roulette,McKean,60313.0,1131,48.1,PA,15.8,9.0,24.1,1.7,92.2,0.3,1.0,0.5,6.0,6.9,87.9,23.8
16748,16748,2022,Shinglehouse,McKean,53565.0,2739,47.1,PA,11.4,8.6,2.1,6.6,98.6,0.1,0.5,0.0,0.8,6.7,77.4,14.4
16749,16749,2022,Smethport,Cameron,62917.0,4020,45.3,PA,14.3,12.1,13.1,5.0,96.1,0.8,1.7,0.1,1.3,4.3,81.8,11.6
16750,16750,2022,Turtlepoint,McKean,113500.0,542,52.4,PA,11.1,8.8,12.5,4.5,77.3,4.6,0.0,0.0,18.1,4.1,94.0,3.7
16821,16821,2022,Allport,Clearfield,97292.0,219,40.6,PA,0.0,21.1,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
16825,16825,2022,Bigler,Clearfield,57426.0,241,27.1,PA,0.0,33.0,0.0,0.0,76.8,0.0,18.7,0.0,4.5,6.2,84.2,0.0
16830,16830,2022,Clearfield,Clearfield,52853.0,13644,41.2,PA,17.7,13.6,20.4,11.9,95.8,0.9,1.0,0.8,1.5,8.1,62.6,27.8
16833,16833,2022,Curwensville,Clearfield,56356.0,5208,42.5,PA,11.5,17.7,20.4,4.6,94.7,0.4,1.3,0.2,3.4,7.1,81.6,17.5
16834,16834,2022,Drifting,Clearfield,106990.0,677,37.7,PA,2.1,29.9,82.4,5.6,100.0,0.0,0.0,0.0,0.0,0.0,93.1,8.1
16836,16836,2022,Frenchville,Clearfield,55156.0,1097,53.3,PA,10.2,7.5,18.2,1.8,96.8,0.7,0.0,2.1,0.4,4.9,91.0,17.7
16837,16837,2022,Glen Richey,Clearfield,36042.0,136,58.7,PA,24.3,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,46.8
16838,16838,2022,Grampian,Clearfield,55909.0,1831,48.5,PA,21.8,10.6,45.1,2.9,95.5,0.0,3.8,0.1,0.6,7.3,77.2,19.9
16839,16839,2022,Grassflat,Clearfield,61750.0,406,35.8,PA,9.9,16.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.6,97.3,19.7
16840,16840,2022,Hawk Run,Clearfield,52344.0,303,54.8,PA,0.0,0.0,0.0,10.4,100.0,0.0,0.0,0.0,0.0,15.0,82.6,44.4
16843,16843,2022,Hyde,Clearfield,48698.0,354,55.0,PA,28.2,1.9,0.0,4.6,100.0,0.0,0.0,0.0,0.0,3.1,78.9,36.0
16845,16845,2022,Karthaus,Clearfield,69135.0,1056,40.6,PA,10.3,3.8,16.7,1.9,87.8,4.8,4.8,0.0,2.6,6.1,94.2,9.0
16847,16847,2022,Kylertown,Clearfield,55000.0,368,39.0,PA,13.0,7.4,0.0,0.0,62.0,0.0,31.5,0.0,6.5,8.4,74.6,16.7
16849,16849,2022,Lanse,Clearfield,30938.0,70,63.6,PA,12.9,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,9.1
16855,16855,2022,Mineral Springs,Clearfield,,87,42.1,PA,11.5,0.0,0.0,37.5,100.0,0.0,0.0,0.0,0.0,28.0,65.0,0.0
16858,16858,2022,Morrisdale,Clearfield,54734.0,3826,51.1,PA,11.8,8.2,23.5,5.3,96.4,0.0,1.0,0.0,2.6,4.6,84.6,9.8
16859,16859,2022,Moshannon,Clearfield,66250.0,494,50.1,PA,7.7,13.4,0.0,14.3,93.1,0.0,6.3,0.6,0.0,1.4,94.6,8.5
16860,16860,2022,Munson,Clearfield,70923.0,362,52.7,PA,3.3,0.0,,0.0,82.9,0.0,17.1,0.0,-0.0,0.0,100.0,20.4
16861,16861,2022,New Millport,Clearfield,22197.0,286,56.7,PA,15.4,10.5,0.0,9.7,92.7,0.0,0.0,7.3,-0.0,7.9,96.8,22.7
16863,16863,2022,Olanta,Clearfield,66429.0,594,50.3,PA,9.1,7.4,0.0,7.3,95.1,0.0,0.0,0.0,4.9,5.0,80.8,9.6
16866,16866,2022,Philipsburg,Clearfield,50864.0,9365,45.4,PA,15.4,11.6,17.5,14.2,85.1,6.6,6.1,0.8,1.4,4.8,68.5,21.2
16871,16871,2022,Pottersdale,Clearfield,70893.0,52,31.4,PA,0.0,42.9,0.0,0.0,96.2,0.0,3.8,0.0,-0.0,0.0,75.0,0.0
16876,16876,2022,Wallaceton,Clearfield,44821.0,242,47.4,PA,19.8,8.1,5.9,13.6,93.0,6.2,0.0,0.0,0.8,10.6,83.5,27.2
16878,16878,2022,West Decatur,Clearfield,66136.0,1798,45.9,PA,14.7,7.3,42.9,2.3,97.5,0.8,0.6,0.2,0.9,7.8,88.4,19.1
16879,16879,2022,Winburne,Clearfield,47841.0,408,51.3,PA,21.3,8.2,0.0,0.0,97.3,0.0,0.0,0.0,2.7,9.3,75.7,21.4
16881,16881,2022,Woodland,Clearfield,61429.0,2439,50.6,PA,13.4,11.6,0.0,1.8,95.7,0.0,0.0,0.0,4.3,5.6,89.5,24.0
17764,17764,2022,Renovo,Cameron,40990.0,2405,52.2,PA,20.1,5.9,14.3,13.4,91.6,0.7,2.7,0.2,4.8,10.9,68.6,25.8
17778,17778,2022,Westport,Clearfield,76875.0,130,31.7,PA,3.8,2.6,0.0,6.7,100.0,0.0,0.0,0.0,0.0,0.0,84.4,0.0
15711,15711,2023,Anita,Jefferson,44375.0,357,36.9,PA,19.9,12.0,23.3,6.7,100.0,0.0,0.0,0.0,0.0,5.3,79.9,16.1
15715,15715,2023,Big Run,Jefferson,54722.0,498,45.4,PA,20.8,6.3,13.5,2.2,97.8,0.0,0.8,0.0,1.4,2.7,67.0,18.8
15721,15721,2023,Burnside,Clearfield,43750.0,167,50.0,PA,36.5,0.0,91.7,30.1,99.4,0.0,0.0,0.0,0.6,30.0,83.6,27.4
15724,15724,2023,Cherry Tree,Clearfield,65625.0,2069,53.1,PA,9.6,4.3,4.4,5.7,98.0,0.0,0.7,0.0,1.3,4.0,86.1,10.1
15730,15730,2023,Coolspring,Jefferson,63482.0,140,49.1,PA,4.3,14.4,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,84.5,0.0
15733,15733,2023,De Lancey,Jefferson,,71,57.5,PA,12.7,0.0,,45.9,100.0,0.0,0.0,0.0,0.0,0.0,100.0,70.3
15742,15742,2023,Glen Campbell,Clearfield,51635.0,1007,39.5,PA,8.7,9.8,0.0,8.0,97.9,0.0,0.3,0.1,1.7,3.5,84.4,19.8
15744,15744,2023,Hamilton,Jefferson,109688.0,46,33.8,PA,0.0,29.7,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
15753,15753,2023,La Jose,Clearfield,53625.0,425,52.9,PA,15.7,6.5,13.3,3.4,98.4,0.0,0.0,0.0,1.6,2.8,82.9,26.9
15757,15757,2023,Mahaffey,Clearfield,51328.0,1200,55.9,PA,13.7,6.6,5.6,1.2,98.1,0.0,0.6,0.2,1.1,1.4,84.2,18.7
15763,15763,2023,Northpoint,Jefferson,,22,70.3,PA,0.0,13.6,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,56.2,0.0
15764,15764,2023,Oliveburg,Jefferson,58750.0,154,47.2,PA,3.9,7.9,0.0,0.0,92.9,0.0,0.0,0.0,7.1,0.0,91.9,4.8
15767,15767,2023,Punxsutawney,Clearfield,49907.0,14136,43.0,PA,19.1,12.8,25.3,11.3,97.2,0.2,0.4,0.0,2.2,4.4,70.4,17.8
15770,15770,2023,Ringgold,Jefferson,44688.0,192,49.3,PA,17.7,5.4,12.5,1.2,94.8,0.0,5.2,0.0,0.0,0.0,90.4,8.4
15772,15772,2023,Rossiter,Jefferson,54500.0,1544,43.5,PA,13.2,7.0,9.5,10.8,97.7,0.8,0.0,0.0,1.5,5.3,74.9,16.1
15776,15776,2023,Sprankle Mills,Jefferson,26250.0,29,36.7,PA,10.3,16.7,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0
15778,15778,2023,Timblin,Jefferson,85417.0,364,43.7,PA,8.2,4.9,0.0,7.7,90.1,0.0,8.2,0.0,1.7,1.7,98.5,10.8
15780,15780,2023,Valier,Jefferson,77500.0,65,43.1,PA,0.0,6.4,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0
15781,15781,2023,Walston,Jefferson,43750.0,76,62.0,PA,0.0,8.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,94.3,5.7
15784,15784,2023,Worthville,Jefferson,58125.0,49,63.2,PA,2.0,6.1,33.3,0.0,93.9,0.0,6.1,0.0,-0.0,0.0,89.3,0.0
15801,15801,2023,Du Bois,Clearfield,66380.0,20251,44.8,PA,9.9,20.8,23.0,8.4,95.5,0.3,3.1,0.7,0.4,4.1,73.8,17.8
15821,15821,2023,Benezett,Elk,48750.0,64,58.1,PA,0.0,10.9,0.0,0.0,96.9,0.0,0.0,0.0,3.1,14.7,84.1,0.0
15823,15823,2023,Brockport,Clearfield,62695.0,1289,52.4,PA,10.6,10.8,20.2,4.9,98.2,0.1,0.0,0.5,1.2,4.0,84.9,10.0
15824,15824,2023,Brockway,Clearfield,62500.0,4954,42.3,PA,10.7,10.1,5.3,5.4,97.3,0.5,0.5,0.0,1.7,5.3,79.1,10.4
15825,15825,2023,Brookville,Jefferson,61522.0,9407,44.2,PA,12.7,12.1,19.3,7.2,94.0,0.5,2.1,0.9,2.5,4.9,71.3,13.7
15827,15827,2023,Byrnedale,Elk,72000.0,345,49.0,PA,1.7,14.8,,0.0,98.8,0.0,0.0,0.0,1.2,8.5,100.0,2.3
15828,15828,2023,Clarington,Jefferson,35938.0,287,62.0,PA,12.2,8.5,0.0,15.3,95.5,0.0,2.1,0.0,2.4,1.0,79.3,15.3
15829,15829,2023,Corsica,Jefferson,66719.0,1313,44.6,PA,10.5,15.7,19.2,3.8,95.6,0.3,0.2,0.0,3.9,3.5,81.2,19.7
15831,15831,2023,Dagus Mines,Elk,,56,50.7,PA,0.0,0.0,0.0,0.0,91.1,0.0,0.0,0.0,8.9,0.0,25.0,0.0
15832,15832,2023,Driftwood,Clearfield,40139.0,282,63.1,PA,8.9,5.9,0.0,2.0,92.9,0.0,1.1,1.4,4.6,11.5,75.2,20.3
15834,15834,2023,Emporium,Elk,47880.0,4086,51.0,PA,16.5,8.5,25.1,13.6,92.8,0.0,2.0,0.5,4.7,9.6,67.7,27.7
15840,15840,2023,Falls Creek,Clearfield,55125.0,1807,45.2,PA,13.3,15.0,15.2,1.8,94.2,1.8,0.0,0.5,3.5,4.4,76.2,14.5
15841,15841,2023,Force,Elk,27386.0,188,55.6,PA,1.6,0.0,0.0,20.9,97.9,0.0,2.1,0.0,-0.0,0.0,83.5,14.3
15845,15845,2023,Johnsonburg,Elk,65000.0,3109,46.3,PA,9.4,11.7,7.2,5.5,93.8,0.0,1.4,0.0,4.8,7.8,78.1,15.6
15846,15846,2023,Kersey,Clearfield,77917.0,3361,47.1,PA,6.2,11.7,0.0,1.7,97.1,0.7,0.0,1.2,1.0,2.8,81.7,9.0
15847,15847,2023,Knox Dale,Jefferson,84583.0,80,22.9,PA,0.0,0.0,40.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,76.2,23.8
15848,15848,2023,Luthersburg,Clearfield,62917.0,1081,40.5,PA,4.6,9.7,5.2,16.3,98.3,0.0,0.0,1.4,0.3,4.5,85.6,18.1
15849,15849,2023,Penfield,Clearfield,59412.0,1285,49.6,PA,14.6,6.0,25.0,4.9,95.3,0.1,0.0,1.2,3.4,3.2,78.9,25.0
15851,15851,2023,Reynoldsville,Clearfield,60842.0,7227,40.5,PA,17.9,9.6,18.0,9.4,96.3,0.2,0.7,0.2,2.6,5.3,77.4,17.4
15853,15853,2023,Ridgway,Jefferson,60380.0,6330,45.5,PA,11.7,16.1,29.6,7.6,95.0,0.2,0.7,0.5,3.6,4.5,76.7,19.5
15856,15856,2023,Rockton,Clearfield,61667.0,883,51.0,PA,8.7,16.3,10.5,4.0,96.4,0.0,1.7,0.2,1.7,1.2,90.5,11.1
15857,15857,2023,Saint Marys,Elk,64894.0,12825,49.8,PA,8.3,13.9,13.3,9.1,93.2,1.7,1.6,0.3,3.2,8.4,76.0,16.5
15860,15860,2023,Sigel,Jefferson,67000.0,1193,50.8,PA,11.8,11.4,0.0,7.3,97.7,0.0,0.3,0.2,1.8,6.4,83.3,14.4
15861,15861,2023,Sinnamahoning,Clearfield,76563.0,107,66.1,PA,8.4,14.3,0.0,9.1,96.3,0.0,0.0,0.0,3.7,0.0,94.5,12.7
15863,15863,2023,Stump Creek,Jefferson,65417.0,135,43.3,PA,18.9,4.0,,5.1,89.6,0.0,3.7,0.0,6.7,6.7,100.0,44.1
15864,15864,2023,Summerville,Jefferson,61417.0,1852,45.1,PA,14.7,13.2,5.1,3.5,96.9,0.0,2.3,0.0,0.8,4.0,77.9,11.3
15865,15865,2023,Sykesville,Clearfield,37885.0,1023,51.1,PA,17.7,14.6,11.1,12.5,96.1,3.3,0.6,0.0,0.0,5.0,64.9,24.7
15866,15866,2023,Troutville,Clearfield,78750.0,160,33.3,PA,4.4,9.9,0.0,13.8,88.1,0.0,0.0,0.0,11.9,0.0,91.4,8.6
15868,15868,2023,Weedville,Clearfield,61042.0,1596,46.0,PA,11.0,14.3,8.9,1.8,97.7,0.0,0.0,0.0,2.3,4.6,88.3,19.8
15870,15870,2023,Wilcox,Elk,58750.0,1239,50.4,PA,12.6,10.5,0.0,5.6,97.7,0.0,0.3,0.2,1.8,3.4,92.7,10.3
16020,16020,2023,Boyers,Venango,85625.0,1179,43.8,PA,6.0,10.3,13.8,3.0,98.0,0.0,0.5,0.2,1.3,5.8,93.3,12.2
16028,16028,2023,East Brady,Clarion,61250.0,2053,43.5,PA,8.9,14.0,15.9,5.3,91.5,0.3,0.7,0.6,6.9,2.7,71.4,24.8
16036,16036,2023,Foxburg,Clarion,59911.0,297,43.8,PA,4.4,24.5,2.5,1.6,98.0,0.0,0.0,0.0,2.0,11.7,67.5,20.3
16038,16038,2023,Harrisville,Venango,74868.0,3213,47.5,PA,6.8,11.0,8.2,5.2,96.7,0.2,0.4,0.2,2.5,5.0,77.9,7.3
16041,16041,2023,Karns City,Clarion,68750.0,1865,47.5,PA,10.3,11.4,28.4,2.3,96.7,0.1,0.0,0.0,3.2,2.4,86.2,13.8
16049,16049,2023,Parker,Clarion,63295.0,2897,47.6,PA,14.3,6.8,11.6,4.6,96.3,0.8,0.4,0.0,2.5,6.6,81.8,20.3
16054,16054,2023,Saint Petersburg,Clarion,70250.0,358,53.6,PA,5.9,8.5,0.0,0.7,96.9,0.0,0.6,0.0,2.5,9.7,87.6,5.2
16110,16110,2023,Adamsville,Crawford,82938.0,380,45.4,PA,3.4,8.5,0.0,14.5,100.0,0.0,0.0,0.0,0.0,0.0,91.0,6.9
16111,16111,2023,Atlantic,Crawford,55833.0,1168,34.3,PA,16.9,4.0,0.0,30.1,95.6,0.9,0.0,0.3,3.2,2.9,85.1,6.3
16125,16125,2023,Greenville,Crawford,56851.0,17088,47.9,PA,11.2,14.3,15.9,8.8,94.0,0.6,0.8,0.7,3.9,6.4,71.5,20.2
16127,16127,2023,Grove City,Venango,69842.0,15295,36.9,PA,9.3,21.6,17.2,6.3,92.0,1.5,1.4,1.2,3.9,3.4,74.3,15.6
16130,16130,2023,Hadley,Crawford,57171.0,1876,49.0,PA,13.7,12.5,5.4,4.1,97.3,0.0,0.5,0.0,2.2,2.7,83.3,6.9
16131,16131,2023,Hartstown,Crawford,62989.0,784,48.4,PA,15.3,11.1,33.9,5.8,94.9,0.0,3.8,0.0,1.3,6.3,84.7,15.6
16134,16134,2023,Jamestown,Crawford,57798.0,4080,49.4,PA,13.1,8.2,10.9,6.5,97.4,0.1,0.7,0.2,1.6,4.9,84.3,19.1
16145,16145,2023,Sandy Lake,Venango,64500.0,2674,44.9,PA,9.1,19.5,6.0,1.8,92.8,0.3,1.3,0.0,5.6,5.4,81.6,11.3
16153,16153,2023,Stoneboro,Venango,64625.0,2303,40.3,PA,12.2,17.7,15.8,5.5,95.0,0.3,1.7,0.3,2.7,1.2,77.7,18.4
16213,16213,2023,Callensburg,Clarion,65000.0,119,43.9,PA,1.7,11.7,0.0,7.1,99.2,0.0,0.0,0.0,0.8,0.0,73.2,8.9
16214,16214,2023,Clarion,Clarion,53430.0,8655,28.8,PA,24.3,23.1,36.9,5.2,88.8,6.1,3.3,0.8,1.0,8.9,48.3,20.5
16217,16217,2023,Cooksburg,Jefferson,54219.0,87,65.1,PA,4.6,4.6,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,94.9,5.1
16218,16218,2023,Cowansville,Clarion,72232.0,1138,42.5,PA,12.1,19.3,20.8,3.6,91.8,4.0,1.3,0.0,2.9,6.9,87.2,15.7
16220,16220,2023,Crown,Clarion,,72,50.0,PA,0.0,0.0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
16222,16222,2023,Dayton,Jefferson,61313.0,3139,34.0,PA,11.5,10.5,15.0,13.1,98.8,0.0,0.5,0.0,0.7,8.9,89.8,14.7
16224,16224,2023,Fairmount City,Clarion,77853.0,827,50.6,PA,9.2,10.9,9.8,6.9,98.3,0.0,0.2,0.0,1.5,2.9,83.2,7.2
16230,16230,2023,Hawthorn,Clarion,46696.0,485,40.8,PA,7.8,12.5,30.2,6.2,99.0,0.6,0.2,0.0,0.2,9.0,77.9,20.0
16232,16232,2023,Knox,Clarion,58583.0,4091,43.3,PA,11.6,14.6,7.1,8.0,96.6,0.0,0.1,0.5,2.8,4.8,76.8,20.0
16233,16233,2023,Leeper,Jefferson,89787.0,1148,49.3,PA,1.9,12.9,12.1,2.1,98.9,0.0,0.6,0.0,0.5,0.7,93.1,4.6
16235,16235,2023,Lucinda,Clarion,80972.0,1407,43.1,PA,4.3,21.9,3.6,1.6,89.8,0.0,1.1,0.0,9.1,1.5,90.8,2.6
16239,16239,2023,Marienville,Elk,50218.0,3988,40.9,PA,11.2,8.8,4.4,4.5,65.8,22.8,7.5,0.7,3.2,2.1,63.6,16.2
16240,16240,2023,Mayport,Jefferson,59722.0,1436,45.3,PA,12.0,7.6,18.9,3.4,99.3,0.1,0.0,0.2,0.4,0.9,81.8,16.8
16242,16242,2023,New Bethlehem,Clarion,54727.0,4328,44.0,PA,16.9,11.4,13.7,7.0,97.9,0.3,0.4,0.3,1.1,2.7,72.6,14.4
16245,16245,2023,Oak Ridge,Clarion,48750.0,262,53.5,PA,7.3,9.6,29.4,11.3,95.8,0.0,0.0,3.4,0.8,10.4,86.3,16.9
16248,16248,2023,Rimersburg,Clarion,62425.0,3177,48.3,PA,13.6,9.7,17.1,6.0,94.6,0.9,0.8,1.4,2.3,4.1,72.8,18.4
16254,16254,2023,Shippenville,Clarion,57250.0,3468,44.5,PA,8.6,14.2,6.4,4.8,95.8,1.2,0.4,0.3,2.3,6.5,81.2,13.2
16255,16255,2023,Sligo,Clarion,65357.0,1956,42.8,PA,13.5,9.3,27.2,12.7,94.6,0.0,0.9,0.0,4.5,4.7,74.9,16.6
16256,16256,2023,Smicksburg,Jefferson,57847.0,1925,19.5,PA,20.1,9.8,0.0,47.0,98.7,0.0,0.8,0.1,0.4,4.7,90.5,9.5
16258,16258,2023,Strattanville,Jefferson,51125.0,1870,41.6,PA,10.5,8.5,13.3,13.3,95.4,0.1,0.2,0.0,4.3,1.4,69.4,18.5
16259,16259,2023,Templeton,Clarion,60326.0,2111,46.3,PA,9.7,4.9,8.8,4.4,96.8,0.0,2.0,0.0,1.2,5.0,82.6,18.9
16260,16260,2023,Vowinckel,Clarion,50104.0,284,55.3,PA,3.5,20.7,0.0,3.8,100.0,0.0,0.0,0.0,0.0,3.1,97.7,3.8
16301,16301,2023,Oil City,Venango,57368.0,15067,44.9,PA,16.4,11.6,22.3,11.2,92.9,0.9,1.5,0.6,4.1,6.3,70.6,27.4
16311,16311,2023,Carlton,Venango,73750.0,397,53.8,PA,6.0,6.5,0.0,6.8,97.0,0.0,2.0,0.0,1.0,0.0,92.7,7.8
16312,16312,2023,Chandlers Valley,Warren,,0,,PA,,,,,,,,,,,,
16313,16313,2023,Clarendon,McKean,54052.0,1705,53.5,PA,17.1,7.2,3.7,2.9,93.8,0.4,3.9,0.3,1.6,4.2,82.1,17.1
16314,16314,2023,Cochranton,Venango,70021.0,5439,46.4,PA,8.1,12.6,6.3,3.9,94.5,0.1,0.6,0.3,4.5,5.4,87.1,13.2
16316,16316,2023,Conneaut Lake,Crawford,64906.0,4688,50.2,PA,10.0,13.9,10.0,4.6,95.3,0.0,2.5,0.0,2.2,5.3,78.2,12.6
16317,16317,2023,Cooperstown,Venango,55956.0,1335,49.6,PA,10.6,9.4,43.0,6.2,97.3,0.0,0.7,0.0,2.0,15.8,78.4,16.6
16319,16319,2023,Cranberry,Clarion,62679.0,1050,62.3,PA,5.5,10.0,0.0,1.9,94.4,0.8,4.8,0.0,-0.0,0.0,95.6,11.8
16321,16321,2023,East Hickory,Forest,,10,62.3,PA,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0
16322,16322,2023,Endeavor,Forest,23500.0,117,50.7,PA,43.6,0.0,0.0,6.0,97.4,0.0,0.0,0.0,2.6,6.0,92.0,8.0
16323,16323,2023,Franklin,Venango,62233.0,14694,47.1,PA,11.0,13.9,13.8,7.1,92.2,2.4,0.8,0.2,4.4,6.9,71.1,17.0
16326,16326,2023,Fryburg,Clarion,83365.0,316,54.0,PA,5.4,19.0,0.0,2.2,100.0,0.0,0.0,0.0,0.0,0.0,77.4,0.0
16327,16327,2023,Guys Mills,Venango,70893.0,2544,40.5,PA,9.1,15.2,8.9,4.5,94.1,1.1,1.3,0.0,3.5,1.4,87.5,10.5
16328,16328,2023,Hydetown,Crawford,45208.0,233,46.8,PA,9.3,4.0,0.0,23.1,98.3,0.0,0.0,0.0,1.7,21.3,82.4,23.1
16329,16329,2023,Irvine,Warren,68333.0,456,45.2,PA,1.1,6.2,0.0,10.2,97.8,0.0,0.0,0.0,2.2,6.2,80.1,11.4
16331,16331,2023,Kossuth,Clarion,,147,57.2,PA,10.9,26.2,0.0,5.4,100.0,0.0,0.0,0.0,0.0,0.0,75.0,17.9
16332,16332,2023,Lickingville,Clarion,40375.0,88,34.0,PA,4.5,3.2,28.6,10.8,100.0,0.0,0.0,0.0,0.0,0.0,62.2,18.9
16333,16333,2023,Ludlow,McKean,44500.0,191,56.8,PA,4.2,4.4,0.0,0.0,98.4,0.0,0.0,0.0,1.6,8.2,97.9,15.6
16334,16334,2023,Marble,Clarion,71364.0,448,48.7,PA,12.3,12.9,5.9,5.7,100.0,0.0,0.0,0.0,0.0,2.0,75.7,7.1
16335,16335,2023,Meadville,Crawford,58531.0,27112,43.5,PA,11.8,15.9,18.4,10.2,91.4,3.1,1.2,1.0,3.3,3.8,60.2,20.7
16340,16340,2023,Pittsfield,Warren,57813.0,1849,45.7,PA,12.8,13.8,0.0,4.0,94.0,0.0,2.2,0.5,3.3,5.7,89.6,15.9
16341,16341,2023,Pleasantville,Venango,60260.0,1790,52.1,PA,11.8,14.5,18.8,2.1,95.3,0.0,2.2,0.6,1.9,6.0,91.9,14.7
16342,16342,2023,Polk,Venango,62227.0,2185,54.8,PA,16.1,14.4,25.5,5.9,94.1,1.0,1.2,0.2,3.5,4.3,89.2,14.8
