agency_name,agency_ref,county,program_type,date,adults,children,new_households,seniors,total_individuals
Christian Cupboard - FP,01052,Erie,Food Pantry/TEFAP,2025-05-31,113.0,58.0,6.0,119.0,290.0
Christian Cupboard - FP,01052,Erie,Food Pantry/TEFAP,2025-06-30,128.0,61.0,11.0,125.0,314.0
Christian Food Bank - FP,01662,Elk,Food Pantry/TEFAP,2024-07-31,241.0,148.0,0.0,96.0,488.0
Christian Food Bank - FP,01662,Elk,Food Pantry/TEFAP,2024-08-31,231.0,142.0,11.0,102.0,475.0
Christian Food Bank - FP,01662,Elk,Food Pantry/TEFAP,2024-09-30,211.0,126.0,9.0,103.0,440.0
Christian Food Bank - FP,01662,Elk,Food Pantry/TEFAP,2024-10-31,225.0,144.0,6.0,103.0,472.0
Christian Food Bank - FP,01662,Elk,Food Pantry/TEFAP,2024-11-30,249.0,172.0,14.0,116.0,537.0
Christian Food Bank - FP,01662,Elk,Food Pantry/TEFAP,2024-12-31,245.0,156.0,4.0,106.0,507.0
Christian Food Bank - FP,01662,Elk,Food Pantry/TEFAP,2025-01-31,235.0,151.0,9.0,105.0,491.0
Christian Food Bank - FP,01662,Elk,Food Pantry/TEFAP,2025-02-28,229.0,146.0,11.0,102.0,477.0
Christian Food Bank - FP,01662,Elk,Food Pantry/TEFAP,2025-03-31,226.0,142.0,6.0,102.0,480.0
Christian Food Bank - FP,01662,Elk,Food Pantry/TEFAP,2025-04-30,257.0,154.0,6.0,115.0,526.0
Christian Food Bank - FP,01662,Elk,Food Pantry/TEFAP,2025-05-31,266.0,167.0,4.0,116.0,549.0
Christian Food Bank - FP,01662,Elk,Food Pantry/TEFAP,2025-06-30,256.0,158.0,9.0,112.0,526.0
Church of the Ascension - FP,06047,Mckean,Produce Express,2024-07-31,105.0,40.0,86.0,25.0,170.0
Church of the Ascension - FP,06047,Mckean,Produce Express,2024-08-31,112.0,46.0,40.0,28.0,186.0
Church of the Ascension - FP,06047,Mckean,Produce Express,2024-09-30,151.0,64.0,13.0,39.0,256.0
Church of the Ascension - FP,06047,Mckean,Produce Express,2024-10-31,137.0,60.0,16.0,31.0,225.0
Church of the Ascension - FP,06047,Mckean,Produce Express,2024-11-30,145.0,61.0,15.0,44.0,240.0
Church of the Ascension - FP,06047,Mckean,Produce Express,2024-12-31,134.0,59.0,13.0,35.0,225.0
Church of the Ascension - FP,06047,Mckean,Produce Express,2025-01-31,109.0,49.0,9.0,28.0,187.0
Church of the Ascension - FP,06047,Mckean,Produce Express,2025-02-28,110.0,38.0,11.0,35.0,183.0
Church of the Ascension - FP,06047,Mckean,Produce Express,2025-03-31,114.0,31.0,4.0,38.0,183.0
Church of the Ascension - FP,06047,Mckean,Produce Express,2025-04-30,109.0,56.0,5.0,40.0,205.0
Church of the Ascension - FP,06047,Mckean,Produce Express,2025-05-31,134.0,50.0,7.0,38.0,222.0
Church of the Ascension - FP,06047,Mckean,Produce Express,2025-06-30,133.0,51.0,12.0,45.0,232.0
Church of the Nativity - FP,01474,Erie,Food Pantry/TEFAP,2024-07-31,27.0,8.0,0.0,7.0,44.0
Church of the Nativity - FP,01474,Erie,Food Pantry/TEFAP,2024-08-31,31.0,14.0,2.0,8.0,53.0
Church of the Nativity - FP,01474,Erie,Food Pantry/TEFAP,2024-09-30,32.0,14.0,2.0,9.0,55.0
Church of the Nativity - FP,01474,Erie,Food Pantry/TEFAP,2024-10-31,36.0,14.0,1.0,9.0,59.0
Church of the Nativity - FP,01474,Erie,Food Pantry/TEFAP,2024-11-30,42.0,19.0,5.0,10.0,71.0
Church of the Nativity - FP,01474,Erie,Food Pantry/TEFAP,2024-12-31,34.0,12.0,0.0,10.0,56.0
Church of the Nativity - FP,01474,Erie,Food Pantry/TEFAP,2025-01-31,29.0,14.0,1.0,8.0,51.0
Church of the Nativity - FP,01474,Erie,Food Pantry/TEFAP,2025-02-28,35.0,12.0,1.0,10.0,57.0
Church of the Nativity - FP,01474,Erie,Food Pantry/TEFAP,2025-03-31,28.0,13.0,0.0,10.0,51.0
Church of the Nativity - FP,01474,Erie,Food Pantry/TEFAP,2025-04-30,35.0,16.0,3.0,10.0,61.0
Church of the Nativity - FP,01474,Erie,Food Pantry/TEFAP,2025-05-31,24.0,15.0,0.0,11.0,50.0
Church of the Nativity - FP,01474,Erie,Food Pantry/TEFAP,2025-06-30,33.0,28.0,4.0,12.0,73.0
Clarion First United Methodist Church - FP,01671,Clarion,Food Pantry/TEFAP,2024-07-31,88.0,34.0,3.0,42.0,164.0
Clarion First United Methodist Church - FP,01671,Clarion,Food Pantry/TEFAP,2024-08-31,116.0,56.0,20.0,38.0,210.0
Clarion First United Methodist Church - FP,01671,Clarion,Food Pantry/TEFAP,2024-09-30,108.0,53.0,96.0,51.0,212.0
Clarion First United Methodist Church - FP,01671,Clarion,Food Pantry/TEFAP,2024-10-31,88.0,42.0,13.0,43.0,173.0
Clarion First United Methodist Church - FP,01671,Clarion,Food Pantry/TEFAP,2024-11-30,114.0,46.0,11.0,46.0,206.0
Clarion First United Methodist Church - FP,01671,Clarion,Food Pantry/TEFAP,2024-12-31,104.0,48.0,14.0,40.0,192.0
Clarion First United Methodist Church - FP,01671,Clarion,Food Pantry/TEFAP,2025-01-31,115.0,43.0,8.0,43.0,201.0
Clarion First United Methodist Church - FP,01671,Clarion,Food Pantry/TEFAP,2025-02-28,97.0,45.0,6.0,48.0,190.0
Clarion First United Methodist Church - FP,01671,Clarion,Food Pantry/TEFAP,2025-03-31,100.0,45.0,6.0,64.0,209.0
Clarion First United Methodist Church - FP,01671,Clarion,Food Pantry/TEFAP,2025-04-30,115.0,43.0,11.0,59.0,217.0
Clarion First United Methodist Church - FP,01671,Clarion,Food Pantry/TEFAP,2025-05-31,123.0,31.0,13.0,56.0,210.0
Clarion First United Methodist Church - FP,01671,Clarion,Food Pantry/TEFAP,2025-06-30,105.0,26.0,4.0,62.0,193.0
Clark Elementary - SCHOOL PANTRY,09765,Erie,BackPacks,2024-10-31,0.0,20.0,0.0,0.0,0.0
Clark Elementary - SCHOOL PANTRY,09765,Erie,BackPacks,2024-11-30,0.0,20.0,0.0,0.0,0.0
Clark Elementary - SCHOOL PANTRY,09765,Erie,BackPacks,2024-12-31,0.0,21.0,0.0,0.0,0.0
Clark Elementary - SCHOOL PANTRY,09765,Erie,BackPacks,2025-01-31,0.0,21.0,0.0,0.0,0.0
Clark Elementary - SCHOOL PANTRY,09765,Erie,BackPacks,2025-02-28,0.0,19.0,0.0,0.0,0.0
Clark Elementary - SCHOOL PANTRY,09765,Erie,BackPacks,2025-03-31,0.0,19.0,0.0,0.0,0.0
Clark Elementary - SCHOOL PANTRY,09765,Erie,BackPacks,2025-04-30,0.0,23.0,0.0,0.0,0.0
Clark Elementary - SCHOOL PANTRY,09765,Erie,BackPacks,2025-05-31,0.0,23.0,0.0,0.0,0.0
Clearfield - Military Share,10098,Clearfield,Produce Express,2024-07-31,15.0,2.0,23.0,34.0,51.0
Clearfield - Military Share,10098,Clearfield,Produce Express,2024-09-30,26.0,1.0,27.0,57.0,84.0
Clearfield - Military Share,10098,Clearfield,Produce Express,2024-11-30,40.0,12.0,46.0,103.0,155.0
Clearfield - Military Share,10098,Clearfield,Produce Express,2025-01-31,39.0,25.0,10.0,63.0,127.0
Clearfield - Military Share,10098,Clearfield,Produce Express,2025-03-31,42.0,26.0,14.0,82.0,150.0
Clearfield - Military Share,10098,Clearfield,Produce Express,2025-05-31,43.0,16.0,3.0,70.0,129.0
Clearfield Ministerium - FP,01639,Clearfield,Food Pantry/TEFAP,2024-07-31,257.0,162.0,0.0,146.0,567.0
Clearfield Ministerium - FP,01639,Clearfield,Food Pantry/TEFAP,2024-08-31,313.0,188.0,0.0,171.0,295.0
Clearfield Ministerium - FP,01639,Clearfield,Food Pantry/TEFAP,2024-09-30,338.0,216.0,0.0,168.0,722.0
Clearfield Ministerium - FP,01639,Clearfield,Food Pantry/TEFAP,2024-10-31,389.0,258.0,0.0,193.0,840.0
Clearfield Ministerium - FP,01639,Clearfield,Food Pantry/TEFAP,2024-11-30,382.0,207.0,0.0,211.0,923.0
Clearfield Ministerium - FP,01639,Clearfield,Food Pantry/TEFAP,2024-12-31,266.0,164.0,0.0,157.0,675.0
Clearfield Ministerium - FP,01639,Clearfield,Food Pantry/TEFAP,2025-01-31,355.0,195.0,0.0,162.0,712.0
Clearfield Ministerium - FP,01639,Clearfield,Food Pantry/TEFAP,2025-02-28,347.0,206.0,0.0,153.0,706.0
Clearfield Ministerium - FP,01639,Clearfield,Food Pantry/TEFAP,2025-03-31,293.0,151.0,0.0,174.0,628.0
Clearfield Ministerium - FP,01639,Clearfield,Food Pantry/TEFAP,2025-04-30,321.0,179.0,0.0,174.0,674.0
Clearfield Ministerium - FP,01639,Clearfield,Food Pantry/TEFAP,2025-05-31,23.0,7.0,12.0,4.0,34.0
Clearfield Ministerium - FP,01639,Clearfield,Food Pantry/TEFAP,2025-06-30,18.0,4.0,16.0,6.0,28.0
Community Services of Venango State Grant,01025,Venango,Food Pantry/No TEFAP,2024-07-31,153.0,103.0,35.0,144.0,400.0
Community Services of Venango State Grant,01025,Venango,Food Pantry/No TEFAP,2024-08-31,220.0,162.0,31.0,140.0,522.0
Community Services of Venango State Grant,01025,Venango,Food Pantry/No TEFAP,2024-09-30,308.0,232.0,36.0,127.0,667.0
Community Services of Venango State Grant,01025,Venango,Food Pantry/No TEFAP,2024-10-31,339.0,215.0,51.0,119.0,673.0
Community of Caring - FP,01021,Erie,Food Pantry/TEFAP,2024-07-31,55.0,48.0,0.0,31.0,134.0
Community of Caring - FP,01021,Erie,Food Pantry/TEFAP,2024-08-31,68.0,50.0,1.0,33.0,151.0
Community of Caring - FP,01021,Erie,Food Pantry/TEFAP,2024-09-30,69.0,68.0,0.0,33.0,209.0
Community of Caring - FP,01021,Erie,Food Pantry/TEFAP,2024-10-31,86.0,72.0,1.0,33.0,191.0
Community of Caring - FP,01021,Erie,Food Pantry/TEFAP,2024-11-30,28.0,25.0,0.0,31.0,84.0
Community of Caring - FP,01021,Erie,Food Pantry/TEFAP,2024-12-31,52.0,52.0,0.0,17.0,121.0
Community of Caring - FP,01021,Erie,Food Pantry/TEFAP,2025-01-31,68.0,66.0,0.0,26.0,160.0
Community of Caring - FP,01021,Erie,Food Pantry/TEFAP,2025-02-28,70.0,67.0,0.0,25.0,162.0
Community of Caring - FP,01021,Erie,Food Pantry/TEFAP,2025-03-31,65.0,77.0,0.0,22.0,164.0
Community of Caring - FP,01021,Erie,Food Pantry/TEFAP,2025-04-30,63.0,73.0,0.0,28.0,164.0
Community of Caring - FP,01021,Erie,Food Pantry/TEFAP,2025-06-30,87.0,86.0,6.0,30.0,204.0
Community of Caring Diabetic - FP,01266,Erie,Food Pantry/TEFAP,2024-07-31,8.0,0.0,0.0,23.0,31.0
Community of Caring Diabetic - FP,01266,Erie,Food Pantry/TEFAP,2024-08-31,11.0,2.0,0.0,22.0,35.0
Community of Caring Diabetic - FP,01266,Erie,Food Pantry/TEFAP,2024-09-30,7.0,0.0,0.0,25.0,32.0
Community of Caring Diabetic - FP,01266,Erie,Food Pantry/TEFAP,2024-10-31,6.0,0.0,0.0,26.0,32.0
Community of Caring Diabetic - FP,01266,Erie,Food Pantry/TEFAP,2024-11-30,4.0,0.0,0.0,31.0,50.0
Community of Caring Diabetic - FP,01266,Erie,Food Pantry/TEFAP,2024-12-31,6.0,0.0,0.0,22.0,28.0
Community of Caring Diabetic - FP,01266,Erie,Food Pantry/TEFAP,2025-01-31,14.0,0.0,0.0,23.0,37.0
Community of Caring Diabetic - FP,01266,Erie,Food Pantry/TEFAP,2025-02-28,7.0,0.0,1.0,27.0,34.0
Community of Caring Diabetic - FP,01266,Erie,Food Pantry/TEFAP,2025-03-31,7.0,0.0,1.0,12.0,19.0
Community of Caring Diabetic - FP,01266,Erie,Food Pantry/TEFAP,2025-04-30,6.0,0.0,0.0,29.0,35.0
Community of Caring Diabetic - FP,01266,Erie,Food Pantry/TEFAP,2025-06-30,11.0,0.0,0.0,23.0,34.0
Conneaut Valley - FP,01539,Crawford,Food Pantry/TEFAP,2024-07-31,199.0,141.0,173.0,137.0,477.0
Conneaut Valley - FP,01539,Crawford,Food Pantry/TEFAP,2024-08-31,209.0,143.0,4.0,136.0,488.0
Conneaut Valley - FP,01539,Crawford,Food Pantry/TEFAP,2024-09-30,216.0,140.0,6.0,140.0,496.0
Conneaut Valley - FP,01539,Crawford,Food Pantry/TEFAP,2024-10-31,221.0,143.0,4.0,142.0,506.0
Conneaut Valley - FP,01539,Crawford,Food Pantry/TEFAP,2024-11-30,221.0,146.0,10.0,135.0,502.0
Conneaut Valley - FP,01539,Crawford,Food Pantry/TEFAP,2024-12-31,212.0,138.0,6.0,130.0,480.0
Conneaut Valley - FP,01539,Crawford,Food Pantry/TEFAP,2025-01-31,238.0,148.0,8.0,139.0,525.0
Conneaut Valley - FP,01539,Crawford,Food Pantry/TEFAP,2025-02-28,222.0,139.0,3.0,140.0,501.0
Conneaut Valley - FP,01539,Crawford,Food Pantry/TEFAP,2025-03-31,223.0,139.0,6.0,143.0,505.0
Conneaut Valley - FP,01539,Crawford,Food Pantry/TEFAP,2025-04-30,213.0,146.0,5.0,134.0,493.0
Conneaut Valley - FP,01539,Crawford,Food Pantry/TEFAP,2025-05-31,236.0,166.0,2.0,139.0,541.0
Conneaut Valley - FP,01539,Crawford,Food Pantry/TEFAP,2025-06-30,245.0,167.0,2.0,148.0,560.0
Cornerstone Church of God - FP,01651,Clarion,Food Pantry/TEFAP,2024-07-31,21.0,26.0,0.0,7.0,54.0
Cornerstone Church of God - FP,01651,Clarion,Food Pantry/TEFAP,2024-08-31,16.0,27.0,0.0,8.0,51.0
Cornerstone Church of God - FP,01651,Clarion,Food Pantry/TEFAP,2024-09-30,23.0,32.0,0.0,6.0,61.0
Cornerstone Church of God - FP,01651,Clarion,Food Pantry/TEFAP,2024-10-31,22.0,26.0,1.0,9.0,57.0
Cornerstone Church of God - FP,01651,Clarion,Food Pantry/TEFAP,2024-11-30,24.0,33.0,2.0,7.0,64.0
Cornerstone Church of God - FP,01651,Clarion,Food Pantry/TEFAP,2024-12-31,22.0,29.0,0.0,8.0,59.0
Cornerstone Church of God - FP,01651,Clarion,Food Pantry/TEFAP,2025-01-31,14.0,22.0,0.0,11.0,47.0
Cornerstone Church of God - FP,01651,Clarion,Food Pantry/TEFAP,2025-02-28,26.0,27.0,0.0,9.0,62.0
Cornerstone Church of God - FP,01651,Clarion,Food Pantry/TEFAP,2025-03-31,20.0,21.0,0.0,9.0,50.0
Cornerstone Church of God - FP,01651,Clarion,Food Pantry/TEFAP,2025-04-30,22.0,30.0,0.0,10.0,62.0
Cornerstone Church of God - FP,01651,Clarion,Food Pantry/TEFAP,2025-05-31,25.0,25.0,1.0,9.0,59.0
Cornerstone Church of God - FP,01651,Clarion,Food Pantry/TEFAP,2025-06-30,24.0,28.0,16.0,7.0,59.0
Cornerstone Erie Liberty Community Church - FP,01696,Erie,Food Pantry/TEFAP,2024-07-31,37.0,36.0,8.0,4.0,77.0
Cornerstone Erie Liberty Community Church - FP,01696,Erie,Food Pantry/TEFAP,2024-08-31,14.0,30.0,0.0,1.0,45.0
Cornerstone Erie Liberty Community Church - FP,01696,Erie,Food Pantry/TEFAP,2024-09-30,38.0,67.0,8.0,5.0,110.0
Cornerstone Erie Liberty Community Church - FP,01696,Erie,Food Pantry/TEFAP,2024-10-31,28.0,38.0,5.0,6.0,72.0
Cornerstone Erie Liberty Community Church - FP,01696,Erie,Food Pantry/TEFAP,2024-11-30,29.0,32.0,4.0,3.0,64.0
Cornerstone Erie Liberty Community Church - FP,01696,Erie,Food Pantry/TEFAP,2024-12-31,16.0,6.0,2.0,3.0,25.0
Cornerstone Erie Liberty Community Church - FP,01696,Erie,Food Pantry/TEFAP,2025-01-31,65.0,98.0,7.0,3.0,166.0
Cornerstone Erie Liberty Community Church - FP,01696,Erie,Food Pantry/TEFAP,2025-02-28,33.0,51.0,0.0,6.0,90.0
Cornerstone Erie Liberty Community Church - FP,01696,Erie,Food Pantry/TEFAP,2025-03-31,48.0,80.0,3.0,8.0,136.0
Cornerstone Erie Liberty Community Church - FP,01696,Erie,Food Pantry/TEFAP,2025-04-30,67.0,107.0,11.0,6.0,180.0
Cornerstone Erie Liberty Community Church - FP,01696,Erie,Food Pantry/TEFAP,2025-05-31,47.0,63.0,5.0,10.0,120.0
Cornerstone Erie Liberty Community Church - FP,01696,Erie,Food Pantry/TEFAP,2025-06-30,32.0,40.0,2.0,9.0,81.0
Corry - SHFB MOBILE,10700,Erie,Produce Express,2024-07-31,116.0,41.0,113.0,90.0,247.0
Corry - SHFB MOBILE,10700,Erie,Produce Express,2024-08-31,64.0,18.0,17.0,53.0,135.0
Corry - SHFB MOBILE,10700,Erie,Produce Express,2024-09-30,80.0,23.0,9.0,56.0,159.0
Corry - SHFB MOBILE,10700,Erie,Produce Express,2024-10-31,96.0,40.0,6.0,70.0,206.0
Corry - SHFB MOBILE,10700,Erie,Produce Express,2024-11-30,204.0,76.0,15.0,168.0,224.0
Corry - SHFB MOBILE,10700,Erie,Produce Express,2025-01-31,66.0,20.0,5.0,66.0,152.0
Corry - SHFB MOBILE,10700,Erie,Produce Express,2025-02-28,93.0,31.0,9.0,83.0,207.0
Corry - SHFB MOBILE,10700,Erie,Produce Express,2025-03-31,90.0,29.0,14.0,94.0,213.0
Corry - SHFB MOBILE,10700,Erie,Produce Express,2025-04-30,96.0,46.0,17.0,95.0,237.0
Corry - SHFB MOBILE,10700,Erie,Produce Express,2025-05-31,101.0,38.0,5.0,96.0,235.0
Corry - SHFB MOBILE,10700,Erie,Produce Express,2025-06-30,100.0,47.0,7.0,84.0,231.0
Corry Area - FP,01027,Erie,Food Pantry/TEFAP,2024-07-31,133.0,60.0,172.0,149.0,342.0
Corry Area - FP,01027,Erie,Food Pantry/TEFAP,2024-08-31,122.0,65.0,65.0,144.0,332.0
Corry Area - FP,01027,Erie,Food Pantry/TEFAP,2024-09-30,140.0,66.0,18.0,148.0,354.0
Corry Area - FP,01027,Erie,Food Pantry/TEFAP,2024-10-31,162.0,76.0,12.0,159.0,397.0
Corry Area - FP,01027,Erie,Food Pantry/TEFAP,2024-11-30,165.0,87.0,17.0,167.0,419.0
Corry Area - FP,01027,Erie,Food Pantry/TEFAP,2024-12-31,185.0,97.0,13.0,163.0,445.0
Corry Area - FP,01027,Erie,Food Pantry/TEFAP,2025-01-31,136.0,67.0,7.0,144.0,347.0
Corry Area - FP,01027,Erie,Food Pantry/TEFAP,2025-02-28,175.0,77.0,10.0,144.0,396.0
Corry Area - FP,01027,Erie,Food Pantry/TEFAP,2025-03-31,188.0,89.0,13.0,175.0,453.0
Corry Area - FP,01027,Erie,Food Pantry/TEFAP,2025-04-30,187.0,78.0,6.0,158.0,423.0
Corry Area - FP,01027,Erie,Food Pantry/TEFAP,2025-05-31,169.0,56.0,4.0,155.0,380.0
Corry Area - FP,01027,Erie,Food Pantry/TEFAP,2025-06-30,172.0,62.0,0.0,152.0,386.0
Corry Area High School - SCHOOL PANTRY,09756,Erie,School Pantry,2024-10-31,0.0,19.0,0.0,0.0,0.0
Corry Area High School - SCHOOL PANTRY,09756,Erie,School Pantry,2024-11-30,0.0,22.0,0.0,0.0,0.0
Corry Area High School - SCHOOL PANTRY,09756,Erie,School Pantry,2024-12-31,0.0,11.0,0.0,0.0,0.0
Corry Area High School - SCHOOL PANTRY,09756,Erie,School Pantry,2025-01-31,0.0,14.0,0.0,0.0,0.0
Corry Area High School - SCHOOL PANTRY,09756,Erie,School Pantry,2025-02-28,0.0,11.0,0.0,0.0,0.0
Corry Area High School - SCHOOL PANTRY,09756,Erie,School Pantry,2025-03-31,0.0,14.0,0.0,0.0,0.0
Corry Area High School - SCHOOL PANTRY,09756,Erie,School Pantry,2025-04-30,0.0,20.0,0.0,0.0,0.0
Corry Area High School - SCHOOL PANTRY,09756,Erie,School Pantry,2025-05-31,0.0,22.0,0.0,0.0,0.0
Cranberry Area - FP,01562,Venango,Food Pantry/TEFAP,2024-08-31,0.0,1.0,0.0,0.0,0.0
Cranberry Area - FP,01562,Venango,Food Pantry/TEFAP,2024-09-30,190.0,130.0,1.0,128.0,448.0
Cranberry Area - FP,01562,Venango,Food Pantry/TEFAP,2024-10-31,206.0,133.0,8.0,133.0,472.0
Cranberry Area - FP,01562,Venango,Food Pantry/TEFAP,2024-11-30,201.0,135.0,3.0,137.0,473.0
Cranberry Area - FP,01562,Venango,Food Pantry/TEFAP,2024-12-31,200.0,128.0,3.0,129.0,457.0
Cranberry Area - FP,01562,Venango,Food Pantry/TEFAP,2025-01-31,206.0,149.0,9.0,141.0,496.0
Cranberry Area - FP,01562,Venango,Food Pantry/TEFAP,2025-02-28,179.0,111.0,4.0,121.0,411.0
Cranberry Area - FP,01562,Venango,Food Pantry/TEFAP,2025-03-31,181.0,109.0,5.0,120.0,410.0
Cranberry Area - FP,01562,Venango,Food Pantry/TEFAP,2025-04-30,184.0,123.0,4.0,119.0,426.0
Cranberry Area - FP,01562,Venango,Food Pantry/TEFAP,2025-05-31,196.0,136.0,3.0,116.0,448.0
Cranberry Area - FP,01562,Venango,Food Pantry/TEFAP,2025-06-30,156.0,104.0,3.0,113.0,373.0
Cranberry Jr/Sr High School - SCHOOL PANTRY,09790,Venango,School Pantry,2024-07-31,0.0,4.0,0.0,0.0,0.0
Cranberry Jr/Sr High School - SCHOOL PANTRY,09790,Venango,School Pantry,2024-08-31,0.0,5.0,0.0,0.0,0.0
Cranberry Jr/Sr High School - SCHOOL PANTRY,09790,Venango,School Pantry,2024-10-31,0.0,11.0,0.0,0.0,0.0
Cranberry Jr/Sr High School - SCHOOL PANTRY,09790,Venango,School Pantry,2024-11-30,0.0,11.0,0.0,0.0,0.0
Cranberry Jr/Sr High School - SCHOOL PANTRY,09790,Venango,School Pantry,2024-12-31,0.0,11.0,0.0,0.0,0.0
Cranberry Jr/Sr High School - SCHOOL PANTRY,09790,Venango,School Pantry,2025-01-31,0.0,14.0,0.0,0.0,0.0
Cranberry Jr/Sr High School - SCHOOL PANTRY,09790,Venango,School Pantry,2025-02-28,0.0,10.0,0.0,0.0,0.0
Cranberry Jr/Sr High School - SCHOOL PANTRY,09790,Venango,School Pantry,2025-03-31,0.0,10.0,0.0,0.0,0.0
Cranberry Jr/Sr High School - SCHOOL PANTRY,09790,Venango,School Pantry,2025-04-30,0.0,11.0,0.0,0.0,0.0
Cranberry Jr/Sr High School - SCHOOL PANTRY,09790,Venango,School Pantry,2025-05-31,0.0,10.0,0.0,0.0,0.0
Cross Town Punxy - FP,01595,Jefferson,Food Pantry/TEFAP,2024-07-31,137.0,60.0,106.0,69.0,266.0
Cross Town Punxy - FP,01595,Jefferson,Food Pantry/TEFAP,2024-08-31,197.0,100.0,47.0,66.0,363.0
Cross Town Punxy - FP,01595,Jefferson,Food Pantry/TEFAP,2024-09-30,165.0,87.0,42.0,75.0,327.0
Cross Town Punxy - FP,01595,Jefferson,Food Pantry/TEFAP,2024-10-31,179.0,95.0,21.0,72.0,346.0
Cross Town Punxy - FP,01595,Jefferson,Food Pantry/TEFAP,2024-11-30,198.0,108.0,14.0,68.0,374.0
Cross Town Punxy - FP,01595,Jefferson,Food Pantry/TEFAP,2024-12-31,211.0,116.0,23.0,62.0,389.0
Cross Town Punxy - FP,01595,Jefferson,Food Pantry/TEFAP,2025-01-31,171.0,83.0,12.0,60.0,314.0
Cross Town Punxy - FP,01595,Jefferson,Food Pantry/TEFAP,2025-02-28,136.0,66.0,1.0,53.0,255.0
Cross Town Punxy - FP,01595,Jefferson,Food Pantry/TEFAP,2025-03-31,137.0,74.0,10.0,50.0,261.0
Cross Town Punxy - FP,01595,Jefferson,Food Pantry/TEFAP,2025-04-30,135.0,77.0,7.0,60.0,272.0
Cross Town Punxy - FP,01595,Jefferson,Food Pantry/TEFAP,2025-05-31,206.0,108.0,7.0,74.0,388.0
Cross Town Punxy - FP,01595,Jefferson,Food Pantry/TEFAP,2025-06-30,160.0,73.0,10.0,71.0,304.0
DEMO Food Pantry,DEMOAGENCY,Cameron,Food Pantry/TEFAP,2024-10-31,0.0,6.0,0.0,4.0,5.0
Destinations Bradford - FP,01657,Mckean,Food Pantry/TEFAP,2024-07-31,168.0,94.0,20.0,30.0,292.0
Destinations Bradford - FP,01657,Mckean,Food Pantry/TEFAP,2024-08-31,164.0,78.0,18.0,27.0,269.0
Destinations Bradford - FP,01657,Mckean,Food Pantry/TEFAP,2024-09-30,164.0,81.0,22.0,32.0,277.0
Destinations Bradford - FP,01657,Mckean,Food Pantry/TEFAP,2024-10-31,200.0,112.0,24.0,32.0,344.0
Destinations Bradford - FP,01657,Mckean,Food Pantry/TEFAP,2024-11-30,180.0,106.0,14.0,31.0,317.0
Destinations Bradford - FP,01657,Mckean,Food Pantry/TEFAP,2024-12-31,110.0,49.0,7.0,13.0,172.0
Destinations Bradford - FP,01657,Mckean,Food Pantry/TEFAP,2025-01-31,185.0,115.0,16.0,23.0,323.0
Destinations Bradford - FP,01657,Mckean,Food Pantry/TEFAP,2025-02-28,164.0,83.0,6.0,33.0,280.0
Destinations Bradford - FP,01657,Mckean,Food Pantry/TEFAP,2025-03-31,165.0,89.0,0.0,30.0,284.0
Destinations Bradford - FP,01657,Mckean,Food Pantry/TEFAP,2025-04-30,174.0,86.0,13.0,32.0,292.0
Destinations Bradford - FP,01657,Mckean,Food Pantry/TEFAP,2025-05-31,189.0,77.0,18.0,32.0,298.0
Destinations Bradford - FP,01657,Mckean,Food Pantry/TEFAP,2025-06-30,173.0,91.0,7.0,38.0,302.0
Door Dash - SHFB,10715,Erie,Produce Express,2024-07-31,42.0,8.0,46.0,16.0,66.0
Door Dash - SHFB,10715,Erie,Produce Express,2024-08-31,53.0,16.0,6.0,17.0,86.0
Door Dash - SHFB,10715,Erie,Produce Express,2024-09-30,146.0,38.0,16.0,38.0,222.0
Door Dash - SHFB,10715,Erie,Produce Express,2024-10-31,83.0,23.0,1.0,21.0,127.0
Door Dash - SHFB,10715,Erie,Produce Express,2024-11-30,82.0,23.0,2.0,23.0,128.0
Door Dash - SHFB,10715,Erie,Produce Express,2024-12-31,84.0,23.0,0.0,22.0,129.0
Door Dash - SHFB,10715,Erie,Produce Express,2025-01-31,80.0,23.0,0.0,21.0,124.0
Door Dash - SHFB,10715,Erie,Produce Express,2025-02-28,83.0,23.0,0.0,23.0,129.0
Door Dash - SHFB,10715,Erie,Produce Express,2025-03-31,80.0,22.0,2.0,22.0,124.0
Door Dash - SHFB,10715,Erie,Produce Express,2025-04-30,80.0,75.0,0.0,22.0,177.0
Door Dash - SHFB,10715,Erie,Produce Express,2025-05-31,80.0,22.0,0.0,22.0,124.0
Door Dash - SHFB,10715,Erie,Produce Express,2025-06-30,88.0,24.0,0.0,24.0,136.0
DuBois Area - FP,01645,Clearfield,Food Pantry/TEFAP,2024-07-31,0.0,0.0,14.0,0.0,0.0
DuBois Area - FP,01645,Clearfield,Food Pantry/TEFAP,2024-08-31,0.0,0.0,17.0,0.0,0.0
DuBois Area - FP,01645,Clearfield,Food Pantry/TEFAP,2024-09-30,0.0,0.0,25.0,0.0,0.0
DuBois Area - FP,01645,Clearfield,Food Pantry/TEFAP,2024-10-31,0.0,0.0,17.0,0.0,0.0
DuBois Area - FP,01645,Clearfield,Food Pantry/TEFAP,2024-11-30,0.0,0.0,23.0,0.0,0.0
DuBois Area - FP,01645,Clearfield,Food Pantry/TEFAP,2024-12-31,0.0,0.0,13.0,0.0,0.0
DuBois Area - FP,01645,Clearfield,Food Pantry/TEFAP,2025-01-31,0.0,0.0,15.0,0.0,0.0
