geoid,county,year,NAME,total_households,hh_bottom,hh_middle,hh_top,share_bottom,share_middle,share_top,under_10k,10k_15k,15k_20k,20k_25k,25k_30k,30k_35k,35k_40k,40k_45k,45k_50k,50k_60k,60k_75k,75k_100k,100k_125k,125k_150k,150k_200k,200k_plus,share_under_10k,share_10k_15k,share_15k_20k,share_20k_25k,share_25k_30k,share_30k_35k,share_35k_40k,share_40k_45k,share_45k_50k,share_50k_60k,share_60k_75k,share_75k_100k,share_100k_125k,share_125k_150k,share_150k_200k,share_200k_plus
42039111500,Crawford,2022,Census Tract 1115; Crawford County; Pennsylvania,2144,840,659,645,39.18,30.74,30.08,146,138,110,134,200,112,54,73,123,207,202,175,254,42,107,67,6.81,6.44,5.13,6.25,9.33,5.22,2.52,3.4,5.74,9.65,9.42,8.16,11.85,1.96,4.99,3.12
42039111500,Crawford,2023,Census Tract 1115; Crawford County; Pennsylvania,2059,859,683,517,41.72,33.17,25.11,56,182,182,137,177,125,112,67,44,276,184,148,161,92,63,53,2.72,8.84,8.84,6.65,8.6,6.07,5.44,3.25,2.14,13.4,8.94,7.19,7.82,4.47,3.06,2.57
42039111600,Crawford,2019,"Census Tract 1116, Crawford County, Pennsylvania",1842,1201,504,137,65.2,27.36,7.44,347,223,301,121,122,87,114,107,102,120,61,69,60,0,0,8,18.84,12.11,16.34,6.57,6.62,4.72,6.19,5.81,5.54,6.51,3.31,3.75,3.26,0.0,0.0,0.43
42039111600,Crawford,2020,"Census Tract 1116, Crawford County, Pennsylvania",1741,1164,474,103,66.86,27.23,5.92,320,216,228,162,100,138,79,108,126,90,71,63,24,0,7,9,18.38,12.41,13.1,9.3,5.74,7.93,4.54,6.2,7.24,5.17,4.08,3.62,1.38,0.0,0.4,0.52
42039111600,Crawford,2021,"Census Tract 1116, Crawford County, Pennsylvania",1662,956,530,176,57.52,31.89,10.59,151,292,157,128,108,120,97,113,106,144,70,131,29,0,16,0,9.09,17.57,9.45,7.7,6.5,7.22,5.84,6.8,6.38,8.66,4.21,7.88,1.74,0.0,0.96,0.0
42039111600,Crawford,2022,Census Tract 1116; Crawford County; Pennsylvania,1577,788,552,237,49.97,35.0,15.03,80,215,117,162,80,134,125,66,100,144,117,82,113,20,15,7,5.07,13.63,7.42,10.27,5.07,8.5,7.93,4.19,6.34,9.13,7.42,5.2,7.17,1.27,0.95,0.44
42039111600,Crawford,2023,Census Tract 1116; Crawford County; Pennsylvania,1584,703,577,304,44.38,36.43,19.19,94,249,107,123,81,49,112,69,152,143,101,65,207,0,16,16,5.93,15.72,6.76,7.77,5.11,3.09,7.07,4.36,9.6,9.03,6.38,4.1,13.07,0.0,1.01,1.01
42039111700,Crawford,2019,"Census Tract 1117, Crawford County, Pennsylvania",1364,435,405,524,31.89,29.69,38.42,50,48,124,86,75,52,86,46,26,136,111,165,129,72,55,103,3.67,3.52,9.09,6.3,5.5,3.81,6.3,3.37,1.91,9.97,8.14,12.1,9.46,5.28,4.03,7.55
42039111700,Crawford,2020,"Census Tract 1117, Crawford County, Pennsylvania",1381,433,415,533,31.35,30.05,38.6,48,44,93,80,133,35,83,90,49,112,81,184,149,37,53,110,3.48,3.19,6.73,5.79,9.63,2.53,6.01,6.52,3.55,8.11,5.87,13.32,10.79,2.68,3.84,7.97
42039111700,Crawford,2021,"Census Tract 1117, Crawford County, Pennsylvania",1357,420,403,534,30.95,29.7,39.35,42,16,93,104,137,28,128,70,26,118,61,195,151,29,64,95,3.1,1.18,6.85,7.66,10.1,2.06,9.43,5.16,1.92,8.7,4.5,14.37,11.13,2.14,4.72,7.0
42039111700,Crawford,2022,Census Tract 1117; Crawford County; Pennsylvania,1252,349,343,560,27.88,27.4,44.73,26,48,4,58,155,58,40,92,75,90,46,116,235,60,93,56,2.08,3.83,0.32,4.63,12.38,4.63,3.19,7.35,5.99,7.19,3.67,9.27,18.77,4.79,7.43,4.47
42039111700,Crawford,2023,Census Tract 1117; Crawford County; Pennsylvania,1289,307,439,543,23.82,34.06,42.13,29,65,4,18,62,129,21,149,72,134,63,134,276,61,51,21,2.25,5.04,0.31,1.4,4.81,10.01,1.63,11.56,5.59,10.4,4.89,10.4,21.41,4.73,3.96,1.63
42039111800,Crawford,2019,"Census Tract 1118, Crawford County, Pennsylvania",2457,722,960,775,29.39,39.07,31.54,18,72,112,149,282,89,147,169,150,250,244,324,224,29,130,68,0.73,2.93,4.56,6.06,11.48,3.62,5.98,6.88,6.11,10.18,9.93,13.19,9.12,1.18,5.29,2.77
42039111800,Crawford,2020,"Census Tract 1118, Crawford County, Pennsylvania",2577,643,1039,895,24.95,40.32,34.73,41,22,74,113,255,138,97,201,117,267,357,262,340,28,129,136,1.59,0.85,2.87,4.38,9.9,5.36,3.76,7.8,4.54,10.36,13.85,10.17,13.19,1.09,5.01,5.28
42039111800,Crawford,2021,"Census Tract 1118, Crawford County, Pennsylvania",2397,528,755,1114,22.03,31.5,46.47,40,61,98,54,190,85,81,58,140,113,363,407,303,57,180,167,1.67,2.54,4.09,2.25,7.93,3.55,3.38,2.42,5.84,4.71,15.14,16.98,12.64,2.38,7.51,6.97
42039111800,Crawford,2022,Census Tract 1118; Crawford County; Pennsylvania,2456,516,786,1154,21.01,32.0,46.99,33,59,120,0,170,134,75,65,125,158,363,352,225,175,172,230,1.34,2.4,4.89,0.0,6.92,5.46,3.05,2.65,5.09,6.43,14.78,14.33,9.16,7.13,7.0,9.36
42039111800,Crawford,2023,Census Tract 1118; Crawford County; Pennsylvania,2497,542,836,1119,21.71,33.48,44.81,38,59,147,62,181,55,58,82,105,147,444,341,169,260,149,200,1.52,2.36,5.89,2.48,7.25,2.2,2.32,3.28,4.21,5.89,17.78,13.66,6.77,10.41,5.97,8.01
42039111900,Crawford,2019,"Census Tract 1119, Crawford County, Pennsylvania",1295,400,551,344,30.89,42.55,26.56,60,65,35,95,86,59,66,65,76,154,190,129,117,38,37,23,4.63,5.02,2.7,7.34,6.64,4.56,5.1,5.02,5.87,11.89,14.67,9.96,9.03,2.93,2.86,1.78
42039111900,Crawford,2020,"Census Tract 1119, Crawford County, Pennsylvania",1283,374,510,399,29.15,39.75,31.1,58,66,38,68,92,52,59,71,64,139,177,202,93,44,35,25,4.52,5.14,2.96,5.3,7.17,4.05,4.6,5.53,4.99,10.83,13.8,15.74,7.25,3.43,2.73,1.95
42039111900,Crawford,2021,"Census Tract 1119, Crawford County, Pennsylvania",1228,333,476,419,27.12,38.76,34.12,44,65,20,69,114,21,60,64,56,126,170,207,106,52,37,17,3.58,5.29,1.63,5.62,9.28,1.71,4.89,5.21,4.56,10.26,13.84,16.86,8.63,4.23,3.01,1.38
42039111900,Crawford,2022,Census Tract 1119; Crawford County; Pennsylvania,1229,313,468,448,25.47,38.08,36.45,44,55,33,50,81,50,23,68,62,112,203,227,115,41,46,19,3.58,4.48,2.69,4.07,6.59,4.07,1.87,5.53,5.04,9.11,16.52,18.47,9.36,3.34,3.74,1.55
42039111900,Crawford,2023,Census Tract 1119; Crawford County; Pennsylvania,1292,320,439,533,24.77,33.98,41.25,50,57,32,43,47,91,30,57,47,124,181,251,150,35,71,26,3.87,4.41,2.48,3.33,3.64,7.04,2.32,4.41,3.64,9.6,14.01,19.43,11.61,2.71,5.5,2.01
42039112001,Crawford,2019,"Census Tract 1120.01, Crawford County, Pennsylvania",1105,389,377,339,35.2,34.12,30.68,40,81,50,69,81,68,68,40,58,109,102,158,96,21,46,18,3.62,7.33,4.52,6.24,7.33,6.15,6.15,3.62,5.25,9.86,9.23,14.3,8.69,1.9,4.16,1.63
42039112001,Crawford,2020,"Census Tract 1120.01, Crawford County, Pennsylvania",1079,316,442,321,29.29,40.96,29.75,28,58,68,35,65,62,87,35,116,96,108,171,81,15,38,16,2.59,5.38,6.3,3.24,6.02,5.75,8.06,3.24,10.75,8.9,10.01,15.85,7.51,1.39,3.52,1.48
42039112001,Crawford,2021,"Census Tract 1120.01, Crawford County, Pennsylvania",1063,278,383,402,26.15,36.03,37.82,7,46,89,25,47,64,82,25,96,71,109,193,102,38,47,22,0.66,4.33,8.37,2.35,4.42,6.02,7.71,2.35,9.03,6.68,10.25,18.16,9.6,3.57,4.42,2.07
42039112001,Crawford,2022,Census Tract 1120.01; Crawford County; Pennsylvania,1072,276,338,458,25.75,31.53,42.72,13,36,96,42,26,63,59,30,24,127,98,226,89,69,46,28,1.21,3.36,8.96,3.92,2.43,5.88,5.5,2.8,2.24,11.85,9.14,21.08,8.3,6.44,4.29,2.61
42039112001,Crawford,2023,Census Tract 1120.01; Crawford County; Pennsylvania,1095,243,379,473,22.19,34.61,43.2,17,42,71,77,12,24,57,40,33,147,102,217,87,90,45,34,1.55,3.84,6.48,7.03,1.1,2.19,5.21,3.65,3.01,13.42,9.32,19.82,7.95,8.22,4.11,3.11
42039112002,Crawford,2019,"Census Tract 1120.02, Crawford County, Pennsylvania",611,216,238,157,35.35,38.95,25.7,31,28,20,25,67,45,33,38,46,57,64,68,18,26,17,28,5.07,4.58,3.27,4.09,10.97,7.36,5.4,6.22,7.53,9.33,10.47,11.13,2.95,4.26,2.78,4.58
42039112002,Crawford,2020,"Census Tract 1120.02, Crawford County, Pennsylvania",639,194,299,146,30.36,46.79,22.85,30,24,19,23,58,40,86,31,56,50,76,36,19,32,27,32,4.69,3.76,2.97,3.6,9.08,6.26,13.46,4.85,8.76,7.82,11.89,5.63,2.97,5.01,4.23,5.01
42039112002,Crawford,2021,"Census Tract 1120.02, Crawford County, Pennsylvania",622,193,271,158,31.03,43.57,25.4,31,19,39,20,47,37,70,19,35,66,81,54,26,40,30,8,4.98,3.05,6.27,3.22,7.56,5.95,11.25,3.05,5.63,10.61,13.02,8.68,4.18,6.43,4.82,1.29
42039112002,Crawford,2022,Census Tract 1120.02; Crawford County; Pennsylvania,628,175,258,195,27.87,41.08,31.05,26,22,41,21,30,35,42,76,26,54,60,84,42,10,57,2,4.14,3.5,6.53,3.34,4.78,5.57,6.69,12.1,4.14,8.6,9.55,13.38,6.69,1.59,9.08,0.32
42039112002,Crawford,2023,Census Tract 1120.02; Crawford County; Pennsylvania,627,147,256,224,23.44,40.83,35.73,15,33,22,39,22,16,25,95,39,45,52,54,84,9,71,6,2.39,5.26,3.51,6.22,3.51,2.55,3.99,15.15,6.22,7.18,8.29,8.61,13.4,1.44,11.32,0.96
42049000100,Erie,2019,"Census Tract 1, Erie County, Pennsylvania",1111,1069,34,8,96.22,3.06,0.72,465,307,145,83,0,69,15,0,0,7,12,8,0,0,0,0,41.85,27.63,13.05,7.47,0.0,6.21,1.35,0.0,0.0,0.63,1.08,0.72,0.0,0.0,0.0,0.0
42049000100,Erie,2020,"Census Tract 1, Erie County, Pennsylvania",983,925,23,35,94.1,2.34,3.56,346,289,128,23,50,89,7,0,0,8,8,23,0,0,0,12,35.2,29.4,13.02,2.34,5.09,9.05,0.71,0.0,0.0,0.81,0.81,2.34,0.0,0.0,0.0,1.22
42049000100,Erie,2021,"Census Tract 1, Erie County, Pennsylvania",1030,946,37,47,91.84,3.59,4.56,296,338,107,64,79,62,15,0,7,7,8,27,0,8,0,12,28.74,32.82,10.39,6.21,7.67,6.02,1.46,0.0,0.68,0.68,0.78,2.62,0.0,0.78,0.0,1.17
42049000100,Erie,2022,Census Tract 1; Erie County; Pennsylvania,1054,835,119,100,79.22,11.29,9.49,101,456,94,81,64,39,61,20,0,22,16,71,0,0,17,12,9.58,43.26,8.92,7.69,6.07,3.7,5.79,1.9,0.0,2.09,1.52,6.74,0.0,0.0,1.61,1.14
42049000100,Erie,2023,Census Tract 1; Erie County; Pennsylvania,1147,862,170,115,75.15,14.82,10.03,109,476,115,63,48,51,59,42,0,38,31,63,0,0,40,12,9.5,41.5,10.03,5.49,4.18,4.45,5.14,3.66,0.0,3.31,2.7,5.49,0.0,0.0,3.49,1.05
42049000200,Erie,2019,"Census Tract 2, Erie County, Pennsylvania",1980,601,625,754,30.35,31.57,38.08,144,84,124,127,41,81,10,48,147,155,265,199,242,112,65,136,7.27,4.24,6.26,6.41,2.07,4.09,0.51,2.42,7.42,7.83,13.38,10.05,12.22,5.66,3.28,6.87
42049000200,Erie,2020,"Census Tract 2, Erie County, Pennsylvania",1910,522,567,821,27.33,29.69,42.98,101,80,92,133,22,94,10,41,164,152,200,261,193,148,55,164,5.29,4.19,4.82,6.96,1.15,4.92,0.52,2.15,8.59,7.96,10.47,13.66,10.1,7.75,2.88,8.59
42049000200,Erie,2021,"Census Tract 2, Erie County, Pennsylvania",1779,514,492,773,28.89,27.66,43.45,91,64,90,163,46,60,30,23,129,151,159,190,189,136,111,147,5.12,3.6,5.06,9.16,2.59,3.37,1.69,1.29,7.25,8.49,8.94,10.68,10.62,7.64,6.24,8.26
42049000200,Erie,2022,Census Tract 2; Erie County; Pennsylvania,1771,495,458,818,27.95,25.86,46.19,94,88,61,63,140,49,57,0,40,190,171,209,196,160,119,134,5.31,4.97,3.44,3.56,7.91,2.77,3.22,0.0,2.26,10.73,9.66,11.8,11.07,9.03,6.72,7.57
42049000200,Erie,2023,Census Tract 2; Erie County; Pennsylvania,1816,461,471,884,25.39,25.94,48.68,79,63,80,72,125,42,58,23,68,168,154,160,273,155,185,111,4.35,3.47,4.41,3.96,6.88,2.31,3.19,1.27,3.74,9.25,8.48,8.81,15.03,8.54,10.19,6.11
42049000300,Erie,2019,"Census Tract 3, Erie County, Pennsylvania",1389,669,478,242,48.16,34.41,17.42,72,95,67,203,122,110,129,98,50,122,79,93,55,36,25,33,5.18,6.84,4.82,14.61,8.78,7.92,9.29,7.06,3.6,8.78,5.69,6.7,3.96,2.59,1.8,2.38
42049000300,Erie,2020,"Census Tract 3, Erie County, Pennsylvania",1202,555,397,250,46.17,33.03,20.8,61,80,72,177,38,127,86,111,44,121,35,90,83,31,23,23,5.07,6.66,5.99,14.73,3.16,10.57,7.15,9.23,3.66,10.07,2.91,7.49,6.91,2.58,1.91,1.91
42049000300,Erie,2021,"Census Tract 3, Erie County, Pennsylvania",1255,588,509,158,46.85,40.56,12.59,68,131,141,146,44,58,174,50,96,104,85,67,31,21,27,12,5.42,10.44,11.24,11.63,3.51,4.62,13.86,3.98,7.65,8.29,6.77,5.34,2.47,1.67,2.15,0.96
42049000300,Erie,2022,Census Tract 3; Erie County; Pennsylvania,1289,618,439,232,47.94,34.06,18.0,70,108,192,101,87,60,94,109,129,67,40,43,68,11,84,26,5.43,8.38,14.9,7.84,6.75,4.65,7.29,8.46,10.01,5.2,3.1,3.34,5.28,0.85,6.52,2.02
42049000300,Erie,2023,Census Tract 3; Erie County; Pennsylvania,1305,611,529,165,46.82,40.54,12.64,50,148,188,114,55,56,135,74,81,134,105,57,0,30,41,37,3.83,11.34,14.41,8.74,4.21,4.29,10.34,5.67,6.21,10.27,8.05,4.37,0.0,2.3,3.14,2.84
42049000400,Erie,2019,"Census Tract 4, Erie County, Pennsylvania",935,285,566,84,30.48,60.53,8.98,35,22,86,79,28,35,174,153,43,160,36,12,47,11,14,0,3.74,2.35,9.2,8.45,2.99,3.74,18.61,16.36,4.6,17.11,3.85,1.28,5.03,1.18,1.5,0.0
42049000400,Erie,2020,"Census Tract 4, Erie County, Pennsylvania",916,341,513,62,37.23,56.0,6.77,57,50,108,33,71,22,165,130,37,147,34,4,41,7,10,0,6.22,5.46,11.79,3.6,7.75,2.4,18.01,14.19,4.04,16.05,3.71,0.44,4.48,0.76,1.09,0.0
42049000400,Erie,2021,"Census Tract 4, Erie County, Pennsylvania",814,362,327,125,44.47,40.17,15.36,46,50,117,36,48,65,52,124,36,41,74,69,0,29,27,0,5.65,6.14,14.37,4.42,5.9,7.99,6.39,15.23,4.42,5.04,9.09,8.48,0.0,3.56,3.32,0.0
42049000400,Erie,2022,Census Tract 4; Erie County; Pennsylvania,857,392,324,141,45.74,37.81,16.45,47,100,136,17,38,54,8,66,120,48,82,50,42,0,49,0,5.48,11.67,15.87,1.98,4.43,6.3,0.93,7.7,14.0,5.6,9.57,5.83,4.9,0.0,5.72,0.0
42049000400,Erie,2023,Census Tract 4; Erie County; Pennsylvania,793,370,300,123,46.66,37.83,15.51,64,88,86,48,38,46,33,6,54,55,152,75,26,0,12,10,8.07,11.1,10.84,6.05,4.79,5.8,4.16,0.76,6.81,6.94,19.17,9.46,3.28,0.0,1.51,1.26
42049000500,Erie,2019,"Census Tract 5, Erie County, Pennsylvania",1370,917,374,79,66.93,27.3,5.77,255,105,182,120,149,106,47,55,44,142,86,79,0,0,0,0,18.61,7.66,13.28,8.76,10.88,7.74,3.43,4.01,3.21,10.36,6.28,5.77,0.0,0.0,0.0,0.0
42049000500,Erie,2020,"Census Tract 5, Erie County, Pennsylvania",1222,748,383,91,61.21,31.34,7.45,204,96,170,95,75,108,42,70,34,156,81,79,0,12,0,0,16.69,7.86,13.91,7.77,6.14,8.84,3.44,5.73,2.78,12.77,6.63,6.46,0.0,0.98,0.0,0.0
42049000500,Erie,2021,"Census Tract 5, Erie County, Pennsylvania",1182,702,345,135,59.39,29.19,11.42,178,72,126,80,107,139,67,47,28,170,33,118,3,14,0,0,15.06,6.09,10.66,6.77,9.05,11.76,5.67,3.98,2.37,14.38,2.79,9.98,0.25,1.18,0.0,0.0
42049000500,Erie,2022,Census Tract 5; Erie County; Pennsylvania,1232,664,397,171,53.9,32.22,13.88,124,88,56,195,78,123,26,102,62,145,62,52,90,14,0,15,10.06,7.14,4.55,15.83,6.33,9.98,2.11,8.28,5.03,11.77,5.03,4.22,7.31,1.14,0.0,1.22
42049000500,Erie,2023,Census Tract 5; Erie County; Pennsylvania,1247,688,380,179,55.17,30.47,14.35,138,40,77,157,80,196,22,116,80,80,82,47,81,0,38,13,11.07,3.21,6.17,12.59,6.42,15.72,1.76,9.3,6.42,6.42,6.58,3.77,6.5,0.0,3.05,1.04
42049000600,Erie,2019,"Census Tract 6, Erie County, Pennsylvania",1485,948,297,240,63.84,20.0,16.16,216,174,150,194,93,121,53,53,27,98,66,111,62,0,30,37,14.55,11.72,10.1,13.06,6.26,8.15,3.57,3.57,1.82,6.6,4.44,7.47,4.18,0.0,2.02,2.49
42049000600,Erie,2020,"Census Tract 6, Erie County, Pennsylvania",1281,717,312,252,55.97,24.36,19.67,212,176,97,79,108,45,55,28,38,94,97,83,43,38,32,56,16.55,13.74,7.57,6.17,8.43,3.51,4.29,2.19,2.97,7.34,7.57,6.48,3.36,2.97,2.5,4.37
42049000600,Erie,2021,"Census Tract 6, Erie County, Pennsylvania",1239,522,368,349,42.13,29.7,28.17,131,120,52,95,119,5,59,62,22,114,111,121,71,51,38,68,10.57,9.69,4.2,7.67,9.6,0.4,4.76,5.0,1.78,9.2,8.96,9.77,5.73,4.12,3.07,5.49
42049000600,Erie,2022,Census Tract 6; Erie County; Pennsylvania,1257,586,294,377,46.62,23.39,29.99,153,159,35,85,113,41,29,67,33,50,115,159,44,81,52,41,12.17,12.65,2.78,6.76,8.99,3.26,2.31,5.33,2.63,3.98,9.15,12.65,3.5,6.44,4.14,3.26
42049000600,Erie,2023,Census Tract 6; Erie County; Pennsylvania,1199,451,332,416,37.61,27.69,34.7,139,54,53,57,95,53,72,53,67,43,97,215,46,68,62,25,11.59,4.5,4.42,4.75,7.92,4.42,6.01,4.42,5.59,3.59,8.09,17.93,3.84,5.67,5.17,2.09
42049000700,Erie,2019,"Census Tract 7, Erie County, Pennsylvania",898,652,192,54,72.61,21.38,6.01,178,63,155,112,41,103,44,34,48,15,51,12,42,0,0,0,19.82,7.02,17.26,12.47,4.57,11.47,4.9,3.79,5.35,1.67,5.68,1.34,4.68,0.0,0.0,0.0
42049000700,Erie,2020,"Census Tract 7, Erie County, Pennsylvania",887,579,191,117,65.28,21.53,13.19,185,65,122,98,17,92,48,31,63,14,35,14,103,0,0,0,20.86,7.33,13.75,11.05,1.92,10.37,5.41,3.49,7.1,1.58,3.95,1.58,11.61,0.0,0.0,0.0
42049000700,Erie,2021,"Census Tract 7, Erie County, Pennsylvania",890,573,166,151,64.38,18.65,16.97,108,128,69,87,43,138,33,20,23,43,47,59,86,0,6,0,12.13,14.38,7.75,9.78,4.83,15.51,3.71,2.25,2.58,4.83,5.28,6.63,9.66,0.0,0.67,0.0
42049000700,Erie,2022,Census Tract 7; Erie County; Pennsylvania,966,486,300,180,50.31,31.06,18.63,111,127,64,56,47,81,103,47,56,71,23,65,52,51,12,0,11.49,13.15,6.63,5.8,4.87,8.39,10.66,4.87,5.8,7.35,2.38,6.73,5.38,5.28,1.24,0.0
42049000700,Erie,2023,Census Tract 7; Erie County; Pennsylvania,939,465,294,180,49.52,31.31,19.17,98,104,80,93,30,60,91,87,53,59,4,50,13,98,8,11,10.44,11.08,8.52,9.9,3.19,6.39,9.69,9.27,5.64,6.28,0.43,5.32,1.38,10.44,0.85,1.17
42049000800,Erie,2019,"Census Tract 8, Erie County, Pennsylvania",940,708,208,24,75.32,22.13,2.55,177,166,156,110,67,32,42,84,44,8,30,24,0,0,0,0,18.83,17.66,16.6,11.7,7.13,3.4,4.47,8.94,4.68,0.85,3.19,2.55,0.0,0.0,0.0,0.0
42049000800,Erie,2020,"Census Tract 8, Erie County, Pennsylvania",967,650,250,67,67.22,25.85,6.93,176,125,150,104,57,38,69,133,32,8,8,67,0,0,0,0,18.2,12.93,15.51,10.75,5.89,3.93,7.14,13.75,3.31,0.83,0.83,6.93,0.0,0.0,0.0,0.0
42049000800,Erie,2021,"Census Tract 8, Erie County, Pennsylvania",851,568,197,86,66.75,23.15,10.11,132,92,158,109,61,16,50,42,70,13,22,73,13,0,0,0,15.51,10.81,18.57,12.81,7.17,1.88,5.88,4.94,8.23,1.53,2.59,8.58,1.53,0.0,0.0,0.0
42049000800,Erie,2022,Census Tract 8; Erie County; Pennsylvania,888,574,151,163,64.64,17.0,18.36,127,110,64,186,62,25,16,37,14,68,16,133,30,0,0,0,14.3,12.39,7.21,20.95,6.98,2.82,1.8,4.17,1.58,7.66,1.8,14.98,3.38,0.0,0.0,0.0
42049000800,Erie,2023,Census Tract 8; Erie County; Pennsylvania,769,437,181,151,56.83,23.54,19.64,115,60,77,108,52,25,33,32,8,66,42,98,53,0,0,0,14.95,7.8,10.01,14.04,6.76,3.25,4.29,4.16,1.04,8.58,5.46,12.74,6.89,0.0,0.0,0.0
42049000900,Erie,2019,"Census Tract 9, Erie County, Pennsylvania",1948,1160,449,339,59.55,23.05,17.4,329,199,58,257,210,107,39,90,89,75,156,229,67,17,9,17,16.89,10.22,2.98,13.19,10.78,5.49,2.0,4.62,4.57,3.85,8.01,11.76,3.44,0.87,0.46,0.87
42049000901,Erie,2020,"Census Tract 9.01, Erie County, Pennsylvania",1265,701,399,165,55.42,31.54,13.04,34,251,160,134,94,28,24,50,57,63,205,81,53,13,8,10,2.69,19.84,12.65,10.59,7.43,2.21,1.9,3.95,4.51,4.98,16.21,6.4,4.19,1.03,0.63,0.79
42049000901,Erie,2021,"Census Tract 9.01, Erie County, Pennsylvania",1136,663,276,197,58.36,24.3,17.34,0,133,343,33,121,33,7,40,75,32,122,104,50,23,7,13,0.0,11.71,30.19,2.9,10.65,2.9,0.62,3.52,6.6,2.82,10.74,9.15,4.4,2.02,0.62,1.14
42049000901,Erie,2022,Census Tract 9.01; Erie County; Pennsylvania,1068,682,260,126,63.86,24.34,11.8,50,118,284,147,68,15,0,7,37,109,107,93,0,6,0,27,4.68,11.05,26.59,13.76,6.37,1.4,0.0,0.66,3.46,10.21,10.02,8.71,0.0,0.56,0.0,2.53
42049000901,Erie,2023,Census Tract 9.01; Erie County; Pennsylvania,1007,550,279,178,54.62,27.71,17.68,63,39,274,97,55,22,38,38,51,90,62,111,18,17,0,32,6.26,3.87,27.21,9.63,5.46,2.18,3.77,3.77,5.06,8.94,6.16,11.02,1.79,1.69,0.0,3.18
42049000902,Erie,2020,"Census Tract 9.02, Erie County, Pennsylvania",974,746,112,116,76.59,11.5,11.91,321,128,50,56,173,18,0,57,14,41,0,83,0,33,0,0,32.96,13.14,5.13,5.75,17.76,1.85,0.0,5.85,1.44,4.21,0.0,8.52,0.0,3.39,0.0,0.0
42049000902,Erie,2021,"Census Tract 9.02, Erie County, Pennsylvania",829,534,136,159,64.41,16.41,19.18,261,143,62,0,68,0,0,51,18,48,19,98,0,0,0,61,31.48,17.25,7.48,0.0,8.2,0.0,0.0,6.15,2.17,5.79,2.29,11.82,0.0,0.0,0.0,7.36
42049000902,Erie,2022,Census Tract 9.02; Erie County; Pennsylvania,777,507,152,118,65.25,19.56,15.19,185,126,87,65,16,28,18,0,21,51,62,44,0,0,0,74,23.81,16.22,11.2,8.37,2.06,3.6,2.32,0.0,2.7,6.56,7.98,5.66,0.0,0.0,0.0,9.52
42049000902,Erie,2023,Census Tract 9.02; Erie County; Pennsylvania,827,624,86,117,75.45,10.4,14.15,199,31,146,130,69,49,26,18,0,0,42,37,0,0,0,80,24.06,3.75,17.65,15.72,8.34,5.93,3.14,2.18,0.0,0.0,5.08,4.47,0.0,0.0,0.0,9.67
42049001000,Erie,2019,"Census Tract 10, Erie County, Pennsylvania",1562,716,621,225,45.84,39.76,14.4,108,39,165,119,69,216,89,87,93,121,231,167,30,20,0,8,6.91,2.5,10.56,7.62,4.42,13.83,5.7,5.57,5.95,7.75,14.79,10.69,1.92,1.28,0.0,0.51
42049001000,Erie,2020,"Census Tract 10, Erie County, Pennsylvania",1403,696,545,162,49.61,38.85,11.55,110,37,211,146,57,135,80,115,55,106,189,119,26,17,0,0,7.84,2.64,15.04,10.41,4.06,9.62,5.7,8.2,3.92,7.56,13.47,8.48,1.85,1.21,0.0,0.0
42049001000,Erie,2021,"Census Tract 10, Erie County, Pennsylvania",1419,700,472,247,49.33,33.26,17.41,61,65,196,126,172,80,121,101,62,66,122,122,96,24,5,0,4.3,4.58,13.81,8.88,12.12,5.64,8.53,7.12,4.37,4.65,8.6,8.6,6.77,1.69,0.35,0.0
42049001000,Erie,2022,Census Tract 10; Erie County; Pennsylvania,1483,639,468,376,43.09,31.56,25.35,81,45,124,148,200,41,146,34,100,57,131,177,137,32,16,14,5.46,3.03,8.36,9.98,13.49,2.76,9.84,2.29,6.74,3.84,8.83,11.94,9.24,2.16,1.08,0.94
42049001000,Erie,2023,Census Tract 10; Erie County; Pennsylvania,1445,646,436,363,44.71,30.17,25.12,101,0,138,97,176,134,52,26,110,65,183,160,90,64,17,32,6.99,0.0,9.55,6.71,12.18,9.27,3.6,1.8,7.61,4.5,12.66,11.07,6.23,4.43,1.18,2.21
42049001100,Erie,2019,"Census Tract 11, Erie County, Pennsylvania",1120,439,479,202,39.2,42.77,18.04,30,81,60,123,44,101,87,34,41,92,225,118,62,7,9,6,2.68,7.23,5.36,10.98,3.93,9.02,7.77,3.04,3.66,8.21,20.09,10.54,5.54,0.62,0.8,0.54
42049001100,Erie,2020,"Census Tract 11, Erie County, Pennsylvania",1154,459,505,190,39.77,43.76,16.46,61,74,56,104,17,147,71,57,80,68,229,107,52,12,7,12,5.29,6.41,4.85,9.01,1.47,12.74,6.15,4.94,6.93,5.89,19.84,9.27,4.51,1.04,0.61,1.04
42049001100,Erie,2021,"Census Tract 11, Erie County, Pennsylvania",1172,343,565,264,29.27,48.21,22.53,73,48,30,57,29,106,67,99,78,93,228,112,55,63,16,18,6.23,4.1,2.56,4.86,2.47,9.04,5.72,8.45,6.66,7.94,19.45,9.56,4.69,5.38,1.37,1.54
42049001100,Erie,2022,Census Tract 11; Erie County; Pennsylvania,1220,392,479,349,32.13,39.26,28.61,109,32,35,32,174,10,111,60,35,103,170,207,66,49,17,10,8.93,2.62,2.87,2.62,14.26,0.82,9.1,4.92,2.87,8.44,13.93,16.97,5.41,4.02,1.39,0.82
