geoid,county,year,NAME,total_households,hh_bottom,hh_middle,hh_top,share_bottom,share_middle,share_top,under_10k,10k_15k,15k_20k,20k_25k,25k_30k,30k_35k,35k_40k,40k_45k,45k_50k,50k_60k,60k_75k,75k_100k,100k_125k,125k_150k,150k_200k,200k_plus,share_under_10k,share_10k_15k,share_15k_20k,share_20k_25k,share_25k_30k,share_30k_35k,share_35k_40k,share_40k_45k,share_45k_50k,share_50k_60k,share_60k_75k,share_75k_100k,share_100k_125k,share_125k_150k,share_150k_200k,share_200k_plus
42049001100,Erie,2023,Census Tract 11; Erie County; Pennsylvania,1294,469,475,350,36.24,36.71,27.05,155,7,22,34,156,95,73,41,111,130,120,210,84,3,32,21,11.98,0.54,1.7,2.63,12.06,7.34,5.64,3.17,8.58,10.05,9.27,16.23,6.49,0.23,2.47,1.62
42049001200,Erie,2019,"Census Tract 12, Erie County, Pennsylvania",843,566,212,65,67.14,25.15,7.71,238,163,46,33,45,41,5,6,61,51,89,40,6,0,19,0,28.23,19.34,5.46,3.91,5.34,4.86,0.59,0.71,7.24,6.05,10.56,4.74,0.71,0.0,2.25,0.0
42049001200,Erie,2020,"Census Tract 12, Erie County, Pennsylvania",1013,760,191,62,75.02,18.85,6.12,204,129,172,95,32,128,0,38,32,46,75,54,0,0,8,0,20.14,12.73,16.98,9.38,3.16,12.64,0.0,3.75,3.16,4.54,7.4,5.33,0.0,0.0,0.79,0.0
42049001200,Erie,2021,"Census Tract 12, Erie County, Pennsylvania",1086,703,277,106,64.73,25.51,9.76,149,136,57,246,26,89,32,51,43,39,112,72,0,0,26,8,13.72,12.52,5.25,22.65,2.39,8.2,2.95,4.7,3.96,3.59,10.31,6.63,0.0,0.0,2.39,0.74
42049001200,Erie,2022,Census Tract 12; Erie County; Pennsylvania,993,562,363,68,56.6,36.56,6.85,81,150,75,217,14,25,111,4,45,94,109,52,0,11,0,5,8.16,15.11,7.55,21.85,1.41,2.52,11.18,0.4,4.53,9.47,10.98,5.24,0.0,1.11,0.0,0.5
42049001200,Erie,2023,Census Tract 12; Erie County; Pennsylvania,1101,680,264,157,61.76,23.98,14.26,26,139,106,311,29,69,94,43,26,56,45,107,31,0,12,7,2.36,12.62,9.63,28.25,2.63,6.27,8.54,3.91,2.36,5.09,4.09,9.72,2.82,0.0,1.09,0.64
42049001300,Erie,2019,"Census Tract 13, Erie County, Pennsylvania",616,431,135,50,69.97,21.92,8.12,157,57,72,77,39,29,50,0,30,30,25,28,22,0,0,0,25.49,9.25,11.69,12.5,6.33,4.71,8.12,0.0,4.87,4.87,4.06,4.55,3.57,0.0,0.0,0.0
42049001300,Erie,2020,"Census Tract 13, Erie County, Pennsylvania",604,471,75,58,77.98,12.42,9.6,132,64,76,59,47,93,15,0,24,21,15,27,31,0,0,0,21.85,10.6,12.58,9.77,7.78,15.4,2.48,0.0,3.97,3.48,2.48,4.47,5.13,0.0,0.0,0.0
42049001300,Erie,2021,"Census Tract 13, Erie County, Pennsylvania",583,440,59,84,75.47,10.12,14.41,92,93,77,58,40,80,6,10,3,26,14,46,38,0,0,0,15.78,15.95,13.21,9.95,6.86,13.72,1.03,1.72,0.51,4.46,2.4,7.89,6.52,0.0,0.0,0.0
42049001300,Erie,2022,Census Tract 13; Erie County; Pennsylvania,632,475,54,103,75.16,8.54,16.3,54,134,88,47,76,76,11,3,0,16,24,64,9,30,0,0,8.54,21.2,13.92,7.44,12.03,12.03,1.74,0.47,0.0,2.53,3.8,10.13,1.42,4.75,0.0,0.0
42049001300,Erie,2023,Census Tract 13; Erie County; Pennsylvania,607,408,123,76,67.22,20.26,12.52,60,43,110,91,80,24,70,0,6,11,36,36,30,10,0,0,9.88,7.08,18.12,14.99,13.18,3.95,11.53,0.0,0.99,1.81,5.93,5.93,4.94,1.65,0.0,0.0
42049001400,Erie,2019,"Census Tract 14, Erie County, Pennsylvania",492,332,117,43,67.48,23.78,8.74,50,99,45,24,79,35,36,24,0,27,30,16,0,9,9,9,10.16,20.12,9.15,4.88,16.06,7.11,7.32,4.88,0.0,5.49,6.1,3.25,0.0,1.83,1.83,1.83
42049001400,Erie,2020,"Census Tract 14, Erie County, Pennsylvania",637,455,121,61,71.43,19.0,9.58,188,99,18,61,73,16,40,24,7,27,23,36,0,6,9,10,29.51,15.54,2.83,9.58,11.46,2.51,6.28,3.77,1.1,4.24,3.61,5.65,0.0,0.94,1.41,1.57
42049001400,Erie,2021,"Census Tract 14, Erie County, Pennsylvania",566,461,82,23,81.45,14.49,4.06,192,89,28,59,67,26,32,27,5,13,5,10,0,0,1,12,33.92,15.72,4.95,10.42,11.84,4.59,5.65,4.77,0.88,2.3,0.88,1.77,0.0,0.0,0.18,2.12
42049001400,Erie,2022,Census Tract 14; Erie County; Pennsylvania,571,488,75,8,85.46,13.13,1.4,193,74,24,95,79,23,15,25,10,11,14,1,5,0,2,0,33.8,12.96,4.2,16.64,13.84,4.03,2.63,4.38,1.75,1.93,2.45,0.18,0.88,0.0,0.35,0.0
42049001400,Erie,2023,Census Tract 14; Erie County; Pennsylvania,609,506,86,17,83.09,14.12,2.79,246,43,27,58,118,14,0,45,14,15,12,10,7,0,0,0,40.39,7.06,4.43,9.52,19.38,2.3,0.0,7.39,2.3,2.46,1.97,1.64,1.15,0.0,0.0,0.0
42049001500,Erie,2019,"Census Tract 15, Erie County, Pennsylvania",1012,661,295,56,65.32,29.15,5.53,247,57,116,89,46,106,63,40,115,19,58,39,8,2,0,7,24.41,5.63,11.46,8.79,4.55,10.47,6.23,3.95,11.36,1.88,5.73,3.85,0.79,0.2,0.0,0.69
42049001500,Erie,2020,"Census Tract 15, Erie County, Pennsylvania",1058,689,325,44,65.12,30.72,4.16,196,84,86,185,29,109,52,98,109,35,31,27,9,1,0,7,18.53,7.94,8.13,17.49,2.74,10.3,4.91,9.26,10.3,3.31,2.93,2.55,0.85,0.09,0.0,0.66
42049001500,Erie,2021,"Census Tract 15, Erie County, Pennsylvania",1016,671,306,39,66.04,30.12,3.84,259,72,50,121,78,91,37,48,132,40,49,14,12,13,0,0,25.49,7.09,4.92,11.91,7.68,8.96,3.64,4.72,12.99,3.94,4.82,1.38,1.18,1.28,0.0,0.0
42049001500,Erie,2022,Census Tract 15; Erie County; Pennsylvania,1061,700,308,53,65.98,29.03,5.0,215,90,78,163,101,53,67,0,85,105,51,45,0,8,0,0,20.26,8.48,7.35,15.36,9.52,5.0,6.31,0.0,8.01,9.9,4.81,4.24,0.0,0.75,0.0,0.0
42049001500,Erie,2023,Census Tract 15; Erie County; Pennsylvania,1072,704,331,37,65.67,30.88,3.45,185,117,86,80,153,83,108,15,0,144,64,30,0,7,0,0,17.26,10.91,8.02,7.46,14.27,7.74,10.07,1.4,0.0,13.43,5.97,2.8,0.0,0.65,0.0,0.0
42049001600,Erie,2019,"Census Tract 16, Erie County, Pennsylvania",1669,617,634,418,36.97,37.99,25.04,107,20,192,103,145,50,75,69,151,200,139,150,109,49,100,10,6.41,1.2,11.5,6.17,8.69,3.0,4.49,4.13,9.05,11.98,8.33,8.99,6.53,2.94,5.99,0.6
42049001600,Erie,2020,"Census Tract 16, Erie County, Pennsylvania",1774,797,576,401,44.93,32.47,22.6,252,14,205,87,174,65,66,71,97,185,157,132,152,44,65,8,14.21,0.79,11.56,4.9,9.81,3.66,3.72,4.0,5.47,10.43,8.85,7.44,8.57,2.48,3.66,0.45
42049001600,Erie,2021,"Census Tract 16, Erie County, Pennsylvania",1767,853,502,412,48.27,28.41,23.32,294,11,154,121,163,110,90,89,62,95,166,154,126,53,73,6,16.64,0.62,8.72,6.85,9.22,6.23,5.09,5.04,3.51,5.38,9.39,8.72,7.13,3.0,4.13,0.34
42049001600,Erie,2022,Census Tract 16; Erie County; Pennsylvania,1780,699,584,497,39.27,32.81,27.92,290,10,40,154,115,90,152,99,54,131,148,108,196,60,78,55,16.29,0.56,2.25,8.65,6.46,5.06,8.54,5.56,3.03,7.36,8.31,6.07,11.01,3.37,4.38,3.09
42049001600,Erie,2023,Census Tract 16; Erie County; Pennsylvania,1864,848,487,529,45.49,26.13,28.38,328,59,0,149,69,243,91,64,113,65,154,161,191,93,32,52,17.6,3.17,0.0,7.99,3.7,13.04,4.88,3.43,6.06,3.49,8.26,8.64,10.25,4.99,1.72,2.79
42049001700,Erie,2019,"Census Tract 17, Erie County, Pennsylvania",943,505,340,98,53.55,36.06,10.39,66,76,120,93,68,82,54,62,67,54,103,66,17,6,0,9,7.0,8.06,12.73,9.86,7.21,8.7,5.73,6.57,7.1,5.73,10.92,7.0,1.8,0.64,0.0,0.95
42049001700,Erie,2020,"Census Tract 17, Erie County, Pennsylvania",971,414,465,92,42.64,47.89,9.47,55,49,99,73,66,72,49,75,68,156,117,51,26,7,0,8,5.66,5.05,10.2,7.52,6.8,7.42,5.05,7.72,7.0,16.07,12.05,5.25,2.68,0.72,0.0,0.82
42049001700,Erie,2021,"Census Tract 17, Erie County, Pennsylvania",964,370,408,186,38.38,42.32,19.29,77,42,86,61,64,40,48,57,27,196,80,129,39,0,6,12,7.99,4.36,8.92,6.33,6.64,4.15,4.98,5.91,2.8,20.33,8.3,13.38,4.05,0.0,0.62,1.24
42049001700,Erie,2022,Census Tract 17; Erie County; Pennsylvania,1001,384,434,183,38.36,43.36,18.28,45,98,79,64,71,27,62,44,75,217,36,148,0,15,10,10,4.5,9.79,7.89,6.39,7.09,2.7,6.19,4.4,7.49,21.68,3.6,14.79,0.0,1.5,1.0,1.0
42049001700,Erie,2023,Census Tract 17; Erie County; Pennsylvania,931,368,427,136,39.53,45.86,14.61,48,150,50,73,41,6,23,83,44,234,43,67,8,11,44,6,5.16,16.11,5.37,7.84,4.4,0.64,2.47,8.92,4.73,25.13,4.62,7.2,0.86,1.18,4.73,0.64
42049001800,Erie,2019,"Census Tract 18, Erie County, Pennsylvania",645,402,193,50,62.33,29.92,7.75,94,88,43,106,66,5,46,42,55,14,36,29,19,2,0,0,14.57,13.64,6.67,16.43,10.23,0.78,7.13,6.51,8.53,2.17,5.58,4.5,2.95,0.31,0.0,0.0
42049001800,Erie,2020,"Census Tract 18, Erie County, Pennsylvania",663,444,130,89,66.97,19.61,13.42,83,107,26,101,106,21,33,13,39,24,21,18,35,36,0,0,12.52,16.14,3.92,15.23,15.99,3.17,4.98,1.96,5.88,3.62,3.17,2.71,5.28,5.43,0.0,0.0
42049001800,Erie,2021,"Census Tract 18, Erie County, Pennsylvania",690,472,117,101,68.41,16.96,14.64,107,96,38,97,104,30,20,20,36,27,14,39,28,34,0,0,15.51,13.91,5.51,14.06,15.07,4.35,2.9,2.9,5.22,3.91,2.03,5.65,4.06,4.93,0.0,0.0
42049001800,Erie,2022,Census Tract 18; Erie County; Pennsylvania,701,408,130,163,58.2,18.54,23.25,62,62,96,11,133,44,0,37,11,57,25,88,14,50,3,8,8.84,8.84,13.69,1.57,18.97,6.28,0.0,5.28,1.57,8.13,3.57,12.55,2.0,7.13,0.43,1.14
42049001800,Erie,2023,Census Tract 18; Erie County; Pennsylvania,722,410,128,184,56.79,17.73,25.48,97,117,115,11,55,15,12,73,7,24,12,80,46,52,0,6,13.43,16.2,15.93,1.52,7.62,2.08,1.66,10.11,0.97,3.32,1.66,11.08,6.37,7.2,0.0,0.83
42049001900,Erie,2019,"Census Tract 19, Erie County, Pennsylvania",853,679,142,32,79.6,16.65,3.75,159,115,155,62,63,125,19,8,10,43,62,23,5,0,0,4,18.64,13.48,18.17,7.27,7.39,14.65,2.23,0.94,1.17,5.04,7.27,2.7,0.59,0.0,0.0,0.47
42049001900,Erie,2020,"Census Tract 19, Erie County, Pennsylvania",873,667,171,35,76.4,19.59,4.01,108,158,171,74,118,38,66,8,3,40,54,17,10,0,0,8,12.37,18.1,19.59,8.48,13.52,4.35,7.56,0.92,0.34,4.58,6.19,1.95,1.15,0.0,0.0,0.92
42049001900,Erie,2021,"Census Tract 19, Erie County, Pennsylvania",859,624,213,22,72.64,24.8,2.56,74,167,163,68,49,103,75,6,12,62,58,10,5,0,0,7,8.61,19.44,18.98,7.92,5.7,11.99,8.73,0.7,1.4,7.22,6.75,1.16,0.58,0.0,0.0,0.81
42049001900,Erie,2022,Census Tract 19; Erie County; Pennsylvania,869,632,168,69,72.73,19.33,7.94,51,175,165,83,51,107,27,36,9,61,35,30,15,8,8,8,5.87,20.14,18.99,9.55,5.87,12.31,3.11,4.14,1.04,7.02,4.03,3.45,1.73,0.92,0.92,0.92
42049001900,Erie,2023,Census Tract 19; Erie County; Pennsylvania,869,611,159,99,70.31,18.3,11.39,46,186,182,85,47,65,100,5,11,31,12,56,12,12,0,19,5.29,21.4,20.94,9.78,5.41,7.48,11.51,0.58,1.27,3.57,1.38,6.44,1.38,1.38,0.0,2.19
42049002000,Erie,2019,"Census Tract 20, Erie County, Pennsylvania",1365,468,611,286,34.29,44.76,20.95,56,38,170,67,118,19,73,129,16,189,204,156,54,7,64,5,4.1,2.78,12.45,4.91,8.64,1.39,5.35,9.45,1.17,13.85,14.95,11.43,3.96,0.51,4.69,0.37
42049002000,Erie,2020,"Census Tract 20, Erie County, Pennsylvania",1408,513,593,302,36.43,42.12,21.45,71,25,207,56,120,34,61,103,17,229,183,157,61,7,77,0,5.04,1.78,14.7,3.98,8.52,2.41,4.33,7.32,1.21,16.26,13.0,11.15,4.33,0.5,5.47,0.0
42049002000,Erie,2021,"Census Tract 20, Erie County, Pennsylvania",1330,532,474,324,40.0,35.64,24.36,96,50,192,66,87,41,14,87,68,128,177,232,67,12,13,0,7.22,3.76,14.44,4.96,6.54,3.08,1.05,6.54,5.11,9.62,13.31,17.44,5.04,0.9,0.98,0.0
42049002000,Erie,2022,Census Tract 20; Erie County; Pennsylvania,1315,456,532,327,34.68,40.46,24.87,92,59,42,190,57,16,66,30,95,135,206,242,77,0,8,0,7.0,4.49,3.19,14.45,4.33,1.22,5.02,2.28,7.22,10.27,15.67,18.4,5.86,0.0,0.61,0.0
42049002000,Erie,2023,Census Tract 20; Erie County; Pennsylvania,1331,454,573,304,34.11,43.05,22.84,90,79,30,182,38,35,83,60,44,193,193,228,44,23,9,0,6.76,5.94,2.25,13.67,2.85,2.63,6.24,4.51,3.31,14.5,14.5,17.13,3.31,1.73,0.68,0.0
42049002100,Erie,2019,"Census Tract 21, Erie County, Pennsylvania",1696,430,777,489,25.35,45.81,28.83,83,47,63,93,71,73,84,87,189,155,262,295,90,0,73,31,4.89,2.77,3.71,5.48,4.19,4.3,4.95,5.13,11.14,9.14,15.45,17.39,5.31,0.0,4.3,1.83
42049002100,Erie,2020,"Census Tract 21, Erie County, Pennsylvania",1762,411,774,577,23.33,43.93,32.75,69,32,53,111,68,78,55,105,144,223,247,281,112,56,90,38,3.92,1.82,3.01,6.3,3.86,4.43,3.12,5.96,8.17,12.66,14.02,15.95,6.36,3.18,5.11,2.16
42049002100,Erie,2021,"Census Tract 21, Erie County, Pennsylvania",1702,379,652,671,22.27,38.31,39.42,74,34,74,68,90,39,74,107,96,179,196,387,80,16,132,56,4.35,2.0,4.35,4.0,5.29,2.29,4.35,6.29,5.64,10.52,11.52,22.74,4.7,0.94,7.76,3.29
42049002100,Erie,2022,Census Tract 21; Erie County; Pennsylvania,1691,336,692,663,19.87,40.92,39.21,26,42,33,110,68,57,76,90,55,223,248,305,152,75,101,30,1.54,2.48,1.95,6.51,4.02,3.37,4.49,5.32,3.25,13.19,14.67,18.04,8.99,4.44,5.97,1.77
42049002100,Erie,2023,Census Tract 21; Erie County; Pennsylvania,1714,308,761,645,17.97,44.4,37.63,35,43,8,97,33,92,146,110,57,130,318,256,151,84,138,16,2.04,2.51,0.47,5.66,1.93,5.37,8.52,6.42,3.33,7.58,18.55,14.94,8.81,4.9,8.05,0.93
42049002200,Erie,2019,"Census Tract 22, Erie County, Pennsylvania",1725,504,683,538,29.22,39.59,31.19,61,103,43,89,118,90,107,44,101,109,322,296,145,59,23,15,3.54,5.97,2.49,5.16,6.84,5.22,6.2,2.55,5.86,6.32,18.67,17.16,8.41,3.42,1.33,0.87
42049002200,Erie,2020,"Census Tract 22, Erie County, Pennsylvania",1646,382,626,638,23.21,38.03,38.76,39,53,30,73,105,82,70,73,51,153,279,368,170,37,63,0,2.37,3.22,1.82,4.43,6.38,4.98,4.25,4.43,3.1,9.3,16.95,22.36,10.33,2.25,3.83,0.0
42049002200,Erie,2021,"Census Tract 22, Erie County, Pennsylvania",1642,370,636,636,22.53,38.73,38.73,58,130,28,36,83,35,111,41,85,173,226,306,243,73,0,14,3.53,7.92,1.71,2.19,5.05,2.13,6.76,2.5,5.18,10.54,13.76,18.64,14.8,4.45,0.0,0.85
42049002200,Erie,2022,Census Tract 22; Erie County; Pennsylvania,1543,379,409,755,24.56,26.51,48.93,85,82,51,52,46,63,45,51,80,130,103,384,238,99,10,24,5.51,5.31,3.31,3.37,2.98,4.08,2.92,3.31,5.18,8.43,6.68,24.89,15.42,6.42,0.65,1.56
42049002200,Erie,2023,Census Tract 22; Erie County; Pennsylvania,1549,444,337,768,28.66,21.76,49.58,120,72,90,54,27,81,25,36,42,88,146,390,230,106,7,35,7.75,4.65,5.81,3.49,1.74,5.23,1.61,2.32,2.71,5.68,9.43,25.18,14.85,6.84,0.45,2.26
42049002300,Erie,2019,"Census Tract 23, Erie County, Pennsylvania",1085,409,475,201,37.7,43.78,18.53,31,73,59,88,42,116,71,101,41,138,124,96,54,31,20,0,2.86,6.73,5.44,8.11,3.87,10.69,6.54,9.31,3.78,12.72,11.43,8.85,4.98,2.86,1.84,0.0
42049002300,Erie,2020,"Census Tract 23, Erie County, Pennsylvania",1160,553,442,165,47.67,38.1,14.22,25,110,72,39,241,66,60,108,25,158,91,98,46,0,21,0,2.16,9.48,6.21,3.36,20.78,5.69,5.17,9.31,2.16,13.62,7.84,8.45,3.97,0.0,1.81,0.0
42049002300,Erie,2021,"Census Tract 23, Erie County, Pennsylvania",1109,535,344,230,48.24,31.02,20.74,22,76,79,53,214,91,54,99,19,99,73,128,102,0,0,0,1.98,6.85,7.12,4.78,19.3,8.21,4.87,8.93,1.71,8.93,6.58,11.54,9.2,0.0,0.0,0.0
42049002300,Erie,2022,Census Tract 23; Erie County; Pennsylvania,1118,529,333,256,47.32,29.79,22.9,22,45,117,38,75,232,52,80,73,86,42,110,102,8,10,26,1.97,4.03,10.47,3.4,6.71,20.75,4.65,7.16,6.53,7.69,3.76,9.84,9.12,0.72,0.89,2.33
42049002300,Erie,2023,Census Tract 23; Erie County; Pennsylvania,1194,579,364,251,48.49,30.49,21.02,18,35,64,80,97,285,76,88,43,118,39,117,98,9,12,15,1.51,2.93,5.36,6.7,8.12,23.87,6.37,7.37,3.6,9.88,3.27,9.8,8.21,0.75,1.01,1.26
42049002400,Erie,2019,"Census Tract 24, Erie County, Pennsylvania",1278,453,538,287,35.45,42.1,22.46,94,121,26,36,94,82,94,122,74,90,158,136,111,28,12,0,7.36,9.47,2.03,2.82,7.36,6.42,7.36,9.55,5.79,7.04,12.36,10.64,8.69,2.19,0.94,0.0
42049002400,Erie,2020,"Census Tract 24, Erie County, Pennsylvania",1247,383,592,272,30.71,47.47,21.81,61,40,107,32,94,49,100,74,183,72,163,124,120,28,0,0,4.89,3.21,8.58,2.57,7.54,3.93,8.02,5.93,14.68,5.77,13.07,9.94,9.62,2.25,0.0,0.0
42049002400,Erie,2021,"Census Tract 24, Erie County, Pennsylvania",1250,447,549,254,35.76,43.92,20.32,80,43,118,51,120,35,66,72,110,162,139,102,134,18,0,0,6.4,3.44,9.44,4.08,9.6,2.8,5.28,5.76,8.8,12.96,11.12,8.16,10.72,1.44,0.0,0.0
42049002400,Erie,2022,Census Tract 24; Erie County; Pennsylvania,1300,424,532,344,32.62,40.92,26.46,51,74,90,65,93,51,40,114,47,226,105,146,151,47,0,0,3.92,5.69,6.92,5.0,7.15,3.92,3.08,8.77,3.62,17.38,8.08,11.23,11.62,3.62,0.0,0.0
42049002400,Erie,2023,Census Tract 24; Erie County; Pennsylvania,1328,476,535,317,35.84,40.29,23.87,56,142,42,85,73,78,7,110,68,235,115,170,45,94,8,0,4.22,10.69,3.16,6.4,5.5,5.87,0.53,8.28,5.12,17.7,8.66,12.8,3.39,7.08,0.6,0.0
42049002500,Erie,2019,"Census Tract 25, Erie County, Pennsylvania",979,494,372,113,50.46,38.0,11.54,107,25,72,43,139,108,46,65,61,109,91,41,56,5,6,5,10.93,2.55,7.35,4.39,14.2,11.03,4.7,6.64,6.23,11.13,9.3,4.19,5.72,0.51,0.61,0.51
42049002500,Erie,2020,"Census Tract 25, Erie County, Pennsylvania",1016,497,399,120,48.92,39.27,11.81,100,68,62,25,129,113,70,0,57,152,120,46,56,12,6,0,9.84,6.69,6.1,2.46,12.7,11.12,6.89,0.0,5.61,14.96,11.81,4.53,5.51,1.18,0.59,0.0
42049002500,Erie,2021,"Census Tract 25, Erie County, Pennsylvania",962,417,363,182,43.35,37.73,18.92,46,90,72,24,115,70,57,29,10,141,126,88,53,27,14,0,4.78,9.36,7.48,2.49,11.95,7.28,5.93,3.01,1.04,14.66,13.1,9.15,5.51,2.81,1.46,0.0
42049002500,Erie,2022,Census Tract 25; Erie County; Pennsylvania,949,440,342,167,46.36,36.04,17.6,51,77,88,50,63,111,108,36,18,97,83,84,49,22,12,0,5.37,8.11,9.27,5.27,6.64,11.7,11.38,3.79,1.9,10.22,8.75,8.85,5.16,2.32,1.26,0.0
42049002500,Erie,2023,Census Tract 25; Erie County; Pennsylvania,894,315,399,180,35.23,44.63,20.13,72,60,46,92,3,42,72,29,75,71,152,96,27,39,18,0,8.05,6.71,5.15,10.29,0.34,4.7,8.05,3.24,8.39,7.94,17.0,10.74,3.02,4.36,2.01,0.0
42049002600,Erie,2019,"Census Tract 26, Erie County, Pennsylvania",1498,669,589,240,44.66,39.32,16.02,133,89,98,141,144,64,124,34,74,172,185,82,107,22,17,12,8.88,5.94,6.54,9.41,9.61,4.27,8.28,2.27,4.94,11.48,12.35,5.47,7.14,1.47,1.13,0.8
42049002600,Erie,2020,"Census Tract 26, Erie County, Pennsylvania",1540,597,543,400,38.77,35.26,25.97,159,80,72,95,130,61,134,17,59,116,217,129,87,34,142,8,10.32,5.19,4.68,6.17,8.44,3.96,8.7,1.1,3.83,7.53,14.09,8.38,5.65,2.21,9.22,0.52
42049002600,Erie,2021,"Census Tract 26, Erie County, Pennsylvania",1516,688,432,396,45.38,28.5,26.12,153,109,95,147,89,95,130,12,65,108,117,121,74,67,124,10,10.09,7.19,6.27,9.7,5.87,6.27,8.58,0.79,4.29,7.12,7.72,7.98,4.88,4.42,8.18,0.66
42049002600,Erie,2022,Census Tract 26; Erie County; Pennsylvania,1470,560,454,456,38.1,30.88,31.02,69,108,27,106,53,197,107,57,14,131,145,105,138,41,164,8,4.69,7.35,1.84,7.21,3.61,13.4,7.28,3.88,0.95,8.91,9.86,7.14,9.39,2.79,11.16,0.54
42049002600,Erie,2023,Census Tract 26; Erie County; Pennsylvania,1488,334,642,512,22.45,43.15,34.41,62,75,35,74,16,72,163,177,6,148,148,117,142,76,167,10,4.17,5.04,2.35,4.97,1.08,4.84,10.95,11.9,0.4,9.95,9.95,7.86,9.54,5.11,11.22,0.67
42049002700,Erie,2019,"Census Tract 27, Erie County, Pennsylvania",2971,1021,1041,909,34.37,35.04,30.6,143,249,112,146,130,241,178,125,213,150,375,415,298,109,87,0,4.81,8.38,3.77,4.91,4.38,8.11,5.99,4.21,7.17,5.05,12.62,13.97,10.03,3.67,2.93,0.0
42049002700,Erie,2020,"Census Tract 27, Erie County, Pennsylvania",3000,1042,1051,907,34.73,35.03,30.23,95,187,207,131,220,202,149,292,111,213,286,480,213,100,114,0,3.17,6.23,6.9,4.37,7.33,6.73,4.97,9.73,3.7,7.1,9.53,16.0,7.1,3.33,3.8,0.0
42049002700,Erie,2021,"Census Tract 27, Erie County, Pennsylvania",2942,785,1040,1117,26.68,35.35,37.97,76,124,108,152,204,121,153,247,187,186,267,411,299,225,162,20,2.58,4.21,3.67,5.17,6.93,4.11,5.2,8.4,6.36,6.32,9.08,13.97,10.16,7.65,5.51,0.68
42049002700,Erie,2022,Census Tract 27; Erie County; Pennsylvania,2874,737,1233,904,25.64,42.9,31.45,94,74,43,201,227,98,151,169,253,292,368,389,206,218,46,45,3.27,2.57,1.5,6.99,7.9,3.41,5.25,5.88,8.8,10.16,12.8,13.54,7.17,7.59,1.6,1.57
42049002700,Erie,2023,Census Tract 27; Erie County; Pennsylvania,2915,635,1132,1148,21.78,38.83,39.38,116,64,30,163,105,157,105,224,208,330,265,486,289,212,53,108,3.98,2.2,1.03,5.59,3.6,5.39,3.6,7.68,7.14,11.32,9.09,16.67,9.91,7.27,1.82,3.7
42049002800,Erie,2019,"Census Tract 28, Erie County, Pennsylvania",2296,777,870,649,33.84,37.89,28.27,298,64,28,121,141,125,175,138,129,115,313,266,162,117,52,52,12.98,2.79,1.22,5.27,6.14,5.44,7.62,6.01,5.62,5.01,13.63,11.59,7.06,5.1,2.26,2.26
42049002800,Erie,2020,"Census Tract 28, Erie County, Pennsylvania",2535,895,958,682,35.31,37.79,26.9,268,60,116,147,161,143,168,159,127,95,409,324,186,62,26,84,10.57,2.37,4.58,5.8,6.35,5.64,6.63,6.27,5.01,3.75,16.13,12.78,7.34,2.45,1.03,3.31
42049002800,Erie,2021,"Census Tract 28, Erie County, Pennsylvania",2381,707,842,832,29.69,35.36,34.94,252,65,108,74,112,96,190,249,51,139,213,488,155,62,41,86,10.58,2.73,4.54,3.11,4.7,4.03,7.98,10.46,2.14,5.84,8.95,20.5,6.51,2.6,1.72,3.61
42049002800,Erie,2022,Census Tract 28; Erie County; Pennsylvania,2454,668,834,952,27.22,33.99,38.79,199,29,121,61,157,101,145,160,164,177,188,552,98,164,26,112,8.11,1.18,4.93,2.49,6.4,4.12,5.91,6.52,6.68,7.21,7.66,22.49,3.99,6.68,1.06,4.56
42049002800,Erie,2023,Census Tract 28; Erie County; Pennsylvania,2394,616,753,1025,25.73,31.45,42.82,164,27,104,87,91,143,31,218,73,217,214,501,194,115,136,79,6.85,1.13,4.34,3.63,3.8,5.97,1.29,9.11,3.05,9.06,8.94,20.93,8.1,4.8,5.68,3.3
42049002900,Erie,2019,"Census Tract 29, Erie County, Pennsylvania",1272,244,410,618,19.18,32.23,48.58,43,20,47,45,80,9,60,57,62,99,132,138,236,119,76,49,3.38,1.57,3.69,3.54,6.29,0.71,4.72,4.48,4.87,7.78,10.38,10.85,18.55,9.36,5.97,3.85
42049002900,Erie,2020,"Census Tract 29, Erie County, Pennsylvania",1274,296,317,661,23.23,24.88,51.88,40,18,42,43,58,95,46,28,35,105,103,143,206,122,149,41,3.14,1.41,3.3,3.38,4.55,7.46,3.61,2.2,2.75,8.24,8.08,11.22,16.17,9.58,11.7,3.22
42049002900,Erie,2021,"Census Tract 29, Erie County, Pennsylvania",1241,269,321,651,21.68,25.87,52.46,46,10,9,73,82,49,52,61,12,140,56,164,203,104,136,44,3.71,0.81,0.73,5.88,6.61,3.95,4.19,4.92,0.97,11.28,4.51,13.22,16.36,8.38,10.96,3.55
42049002900,Erie,2022,Census Tract 29; Erie County; Pennsylvania,1221,244,339,638,19.98,27.76,52.25,53,19,10,29,89,44,42,42,73,109,73,113,114,160,151,100,4.34,1.56,0.82,2.38,7.29,3.6,3.44,3.44,5.98,8.93,5.98,9.25,9.34,13.1,12.37,8.19
42049002900,Erie,2023,Census Tract 29; Erie County; Pennsylvania,1232,207,360,665,16.8,29.22,53.98,32,23,12,36,53,51,40,61,30,129,100,106,116,126,178,139,2.6,1.87,0.97,2.92,4.3,4.14,3.25,4.95,2.44,10.47,8.12,8.6,9.42,10.23,14.45,11.28
