ZCTA5CE20,count_grocery_supermarket,count_grocery_large,count_grocery_medium,count_grocery_small,count_grocery_combination,count_grocery_specialty,count_farmers_market,count_convenience,count_pharmacy,count_hospital,count_clinic,count_library,count_school,count_community_center,count_social_services,count_grocery_any,count_snap_retailers,count_total_civic,nearest_grocery_miles,nearest_pharmacy_m,nearest_pharmacy_miles,nearest_hospital_m,nearest_hospital_miles,nearest_clinic_m,nearest_clinic_miles,nearest_library_m,nearest_library_miles,nearest_community_center_m,nearest_community_center_miles,nearest_social_services_m,nearest_social_services_miles,nearest_pantry_miles,nearest_snap_miles,no_vehicle_rate,poverty_rate,median_household_income,total_population,area_name,county_name,unemployment_rate,no_insurance_rate
16404,0,0,0,0,1,0,0,6,0,0,0,0,5,1,0,1,7,24,1.54,13978.770574275197,8.69,13656.849478080594,8.49,12841.07202300808,7.98,19661.816108549618,12.22,4383.4686180880735,2.72,13250.596125878626,8.23,8.7,1.54,8.5,18.9,62130.0,3396,Centerville,Crawford,8.2,10.0
16372,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,4,0.15,39114.48643059346,24.3,50697.01410695757,31.5,50286.22626595076,31.25,53874.128019511256,33.48,53384.89302684103,33.17,42866.9918808431,26.64,13.65,0.15,8.8,9.2,43750.0,510,Clintonville,Venango,12.4,9.2
16316,2,0,0,4,3,0,0,5,0,0,0,0,4,0,0,9,14,21,0.17,12818.540959107342,7.97,13596.18395817107,8.45,4642.624836237344,2.88,13180.143232011244,8.19,11978.514424682562,7.44,12782.293132300856,7.94,7.39,0.16,4.6,10.0,64906.0,4688,Conneaut Lake,Crawford,5.3,6.7
16153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58,23217.000808375768,14.43,36309.71947006573,22.56,33656.4668161643,20.91,36134.52541159441,22.45,35307.173601575945,21.94,27153.58964139766,16.87,13.94,8.57,5.5,12.2,64625.0,2303,Stoneboro,Venango,1.2,7.9
16620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,156346.65451862686,97.15,141984.77209577936,88.23,142989.77504612564,88.85,171490.5898373125,106.56,151094.8087196686,93.89,142355.9117719358,88.46,7.9,0.99,2.0,21.1,57083.0,350,Brisbin,Clearfield,13.3,9.4
15753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,143785.46403064486,89.34,127843.5941376858,79.44,128711.35250246427,79.98,157621.73726696378,97.94,137241.36609864503,85.28,128248.79484516825,79.69,19.73,2.74,3.4,15.7,53625.0,425,La Jose,Clearfield,2.8,9.6
16332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,57910.79874472688,35.98,39908.36684044398,24.8,40746.45961485497,25.32,71597.43434601428,44.49,49347.8197418453,30.66,40320.74854299725,25.05,10.11,2.94,10.8,4.5,40375.0,88,Lickingville,Clarion,0.0,8.8
16422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,13749.003613660145,8.54,14302.92503154206,8.89,8057.461242720947,5.01,13995.925955294557,8.7,13331.859279179573,8.28,13658.662985428124,8.49,5.81,1.97,0.0,49.4,,79,Harmonsburg,Crawford,0.0,6.3
16671,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2.85,157073.59123576336,97.6,142044.9786194089,88.26,143012.34128361853,88.86,172077.25759473702,106.92,151261.1057008475,93.99,142427.02992657176,88.5,11.79,0.5,4.8,6.8,58750.0,417,Ramey,Clearfield,2.9,9.0
16866,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,4,10,10,3.27,165522.0222888237,102.85,152424.81762129327,94.71,153488.9482046177,95.37,180864.55337810412,112.38,161309.7058063292,100.23,152775.5372055115,94.93,3.24,3.28,13.1,17.0,48580.0,8924,Philipsburg,Clearfield,4.7,12.6
15848,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.52,119598.96465769752,74.32,104607.54660675896,65.0,105592.70660893402,65.61,134566.40604075612,83.62,113785.29249021084,70.7,104984.92642668396,65.23,6.53,1.53,16.3,4.6,62917.0,1081,Luthersburg,Clearfield,4.5,8.8
16666,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,4,5,5,1.87,156370.17215935368,97.16,142516.94349917324,88.56,143548.09637552648,89.2,171602.72146000978,106.63,151537.88054359754,94.16,142879.61481468793,88.78,5.11,1.87,2.4,20.2,55938.0,2774,Osceola Mills,Clearfield,8.7,9.6
16836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.74,140675.1009420183,87.41,130168.55035205456,80.88,131335.0186021059,81.61,156160.75904870342,97.03,138434.08206782886,86.02,130470.06517787052,81.07,11.5,8.01,1.2,13.1,59205.0,1106,Frenchville,Clearfield,4.5,7.9
15801,6,0,0,0,13,0,0,9,0,0,0,0,0,0,0,19,38,38,0.33,111569.47726088073,69.33,97695.63065118558,60.71,98744.90732508677,61.36,126748.06756910756,78.76,106664.00239106888,66.28,98052.37828959536,60.93,1.78,0.33,8.4,9.9,66380.0,20251,Du Bois,Clearfield,4.1,7.2
15856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,121186.8699204914,75.3,107657.12608716008,66.9,108717.46071560294,67.55,136434.08284609916,84.78,116574.87348602845,72.44,108009.65838187248,67.11,7.94,5.05,4.0,8.7,61667.0,883,Rockton,Clearfield,1.2,8.5
16847,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.57,156864.30940995782,97.47,145138.6432001218,90.19,146260.36323327318,90.88,172317.51332702936,107.07,153721.0438483644,95.52,145464.51550730428,90.39,2.4,0.56,0.0,14.2,,316,Kylertown,Clearfield,9.4,8.9
15866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,116334.24525557632,72.29,100753.11041548026,62.61,101704.26491783078,63.2,131145.47126175783,81.49,110015.48192561674,68.36,101139.79332361509,62.85,6.52,2.31,13.8,4.4,78750.0,160,Troutville,Clearfield,0.0,9.0
16729,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,2,5,5,1.11,101488.9125090582,63.06,106378.60844769176,66.1,101568.20659505196,63.11,105218.38478387088,65.38,101663.40079557092,63.17,106362.46248303266,66.09,0.65,1.1,1.4,22.5,67941.0,708,Duke Center,McKean,7.9,7.7
16511,0,0,0,1,1,0,0,9,1,0,4,1,5,1,5,2,12,42,0.19,3979.741280452751,2.47,7659.461248530855,4.76,1381.6000174916303,0.86,1764.7176745866795,1.1,3730.887338745877,2.32,342.9651812562895,0.21,1.96,0.16,8.8,12.8,71644.0,11709,Erie Lawrence Park,Erie,2.2,8.0
16509,4,0,2,1,9,0,0,18,1,1,21,1,13,1,8,16,43,126,0.63,4290.196068953112,2.67,4268.674789297506,2.65,2725.1414967877618,1.69,5110.279258667338,3.18,3912.700584881483,2.43,2997.5128603053604,1.86,1.82,0.61,7.6,11.4,68880.0,28133,Erie Millcreek/South,Erie,2.7,5.8
16506,1,0,2,3,7,0,0,12,1,1,28,0,9,0,7,13,28,110,0.86,468.0510045313636,0.29,1068.8579249158845,0.66,947.5401800444572,0.59,4218.324831357056,2.62,5987.925145233213,3.72,459.8233737727092,0.29,1.37,0.73,6.6,7.8,84021.0,24190,Erie Millcreek/West,Erie,2.6,5.3
16401,0,1,1,1,2,0,0,1,0,0,1,1,1,1,1,5,6,16,2.08,15096.30832075624,9.38,30121.677853911293,18.72,3705.941751946019,2.3,3770.815178548989,2.34,3404.7515308390007,2.12,3495.008206900007,2.17,2.09,2.05,9.4,11.9,67976.0,3842,Albion,Crawford,6.8,10.3
16417,0,0,0,0,4,0,0,6,1,0,1,1,3,0,2,4,16,37,1.66,3288.2480781099566,2.04,17610.437390441904,10.94,3270.930300651041,2.03,4163.100517768187,2.59,9983.713756549983,6.2,3367.695497192183,2.09,2.19,1.66,4.2,6.5,80410.0,8400,Girard,Erie,5.0,7.4
16411,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0.9,11277.261180262947,7.01,27249.42206111344,16.93,11256.39863960772,6.99,10901.982169800507,6.77,12196.467124623505,7.58,11664.656458447547,7.25,7.23,0.92,2.0,9.2,67000.0,1287,East Springfield,Erie,9.3,7.5
16840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,159374.93060515868,99.03,146673.91908694676,91.14,147756.80737917172,91.81,174756.3761643783,108.59,155472.32657333577,96.61,147017.20912910576,91.35,2.29,2.01,12.2,0.0,54805.0,247,Hawk Run,Clearfield,18.1,8.4
16860,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.66,159881.22687368002,99.35,147560.21456858062,91.69,148658.49403361438,92.37,175296.45429072602,108.92,156278.4465454197,97.11,147896.93666084134,91.9,2.64,0.6,0.0,3.3,73225.0,393,Munson,Clearfield,0.0,7.8
16837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,140711.77558153376,87.43,126577.03539577962,78.65,127599.28328356695,79.29,155882.96918825092,96.86,135633.89845819873,84.28,126942.79301851853,78.88,6.19,2.9,0.0,34.6,,104,Glen Richey,Clearfield,0.0,7.6
15840,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,4,4,1.72,102229.63324286928,63.52,88008.42454542451,54.69,89046.68727530046,55.33,117328.25265906852,72.9,97024.51412406436,60.29,88369.22706068051,54.91,2.26,1.72,1.8,13.3,55125.0,1807,Falls Creek,Clearfield,4.4,7.8
16740,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,5.04,95719.95719793047,59.48,94342.0194187516,58.62,95622.45236360456,59.42,109135.46491256976,67.81,95880.4369708017,59.58,94451.47892443366,58.69,5.14,5.03,6.0,11.4,47222.0,823,Mount Jewett,Elk,3.8,7.9
16731,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,5,5,0.36,110049.87889907112,68.38,114164.08104566215,70.94,110126.09645262054,68.43,114359.17015941786,71.06,110223.70241771732,68.49,114167.3169467856,70.94,5.74,0.36,3.1,10.1,59986.0,2397,Eldred,McKean,9.9,7.8
16724,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4.99,108159.11642001278,67.21,108085.5140058076,67.16,108213.26947449984,67.24,118878.64740143927,73.87,108324.44204801532,67.31,108174.05466796082,67.22,5.08,0.16,0.0,26.0,,73,Crosby,McKean,13.5,7.1
16353,1,1,1,0,2,0,0,5,0,0,0,0,0,0,0,5,10,10,3.41,44370.53601161668,27.57,28861.74167154622,17.93,29943.899021717683,18.61,58815.52071308733,36.55,37819.18773362108,23.5,29209.07839873572,18.15,3.53,3.42,11.1,15.0,54674.0,2459,Tionesta,Clarion,3.8,7.8
16335,4,0,5,6,15,0,1,18,4,1,17,2,29,2,6,30,60,160,0.09,693.4044055701132,0.43,1340.461726987407,0.83,152.37045742710978,0.09,976.8017944672793,0.61,631.9240146106612,0.39,735.5225887393174,0.46,0.17,0.09,10.2,11.8,58531.0,27112,Meadville,Crawford,3.8,7.7
16362,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,6,5.41,11355.23257049214,7.06,26167.96219144414,16.26,24989.32975803124,15.53,26191.667523980268,16.27,25981.65268844432,16.14,14647.154769705438,9.1,7.55,0.95,5.6,11.0,63750.0,1018,Utica,Venango,4.1,7.7
16402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42,23155.246757439345,14.39,40291.61206406997,25.04,23275.77085938515,14.46,27280.589719463213,16.95,23312.00988008867,14.49,39918.27379352012,24.8,7.72,5.42,8.1,6.5,54783.0,570,Bear Lake,Warren,7.8,8.5
16214,2,0,0,2,8,0,0,16,0,0,0,0,0,0,0,12,31,31,0.44,68333.34683438315,42.46,54995.36750346893,34.17,55619.47127300679,34.56,82032.14422506824,50.97,64411.649586281295,40.02,55432.922923881546,34.44,1.44,0.44,5.2,24.3,53430.0,8655,Clarion,Clarion,8.9,7.7
16334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,56519.8052544909,35.12,42002.431638685965,26.1,42594.17850925772,26.47,69744.63557242311,43.34,51388.88729140814,31.93,42442.40165845412,26.37,6.74,3.26,5.7,12.3,71364.0,448,Marble,Clarion,2.0,7.5
16125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,29739.18557525156,18.48,32287.236459246848,20.06,25361.263589002807,15.76,31888.25079736344,19.81,30520.820814952207,18.96,31528.01551925584,19.59,17.22,7.29,8.8,11.2,56851.0,17088,Greenville,Crawford,6.4,7.7
16130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,16469.045343558697,10.23,22845.69622549404,14.2,19121.27586724476,11.88,22528.80319855372,14.0,21329.49384012517,13.25,18855.108069105227,11.72,13.55,6.69,4.1,13.7,57171.0,1876,Hadley,Crawford,2.7,7.7
16661,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,0.64,151337.47563114247,94.04,136314.26253344805,84.7,137283.81085222284,85.3,166337.06775306183,103.36,145525.80487561852,90.43,136695.75378675232,84.94,12.82,0.63,5.3,11.5,57059.0,922,Madera,Clearfield,10.9,9.6
16213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.09,60827.960507447686,37.8,57339.80939135913,35.63,57568.26635278047,35.77,75545.74021579981,46.94,66016.17837827501,41.02,57780.54457932848,35.9,4.43,0.06,7.1,1.7,65000.0,119,Callensburg,Clarion,0.0,8.7
16881,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,5,5,2.23,145139.0541988283,90.19,132900.74527037854,82.58,134006.5171287077,83.27,160553.331496077,99.76,141583.2822153582,87.98,133234.21936070643,82.79,5.48,1.5,2.5,15.2,60313.0,2349,Woodland,Clearfield,5.1,9.0
16830,5,1,1,0,8,0,1,15,0,0,0,0,0,0,0,15,36,36,3.17,133079.3376150947,82.69,120777.84034844524,75.05,121885.31702658503,75.74,148480.7725023048,92.26,129456.67960072952,80.44,121110.64148040718,75.25,3.95,3.18,10.2,16.6,56822.0,13698,Clearfield,Clearfield,8.6,8.6
16843,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,7,7,0.36,136702.74705422643,84.94,123303.86079764875,76.62,124363.42133695836,77.28,151985.80158504713,94.44,132218.04868907417,82.16,123656.5264569194,76.84,2.21,0.35,10.1,26.2,48221.0,179,Hyde,Clearfield,6.4,7.4
16838,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,3,6,6,2.29,127377.3181817602,79.15,112521.17952674036,69.92,113510.09916248308,70.53,142387.47910366522,88.48,121686.17044527776,75.61,112897.38464410162,70.15,11.02,1.37,2.6,18.6,57446.0,1820,Grampian,Clearfield,7.2,7.8
16825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,147812.94266194754,91.85,135131.8977734988,83.97,136218.9926119745,84.64,163189.5385101495,101.4,143913.3231588369,89.42,135473.5156202231,84.18,5.87,0.33,0.0,0.0,59669.0,265,Bigler,Clearfield,3.4,9.0
16839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,160245.45737699774,99.57,148839.91194266346,92.49,149972.1762517928,93.19,175714.21178272186,109.18,157352.4200932333,97.77,149160.48132941886,92.68,4.99,2.94,0.0,3.2,80069.0,437,Grassflat,Clearfield,0.0,8.4
16749,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,4,4,3.8,105498.83559420184,65.55,105633.91472975856,65.64,105553.84067136224,65.59,116102.6930765286,72.14,105664.59447632427,65.66,105717.1536239189,65.69,3.88,1.75,6.8,12.1,70114.0,3691,Smethport,Cameron,5.0,7.5
16745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,99981.19010776082,62.13,104060.469489378,64.66,100056.28273483049,62.17,105124.92665884394,65.32,100154.73323035432,62.23,104060.4988267684,64.66,2.12,1.76,4.7,3.2,60313.0,685,Rixford,McKean,3.3,7.9
16347,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,7,7,4.15,55395.23109624496,34.42,51240.49373656547,31.84,52523.32249871018,32.64,70673.07920968928,43.91,55537.046046234966,34.51,51369.7262052452,31.92,4.16,4.13,3.9,11.6,51806.0,1538,Sheffield,Elk,3.0,7.8
16341,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2.62,31297.269096701697,19.45,13586.506887412474,8.44,14644.083351398858,9.1,44677.49974669416,27.76,22751.106286439368,14.14,13948.320124015045,8.67,6.79,2.61,2.1,11.8,60260.0,1790,Pleasantville,Venango,6.0,7.3
16510,2,0,4,4,11,0,0,34,0,0,7,0,6,2,2,21,59,110,3.13,7926.129418644114,4.93,9124.749751982316,5.67,5325.55082868382,3.31,2474.4666553770544,1.54,2613.9652221993565,1.62,5386.873088312116,3.35,3.57,0.75,6.6,16.0,64938.0,25152,Erie Harborcreek,Erie,5.3,8.3
16504,0,0,2,7,10,0,0,15,1,1,8,0,6,0,3,19,38,76,0.08,171.35590905292392,0.11,1456.3096391201711,0.9,199.7336395751897,0.12,559.2829319268,0.35,2368.936325649386,1.47,1108.078733245552,0.69,0.65,0.07,7.9,14.8,51988.0,15632,Erie South East,Erie,7.8,8.3
16441,2,0,0,1,3,0,1,2,1,0,2,1,4,0,0,6,10,28,1.17,1514.3775830460788,0.94,15800.862363159466,9.82,598.6419389729306,0.37,1437.4840851110064,0.89,12966.296304013053,8.06,9910.721958761394,6.16,0.63,0.77,2.8,7.2,78367.0,9485,Waterford,Crawford,5.9,6.8
16859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,162728.14187509895,101.11,152208.22260451168,94.58,153368.80084119612,95.3,178214.5178285923,110.74,160510.1052713754,99.74,152513.1423899837,94.77,9.95,6.32,10.9,11.7,56667.0,498,Moshannon,Clearfield,5.8,7.8
16443,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,6,0.67,15021.24010909853,9.33,31311.67999694571,19.46,10992.27646046571,6.83,10946.173517660534,6.8,10676.58596837686,6.63,10825.215213474095,6.73,6.68,0.66,4.5,25.8,75806.0,1170,West Springfield,Erie,1.4,7.6
16423,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,3,9,0.15,3057.748341343018,1.9,17235.730895020246,10.71,3061.9558148028605,1.9,2112.649904158561,1.31,14513.10402865814,9.02,3230.107950596778,2.01,1.93,0.16,6.7,9.5,73523.0,3880,Lowville/Wattsburg,Erie,3.4,8.1
16435,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,4,6,6,1.22,20806.045062505025,12.93,27933.60198346455,17.36,8129.456913979358,5.05,8269.416951293158,5.14,8105.199989959117,5.04,8048.850801932061,5.0,1.53,1.22,8.1,16.1,56400.0,1678,Springboro,Crawford,5.2,9.1
16438,1,0,0,1,4,0,0,6,0,0,0,1,8,1,0,6,12,32,0.09,12696.131918117058,7.89,28682.237327113267,17.82,13639.036565785933,8.47,662.0874760017067,0.41,250.67326357834395,0.16,22801.975700838128,14.17,2.14,0.09,8.1,13.7,60559.0,7489,Union City,Crawford,8.8,9.2
16505,5,0,0,0,12,0,0,15,1,2,15,1,7,0,5,17,36,89,1.09,2402.0059635974585,1.49,2002.6287224259495,1.24,1581.5222311477526,0.98,4400.368783746912,2.73,3974.295596223715,2.47,2082.0955764996074,1.29,1.66,1.01,6.0,9.2,71370.0,15631,Erie Frontier/West,Erie,5.5,5.6
16415,0,0,0,0,4,0,0,3,0,0,4,0,6,0,4,4,8,36,1.1,7226.616762077473,4.49,8226.820446383685,5.11,1567.3911857366795,0.97,4059.7031873129536,2.52,11889.92410651185,7.39,2185.906996995609,1.36,1.26,1.1,3.2,4.6,105604.0,10251,Fairview,Erie,5.1,4.4
16640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,154293.08618139938,95.87,138825.67498798764,86.26,139685.12801764646,86.8,168241.31822880724,104.54,148232.28112547402,92.11,139232.41485043522,86.52,22.48,3.57,0.0,22.0,52500.0,942,Flinton,Clearfield,7.4,7.3
16444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.59,927.2758117361686,0.58,22351.22507197681,13.89,865.9537459007449,0.54,42.797273548965904,0.03,532.2626743066126,0.33,2128.2498653758894,1.32,8.82,0.42,,,,1104,Edinboro,Erie,3.8,6.2
15853,1,0,1,1,3,0,0,7,0,0,0,0,0,0,0,6,13,13,3.15,88591.03483355418,55.05,78679.55524781955,48.89,79884.63353677525,49.64,104074.6555870271,64.67,86632.67366872572,53.83,78954.81914953014,49.06,3.87,3.15,7.6,11.7,60380.0,6330,Ridgway,Jefferson,4.5,7.4
15851,1,0,0,1,3,0,0,8,0,0,0,0,0,0,0,5,13,13,0.83,103639.44189093716,64.4,87867.21822220017,54.6,88814.67948031862,55.19,118370.91641690556,73.55,97141.1907314749,60.36,88255.01614773925,54.84,0.69,0.79,9.4,17.9,60842.0,7227,Reynoldsville,Clearfield,5.3,9.2
16020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,47381.38683476396,29.44,60224.58088640342,37.42,59762.53912837789,37.13,61839.49412164381,38.43,61230.54890601744,38.05,51250.65219785277,31.85,19.01,5.56,3.0,6.0,85625.0,1179,Boyers,Venango,5.8,7.4
15829,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.44,81971.14367325694,50.93,65340.22734191134,40.6,66138.7124271442,41.1,95279.89382729917,59.2,74797.89637067846,46.48,65758.18680922735,40.86,5.04,0.78,3.8,10.5,66719.0,1313,Corsica,Jefferson,3.5,7.6
16734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,73790.32641014099,45.85,69652.30861043646,43.28,70934.79589350855,44.08,88922.36968025984,55.25,73937.09104471248,45.94,69802.90512098004,43.37,3.54,2.75,1.4,2.8,64028.0,176,James City,Elk,6.8,7.4
15834,7,0,0,0,2,0,0,5,0,0,0,0,0,0,0,9,15,15,2.64,122364.06699695544,76.03,117683.73185614072,73.13,118958.04444908978,73.92,137361.19883224758,85.35,122513.78805578632,76.13,117869.49890479354,73.24,1.95,1.14,13.6,16.5,47880.0,4086,Emporium,Elk,9.6,8.1
15772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,120877.248915901,75.11,106731.37905389669,66.32,107515.38834197028,66.81,134913.75382997523,83.83,116193.07261130464,72.2,107150.99282483148,66.58,5.81,3.57,10.8,13.2,54500.0,1544,Rossiter,Jefferson,5.3,10.8
15770,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,3,3,0.6,95475.3327866777,59.33,83303.43952851031,51.76,83975.4891442463,52.18,109647.41448630318,68.13,92753.10647059616,57.63,83736.63623470337,52.03,6.9,0.61,1.2,17.7,44688.0,192,Ringgold,Jefferson,0.0,8.2
15821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,8.77,121809.54056577444,75.69,113998.35534435112,70.84,115233.8878450353,71.6,137204.34709259676,85.26,121483.57901215686,75.49,114245.04774467656,70.99,10.33,3.21,0.0,0.0,48750.0,64,Benezett,Elk,14.7,6.4
15831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,104367.70324929438,64.85,95065.05510492036,59.07,96276.15348196543,59.82,119849.07595986956,74.47,102918.57857459287,63.95,95335.08899395209,59.24,5.56,0.67,0.0,0.0,,56,Dagus Mines,Elk,0.0,
16350,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,5,6,6,0.71,33255.36041367838,20.66,46623.827193904,28.97,33362.035463060405,20.73,37567.936371698845,23.34,33426.89458226009,20.77,46380.28318165855,28.82,1.58,0.71,8.6,23.9,67813.0,2486,Sugar Grove,Warren,2.3,8.5
16340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.87,22594.23602238006,14.04,28488.3540934426,17.7,22642.474124269364,14.07,37269.68084157359,23.16,22756.28775401388,14.14,28327.27118260513,17.6,6.26,1.87,4.0,12.8,57813.0,1849,Pittsfield,Warren,5.7,7.5
16436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,16022.51761469546,9.96,28868.57090665875,17.94,16107.621074739802,10.01,29228.138819788208,18.16,16197.814355915829,10.06,28583.21458249916,17.76,8.71,3.89,5.5,18.1,44205.0,824,Spring Creek,Warren,7.4,7.8
16354,3,0,2,2,8,0,0,6,0,1,1,0,11,0,1,15,25,48,1.72,23334.58024361502,14.5,3059.86655332444,1.9,2296.2961917895914,1.43,33418.33117688393,20.77,10348.66768691005,6.43,3274.6707490408035,2.03,1.97,1.42,14.1,18.0,45642.0,10120,Titusville,Venango,7.1,8.4
16317,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,10,3.28,16777.21798783436,10.42,18282.35390748183,11.36,17279.896964510703,10.74,27504.88514158338,17.09,20921.705818490103,13.0,17260.446455319394,10.73,8.53,0.17,6.2,10.6,55956.0,1335,Cooperstown,Venango,15.8,7.4
16342,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3.25,25174.67688114861,15.64,40044.202709740886,24.88,38285.502886326496,23.79,40000.798213086695,24.86,39563.87361528685,24.58,28899.907073990787,17.96,7.31,3.26,5.9,16.1,62227.0,2185,Polk,Venango,4.3,7.8
16255,0,0,2,0,2,0,0,4,0,0,0,0,0,0,0,4,8,8,1.29,66119.32085641442,41.08,59024.87008824507,36.68,59410.66085529769,36.92,80598.49127953697,50.08,68086.19335805876,42.31,59470.05661862414,36.95,5.84,1.29,12.7,13.5,65357.0,1956,Sligo,Clarion,4.7,8.5
16346,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,6,6,2.6,35805.789829146954,22.25,28353.90803603727,17.62,28395.91166695222,17.64,49272.024227231705,30.62,36554.35982526706,22.71,28779.457014042597,17.88,1.53,1.59,3.5,12.1,68804.0,3246,Seneca,Venango,6.9,7.2
16344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.03,31470.05362102467,19.55,18135.50438025658,11.27,18142.616311920206,11.27,43166.8415261771,26.82,26337.498778373567,16.37,18555.73615408882,11.53,2.79,0.36,1.2,21.5,56250.0,470,Rouseville,Venango,9.3,7.1
16343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.2,27701.288921721683,17.21,24271.12818558561,15.08,23969.729413236157,14.89,41047.075676732704,25.51,31199.807579760487,19.39,24646.233481072937,15.31,2.32,0.9,0.0,20.5,85139.0,616,Reno,Venango,14.9,7.9
16371,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,7,7,1.08,30977.52315894276,19.25,39697.05292620106,24.67,31056.507416600027,19.3,43941.81611642414,27.3,31151.93366983924,19.36,39528.69342120146,24.56,1.03,1.08,12.8,11.2,55075.0,3165,Youngsville,Warren,8.4,7.2
16329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,34153.59902299379,21.22,38625.04978687009,24.0,34209.75931868175,21.26,48367.763219077,30.05,34319.90160775371,21.33,38539.08243930421,23.95,3.93,3.64,10.2,1.1,68333.0,456,Irvine,Warren,6.2,6.4
