ZCTA5CE20,count_grocery_supermarket,count_grocery_large,count_grocery_medium,count_grocery_small,count_grocery_combination,count_grocery_specialty,count_farmers_market,count_convenience,count_pharmacy,count_hospital,count_clinic,count_library,count_school,count_community_center,count_social_services,count_grocery_any,count_snap_retailers,count_total_civic,nearest_grocery_miles,nearest_pharmacy_m,nearest_pharmacy_miles,nearest_hospital_m,nearest_hospital_miles,nearest_clinic_m,nearest_clinic_miles,nearest_library_m,nearest_library_miles,nearest_community_center_m,nearest_community_center_miles,nearest_social_services_m,nearest_social_services_miles,nearest_pantry_miles,nearest_snap_miles,no_vehicle_rate,poverty_rate,median_household_income,total_population,area_name,county_name,unemployment_rate,no_insurance_rate
16732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,89681.41135662196,55.73,92565.16337812576,57.52,89749.1216840825,55.77,97605.162998501,60.65,89852.67525382257,55.83,92584.8026997591,57.53,7.03,2.97,0.0,2.4,67461.0,253,Gifford,McKean,0.0,6.6
16730,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.81,105037.33100872223,65.27,106457.5481448244,66.15,105099.18573667196,65.31,113817.95151835222,70.72,105206.2905159714,65.37,106514.392334481,66.19,1.21,0.3,0.0,0.0,,38,East Smethport,McKean,0.0,6.8
15870,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7.66,96083.19588525526,59.7,91913.90919429,57.11,93194.07063444468,57.91,111092.83931637194,69.03,96232.97554402672,59.8,92079.60511377212,57.22,8.01,5.67,5.6,12.6,58750.0,1239,Wilcox,Elk,3.4,6.8
16550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,1268.1314636903123,0.79,140.2172946187478,0.09,155.65040496044017,0.1,351.102606880842,0.22,856.5728511992598,0.53,939.8564402807748,0.58,0.11,0.19,,,,0,Erie,Erie,,
16410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.12,8956.257228249257,5.57,21345.502463118144,13.26,5722.260208532151,3.56,5626.582717886507,3.5,5975.255653646417,3.71,5916.192596121762,3.68,3.76,3.13,0.9,8.2,91250.0,1987,Cranesville,Erie,2.8,7.0
16475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,14203.90268400522,8.83,28049.65377451867,17.43,1585.7999740915786,0.99,1724.2368996217886,1.07,1672.17865481201,1.04,1568.1111326348707,0.97,0.97,1.01,,,,2180,Albion,Erie,,
16428,0,0,0,2,4,0,1,7,1,0,6,1,7,0,4,6,15,54,1.12,4558.398248780834,2.83,20945.417345288064,13.01,4165.868710506431,2.59,4661.677679324466,2.9,13690.777599261068,8.51,4131.447707133285,2.57,6.36,1.05,7.6,10.8,77103.0,12508,North East,Erie,5.0,6.6
16403,1,0,1,3,2,0,0,3,0,0,0,1,10,0,0,7,10,31,2.1,13121.9022249192,8.15,19593.344177936924,12.17,12739.062761531057,7.92,3305.269530426566,2.05,11695.20527510221,7.27,13836.754381468458,8.6,10.49,2.07,6.1,9.5,69539.0,6979,Cambridge Springs,Crawford,4.3,7.8
16627,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1.39,155068.89936809355,96.36,139145.81383286047,86.46,140057.24106534268,87.03,169831.20680551996,105.53,148479.57217383746,92.26,139541.75773425496,86.71,17.66,1.39,5.8,14.5,51047.0,2026,Coalport,Clearfield,8.6,8.2
16442,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,1,3,11,1.99,17088.064683213597,10.62,20764.127879517924,12.9,16846.245182608425,10.47,12065.129386748506,7.5,15771.91599739913,9.8,18328.18631447067,11.39,1.14,1.3,2.1,7.9,69185.0,3091,Wattsburg,Erie,5.1,7.2
16028,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,5,5,2.61,72129.81249940151,44.82,75240.10109777168,46.75,75294.3707203091,46.79,87025.48490395289,54.08,83330.77518983446,51.78,75668.4475716872,47.02,9.11,2.52,5.3,8.9,61250.0,2053,East Brady,Clarion,2.7,8.4
16222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26,98720.30308837802,61.34,91732.20507013243,57.0,92225.09540856953,57.31,113433.43660341253,70.48,100986.17750884534,62.75,92176.13941445031,57.28,9.75,6.05,13.1,11.5,61313.0,3139,Dayton,Jefferson,8.9,8.9
15742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.46,127289.39295377838,79.09,113939.78213603725,70.8,114703.632186392,71.27,141467.3108352983,87.9,123406.69936066636,76.68,114362.20308865924,71.06,10.42,3.46,8.0,8.7,51635.0,1007,Glen Campbell,Clearfield,3.5,10.2
15861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,145778.3183181828,90.58,138652.74067281905,86.16,139895.04919214817,86.93,161078.9741678201,100.09,145917.68446878166,90.67,138891.6161042091,86.3,15.45,3.43,9.1,8.4,76563.0,107,Sinnamahoning,Clearfield,0.0,6.0
16242,0,0,0,0,3,0,1,5,0,0,0,0,0,0,0,3,10,10,1.49,82493.83476841623,51.26,75136.81424470252,46.69,75600.20355612585,46.98,97096.42134890836,60.33,84343.01284162304,52.41,75581.49065699293,46.96,1.27,0.99,7.0,16.9,54727.0,4328,New Bethlehem,Clarion,2.7,8.2
15846,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,4,4,2.29,104726.21935010926,65.07,94985.1230757462,59.02,96185.61656780697,59.77,120212.41974275964,74.7,102960.2925534707,63.98,95263.68338401582,59.19,6.98,1.92,1.7,6.2,77917.0,3361,Kersey,Clearfield,2.8,6.8
16049,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0.62,57442.16138105538,35.69,59689.04263267972,37.09,59702.00196892055,37.1,72360.40081685442,44.96,67655.45904737791,42.04,60112.9971226093,37.35,9.23,0.63,4.6,14.3,63295.0,2897,Parker,Clarion,6.6,8.2
16746,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7.52,128747.03272969152,80.0,129444.74758292802,80.43,128807.103344257,80.04,137167.9797694798,85.23,128915.21149445653,80.1,129524.2756730418,80.48,7.72,3.39,3.2,14.4,60606.0,1018,Roulette,McKean,8.4,8.0
15860,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,9.31,75505.744979552,46.92,61894.87853625022,38.46,62988.933784501925,39.14,90636.48557804314,56.32,70700.43587055647,43.93,62234.731645346925,38.67,9.69,6.07,7.3,11.8,67000.0,1193,Sigel,Jefferson,6.4,7.3
15857,4,0,2,2,11,0,1,11,0,0,0,0,0,0,0,19,34,34,1.94,104366.07539179048,64.85,97573.52027150248,60.63,98829.53184506134,61.41,119698.66557337828,74.38,104504.17810352393,64.94,97794.79686475094,60.77,2.57,1.45,9.1,8.3,64894.0,12825,Saint Marys,Elk,8.4,6.9
15711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,107959.44924357493,67.08,91740.26769050812,57.0,92578.87645932312,57.53,121579.77599375276,75.55,101170.3824831177,62.86,92151.20332386452,57.26,4.49,3.43,6.7,19.9,44375.0,357,Anita,Jefferson,5.3,11.1
15776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,97124.66070491934,60.35,83569.25997202889,51.93,84294.42456326162,52.38,111112.94552637676,69.04,93036.81535503786,57.81,83996.84042449282,52.19,9.06,2.73,0.0,10.3,26250.0,29,Sprankle Mills,Jefferson,0.0,7.8
15780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,107624.7951964633,66.88,95275.5215893714,59.2,95977.36360068776,59.64,121847.80504681982,75.71,104737.91123521872,65.08,95705.61952503158,59.47,5.26,2.83,0.0,0.0,77500.0,65,Valier,Jefferson,0.0,8.6
16313,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,4.59,46952.43206006233,29.17,46110.30695249543,28.65,46986.89992088116,29.2,61890.39640656871,38.46,47105.7489280518,29.27,46157.8401293858,28.68,5.66,4.61,2.9,17.1,54052.0,1705,Clarendon,McKean,4.2,7.1
16352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,54472.46036202138,33.85,55531.67212484253,34.51,54521.71417177231,33.88,68846.31848031063,42.78,54635.132653535285,33.95,55555.80295106827,34.52,4.43,3.13,0.0,6.8,45417.0,220,Tiona,Warren,0.0,7.7
16434,0,0,1,1,2,0,0,3,1,0,1,0,1,1,0,4,7,16,1.88,3708.689998212117,2.3,17866.247361185684,11.1,3638.379541442936,2.26,18719.662493206637,11.63,3745.149519071872,2.33,17453.3705713847,10.85,8.47,1.89,30.4,20.2,57868.0,3008,Spartansburg,Crawford,6.8,11.6
16420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76,18606.11404133365,11.56,13083.321001483457,8.13,14202.722418131132,8.83,33613.38482674535,20.89,16736.069873996155,10.4,12992.037846193049,8.07,7.12,6.76,2.5,4.4,47321.0,434,Grand Valley,Venango,0.6,8.1
16235,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,3,3,0.41,62936.44843317181,39.11,44659.74595586328,27.75,45454.955851595616,28.24,75817.7701629017,47.11,54120.62695743299,33.63,45078.81845640604,28.01,7.45,0.4,1.6,4.3,80972.0,1407,Lucinda,Clarion,1.5,7.9
16258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,73135.754890466,45.44,56248.61064989209,34.95,57026.203820950745,35.43,86266.33984796026,53.6,65713.82873728324,40.83,56669.86206057191,35.21,5.99,3.95,13.3,10.5,51125.0,1870,Strattanville,Jefferson,1.4,6.7
16145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64,15725.651603952125,9.77,29054.84463421176,18.05,26571.602610775277,16.51,28903.14997966933,17.96,28150.028680175707,17.49,19659.614100192764,12.22,12.47,7.03,1.8,9.1,64500.0,2674,Sandy Lake,Venango,5.4,8.1
16374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31,35759.98933211728,22.22,42769.51078983265,26.58,42445.12987697136,26.37,50674.06163721498,31.49,49332.07481048528,30.65,39181.360853260834,24.35,9.35,5.31,7.3,8.2,54688.0,1643,Kennerdell,Venango,1.2,7.8
17764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.02,164063.9572160411,101.94,158054.32088712387,98.21,159310.5259815879,98.99,179192.42069827742,111.35,164209.68487255563,102.04,158274.82072172014,98.35,24.0,16.01,14.4,21.7,40847.0,2460,Renovo,Cameron,14.8,8.8
15730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,98647.07418129468,61.3,84025.20653902866,52.21,84791.48894461953,52.69,112479.54602944315,69.89,93492.03500319924,58.09,84447.55044888487,52.47,8.43,3.94,0.0,4.3,63482.0,140,Coolspring,Jefferson,0.0,8.4
15832,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3.06,135335.57188339348,84.09,128215.52622016262,79.67,129459.7594576438,80.44,150649.05734005678,93.61,135474.38889081814,84.18,128452.18504592418,79.82,11.14,3.06,2.0,8.9,40139.0,282,Driftwood,Clearfield,11.5,6.4
15863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,114444.7119477917,71.11,98341.50803979526,61.11,99259.05584925096,61.68,129097.22011484038,80.22,107670.34053152175,66.9,98736.39231885762,61.35,6.22,0.76,5.1,18.9,65417.0,135,Stump Creek,Jefferson,6.7,10.7
16405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.37,17943.506473789326,11.15,35904.84191133147,22.31,18065.594574729606,11.23,26358.552332019208,16.38,18096.878978541252,11.24,35555.97784413088,22.09,5.75,2.37,1.7,10.2,55938.0,557,Columbus,Warren,3.0,8.3
16323,2,0,2,2,8,0,0,7,0,0,0,0,0,0,0,14,28,28,0.75,22504.00215504124,13.98,27561.9302258042,17.13,26987.50712057932,16.77,36679.25932900683,22.79,32976.44270392058,20.49,25076.00203450345,15.58,0.33,0.29,7.1,11.0,62233.0,14694,Franklin,Venango,6.9,8.1
16328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.26,19538.330330798275,12.14,4373.926243115124,2.72,3276.59068308144,2.04,29046.1009241912,18.05,5993.788966245413,3.72,4075.096597805104,2.53,3.21,0.27,23.1,9.3,45208.0,233,Hydetown,Crawford,21.3,7.6
16111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.44,17086.900177737854,10.62,17869.03379213009,11.1,10972.100011102706,6.82,17458.71849295804,10.85,16080.617477982976,9.99,17085.435630295782,10.62,10.4,4.44,30.1,16.9,55833.0,1168,Atlantic,Crawford,2.9,10.2
16311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,7872.042911814835,4.89,22506.682995922685,13.99,20702.88437803479,12.86,22445.82242658225,13.95,21977.261329687724,13.66,11812.129776007843,7.34,11.13,4.27,6.8,6.0,73750.0,397,Carlton,Venango,0.0,8.0
16440,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,3,1.45,9843.77742374466,6.12,16132.961397003632,10.02,7650.227827926515,4.75,6709.326252079085,4.17,8923.007390664281,5.54,11312.72537785934,7.03,9.79,1.46,2.9,8.0,71250.0,741,Venango,Crawford,6.1,6.1
16220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,57124.11267109197,35.5,41979.42040657253,26.08,43033.50455259546,26.74,71819.20990698141,44.63,50995.09398649199,31.69,42336.20895321042,26.31,8.29,2.86,0.0,0.0,,72,Crown,Clarion,0.0,
16656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2.43,147059.8069559967,91.38,131144.07392227778,81.49,132058.78330602014,82.06,161816.24829880815,100.55,140472.98761098,87.29,131539.3218216272,81.73,16.84,2.43,10.9,23.3,46081.0,1206,Irvona,Clearfield,4.4,8.7
16680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,160547.57374091883,99.76,145188.69452731073,90.22,146135.0037488677,90.8,175473.1279143294,109.03,154453.81620892743,95.97,145576.2538148995,90.46,13.75,3.34,2.6,14.1,78295.0,348,Smithmill,Clearfield,2.0,9.2
16616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,156421.1852372313,97.2,140901.77745806478,87.55,141839.28236469085,88.14,171300.59948138642,106.44,150186.16002317757,93.32,141291.5603768942,87.79,14.93,3.07,13.5,41.1,,90,Beccaria,Clearfield,19.2,8.5
16134,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,7,5.02,30007.309155123872,18.65,30813.422239480125,19.15,22034.530841619577,13.69,30385.552766395496,18.88,29068.64380396207,18.06,29982.666713970582,18.63,10.47,4.72,6.5,13.1,57798.0,4080,Jamestown,Crawford,4.9,7.1
16036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,54044.7499976436,33.58,55363.64932072224,34.4,55384.78581872649,34.41,68936.48042788524,42.84,63371.28253284257,39.38,55788.35926184218,34.67,7.48,2.39,1.6,4.4,59911.0,297,Foxburg,Clarion,11.7,8.5
16849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,162872.11691749108,101.2,150990.7767385231,93.82,152105.24632507324,94.51,178318.72899382995,110.8,159615.32994360907,99.18,151320.0943987297,94.03,4.7,3.19,0.0,6.9,,101,Lanse,Clearfield,0.0,8.0
16876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.94,150717.7129015013,93.65,137931.69535432107,85.71,139013.4843138021,86.38,166085.54236252533,103.2,146738.50342671893,91.18,138275.49764314026,85.92,4.77,0.29,11.5,14.0,68333.0,235,Wallaceton,Clearfield,8.8,9.0
16879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,159602.42352734305,99.17,147641.035943058,91.74,148753.31617981786,92.43,175043.01050331478,108.77,156279.88644065958,97.11,147971.40394904438,91.95,2.6,1.48,0.0,3.0,78036.0,300,Winburne,Clearfield,2.4,8.6
16735,2,0,3,2,6,0,0,17,0,0,0,0,0,0,0,13,32,32,1.41,76084.07849731667,47.28,72461.89076575017,45.03,73744.90893557722,45.82,91122.21228519718,56.62,76233.54938653256,47.37,72604.03216145713,45.11,2.21,1.4,7.7,7.1,58496.0,6465,Kane,Elk,3.1,7.4
16727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,97349.12691434122,60.49,102908.32479131424,63.94,97431.303594304,60.54,100352.98188778396,62.36,97524.0994065624,60.6,102876.5068126317,63.92,3.33,2.3,5.1,0.0,89243.0,227,Derrick City,McKean,0.0,7.4
16748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,128741.470480674,80.0,132174.9478418253,82.13,128815.66467547932,80.04,132987.3677474487,82.63,128914.77927774208,80.1,132198.07344384643,82.14,11.37,11.16,6.5,11.8,56838.0,2687,Shinglehouse,McKean,6.3,8.8
16750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.79,115668.958751473,71.87,118423.39246557624,73.59,115738.76451700705,71.92,121723.10300773816,75.64,115840.94728126368,71.98,118456.7253701306,73.61,5.04,2.8,7.2,4.5,103906.0,463,Turtlepoint,McKean,1.4,7.6
16333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,63302.55283157399,39.33,63533.78724227744,39.48,63350.3121785351,39.36,77707.28577084075,48.29,63464.3770297942,39.44,63586.10829772736,39.51,6.14,3.08,0.0,4.2,44500.0,191,Ludlow,McKean,8.2,8.0
16321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,37104.530302814615,23.06,24365.12071005908,15.14,25589.236543942254,15.9,52015.68904719857,32.32,32428.043356530867,20.15,24627.61331452705,15.3,6.02,1.01,0.0,0.0,,10,East Hickory,Forest,0.0,8.2
16833,1,0,0,1,1,0,0,14,0,0,0,0,0,0,0,3,17,17,2.08,134940.8048200953,83.85,120070.32711852674,74.61,121054.98826536514,75.22,149957.59259532174,93.18,129245.20630762404,80.31,120447.69752520484,74.84,9.84,2.08,4.8,12.7,57264.0,5280,Curwensville,Clearfield,6.8,7.7
16858,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,3,6,6,1.83,154352.67555033698,95.91,142445.1201157502,88.51,143560.8037382862,89.2,169794.54956681243,105.51,151065.72392081108,93.87,142773.91806917827,88.72,1.56,1.83,4.1,10.3,57292.0,3953,Morrisdale,Clearfield,4.2,8.4
16871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.56,154848.6691049933,96.22,146009.35746480906,90.73,147216.41330256884,91.48,170287.95086648013,105.81,153859.187605586,95.6,146282.22254348052,90.9,16.83,6.14,0.0,0.0,55536.0,23,Pottersdale,Clearfield,0.0,
16845,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,13.63,157454.69847032032,97.84,148271.2482256568,92.13,149469.60983792032,92.88,172910.9346287082,107.44,156218.96458212545,97.07,148550.9133916405,92.31,15.39,5.25,1.8,9.4,66875.0,955,Karthaus,Clearfield,6.6,10.8
16834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,158483.6502761423,98.48,147513.41833814816,91.66,148660.76129967783,92.37,173964.81095636848,108.1,155920.24546825606,96.88,147825.95966625956,91.86,6.58,4.63,6.6,1.8,115241.0,711,Drifting,Clearfield,0.0,8.0
15865,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2,6,6,0.18,112703.1648042547,70.03,97153.21185212117,60.37,98108.60458680186,60.96,127516.38564549667,79.24,106407.126603356,66.12,97538.84164458777,60.61,5.08,0.18,12.5,17.7,37885.0,1023,Sykesville,Clearfield,5.0,8.2
16701,4,0,0,2,9,0,0,26,0,0,0,0,0,0,0,15,47,47,6.28,76433.12159105169,47.49,81375.72062655922,50.56,76509.4333979739,47.54,82773.7079340049,51.43,76606.96393530627,47.6,81345.05673724561,50.55,7.04,6.29,10.1,16.4,61996.0,16584,Bradford,McKean,4.0,8.4
16733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,91800.81156389225,57.04,90650.23889747454,56.33,91846.9821721257,57.07,105230.09321737486,65.39,91961.71413680947,57.14,90753.0570826394,56.39,2.76,2.65,11.6,8.8,43438.0,204,Hazel Hurst,McKean,0.0,7.7
16743,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,3,6,6,1.89,118656.78126094844,73.73,119397.77448214094,74.19,118716.30364330308,73.77,127552.49338195648,79.26,118824.71101749755,73.83,119473.43333981078,74.24,2.23,1.84,5.0,21.5,53846.0,3960,Port Allegany,McKean,8.3,7.5
16507,1,0,0,10,3,0,1,23,1,1,4,1,2,1,4,14,40,66,0.5,1544.8324889501723,0.96,342.98857971257047,0.21,340.918892605308,0.21,38.62131640450821,0.02,1205.799164397839,0.75,1067.940232776635,0.66,0.22,0.39,21.3,27.0,34474.0,8653,Erie Downtown,Erie,4.8,12.2
16502,0,1,2,13,4,0,1,32,0,3,4,0,5,2,3,20,53,90,0.24,1345.4073892362867,0.84,1553.8070354304086,0.97,982.904290932659,0.61,2167.119559118577,1.35,1055.2394322329253,0.66,949.1926657344872,0.59,0.12,0.24,26.1,33.0,34649.0,15815,Erie West,Erie,8.3,11.7
16508,2,2,3,6,11,0,0,24,1,0,28,1,4,1,4,24,52,112,0.21,939.4061008228572,0.58,1730.1504850960423,1.08,482.08373524879886,0.3,2131.192208198592,1.32,884.9412037144106,0.55,566.4349927710949,0.35,0.4,0.21,8.1,14.3,52361.0,15156,Erie South Central,Erie,5.8,8.0
16501,0,1,2,3,6,0,2,21,0,1,5,1,8,2,4,12,35,78,0.31,1572.1127126578126,0.98,255.3790751182202,0.16,466.52763227240143,0.29,741.7581061032014,0.46,701.2612578003492,0.44,511.1192456665689,0.32,0.26,0.27,66.4,61.0,14579.0,1919,Erie Downtown,Erie,15.6,16.2
16426,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,3,4,14,0.99,9775.728158868851,6.07,10003.995522545116,6.22,8289.696918340112,5.15,10231.812277516294,6.36,8207.843398322726,5.1,8978.28780204625,5.58,1.36,0.99,4.0,9.1,79554.0,3324,McKean,Erie,7.5,6.0
16430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,8337.568218439805,5.18,23768.06543539999,14.77,8321.638132773987,5.17,7762.410465247677,4.82,13307.045779244849,8.27,8700.797274955905,5.41,5.39,3.16,0.0,14.4,125833.0,118,Platea,Erie,0.0,
16412,1,0,1,1,4,0,2,3,2,0,4,1,7,1,1,7,15,48,0.44,2829.6722744137683,1.76,21052.5489863856,13.08,854.6144704552054,0.53,1869.8140182530487,1.16,4144.185435298404,2.58,3587.236147824015,2.23,8.29,0.44,4.1,15.2,67659.0,9726,Edinboro,Crawford,5.5,5.8
16421,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,3,13,0.67,9020.423564199864,5.61,13042.75857881022,8.1,4188.675729448881,2.6,6732.924387370329,4.18,6364.582663167292,3.95,4879.543379220566,3.03,1.05,0.67,1.1,16.2,68088.0,2251,Lake City,Erie,1.7,5.7
16407,4,0,1,0,5,0,0,5,0,0,0,0,6,0,0,10,16,29,1.22,10496.424905000407,6.52,31507.6395309636,19.58,10616.740299415049,6.6,15351.765484415531,9.54,10575.124049425016,6.57,31092.02469582035,19.32,0.47,1.22,10.8,21.2,48962.0,10555,Corry,Crawford,9.0,8.5
16668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.97,154801.7635789442,96.19,140836.98605030784,87.51,141646.2644989826,88.02,168980.05570365873,105.0,150285.95982443754,93.38,141252.51184419205,87.77,26.88,7.44,7.5,11.7,60947.0,3620,Patton,Clearfield,4.1,7.3
16639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,163600.00937504895,101.66,147513.72461413982,91.66,148411.27884814146,92.22,177761.00229719852,110.46,156869.3872174179,97.47,147912.68754647457,91.91,18.8,3.99,1.7,11.0,72911.0,1391,Fallentimber,Clearfield,3.5,7.8
16041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,64319.23248423077,39.97,69655.74593775105,43.28,69600.73063473239,43.25,79169.95589757654,49.19,77332.99948347048,48.05,67972.38271196725,42.24,11.19,5.35,2.3,10.3,68750.0,1865,Karns City,Clarion,2.4,7.5
15825,0,0,0,3,5,0,0,15,0,0,0,0,0,0,0,8,33,33,0.97,90614.06776613947,56.31,74326.61060767224,46.18,75250.61568313501,46.76,105150.45505026486,65.34,83650.3890341187,51.98,74720.36720521514,46.43,3.22,0.28,7.2,12.7,61522.0,9407,Brookville,Jefferson,4.9,7.6
16218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,76933.69519802413,47.8,78805.73633464516,48.97,78920.87627583942,49.04,91844.94478737267,57.07,87106.276176084,54.13,79239.39802596625,49.24,9.08,4.37,3.6,12.1,72232.0,1138,Cowansville,Clarion,6.9,7.3
15864,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,6,6,1.45,86113.69324926275,53.51,71893.81015999791,44.67,72616.4929119351,45.12,99903.0386844848,62.08,81360.84065944518,50.56,72321.82111437852,44.94,6.49,1.09,3.5,14.7,61417.0,1852,Summerville,Jefferson,4.0,7.9
15827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,114771.06645622302,71.32,105057.28766182152,65.28,106254.23352928965,66.02,130255.91259400376,80.94,113057.40242978788,70.25,105338.4054517211,65.45,8.93,1.94,0.0,1.7,72000.0,345,Byrnedale,Elk,8.5,7.3
15841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,117042.70866853229,72.73,106726.036890371,66.32,107906.02328246788,67.05,132527.71809315393,82.35,114891.99461829732,71.39,107019.12848617505,66.5,11.39,0.49,20.9,1.6,27386.0,188,Force,Elk,0.0,7.3
15764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.54,104307.20135185552,64.81,89576.45953120936,55.66,90356.96326661504,56.15,118161.49956218008,73.42,99039.70255860558,61.54,89996.7378671972,55.92,4.91,0.55,0.0,3.9,58750.0,154,Oliveburg,Jefferson,0.0,8.1
16416,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1.62,17787.250006661194,11.05,27415.67537090908,17.04,17851.130599767963,11.09,31992.86560644667,19.88,17956.986799865248,11.16,27177.18966509812,16.89,8.11,1.62,0.0,19.0,72731.0,142,Garland,Warren,0.0,7.8
16254,0,0,1,2,1,0,0,3,0,0,0,0,0,0,0,4,7,7,1.13,58001.4290756101,36.04,45080.29930072691,28.01,45624.54527238155,28.35,71551.65580056302,44.46,54412.9234754428,33.81,45522.66871025315,28.29,5.07,1.13,4.8,8.6,57250.0,3468,Shippenville,Clarion,6.5,7.3
16301,1,0,2,2,8,0,0,4,0,0,0,0,0,0,0,13,19,20,2.27,34633.765953539645,21.52,19907.52690050241,12.37,20097.908917778263,12.49,46467.0741452339,28.87,28596.34630871423,17.77,20344.61160037234,12.64,3.38,2.27,11.2,16.4,57368.0,15067,Oil City,Venango,6.3,8.0
16424,0,1,1,0,4,0,0,1,0,0,0,0,1,0,0,6,8,10,0.99,24109.90817924506,14.98,24729.45971236975,15.37,17010.43504853546,10.57,24390.72082239118,15.16,23565.288413052465,14.64,24047.923792999693,14.94,0.97,0.88,4.7,10.2,56285.0,4328,Linesville,Crawford,3.9,7.7
